pointer,HM002617,KX759623
523,0,0
524,0,0
525,0,0
526,0,0
527,0,0
528,0,0
529,0,0
530,0,0
531,0,0
532,0,0
533,0,0
534,0,0
535,0,0
536,0,0
537,0,0
538,0,0
539,0,0
540,0,0
541,0,0
542,0,0
543,0,0
544,0,0
545,0,0
546,0,0
547,0,0
548,0,0
549,0,0
550,0,0
551,0,0
552,0,0
553,0,0
554,0,0
555,0,0
556,0,0
557,0,0
558,0,0
559,0,0
560,0,0
561,0,0
562,0,0
563,0,0
564,0,0
565,0,0
566,0,0
567,0,0
568,0,0
569,0,0
570,0,0
571,0,0
572,0,0
573,0,0
574,0,0
575,0,0
576,0,0
577,0,0
578,0,0
579,0,0
580,0,0
581,0,0
582,0,0
583,0,0
584,0,0
585,0,0
586,0,0
587,0,0
588,0,0
589,0,0
590,0,0
591,0,0
592,0,0
593,0,0
594,0,0
595,0,0
596,0,0
597,0,0
598,0,0
599,0,0
600,0,0
601,0,0
602,0,0
603,0,0
604,0,0
605,0,0
606,0,0
607,0,0
608,0,0
609,0,0
610,0,0
611,0,0
612,0,0
613,0,0
614,0,0
615,0,0
616,0,0
617,0,0
618,0,0
619,0,0
620,0,0
621,0,0
622,0,0
623,0,0
624,0,0
625,0,0
626,0,0
627,0,0
628,0,0
629,0,0
630,0,0
631,0,0
632,0,0
633,0,0
634,0,0
635,0,0
636,0,0
637,0,0
638,0,0
639,0,0
640,0,0
641,0,0
642,0,0
643,0,0
644,0,0
645,0,0
646,0,0
647,0,0
648,0,0
649,0,0
650,0,0
651,0,0
652,0,0
653,0,0
654,0,0
655,0,0
656,0,0
657,0,0
658,0,0
659,0,0
660,0,0
661,0,0
662,0,0
663,0,0
664,0,0
665,0,0
666,0,0
667,0,0
668,0,0
669,0,0
670,0,0
671,0,0
672,0,0
673,0,0
674,0,0
675,0,0
676,0,0
677,0,0
678,0,0
679,0,0
680,0,0
681,0,0
682,0,0
683,0,0
684,0,0
685,0,0
686,0,0
687,0,0
688,0,0
689,0,0
690,0,0
691,0,0
692,0,0
693,0,0
694,0,0
695,0,0
696,0,0
697,0,0
698,0,0
699,0,0
700,0,0
701,0,0
702,0,0
703,0,0
704,0,0
705,0,0
706,0,0
707,0,0
708,0,0
709,0,0
710,0,0
711,0,0
712,0,0
713,0,0
714,0,0
715,0,0
716,0,0
717,0,0
718,0,0
719,0,0
720,0,0
721,0,0
722,0,0
723,0,0
724,0,0
725,0,0
726,0,0
727,0,0
728,0,0
729,0,0
730,0,0
731,0,0
732,0,0
733,0,0
734,0,0
735,0,0
736,0,0
737,0,0
738,0,0
739,0,0
740,0,0
741,0,0
742,0,0
743,0,0
744,0,0
745,0,0
746,0,0
747,0,0
748,0,0
749,0,0
750,0,0
751,0,0
752,0,0
753,0,0
754,0,0
755,0,0
756,0,0
757,0,0
758,0,0
759,0,0
760,0,0
761,0,0
762,0,0
763,0,0
764,0,0
765,0,0
766,0,0
767,0,0
768,0,0
769,0,0
770,0,0
771,0,0
772,0,0
773,0,0
774,0,0
775,0,0
776,0,0
777,0,0
778,0,0
779,0,0
780,0,0
781,0,0
782,0,0
783,0,0
784,0,0
785,0,0
786,0,0
787,0,0
788,0,0
789,0,0
790,0,0
791,0,0
792,0,0
793,0,0
794,0,0
795,0,0
796,0,0
797,0,0
798,0,0
799,0,0
800,0,0
801,0,0
802,0,0
803,0,0
804,0,0
805,0,0
806,0,0
807,0,0
808,0,0
809,0,0
810,0,0
811,0,0
812,0,0
813,0,0
814,0,0
815,0,0
816,0,0
817,0,0
818,0,0
819,0,0
820,0,0
821,0,0
822,0,0
823,0,0
824,0,0
825,0,0
826,0,0
827,0,0
828,0,0
829,0,0
830,0,0
831,0,0
832,0,0
833,0,0
834,0,0
835,0,0
836,0,0
837,0,0
838,0,0
839,0,0
840,0,0
841,0,0
842,0,0
843,0,0
844,0,0
845,0,0
846,0,0
847,0,0
848,0,0
849,0,0
850,0,0
851,0,0
852,0,0
853,0,0
854,0,0
855,0,0
856,0,0
857,0,0
858,0,0
859,0,0
860,0,0
861,0,0
862,0,0
863,0,0
864,0,0
865,0,0
866,0,0
867,0,0
868,0,0
869,0,0
870,0,0
871,0,0
872,0,0
873,0,0
874,0,0
875,0,0
876,0,0
877,0,0
878,0,0
879,0,0
880,0,0
881,0,0
882,0,0
883,0,0
884,0,0
885,0,0
886,0,0
887,0,0
888,0,0
889,0,0
890,0,0
891,0,0
892,0,0
893,0,0
894,0,0
895,0,0
896,0,0
897,0,0
898,0,0
899,0,0
900,0,0
901,0,0
902,0,0
903,0,0
904,0,0
905,0,0
906,0,0
907,0,0
908,0,0
909,0,0
910,0,0
911,0,0
912,0,0
913,0,0
914,0,0
915,0,0
916,0,0
917,0,0
918,0,0
919,0,0
920,0,0
921,0,0
922,0,0
923,0,0
924,0,0
925,0,0
926,0,0
927,0,0
928,0,0
929,0,0
930,0,0
931,0,0
932,0,0
933,0,0
934,0,0
935,0,0
936,0,0
937,0,0
938,0,0
939,0,0
940,0,0
941,0,0
942,0,0
943,0,0
944,0,0
945,0,0
946,0,0
947,0,0
948,0,0
949,0,0
950,0,0
951,0,0
952,0,0
953,0,0
954,0,0
955,0,0
956,0,0
957,0,0
958,0,0
959,0,0
960,0,0
961,0,0
962,0,0
963,0,0
964,0,0
965,0,0
966,0,0
967,0,0
968,0,0
969,0,0
970,0,0
971,0,0
972,0,0
973,0,0
974,0,0
975,0,0
976,0,0
977,0,0
978,0,0
979,0,0
980,0,0
981,0,0
982,0,0
983,0,0
984,0,0
985,0,0
986,0,0
987,0,0
988,0,0
989,0,0
990,0,0
991,0,0
992,0,0
993,0,0
994,0,0
995,0,0
996,0,0
997,0,0
998,0,0
999,0,0
1000,0,0
1001,0,0
1002,0,0
1003,0,0
1004,0,0
1005,0,0
1006,0,0
1007,0,0
1008,0,0
1009,0,0
1010,0,0
1011,0,0
1012,0,0
1013,0,0
1014,0,0
1015,0,0
1016,0,0
1017,0,0
1018,0,0
1019,0,0
1020,0,0
1021,0,0
1022,0,0
1023,0,0
1024,0,0
1025,0,0
1026,0,0
1027,0,0
1028,0,0
1029,0,0
1030,0,0
1031,0,0
1032,0,0
1033,0,0
1034,0,0
1035,0,0
1036,0,0
1037,0,0
1038,0,0
1039,0,0
1040,0,0
1041,0,0
1042,0,0
1043,0,0
1044,0,0
1045,0,0
1046,0,0
1047,0,0
1048,0,0
1049,0,0
1050,0,0
1051,0,0
1052,0,0
1053,0,0
1054,0,0
1055,0,0
1056,0,0
1057,0,0
1058,0,0
1059,0,0
1060,0,0
1061,0,0
1062,0,0
1063,0,0
1064,0,0
1065,0,0
1066,0,0
1067,0,0
1068,0,0
1069,0,0
1070,0,0
1071,0,0
1072,0,0
1073,0,0
1074,0,0
1075,0,0
1076,1.176470588,1.149425287
1077,1.176470588,2.298850575
1078,2.352941176,2.272727273
1079,2.352941176,3.409090909
1080,3.529411765,3.409090909
1081,4.705882353,4.545454545
1082,4.705882353,4.597701149
1083,4.705882353,4.651162791
1084,4.705882353,4.705882353
1085,5.882352941,5.882352941
1086,5.882352941,5.882352941
1087,7.058823529,7.058823529
1088,7.058823529,8.235294118
1089,8.235294118,8.235294118
1090,8.235294118,8.235294118
1091,9.411764706,9.411764706
1092,9.411764706,9.411764706
1093,10.58823529,10.58823529
1094,10.58823529,11.76470588
1095,10.58823529,11.76470588
1096,10.58823529,12.94117647
1097,11.76470588,14.11764706
1098,11.76470588,14.11764706
1099,12.79069767,15.29411765
1100,13.79310345,16.47058824
1101,13.63636364,17.64705882
1102,13.48314607,18.82352941
1103,14.44444444,20
1104,14.28571429,20
1105,14.13043478,20
1106,15.05376344,20
1107,15.95744681,20
1108,15.78947368,21.17647059
1109,15.625,22.35294118
1110,16.49484536,22.35294118
1111,17.34693878,23.52941176
1112,18.36734694,24.70588235
1113,19.3877551,24.70588235
1114,20.40816327,25.88235294
1115,20.40816327,27.05882353
1116,20.40816327,27.05882353
1117,20.40816327,27.05882353
1118,20.40816327,27.05882353
1119,20.40816327,27.05882353
1120,20.40816327,27.05882353
1121,20.40816327,28.23529412
1122,20.40816327,28.23529412
1123,20.40816327,29.41176471
1124,20.40816327,30.23255814
1125,20.40816327,29.88505747
1126,20.40816327,29.88505747
1127,20.40816327,31.03448276
1128,20.40816327,31.03448276
1129,20.40816327,31.03448276
1130,20.40816327,32.18390805
1131,20.40816327,33.33333333
1132,20.40816327,34.48275862
1133,21.42857143,35.22727273
1134,21.42857143,35.95505618
1135,21.42857143,35.55555556
1136,21.42857143,36.26373626
1137,21.42857143,35.86956522
1138,22.44897959,36.55913978
1139,22.44897959,37.23404255
1140,23.46938776,37.89473684
1141,23.46938776,37.5
1142,23.46938776,37.11340206
1143,24.48979592,37.11340206
1144,25.51020408,38.1443299
1145,25.51020408,39.17525773
1146,26.53061224,39.17525773
1147,26.53061224,39.17525773
1148,26.53061224,40.20618557
1149,27.55102041,41.2371134
1150,28.57142857,42.26804124
1151,28.57142857,43.29896907
1152,28.57142857,43.29896907
1153,28.57142857,43.29896907
1154,29.59183673,44.32989691
1155,29.59183673,45.36082474
1156,30.6122449,46.39175258
1157,30.6122449,47.42268041
1158,30.6122449,48.45360825
1159,31.63265306,49.48453608
1160,32.65306122,50.51546392
1161,33.67346939,50.51546392
1162,34.69387755,51.54639175
1163,35.71428571,52.57731959
1164,35.71428571,53.60824742
1165,35.71428571,54.63917526
1166,36.73469388,54.63917526
1167,36.73469388,54.63917526
1168,36.73469388,55.67010309
1169,37.75510204,56.70103093
1170,38.7755102,56.70103093
1171,38.38383838,57.73195876
1172,39,58.7628866
1173,39,59.79381443
1174,39,60.82474227
1175,40,61.8556701
1176,39,60.82474227
1177,40,60.82474227
1178,39,61.8556701
1179,40,60.82474227
1180,39,61.8556701
1181,39,61.8556701
1182,39,61.2244898
1183,39,60.60606061
1184,39,61
1185,38,61
1186,39,62
1187,38,62
1188,38,62
1189,37,63
1190,38,63
1191,37,62
1192,37,63
1193,36,63
1194,37,63
1195,37,64
1196,38,64
1197,37,64
1198,37,65
1199,37,65
1200,36,65
1201,37,65
1202,37,65
1203,36,65
1204,37,66
1205,38,67
1206,37,67
1207,37,68
1208,38,68
1209,38,67
1210,37,68
1211,36,67
1212,36,66
1213,35,66
1214,34,65
1215,34,64
1216,34,65
1217,35,66
1218,35,66
1219,35,66
1220,36,67
1221,36,67
1222,36,68
1223,37,68
1224,37,68
1225,37,68
1226,37,68
1227,38,67
1228,38,68
1229,38,69
1230,38,68
1231,38,67
1232,38,66
1233,38,65
1234,39,65
1235,39,65.65656566
1236,39,65.30612245
1237,39,65.97938144
1238,38,65.625
1239,38,65.26315789
1240,37,64.89361702
1241,37,65.59139785
1242,37,66.30434783
1243,36,67.03296703
1244,35,66.66666667
1245,35,66.29213483
1246,34,67.04545455
1247,35,68.18181818
1248,36,67.04545455
1249,35,67.04545455
1250,34,67.04545455
1251,34,65.90909091
1252,35,67.04545455
1253,35,68.18181818
1254,34,67.04545455
1255,34,65.90909091
1256,34,65.90909091
1257,35,65.90909091
1258,36,65.90909091
1259,36,65.90909091
1260,35,64.77272727
1261,34,64.77272727
1262,34,64.77272727
1263,33,63.63636364
1264,33,63.63636364
1265,33,63.63636364
1266,33,64.77272727
1267,34,65.90909091
1268,35,65.90909091
1269,34,64.77272727
1270,34,65.90909091
1271,35,65.90909091
1272,35,64.77272727
1273,35,64.77272727
1274,36,64.77272727
1275,35,64.77272727
1276,35,64.77272727
1277,35,64.77272727
1278,35,63.63636364
1279,35,64.77272727
1280,36,64.77272727
1281,36,64.77272727
1282,36,65.90909091
1283,37,67.04545455
1284,37,67.04545455
1285,38,65.90909091
1286,37,65.90909091
1287,37,64.77272727
1288,38,64.77272727
1289,38,64.77272727
1290,37,65.90909091
1291,37,67.04545455
1292,37,67.04545455
1293,37,67.04545455
1294,36,65.90909091
1295,37,64.77272727
1296,36,63.63636364
1297,37,62.5
1298,38,61.36363636
1299,37,60.22727273
1300,38,60.22727273
1301,37,60.22727273
1302,37,60.22727273
1303,37,60.22727273
1304,37,60.22727273
1305,36,60.22727273
1306,37,61.36363636
1307,37,61.36363636
1308,37,61.36363636
1309,38,62.5
1310,38,62.5
1311,39,62.5
1312,39,62.5
1313,39,62.5
1314,39,62.5
1315,40,63.63636364
1316,41,63.63636364
1317,40,63.63636364
1318,40,64.77272727
1319,40,65.90909091
1320,40,65.90909091
1321,40,64.77272727
1322,41,64.77272727
1323,40,63.63636364
1324,41,63.63636364
1325,42,64.77272727
1326,42,64.77272727
1327,41,64.77272727
1328,42,64.77272727
1329,42,63.63636364
1330,42,63.63636364
1331,43,64.77272727
1332,43,64.77272727
1333,42,65.90909091
1334,42,64.77272727
1335,42,64.04494382
1336,43,64.44444444
1337,44,64.83516484
1338,44,65.2173913
1339,45,65.59139785
1340,45,65.95744681
1341,46,66.31578947
1342,46,66.66666667
1343,46,67.01030928
1344,46,66.32653061
1345,46,65.65656566
1346,47,66
1347,47,65
1348,46,66
1349,47,66
1350,48,65
1351,49,65
1352,49,65
1353,50,65
1354,51,66
1355,51,67
1356,50,67
1357,50,67
1358,50,67
1359,49,66
1360,50,67
1361,51,68
1362,51,68
1363,52,69
1364,53,69
1365,53,69
1366,52,69
1367,51,69
1368,50,68
1369,50,69
1370,50,69
1371,49,68
1372,49,69
1373,50,69
1374,49,69
1375,49,68
1376,49,69
1377,48,68
1378,48,69
1379,48,69
1380,48,69
1381,47,69
1382,47,69
1383,47,68
1384,47,68
1385,46,69
1386,46,68
1387,47,69
1388,47,69
1389,48,68
1390,48,68
1391,48,68
1392,48,68
1393,48,67
1394,49,68
1395,48,69
1396,48,70
1397,47,70
1398,46,71
1399,47,71
1400,47,70
1401,47,70
1402,48,70
1403,49,70
1404,48,69
1405,48,69
1406,48,69
1407,47,68
1408,46,67
1409,46,67
1410,46,67
1411,46,67
1412,46,68
1413,46,68
1414,46,68
1415,46,68
1416,45,67
1417,46,66
1418,46,66
1419,46,65
1420,46,65
1421,47,66
1422,46,66
1423,47,66
1424,47,66
1425,46,65
1426,46,65
1427,46,66
1428,46,65
1429,46,66
1430,47,67
1431,47,67
1432,48,68
1433,49,68
1434,48,68
1435,48,69
1436,47,69
1437,46,68
1438,47,68
1439,46,67.67676768
1440,46,67.34693878
1441,46,67.34693878
1442,46,66.32653061
1443,47,66.32653061
1444,48,67.34693878
1445,49,67.34693878
1446,48,66.32653061
1447,48,66.32653061
1448,48,66.32653061
1449,48,66.32653061
1450,47,66.32653061
1451,46,66.32653061
1452,45,66.32653061
1453,44,66.32653061
1454,44,65.30612245
1455,44,64.28571429
1456,44,64.28571429
1457,43,63.26530612
1458,43,63.26530612
1459,43,64.28571429
1460,42,63.26530612
1461,42,63.26530612
1462,41,63.26530612
1463,40,63.26530612
1464,40,63.26530612
1465,41,63.26530612
1466,42,63.26530612
1467,43,63.26530612
1468,44,64.28571429
1469,44,63.26530612
1470,43,63.26530612
1471,44,64.28571429
1472,43,64.28571429
1473,43,64.28571429
1474,44,64.28571429
1475,45,65.30612245
1476,46,65.30612245
1477,46,66.32653061
1478,46,65.30612245
1479,46,65.30612245
1480,46,65.30612245
1481,46,64.28571429
1482,46,64.28571429
1483,46,65.30612245
1484,46,65.30612245
1485,47,64.28571429
1486,47,65.30612245
1487,46,65.30612245
1488,46,65.30612245
1489,46,66.32653061
1490,46,65.30612245
1491,47,65.30612245
1492,48,65.30612245
1493,48,66.32653061
1494,47,66.32653061
1495,47,66.32653061
1496,47,66.32653061
1497,47,67.34693878
1498,48,67.34693878
1499,47,68.36734694
1500,46,69.3877551
1501,46,69.3877551
1502,46,68.36734694
1503,46,67.34693878
1504,47,68.36734694
1505,47,67.34693878
1506,46,67.34693878
1507,47,68.36734694
1508,48,69.3877551
1509,47,69.3877551
1510,47,69.3877551
1511,46,69.3877551
1512,46,69.3877551
1513,47,70.40816327
1514,47,71.42857143
1515,46,71.42857143
1516,47,72.44897959
1517,47,72.44897959
1518,48,72.44897959
1519,49,73.46938776
1520,48,73.46938776
1521,48,73.46938776
1522,49,73.46938776
1523,48,73.46938776
1524,48,73.46938776
1525,49,74.48979592
1526,50,75.51020408
1527,51,75.51020408
1528,51,76.53061224
1529,52,75.51020408
1530,52,75.51020408
1531,52,75.51020408
1532,51,74.48979592
1533,51,74.48979592
1534,52,75.51020408
1535,52,74.48979592
1536,53,73.46938776
1537,53,73.46938776
1538,53,72.44897959
1539,53,71.71717172
1540,54,72
1541,54,71
1542,54,71
1543,54,70
1544,53,70
1545,53,71
1546,54,72
1547,53,73
1548,54,72
1549,54,72
1550,55,73
1551,55,73
1552,56,73
1553,57,73
1554,57,74
1555,57,75
1556,57,75
1557,58,75
1558,58,75
1559,58,74
1560,58,74
1561,57,73
1562,57,73
1563,58,72
1564,58,72
1565,57,71
1566,57,71
1567,57,71
1568,56,70
1569,56,70
1570,56,70
1571,55,69
1572,56,68
1573,56,67
1574,56,66
1575,56,66
1576,56,66
1577,56,65
1578,57,66
1579,57,66
1580,56,66
1581,57,67
1582,58,66
1583,58,65
1584,59,65
1585,59,66
1586,59,65
1587,60,65
1588,60,65
1589,59,64
1590,59,64
1591,59,64
1592,59,63
1593,59,62
1594,59,61
1595,60,60
1596,61,60
1597,62,60
1598,62,59
1599,63,59
1600,64,59
1601,65,58
1602,65,59
1603,65,60
1604,64,59
1605,65,60
1606,66,60
1607,66,60
1608,66,60
1609,66,60
1610,66,59
1611,67,60
1612,66,60
1613,66,59
1614,67,59
1615,68,59
1616,68,59
1617,68,60
1618,68,60
1619,67,59
1620,68,59
1621,68,59
1622,67,58
1623,68,59
1624,68,59
1625,68,59
1626,67,59
1627,67,59
1628,66,58
1629,65,59
1630,65,58
1631,65,58
1632,65,59
1633,64,59
1634,63,58
1635,64,59
1636,64,60
1637,64,60
1638,64,61
1639,65,62
1640,65,62
1641,65,63
1642,66,64
1643,66,65
1644,67,65
1645,67,65
1646,67,64
1647,68,64
1648,68,65
1649,68,65
1650,68,65
1651,69,66
1652,69,66
1653,69,66
1654,69,66
1655,69,66
1656,70,66
1657,70,67
1658,69,67
1659,69,68
1660,69,69
1661,69,69
1662,69,68
1663,69,69
1664,68,68
1665,69,69
1666,69,69
1667,69,68
1668,70,68
1669,71,68
1670,71,67
1671,72,68
1672,72,69
1673,72,70
1674,71,70
1675,71,70
1676,70,70
1677,71,71
1678,71,71
1679,70,71
1680,71,71
1681,71,71
1682,70,71
1683,70,71
1684,69,70
1685,68,69
1686,69,69
1687,69,69
1688,69,69
1689,70,69
1690,70,70
1691,69,70
1692,69,71
1693,70,72
1694,70,72
1695,70,72
1696,69,72
1697,69,71
1698,69,72
1699,69,72
1700,69,71
1701,68,72
1702,68,72
1703,67,72
1704,68,72
1705,68,72
1706,67,72
1707,67,72
1708,67,72
1709,67,71
1710,68,72
1711,68,71
1712,69,71
1713,69,72
1714,69,72
1715,68,71
1716,68,71
1717,68,71
1718,68,71
1719,69,72
1720,69,72
1721,68,72
1722,69,73
1723,69,73
1724,69,73
1725,69,73
1726,70,73
1727,69,73
1728,69,74
1729,70,74
1730,70,74
1731,69,74
1732,69,74
1733,69,73
1734,70,74
1735,70,74
1736,69,73
1737,70,74
1738,70,74
1739,69,73
1740,69,73
1741,69,73
1742,68,73
1743,68,73
1744,68,73
1745,67,73
1746,67,74
1747,67,74
1748,66,73
1749,65,73
1750,65,73
1751,65,73
1752,65,73
1753,65,73
1754,65,73
1755,65,72
1756,65,72
1757,64,72
1758,65,72
1759,66,72
1760,66,72
1761,66,72
1762,67,73
1763,66,73
1764,67,74
1765,67,74
1766,66,73
1767,65,73
1768,65,74
1769,64,74
1770,64,74
1771,64,74
1772,63,73
1773,62,73
1774,62,74
1775,62,73
1776,63,73
1777,63,73
1778,62,72
1779,62,72
1780,62,72
1781,61,71
1782,62,72
1783,62,73
1784,62,74
1785,63,75
1786,62,76
1787,61,76
1788,61,76
1789,61,77
1790,62,77
1791,63,77
1792,63,77
1793,63,76
1794,63,77
1795,63,78
1796,64,77
1797,64,78
1798,64,78
1799,64,78
1800,63,78
1801,64,78
1802,63,77
1803,64,77
1804,64,78
1805,63,77
1806,63,76
1807,62,75
1808,61,75
1809,61,76
1810,61,76
1811,60,77
1812,60,77
1813,60,77
1814,60,76
1815,60,77
1816,60,77
1817,59,76
1818,59,76
1819,59,76
1820,58,75
1821,58,74
1822,57,74
1823,56,73
1824,56,73
1825,56,73
1826,55,72
1827,56,72
1828,57,72
1829,57,72
1830,57,73
1831,57,73
1832,57,73
1833,58,74
1834,58,74
1835,57,73
1836,57,74
1837,57,74
1838,57,73
1839,58,74
1840,58,74
1841,57,73
1842,58,72
1843,57,72
1844,56,72
1845,56,72
1846,55,72
1847,55,72
1848,56,73
1849,57,73
1850,57,73
1851,57,73
1852,57,73
1853,56,73
1854,56,73
1855,57,74
1856,56,74
1857,57,74
1858,56,73
1859,55,73
1860,56,72
1861,57,73
1862,56,72
1863,57,72
1864,57,72
1865,56,71
1866,57,72
1867,58,73
1868,57,72
1869,57,73
1870,58,74
1871,57,73
1872,58,74
1873,59,74
1874,59,73
1875,58,74
1876,57,74
1877,56,73
1878,57,74
1879,57,74
1880,56,74
1881,56,74
1882,55,74
1883,54,73
1884,55,73
1885,55,73
1886,55,72
1887,55,71
1888,55,71
1889,54,70
1890,54,69
1891,54,69
1892,54,69
1893,54,70
1894,55,70
1895,54,69
1896,54,70
1897,54,70
1898,53,70
1899,53,69
1900,54,69
1901,53,68
1902,54,68
1903,54,67
1904,53,66
1905,53,67
1906,53,68
1907,53,68
1908,53,68
1909,54,68
1910,53,67
1911,53,67
1912,52,67
1913,52,66
1914,52,66
1915,52,65
1916,51,65
1917,51,66
1918,51,66
1919,50,65
1920,51,66
1921,51,66
1922,51,65
1923,51,66
1924,51,66
1925,51,66
1926,51,66
1927,51,66
1928,50,65
1929,50,65
1930,50,65
1931,51,65
1932,52,65
1933,51,64
1934,50,64
1935,51,65
1936,52,65
1937,52,65
1938,52,66
1939,52,66
1940,52,65
1941,53,65
1942,53,66
1943,53,65
1944,53,65
1945,54,65
1946,54,65
1947,53,65
