Accession,Organism_Name,Isolate,Species,Genus,Country,source,Host,Collection_Date,novel
KT922089.1,Porcine sapovirus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2015,0
KT945133.1,Porcine sapovirus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2002,0
KX000383.1,Sapovirus GV/WG194D-1,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2009,0
KX000384.1,Sapovirus GVII/RV0042,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2011,0
KX274477.1,Sapovirus GII.4,116006,Sapporo virus,Sapovirus,Brazil,Homo sapiens,0,2011,0
KX431437.1,Sapporo virus,Hu/GV/0003/Sollentuna/2016/SWE,Sapporo virus,Sapovirus,Sweden,Homo sapiens,0,2016,0
KX688105.1,Sapovirus GIII,1ah,Sapporo virus,Sapovirus,China,Sus scrofa,0,2010,0
KX688107.1,Sapovirus GIII,p2,Sapporo virus,Sapovirus,China,Sus scrofa,0,2015,0
KX759619.1,Bat sapovirus,Bat-SaV/Lysoka36/CAM/2014,Bat sapovirus,Sapovirus,Cameroon,Eidolon helvum,1,2014,0
KX759621.1,Bat sapovirus,Bat-SaV/Limbe899a/CAM/2014,Bat sapovirus,Sapovirus,Cameroon,Eidolon helvum,1,2014,0
KX759622.1,Bat sapovirus,Bat-SaV/Limbe899b/CAM/2014,Bat sapovirus,Sapovirus,Cameroon,Eidolon helvum,1,2014,0
KX759623.1,Bat sapovirus,Bat-SaV/Limbe900/CAM/2014,Bat sapovirus,Sapovirus,Cameroon,Eidolon helvum,1,2014,0
KX980412.1,Sapovirus Hu/GI/Hunan/China/2016,Hu/GI/Hunan/China/2016,Sapporo virus,Sapovirus,China,Homo sapiens,0,2016,0
KY040366.1,Sapporo virus,,Sapporo virus,Sapovirus,Sweden,Homo sapiens,0,2016,0
LC190463.1,Sapovirus Hu/GII/JP/2010/Kashiwa1,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2010,0
LC215874.1,Sapovirus GIII/MoI2-1-1,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215875.1,Sapovirus GIII/Ishi-Im1-3,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215876.1,Sapovirus GIII/Ishi-Im3-2,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215877.1,Sapovirus GIII/Ishi-Kah3,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215878.1,Sapovirus GIII/Ishi-Im7-1,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215879.1,Sapovirus GIII/Ishi-Kah6,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2016,0
LC215880.1,Sapovirus GIII/HgYa1-1,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2016,0
LC215881.1,Sapovirus GIII/HgYa2-1,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2016,0
LC215882.1,Sapovirus GIII/HgYa2-2,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2016,0
LC215883.1,Sapovirus GIII/HgTa1,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2016,0
LC215884.1,Sapovirus GIII/HgTa3-1,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2016,0
LC215885.1,Sapovirus GV/HkKa2-1,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215886.1,Sapovirus GVI/HgOg2-4,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215887.1,Sapovirus GVI/Ishi-Im7-2,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2016,0
LC215888.1,Sapovirus GVI/Ishi-Im9,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2016,0
LC215889.1,Sapovirus GVII/HgTa2-1,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215890.1,Sapovirus GVII/HgTa2-2-1,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215891.1,Sapovirus GVII/MoI2-1-2,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215892.1,Sapovirus GVII/Ishi-Im1-2,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215893.1,Sapovirus GVII/Ishi-Im1-4,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215894.1,Sapovirus GVII/Ishi-Im3-1,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215895.1,Sapovirus GVIII/Ishi-Im1-1,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215896.2,Sapovirus GX/HgTa2,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2016,0
LC215897.2,Sapovirus GX/HgTa3-2,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2016,0
LC215898.1,Sapovirus GXI/HgTa2-2-2,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2015,0
LC215899.2,Sapovirus GXI/Ishi-Im7-3,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2016,0
LC380411.1,Sapovirus Hu/GI.6/Nichinan/FP05284/2005/JPN,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2005,0
LC469052.1,Porcine sapovirus,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2018,0
LC483440.1,Sapovirus GV,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2018,0
LC483441.1,Sapovirus GVI,,Sapporo virus,Sapovirus,Japan,Sus scrofa,0,2018,0
LC504312.1,Sapovirus GI,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2013,0
LC504315.1,Sapovirus GI,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2013,0
LC504326.1,Sapovirus GI,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2007,0
LC504334.1,Sapovirus GI,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2001,0
LC504341.1,Sapovirus GI,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2010,0
LC504342.1,Sapovirus GI,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2011,0
LC504350.1,Sapovirus GI,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2012,0
LC504354.1,Sapovirus GI,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2013,0
LC504364.1,Sapovirus GI,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2012,0
LC504365.1,Sapovirus GI,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2012,0
LC504367.1,Sapovirus GI,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2012,0
LC504371.1,Sapovirus GI,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2013,0
LC504385.1,Sapovirus GI,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2013,0
LC504404.1,Sapovirus GII,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2014,0
LC671561.1,Sapovirus GI.1,AH20,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2020,0
LC715150.1,Sapovirus GII,GII.3-AK11-P1,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2022,0
LC715151.1,Sapovirus GI,GI.1-AK20-P1,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2022,0
MF766258.1,Sapovirus GVII,Po/SH1703/China/2017,Sapporo virus,Sapovirus,China,Sus scrofa,0,2017,0
MF944258.1,Sapovirus sp.,,Sapovirus sp.,Sapovirus,China,Homo sapiens,0,2015,0
MG515473.1,Sapovirus GII,,Sapporo virus,Sapovirus,China,Homo sapiens,0,2015,0
MG515474.1,Sapovirus GII,,Sapporo virus,Sapovirus,China,Homo sapiens,0,2015,0
MG515475.1,Sapovirus GII,,Sapporo virus,Sapovirus,China,Homo sapiens,0,2015,0
MG515476.1,Sapovirus GI,,Sapporo virus,Sapovirus,China,Homo sapiens,0,2016,0
MG515477.1,Sapovirus GI,,Sapporo virus,Sapovirus,China,Homo sapiens,0,2016,0
MG515478.1,Sapovirus GI,,Sapporo virus,Sapovirus,China,Homo sapiens,0,2016,0
MG515479.1,Sapovirus GI,,Sapporo virus,Sapovirus,China,Homo sapiens,0,2016,0
MH003837.1,Sapovirus rat/S4-82,,Sapovirus rat/S4-82,Sapovirus,China,Rattus norvegicus,0,2016,0
MK111628.1,Sapovirus GI.1,Hu/Guangzhou/GZ2013-L013/CHN/2013,Sapporo virus,Sapovirus,China,Homo sapiens,0,2013,0
MK111629.1,Sapovirus GI.1,Hu/Guangzhou/GZ2013-L030/CHN/2013,Sapporo virus,Sapovirus,China,Homo sapiens,0,2013,0
MK111630.1,Sapovirus GI.1,Hu/Guangzhou/GZ2014-L078/CHN/2014,Sapporo virus,Sapovirus,China,Homo sapiens,0,2014,0
MK250983.1,Sapovirus GI,Hu/BRA/2015/GI.2/TO-65,Sapporo virus,Sapovirus,Brazil,Homo sapiens,0,2015,0
MK250984.1,Sapovirus GI,Hu/BRA/2014/GI.2/TO-31,Sapporo virus,Sapovirus,Brazil,Homo sapiens,0,2014,0
MK250985.1,Sapovirus GI,BRA/TO-66,Sapporo virus,Sapovirus,Brazil,Homo sapiens,0,2015,0
MK250986.1,Sapovirus GI,Hu/BRA/2013/GI.2/TO-07,Sapporo virus,Sapovirus,Brazil,Homo sapiens,0,2013,0
MK250987.1,Sapovirus GI,Hu/BRA/2014/GI.2/TO-89,Sapporo virus,Sapovirus,Brazil,Homo sapiens,0,2014,0
MK250988.1,Sapovirus GI,Hu/BRA/2015/GI.2/TO-90,Sapporo virus,Sapovirus,Brazil,Homo sapiens,0,2015,0
MK599471.1,Sapovirus GII.8,Hu/Guangzhou/GZ2014-L231/CHN/2014,Sapporo virus,Sapovirus,China,Homo sapiens,0,2014,0
MK962337.1,Porcine sapovirus,,Sapporo virus,Sapovirus,Spain,Sus scrofa,0,2017,0
MK962338.1,Porcine sapovirus,,Sapporo virus,Sapovirus,Spain,Sus scrofa,0,2017,0
MK962339.1,Porcine sapovirus,,Sapporo virus,Sapovirus,Spain,Sus scrofa,0,2017,0
MK962340.1,Porcine sapovirus,,Sapporo virus,Sapovirus,Spain,Sus scrofa,0,2017,0
MK965898.1,Porcine sapovirus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2019,0
MK965900.1,Porcine sapovirus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2019,0
MK965901.1,Porcine sapovirus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2015,0
MK965904.1,Porcine sapovirus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2019,0
MN102395.1,Sapovirus GIV.1,,Sapporo virus,Sapovirus,Taiwan,Homo sapiens,0,2008,0
MN102397.1,Sapovirus GI.2,,Sapporo virus,Sapovirus,Taiwan,Homo sapiens,0,2009,0
MN102403.1,Sapovirus GII.5,,Sapporo virus,Sapovirus,Taiwan,Homo sapiens,0,2008,0
MN102407.1,Sapovirus GII.8,,Sapporo virus,Sapovirus,Taiwan,Homo sapiens,0,2014,0
MN102408.1,Sapovirus GII.8,,Sapporo virus,Sapovirus,Taiwan,Homo sapiens,0,2014,0
MN187064.1,Sapovirus sp.,,Sapovirus sp.,Sapovirus,China,Homo sapiens,0,2015,0
MN509083.1,Sapovirus GI.6,,Sapporo virus,Sapovirus,USA,Homo sapiens,0,2016,0
MW285639.1,Sapovirus GV,,Sapporo virus,Sapovirus,China,Sus scrofa,0,2020,0
MW285640.1,Sapovirus GIII,,Sapporo virus,Sapovirus,China,Sus scrofa,0,2020,0
MW285641.1,Sapovirus GIII,,Sapporo virus,Sapovirus,China,Sus scrofa,0,2020,0
MW285642.1,Sapovirus GIII,,Sapporo virus,Sapovirus,China,Sus scrofa,0,2020,0
MW316743.1,Porcine sapovirus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2019,0
MW316744.1,Porcine sapovirus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2020,0
MW316750.1,Porcine sapovirus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2020,0
MW316751.1,Porcine sapovirus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2020,0
MW316752.1,Porcine sapovirus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2019,0
MW316755.1,Porcine sapovirus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2019,0
MW316756.1,Porcine sapovirus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2019,0
MW316759.1,Porcine sapovirus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,2019,0
MZ488272.1,Sapovirus GII,G19_13.5_JUN17,Sapporo virus,Sapovirus,Mexico,Homo sapiens,0,2017,0
MZ576278.1,Sapovirus Sapozj-9,,Sapovirus Sapozj-9,Sapovirus,China,Homo sapiens,0,2016,0
NC_000940.1,Cowden I virus,,Sapporo virus,Sapovirus,USA,Sus scrofa,0,1999,0
NC_001547.1,Sindbis virus,,Sindbis virus,Alphavirus,USA,Cell culture,0,1981,0
NC_006269.1,Sapovirus Hu/Dresden/pJG-Sap01/DE,,Sapporo virus,Sapovirus,Germany,Homo sapiens,0,2007,0
NC_006554.1,Sapovirus C12,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2005,0
NC_010624.1,Sapovirus Mc10,,Sapporo virus,Sapovirus,Thailand,Homo sapiens,0,2005,0
NC_017936.1,Bat sapovirus TLC58/HK,,Bat sapovirus TLC58/HK,Sapovirus,Hong Kong,Chiroptera,1,2012,0
NC_027026.1,Sapovirus Hu/Nagoya/NGY-1/2012/JPN,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,2015,0
NC_033776.1,Bat sapovirus,Bat-SaV/Limbe65/CAM/2014,Bat sapovirus,Sapovirus,Cameroon,Eidolon helvum,1,2014,0
NC_075724.1,Sapovirus Hu/GI/Sapporo/MT-2010/1982,,Sapporo virus,Sapovirus,Japan,Homo sapiens,0,1982,0
OK484997.1,Sapovirus GV,,Sapporo virus,Sapovirus,China,Sus scrofa,0,2020,0
OK484998.1,Sapovirus GIII,,Sapporo virus,Sapovirus,China,Sus scrofa,0,2020,0
OK484999.1,Sapovirus GIII,,Sapporo virus,Sapovirus,China,Sus scrofa,0,2020,0
OK485000.1,Sapovirus GIII,,Sapporo virus,Sapovirus,China,Sus scrofa,0,2020,0
ON872527.1,Bat faecal sapovirus,Ad02/aus/1,Bat faecal sapovirus,Sapovirus,Australia,Pteropus poliocephalus,1,2019,0
OP255973.1,Sapovirus GI,,Sapporo virus,Sapovirus,Netherlands,Homo sapiens,0,2016,0
OP930874.1,Bat sapovirus,GZ/L177.18/2022,Bat sapovirus,Sapovirus,China,Ia io,1,2022,0
OP930875.1,Bat sapovirus,GD/L107.18/2022,Bat sapovirus,Sapovirus,China,Hipposideros armiger,1,2022,0
OP963622.1,Bat sapovirus BtSY1,Bat/2016/S16WDBatR58,Bat sapovirus,Sapovirus,China,Cynopterus sphinx,1,2016,0
OP963623.1,Bat sapovirus BtSY2,Bat/2017/S17WDBatR10,Bat sapovirus,Sapovirus,China,Rousettus leschenaultii,1,2017,0
OQ709197.1,Bat sapovirus WD3,BtSaV/RlWD03,Bat sapovirus WD3,Sapovirus,China,Rousettus leschenaultii,1,2018,0
OR517473.1,Sapovirus sp.,Hu/NI/2017/GI.2/CNDR695,Sapovirus sp.,Sapovirus,Nicaragua,Homo sapiens,0,2017,0
OR672551.1,Sapovirus GI,RC-21071,Sapporo virus,Sapovirus,China,Homo sapiens,0,2021,0
OR672552.1,Sapovirus GI,QD-F-22013,Sapporo virus,Sapovirus,China,Homo sapiens,0,2022,0
OR672553.1,Sapovirus GI,RC-21013,Sapporo virus,Sapovirus,China,Homo sapiens,0,2020,0
OR672554.1,Sapovirus GI,RC-22152,Sapporo virus,Sapovirus,China,Homo sapiens,0,2022,0
OR672555.1,Sapovirus GI,QD-F-22010,Sapporo virus,Sapovirus,China,Homo sapiens,0,2022,0
OR672556.1,Sapovirus GI,RC-21100,Sapporo virus,Sapovirus,China,Homo sapiens,0,2021,0
OR672557.1,Sapovirus GI,QD-F-22007,Sapporo virus,Sapovirus,China,Homo sapiens,0,2022,0
OR672558.1,Sapovirus GI,QD-F-22112,Sapporo virus,Sapovirus,China,Homo sapiens,0,2022,0
OR672559.1,Sapovirus GI,RC-21020,Sapporo virus,Sapovirus,China,Homo sapiens,0,2021,0
OR837774.1,Sapovirus sp.,SaV/A14/AFP01/NGR/2020/S01,Sapovirus sp.,Sapovirus,Nigeria,Homo sapiens,0,2020,0
OR837776.1,Sapovirus sp.,SaV/A16/AFP15/NGR/2020/S015,Sapovirus sp.,Sapovirus,Nigeria,Homo sapiens,0,2020,0
OR837777.1,Sapovirus sp.,SaV/A18/AFP18/NGR/2020/S018,Sapovirus sp.,Sapovirus,Nigeria,Homo sapiens,0,2020,0
OR837779.1,Sapovirus sp.,SaV/A36/AFP33/NGR/2020/S033,Sapovirus sp.,Sapovirus,Nigeria,Homo sapiens,0,2020,0
OR837780.1,Sapovirus sp.,SaV/A143/AFP39/NGR/2020/S039,Sapovirus sp.,Sapovirus,Nigeria,Homo sapiens,0,2020,0
OR837781.1,Sapovirus sp.,SaV/A143/AFP46/NGR/2020/S046,Sapovirus sp.,Sapovirus,Nigeria,Homo sapiens,0,2020,0
OR951099.1,Bat sapovirus,GX2018,Bat sapovirus,Sapovirus,China,Scotophilus kuhlii,1,2018,0
OR951100.1,Bat sapovirus,YN2020,Bat sapovirus,Sapovirus,China,Myotis chinensis,1,2020,0
OR951101.1,Bat sapovirus,GX2016_078_10033,Bat sapovirus,Sapovirus,China,Rhinolophus pusillus,1,2016,0
OR951104.1,Bat sapovirus,GD2018_174_81065,Bat sapovirus,Sapovirus,China,Scotophilus kuhlii,1,2018,0
OR951106.1,Bat sapovirus,GX2017_183_49402,Bat sapovirus,Sapovirus,China,Scotophilus kuhlii,1,2017,0
OR951107.1,Bat sapovirus,GX2017_197_22354,Bat sapovirus,Sapovirus,China,Hipposideros larvatus,1,2017,0
OR951108.1,Bat sapovirus,GX2017,Bat sapovirus,Sapovirus,China,Hipposideros larvatus,1,2017,0
OR951109.1,Bat sapovirus,GX2017_201_188356,Bat sapovirus,Sapovirus,China,Hipposideros larvatus,1,2017,0
OR951112.1,Bat sapovirus,GD2017_207_23251,Bat sapovirus,Sapovirus,China,Myotis ricketti,1,2017,0
OR951113.1,Bat sapovirus,GD2017,Bat sapovirus,Sapovirus,China,Myotis ricketti,1,2017,0
OR951115.1,Bat sapovirus,GD2019,Bat sapovirus,Sapovirus,China,Myotis ricketti,1,2019,0
OR951116.1,Bat sapovirus,GD2020,Bat sapovirus,Sapovirus,China,Myotis ricketti,1,2020,0
OR951118.1,Bat sapovirus,JX2020_217_5915,Bat sapovirus,Sapovirus,China,Myotis ricketti,1,2020,0
OR951119.1,Bat sapovirus,JX2020_217_9014,Bat sapovirus,Sapovirus,China,Myotis ricketti,1,2020,0
OR951120.1,Bat sapovirus,JX2020_217_22022,Bat sapovirus,Sapovirus,China,Myotis ricketti,1,2020,0
OR951121.1,Bat sapovirus,JX2020_217_29613,Bat sapovirus,Sapovirus,China,Myotis ricketti,1,2020,0
OR951126.1,Bat sapovirus,GD2017_231_6287,Bat sapovirus,Sapovirus,China,Miniopterus pusillus,1,2017,0
OR951127.1,Bat sapovirus,GD2017_231_18393,Bat sapovirus,Sapovirus,China,Miniopterus pusillus,1,2017,0
OR951128.1,Bat sapovirus,GX2016_241_83445,Bat sapovirus,Sapovirus,China,Taphozous melanopogon,1,2016,0
OR951129.1,Bat sapovirus,GX2016_241_124743,Bat sapovirus,Sapovirus,China,Taphozous melanopogon,1,2016,0
OR951136.1,Bat sapovirus,GX2017,Bat sapovirus,Sapovirus,China,Taphozous melanopogon,1,2017,0
OR951137.1,Bat sapovirus,GX2017_244_32882,Bat sapovirus,Sapovirus,China,Taphozous melanopogon,1,2017,0
OR951138.1,Bat sapovirus,YN2017,Bat sapovirus,Sapovirus,China,Eonycteris spelaea,1,2017,0
OR951139.1,Bat sapovirus,GX2016,Bat sapovirus,Sapovirus,China,Myotis siligorensis,1,2016,0
OR951141.1,Bat sapovirus,GX2017_257_9004,Bat sapovirus,Sapovirus,China,Myotis siligorensis,1,2017,0
OR951142.1,Bat sapovirus,JX2020_264_100204,Bat sapovirus,Sapovirus,China,Myotis adversus,1,2020,0
OR951143.1,Bat sapovirus,JX2020_265_3043,Bat sapovirus,Sapovirus,China,Myotis adversus,1,2020,0
OR951144.1,Bat sapovirus,JX2020_265_40567,Bat sapovirus,Sapovirus,China,Myotis adversus,1,2020,0
OR951145.1,Bat sapovirus,Pool-266,Bat sapovirus,Sapovirus,China,Rousettus leschenaultii,1,2016,0
OR951147.1,Bat sapovirus,GD2017_279_6413,Bat sapovirus,Sapovirus,China,Myotis chinensis,1,2017,0
OR951148.1,Bat sapovirus,GX2016_281_1402,Bat sapovirus,Sapovirus,China,Taphozous sp.,1,2016,0
OR951149.1,Bat sapovirus,GX2016_281_4485,Bat sapovirus,Sapovirus,China,Taphozous sp.,1,2016,0
OR951151.1,Bat sapovirus,YN2016,Bat sapovirus,Sapovirus,China,Ia io,1,2016,0
OR951153.1,Bat sapovirus,ZJ2020,Bat sapovirus,Sapovirus,China,Rhinolophus ferrumequinum,1,2020,0
OR951157.1,Bat sapovirus,LN2020,Bat sapovirus,Sapovirus,China,Rhinolophus ferrumequinum,1,2020,0
PP105600.1,Sapovirus GX,,Sapporo virus,Sapovirus,Hungary,Canis aureus,0,2020,0
PP388958.1,Porcine enteric sapovirus,SHCM Mega2023,Sapporo virus,Sapovirus,China,Sus scrofa,0,2023,0
OQ818319,Eidolon dupreanum sapovirus 1,KEL166,Eidolon dupreanum sapovirus 1,Sapovirus,Madagascar,Eidolon dupreanum,1,2018,1
OQ818340,Eidolon dupreanum sapovirus 2,KEL207,Eidolon dupreanum sapovirus 2,Sapovirus,Madagascar,Eidolon dupreanum,1,2018,1
OQ818347,Rousettus madagascariensis sapovirus 2,MIZ219,Rousettus madagascariensis sapovirus 2,Sapovirus,Madagascar,Rousettus madagascariensis,1,2018,1
PP766459,Eidolon dupreanum sapovirus 1,KEL168,Eidolon dupreanum sapovirus 1,Sapovirus,Madagascar,Eidolon dupreanum,1,2018,1
PP766470,Rousettus madagascariensis sapovirus 2,MIZ405.2,Rousettus madagascariensis sapovirus 2,Sapovirus,Madagascar,Rousettus madagascariensis,1,2019,1
