pointer,AB030941,AJ621358,DQ143875,KT692953,MK153132,MW582786
86,3.4482758620689653,3.5294117647058822,0.0,1.1494252873563218,5.681818181818182,5.681818181818182
87,3.488372093023256,3.571428571428571,0.0,1.1494252873563218,5.747126436781609,5.747126436781609
88,3.488372093023256,3.571428571428571,0.0,1.1494252873563218,6.896551724137931,6.896551724137931
89,4.651162790697675,3.571428571428571,0.0,1.1494252873563218,6.896551724137931,6.896551724137931
90,4.651162790697675,3.571428571428571,0.0,1.1494252873563218,8.045977011494253,8.045977011494253
91,4.651162790697675,3.571428571428571,0.0,1.1494252873563218,8.045977011494253,8.045977011494253
92,4.651162790697675,3.571428571428571,0.0,1.1494252873563218,8.045977011494253,8.045977011494253
93,4.651162790697675,4.761904761904762,0.0,1.1494252873563218,9.195402298850574,9.195402298850574
94,4.651162790697675,4.761904761904762,0.0,1.1494252873563218,9.195402298850574,9.195402298850574
95,4.651162790697675,4.761904761904762,0.0,1.1494252873563218,10.344827586206897,10.344827586206897
96,4.651162790697675,5.952380952380952,0.0,1.1494252873563218,10.344827586206897,10.344827586206897
97,4.651162790697675,5.952380952380952,0.0,1.1494252873563218,10.344827586206897,10.344827586206897
98,4.651162790697675,5.952380952380952,3.8461538461538463,2.2988505747126435,11.494252873563218,11.494252873563218
99,4.651162790697675,5.952380952380952,3.7037037037037033,2.2988505747126435,11.494252873563218,11.494252873563218
100,5.813953488372093,7.142857142857142,3.571428571428571,3.4482758620689653,12.643678160919542,12.643678160919542
101,6.976744186046512,8.333333333333332,3.4482758620689653,3.4482758620689653,13.793103448275861,13.793103448275861
102,6.976744186046512,8.333333333333332,3.3333333333333335,3.4482758620689653,14.942528735632186,14.942528735632186
103,6.976744186046512,8.333333333333332,3.225806451612903,3.4482758620689653,14.942528735632186,14.942528735632186
104,6.976744186046512,8.333333333333332,3.125,3.4482758620689653,14.772727272727273,14.772727272727273
105,6.976744186046512,8.333333333333332,3.0303030303030303,3.4482758620689653,14.606741573033707,14.606741573033707
106,6.976744186046512,8.333333333333332,2.941176470588235,3.4482758620689653,15.555555555555555,15.555555555555555
107,6.976744186046512,8.333333333333332,2.857142857142857,3.4482758620689653,15.384615384615385,15.384615384615385
108,6.976744186046512,8.333333333333332,2.7777777777777777,3.4482758620689653,15.384615384615385,15.384615384615385
109,8.13953488372093,9.411764705882353,2.7027027027027026,4.545454545454546,16.483516483516482,16.483516483516482
110,8.13953488372093,9.411764705882353,2.631578947368421,4.49438202247191,17.582417582417584,17.582417582417584
111,8.13953488372093,9.411764705882353,2.564102564102564,4.49438202247191,18.681318681318682,18.681318681318682
112,8.13953488372093,9.411764705882353,2.5,4.49438202247191,18.681318681318682,18.681318681318682
113,9.30232558139535,10.588235294117647,4.878048780487805,4.49438202247191,19.78021978021978,19.78021978021978
114,10.465116279069768,11.76470588235294,7.142857142857142,4.49438202247191,20.87912087912088,20.87912087912088
115,10.465116279069768,11.76470588235294,7.142857142857142,4.49438202247191,21.11111111111111,21.11111111111111
116,10.465116279069768,11.76470588235294,7.142857142857142,4.49438202247191,21.34831460674157,21.34831460674157
117,10.465116279069768,11.76470588235294,6.976744186046512,4.49438202247191,21.34831460674157,21.34831460674157
118,10.465116279069768,11.76470588235294,6.8181818181818175,4.49438202247191,21.34831460674157,21.34831460674157
119,11.627906976744185,12.941176470588237,6.666666666666667,5.617977528089887,22.47191011235955,22.47191011235955
120,11.494252873563218,12.790697674418606,6.521739130434782,5.555555555555555,23.595505617977526,23.595505617977526
121,12.5,13.793103448275861,6.382978723404255,5.4945054945054945,23.595505617977526,23.595505617977526
122,13.48314606741573,14.772727272727273,6.25,6.521739130434782,24.719101123595504,24.719101123595504
123,14.444444444444443,15.730337078651685,6.122448979591836,7.526881720430108,25.842696629213485,25.842696629213485
124,14.285714285714285,15.555555555555555,6.0,7.446808510638298,26.96629213483146,26.96629213483146
125,14.130434782608695,15.384615384615385,5.88235294117647,7.368421052631578,28.08988764044944,28.08988764044944
126,13.978494623655912,15.217391304347828,5.769230769230769,7.291666666666667,29.213483146067414,29.213483146067414
127,14.893617021276595,16.129032258064516,5.660377358490567,8.24742268041237,30.337078651685395,30.337078651685395
128,14.736842105263156,15.957446808510639,5.555555555555555,9.183673469387756,31.46067415730337,31.46067415730337
129,14.583333333333334,15.789473684210526,5.454545454545454,9.090909090909092,32.58426966292135,32.58426966292135
130,14.432989690721648,15.625,5.357142857142857,9.0,33.70786516853933,33.70786516853933
131,14.432989690721648,15.625,5.263157894736842,9.0,34.831460674157306,34.831460674157306
132,15.463917525773196,15.625,5.172413793103448,9.0,35.95505617977528,35.95505617977528
133,15.463917525773196,15.625,5.084745762711865,9.0,35.95505617977528,35.95505617977528
134,15.463917525773196,16.666666666666664,5.0,10.0,37.07865168539326,37.07865168539326
135,15.463917525773196,16.666666666666664,4.918032786885246,10.0,38.20224719101123,38.20224719101123
136,16.49484536082474,17.708333333333336,4.838709677419355,11.0,39.325842696629216,39.325842696629216
137,16.49484536082474,17.708333333333336,4.761904761904762,11.0,39.325842696629216,39.325842696629216
138,16.49484536082474,17.708333333333336,4.6875,11.0,40.44943820224719,40.44943820224719
139,16.49484536082474,17.708333333333336,4.615384615384616,11.0,41.57303370786517,41.57303370786517
140,16.49484536082474,17.708333333333336,4.545454545454546,11.0,42.69662921348314,42.69662921348314
141,17.525773195876287,17.708333333333336,4.477611940298507,11.0,43.82022471910113,42.69662921348314
142,17.525773195876287,17.708333333333336,4.411764705882353,11.0,44.9438202247191,43.82022471910113
143,17.525773195876287,17.708333333333336,4.3478260869565215,11.0,44.9438202247191,43.82022471910113
144,17.525773195876287,17.708333333333336,4.285714285714286,11.0,46.06741573033708,44.9438202247191
145,17.525773195876287,17.708333333333336,4.225352112676056,11.0,47.19101123595505,46.06741573033708
146,17.525773195876287,17.708333333333336,4.166666666666666,11.0,48.31460674157304,47.19101123595505
147,17.525773195876287,17.708333333333336,4.10958904109589,11.0,49.43820224719101,48.31460674157304
148,18.556701030927837,18.75,4.054054054054054,12.0,50.0,48.888888888888886
149,18.556701030927837,18.75,4.0,12.0,51.11111111111111,50.0
150,18.556701030927837,18.75,3.9473684210526314,12.0,52.22222222222223,51.11111111111111
151,19.587628865979383,19.791666666666664,3.896103896103896,13.0,53.333333333333336,52.22222222222223
152,19.587628865979383,19.791666666666664,3.8461538461538463,13.0,54.44444444444444,53.333333333333336
153,19.587628865979383,19.791666666666664,3.79746835443038,13.0,54.44444444444444,53.333333333333336
154,19.587628865979383,19.791666666666664,3.75,13.0,54.44444444444444,53.333333333333336
155,19.587628865979383,19.791666666666664,3.7037037037037033,13.0,54.44444444444444,53.333333333333336
156,20.618556701030926,20.833333333333336,3.6585365853658534,14.000000000000002,54.44444444444444,53.333333333333336
157,20.618556701030926,20.833333333333336,3.614457831325301,14.000000000000002,55.55555555555556,54.44444444444444
158,20.618556701030926,20.833333333333336,3.571428571428571,14.000000000000002,55.55555555555556,54.44444444444444
159,20.618556701030926,20.833333333333336,3.5294117647058822,14.000000000000002,54.94505494505495,53.84615384615385
160,20.618556701030926,20.833333333333336,3.5294117647058822,14.000000000000002,55.55555555555556,54.44444444444444
161,20.618556701030926,20.833333333333336,3.5294117647058822,14.000000000000002,56.17977528089888,55.0561797752809
162,21.649484536082475,21.875,3.488372093023256,15.0,56.17977528089888,55.0561797752809
163,22.68041237113402,22.916666666666664,3.4482758620689653,16.0,55.55555555555556,54.44444444444444
164,23.711340206185564,23.958333333333336,3.4090909090909087,17.0,56.043956043956044,54.94505494505495
165,23.711340206185564,23.958333333333336,3.3707865168539324,17.0,56.52173913043478,55.434782608695656
166,23.711340206185564,23.958333333333336,3.3707865168539324,17.0,57.14285714285714,56.043956043956044
167,23.711340206185564,23.958333333333336,3.4090909090909087,17.0,57.77777777777777,56.666666666666664
168,23.711340206185564,23.958333333333336,3.4482758620689653,16.0,57.30337078651685,56.17977528089888
169,23.711340206185564,23.958333333333336,3.488372093023256,16.0,57.95454545454546,56.81818181818182
170,23.711340206185564,23.958333333333336,3.5294117647058822,16.0,58.620689655172406,57.47126436781609
171,23.711340206185564,23.958333333333336,3.571428571428571,16.0,59.30232558139535,58.139534883720934
172,23.711340206185564,23.958333333333336,3.614457831325301,16.0,60.0,58.82352941176471
173,22.68041237113402,22.916666666666664,3.6585365853658534,16.0,59.523809523809526,58.333333333333336
174,22.68041237113402,22.916666666666664,3.7037037037037033,16.0,60.24096385542169,59.036144578313255
175,22.68041237113402,22.916666666666664,3.75,16.0,60.97560975609756,59.756097560975604
176,22.68041237113402,22.916666666666664,3.79746835443038,16.0,61.72839506172839,60.49382716049383
177,22.68041237113402,22.916666666666664,3.8461538461538463,16.0,61.25000000000001,60.0
178,21.649484536082475,21.875,3.896103896103896,16.0,60.75949367088608,59.49367088607595
179,21.649484536082475,21.875,3.896103896103896,16.0,60.75949367088608,59.49367088607595
180,21.649484536082475,21.875,3.896103896103896,17.0,62.0253164556962,60.75949367088608
181,21.428571428571427,21.649484536082475,5.128205128205128,17.0,62.5,61.25000000000001
182,21.428571428571427,21.649484536082475,5.128205128205128,17.0,63.74999999999999,62.5
183,20.408163265306122,20.618556701030926,6.41025641025641,17.0,63.74999999999999,62.5
184,20.408163265306122,20.618556701030926,6.41025641025641,17.0,63.74999999999999,62.5
185,20.408163265306122,20.408163265306122,6.329113924050633,17.0,64.19753086419753,62.96296296296296
186,20.2020202020202,20.2020202020202,6.25,17.0,64.63414634146342,63.41463414634146
187,20.0,20.0,6.172839506172839,17.0,65.06024096385542,63.85542168674698
188,20.0,20.0,6.172839506172839,17.0,65.06024096385542,63.85542168674698
189,19.0,20.0,6.172839506172839,17.0,65.06024096385542,63.85542168674698
190,19.0,20.0,6.172839506172839,17.0,65.06024096385542,63.85542168674698
191,19.0,20.0,6.097560975609756,17.0,66.26506024096386,65.06024096385542
192,19.0,20.0,6.024096385542169,17.0,66.26506024096386,65.06024096385542
193,19.0,19.0,6.024096385542169,17.0,65.06024096385542,63.85542168674698
194,19.0,19.0,6.024096385542169,17.0,65.06024096385542,63.85542168674698
195,19.0,19.0,6.097560975609756,17.0,64.63414634146342,63.41463414634146
196,19.0,18.0,6.172839506172839,17.0,65.4320987654321,64.19753086419753
197,19.0,18.0,6.25,17.0,66.25,65.0
198,19.0,18.0,5.063291139240507,16.0,65.82278481012658,64.55696202531645
199,19.0,18.0,5.063291139240507,16.0,67.08860759493672,65.82278481012658
200,18.0,17.0,5.063291139240507,15.0,65.82278481012658,64.55696202531645
201,17.0,16.0,5.063291139240507,15.0,65.82278481012658,64.55696202531645
202,18.0,17.0,5.063291139240507,16.0,65.82278481012658,64.55696202531645
203,18.0,17.0,5.063291139240507,16.0,67.08860759493672,65.82278481012658
204,18.0,17.0,5.063291139240507,16.0,67.08860759493672,65.82278481012658
205,18.0,17.0,5.063291139240507,16.0,68.35443037974683,67.08860759493672
206,18.0,17.0,5.063291139240507,16.0,67.08860759493672,65.82278481012658
207,18.0,17.0,5.063291139240507,16.0,67.08860759493672,65.82278481012658
208,18.0,17.0,5.063291139240507,16.0,67.08860759493672,65.82278481012658
209,17.0,16.0,5.063291139240507,15.0,65.82278481012658,64.55696202531645
210,17.0,16.0,5.128205128205128,15.0,65.38461538461539,64.1025641025641
211,17.0,16.0,5.194805194805195,15.0,64.93506493506493,63.63636363636363
212,18.0,17.0,5.194805194805195,16.0,66.23376623376623,64.93506493506493
213,17.0,16.0,3.896103896103896,17.0,66.23376623376623,64.93506493506493
214,16.0,15.0,2.5974025974025974,17.0,64.93506493506493,63.63636363636363
215,16.0,15.0,2.564102564102564,17.0,65.38461538461539,64.1025641025641
216,17.0,16.0,2.5316455696202533,18.0,65.82278481012658,64.55696202531645
217,18.0,17.0,2.5316455696202533,19.0,65.82278481012658,64.55696202531645
218,18.0,17.0,2.5316455696202533,19.0,67.08860759493672,65.82278481012658
219,17.0,16.0,2.5316455696202533,18.0,67.08860759493672,65.82278481012658
220,17.0,16.0,2.5316455696202533,18.0,65.82278481012658,64.55696202531645
221,16.0,15.0,2.5316455696202533,18.0,67.08860759493672,65.82278481012658
222,15.0,14.000000000000002,2.5316455696202533,17.0,65.82278481012658,64.55696202531645
223,14.000000000000002,13.0,2.5316455696202533,16.0,64.55696202531645,63.29113924050633
224,14.000000000000002,13.0,2.5316455696202533,16.0,64.55696202531645,63.29113924050633
225,14.000000000000002,13.0,2.5316455696202533,16.0,63.29113924050633,62.0253164556962
226,14.000000000000002,13.0,2.5316455696202533,16.0,63.29113924050633,62.0253164556962
227,13.0,12.0,2.5316455696202533,15.0,62.0253164556962,60.75949367088608
228,14.000000000000002,13.0,2.5316455696202533,15.0,62.0253164556962,60.75949367088608
229,14.000000000000002,13.0,2.5316455696202533,15.0,62.0253164556962,60.75949367088608
230,15.0,14.000000000000002,2.5316455696202533,16.0,60.75949367088608,59.49367088607595
231,16.0,15.0,2.5316455696202533,17.0,59.49367088607595,58.22784810126582
232,15.0,15.0,2.5316455696202533,17.0,59.49367088607595,58.22784810126582
233,15.0,15.0,2.5316455696202533,17.0,60.75949367088608,59.49367088607595
234,15.0,14.000000000000002,2.5316455696202533,16.0,60.75949367088608,59.49367088607595
235,15.0,14.000000000000002,2.5316455696202533,16.0,60.75949367088608,59.49367088607595
236,15.0,14.000000000000002,2.5316455696202533,16.0,60.75949367088608,59.49367088607595
237,15.0,14.000000000000002,2.5316455696202533,16.0,62.0253164556962,60.75949367088608
238,15.0,14.000000000000002,2.5316455696202533,16.0,62.0253164556962,60.75949367088608
239,15.0,14.000000000000002,2.5316455696202533,16.0,62.0253164556962,60.75949367088608
240,15.0,14.000000000000002,2.5316455696202533,16.0,62.0253164556962,60.75949367088608
241,14.000000000000002,14.000000000000002,2.5316455696202533,16.0,62.0253164556962,62.0253164556962
242,15.0,15.0,2.5316455696202533,17.0,62.0253164556962,62.0253164556962
243,15.0,15.0,3.79746835443038,17.0,62.0253164556962,62.0253164556962
244,16.0,16.0,3.79746835443038,17.0,62.0253164556962,62.0253164556962
245,16.0,16.0,3.79746835443038,17.0,62.0253164556962,62.0253164556962
246,17.0,17.0,3.79746835443038,17.0,62.0253164556962,62.0253164556962
247,17.0,17.0,3.79746835443038,17.0,62.0253164556962,62.0253164556962
248,17.0,17.0,3.79746835443038,17.0,62.0253164556962,62.0253164556962
249,17.0,17.0,3.79746835443038,17.0,62.0253164556962,62.0253164556962
250,17.0,17.0,5.063291139240507,17.0,62.0253164556962,62.0253164556962
251,16.0,16.0,6.329113924050633,17.0,62.0253164556962,62.0253164556962
252,16.0,16.0,6.329113924050633,17.0,62.0253164556962,62.0253164556962
253,17.0,17.0,7.59493670886076,18.0,63.29113924050633,63.29113924050633
254,17.0,17.0,7.59493670886076,18.0,63.29113924050633,63.29113924050633
255,17.0,17.0,7.59493670886076,18.0,63.29113924050633,63.29113924050633
256,16.0,16.0,7.59493670886076,17.0,64.55696202531645,64.55696202531645
257,16.0,16.0,7.59493670886076,17.0,64.55696202531645,64.55696202531645
258,17.0,17.0,7.59493670886076,18.0,65.82278481012658,65.82278481012658
259,17.0,17.0,7.59493670886076,18.0,65.82278481012658,65.82278481012658
260,17.0,17.0,7.5,18.0,66.25,66.25
261,17.0,17.0,7.4074074074074066,19.0,66.66666666666666,66.66666666666666
262,16.0,16.0,7.4074074074074066,18.0,67.90123456790124,67.90123456790124
263,15.0,15.0,7.4074074074074066,17.0,69.1358024691358,69.1358024691358
264,15.0,15.0,8.641975308641975,17.0,69.1358024691358,69.1358024691358
265,15.0,15.0,8.641975308641975,17.0,69.1358024691358,69.1358024691358
266,15.0,15.0,8.536585365853659,17.0,69.51219512195121,69.51219512195121
267,15.0,15.0,8.433734939759036,17.0,69.87951807228916,69.87951807228916
268,15.0,15.0,8.333333333333332,17.0,69.04761904761905,69.04761904761905
269,15.0,15.0,9.411764705882353,17.0,68.23529411764706,68.23529411764706
270,15.0,15.0,9.30232558139535,17.0,68.6046511627907,68.6046511627907
271,15.0,15.0,9.195402298850574,17.0,68.96551724137932,68.96551724137932
272,15.0,15.0,9.090909090909092,17.0,68.18181818181817,68.18181818181817
273,15.0,15.0,8.98876404494382,17.0,68.53932584269663,68.53932584269663
274,15.0,15.0,8.88888888888889,17.0,68.88888888888889,68.88888888888889
275,15.0,15.0,8.791208791208792,17.0,69.23076923076923,69.23076923076923
276,16.0,16.0,8.695652173913043,18.0,69.56521739130434,69.56521739130434
277,16.0,16.0,8.60215053763441,18.0,69.89247311827957,69.89247311827957
278,17.0,17.0,8.51063829787234,19.0,70.2127659574468,70.2127659574468
279,17.0,17.0,8.51063829787234,19.0,70.2127659574468,70.2127659574468
280,17.0,17.0,8.51063829787234,18.0,70.2127659574468,70.2127659574468
281,17.0,17.0,7.446808510638298,18.0,70.2127659574468,70.2127659574468
282,18.0,18.0,7.446808510638298,19.0,70.2127659574468,70.2127659574468
283,19.0,19.0,6.382978723404255,20.0,70.2127659574468,70.2127659574468
284,19.0,19.0,6.382978723404255,20.0,70.2127659574468,70.2127659574468
285,19.0,19.0,6.382978723404255,20.0,70.2127659574468,70.2127659574468
286,19.0,19.0,6.382978723404255,20.0,70.2127659574468,70.2127659574468
287,19.0,19.0,6.382978723404255,20.0,70.2127659574468,70.2127659574468
288,19.0,19.0,6.382978723404255,20.0,70.2127659574468,70.2127659574468
289,20.0,20.0,7.446808510638298,21.0,71.27659574468085,71.27659574468085
290,20.0,20.0,7.446808510638298,21.0,71.27659574468085,71.27659574468085
291,20.0,20.0,7.446808510638298,21.0,71.27659574468085,71.27659574468085
292,20.0,20.0,7.446808510638298,21.0,72.3404255319149,72.3404255319149
293,21.0,21.0,8.51063829787234,22.0,73.40425531914893,73.40425531914893
294,21.0,21.0,8.51063829787234,22.0,74.46808510638297,74.46808510638297
295,21.0,21.0,8.421052631578947,22.0,74.73684210526315,74.73684210526315
296,21.0,21.0,8.333333333333332,22.0,75.0,75.0
297,21.0,21.0,9.278350515463918,22.0,75.25773195876289,75.25773195876289
298,22.0,22.0,10.204081632653061,23.0,75.51020408163265,75.51020408163265
299,23.0,23.0,11.224489795918368,24.0,75.51020408163265,75.51020408163265
300,24.0,24.0,11.224489795918368,25.0,76.53061224489795,76.53061224489795
301,24.0,24.0,11.34020618556701,25.0,76.28865979381443,76.28865979381443
302,23.0,23.0,11.34020618556701,24.0,75.25773195876289,75.25773195876289
303,23.0,23.0,11.34020618556701,24.0,75.25773195876289,75.25773195876289
304,24.0,24.0,11.34020618556701,25.0,76.28865979381443,76.28865979381443
305,24.0,24.0,11.34020618556701,25.0,75.25773195876289,75.25773195876289
306,24.0,24.0,11.34020618556701,25.0,76.28865979381443,76.28865979381443
307,24.0,24.0,11.458333333333332,25.0,77.08333333333334,77.08333333333334
308,24.0,24.0,11.578947368421053,25.0,77.89473684210526,77.89473684210526
309,25.0,25.0,11.578947368421053,26.0,78.94736842105263,78.94736842105263
310,25.0,25.0,11.458333333333332,26.0,79.16666666666666,79.16666666666666
311,25.0,25.0,11.34020618556701,26.0,79.38144329896907,79.38144329896907
312,25.0,25.0,11.34020618556701,26.0,79.38144329896907,79.38144329896907
313,26.0,26.0,11.34020618556701,26.0,79.38144329896907,79.38144329896907
314,26.0,26.0,11.34020618556701,26.0,80.41237113402062,80.41237113402062
315,26.0,26.0,11.34020618556701,26.0,80.41237113402062,80.41237113402062
316,25.0,25.0,11.34020618556701,25.0,80.41237113402062,80.41237113402062
317,24.0,24.0,11.34020618556701,24.0,80.41237113402062,80.41237113402062
318,24.0,24.0,11.34020618556701,24.0,80.41237113402062,80.41237113402062
319,24.0,24.0,11.458333333333332,24.0,80.20833333333334,80.20833333333334
320,24.0,24.0,11.578947368421053,24.0,81.05263157894737,81.05263157894737
321,24.0,24.0,11.702127659574469,24.0,80.85106382978722,80.85106382978722
322,24.0,24.0,11.827956989247312,24.0,81.72043010752688,81.72043010752688
323,24.0,24.0,11.956521739130435,24.0,82.6086956521739,82.6086956521739
324,24.0,24.0,11.956521739130435,24.0,81.52173913043478,81.52173913043478
325,25.0,25.0,11.956521739130435,24.0,82.6086956521739,82.6086956521739
326,25.0,25.0,11.956521739130435,24.0,82.6086956521739,82.6086956521739
327,25.0,25.0,11.956521739130435,24.0,83.69565217391305,83.69565217391305
328,24.0,24.0,11.956521739130435,23.0,82.6086956521739,82.6086956521739
329,24.0,24.0,11.956521739130435,23.0,82.6086956521739,82.6086956521739
330,23.0,23.0,11.956521739130435,22.0,83.69565217391305,83.69565217391305
331,22.0,22.0,11.956521739130435,21.0,84.78260869565217,84.78260869565217
332,22.0,22.0,11.956521739130435,21.0,84.78260869565217,84.78260869565217
333,22.0,22.0,11.956521739130435,21.0,84.78260869565217,84.78260869565217
334,22.0,22.0,11.956521739130435,21.0,84.78260869565217,84.78260869565217
335,23.0,23.0,11.956521739130435,22.0,84.78260869565217,84.78260869565217
336,22.0,22.0,11.956521739130435,21.0,83.69565217391305,83.69565217391305
337,22.0,22.0,11.956521739130435,21.0,83.69565217391305,83.69565217391305
338,23.0,23.0,11.956521739130435,22.0,83.69565217391305,83.69565217391305
339,23.0,23.0,11.956521739130435,22.0,82.6086956521739,82.6086956521739
340,23.0,23.0,11.956521739130435,22.0,81.52173913043478,81.52173913043478
341,23.0,23.0,11.956521739130435,22.0,81.52173913043478,81.52173913043478
342,23.0,23.0,11.956521739130435,21.0,81.52173913043478,81.52173913043478
343,23.0,23.0,10.869565217391305,21.0,82.6086956521739,82.6086956521739
344,22.0,22.0,10.869565217391305,21.0,81.52173913043478,81.52173913043478
345,22.0,22.0,10.869565217391305,21.0,80.43478260869566,80.43478260869566
346,21.0,21.0,10.869565217391305,21.0,80.43478260869566,80.43478260869566
347,21.0,21.0,10.869565217391305,21.0,80.43478260869566,80.43478260869566
348,21.0,21.0,10.869565217391305,21.0,80.43478260869566,80.43478260869566
349,21.0,21.0,10.869565217391305,21.0,80.43478260869566,80.43478260869566
350,21.0,21.0,9.782608695652174,21.0,80.43478260869566,80.43478260869566
351,21.0,21.0,8.695652173913043,20.0,80.43478260869566,80.43478260869566
352,22.0,22.0,8.695652173913043,21.0,80.43478260869566,80.43478260869566
353,21.0,21.0,7.608695652173914,20.0,79.34782608695652,79.34782608695652
354,21.0,21.0,7.608695652173914,20.0,79.34782608695652,79.34782608695652
355,21.0,21.0,7.608695652173914,20.0,79.34782608695652,79.34782608695652
356,21.0,21.0,7.608695652173914,20.0,79.34782608695652,79.34782608695652
357,22.0,22.0,7.608695652173914,21.0,79.34782608695652,79.34782608695652
358,21.0,21.0,7.608695652173914,20.0,79.34782608695652,79.34782608695652
359,21.0,21.0,7.608695652173914,20.0,80.43478260869566,80.43478260869566
360,21.0,21.0,8.695652173913043,20.0,80.43478260869566,80.43478260869566
361,21.0,21.0,8.695652173913043,19.0,80.43478260869566,80.43478260869566
362,21.0,21.0,8.695652173913043,19.0,79.34782608695652,79.34782608695652
363,21.0,21.0,8.695652173913043,19.0,78.26086956521739,78.26086956521739
364,20.0,20.0,8.695652173913043,18.0,78.26086956521739,78.26086956521739
365,20.0,20.0,8.695652173913043,18.0,78.26086956521739,78.26086956521739
366,20.0,20.0,9.782608695652174,18.0,78.26086956521739,78.26086956521739
367,20.0,20.0,9.782608695652174,18.0,78.26086956521739,78.26086956521739
368,20.0,20.0,9.782608695652174,18.0,79.34782608695652,79.34782608695652
369,20.0,20.0,8.695652173913043,18.0,80.43478260869566,80.43478260869566
370,20.0,20.0,8.695652173913043,18.0,79.34782608695652,79.34782608695652
371,20.0,20.0,8.695652173913043,18.0,79.34782608695652,79.34782608695652
372,20.0,20.0,8.791208791208792,18.0,80.21978021978022,80.21978021978022
373,20.0,20.0,8.88888888888889,18.0,80.0,80.0
374,20.0,20.0,8.98876404494382,18.0,79.7752808988764,79.7752808988764
375,20.0,20.0,9.090909090909092,18.0,79.54545454545455,79.54545454545455
376,19.0,19.0,9.090909090909092,17.0,79.54545454545455,79.54545454545455
377,19.0,19.0,9.090909090909092,17.0,79.54545454545455,79.54545454545455
378,18.0,18.0,9.090909090909092,16.0,78.4090909090909,78.4090909090909
379,19.0,19.0,9.090909090909092,17.0,79.54545454545455,79.54545454545455
380,19.0,19.0,9.090909090909092,17.0,79.54545454545455,79.54545454545455
381,19.0,19.0,9.090909090909092,17.0,79.54545454545455,79.54545454545455
382,18.0,18.0,9.090909090909092,16.0,79.54545454545455,79.54545454545455
383,17.0,17.0,9.090909090909092,15.0,78.4090909090909,78.4090909090909
384,17.0,17.0,9.090909090909092,15.0,79.54545454545455,79.54545454545455
385,17.0,18.0,9.090909090909092,15.0,79.54545454545455,79.54545454545455
386,17.0,18.0,9.090909090909092,15.0,79.54545454545455,79.54545454545455
387,17.0,18.0,9.090909090909092,15.0,79.54545454545455,79.54545454545455
388,17.0,18.0,9.090909090909092,15.0,79.54545454545455,79.54545454545455
389,16.0,17.0,9.090909090909092,14.000000000000002,79.54545454545455,79.54545454545455
390,16.0,17.0,10.227272727272728,14.000000000000002,78.4090909090909,78.4090909090909
391,17.0,18.0,10.227272727272728,15.0,78.4090909090909,78.4090909090909
