pointer,AB040749,AB084788,EU787450,KJ641686,KT325853,LC055961,OP287812
192,65.0,33.33333333333333,26.08695652173913,23.655913978494624,0.0,0.0,98.91304347826086
193,65.0,34.40860215053764,25.0,23.655913978494624,0.0,0.0,98.91304347826086
194,66.0,34.40860215053764,25.0,23.655913978494624,0.0,0.0,98.91304347826086
195,65.0,33.33333333333333,23.91304347826087,23.655913978494624,0.0,0.0,98.91304347826086
196,66.0,32.25806451612903,23.91304347826087,23.655913978494624,0.0,0.0,98.91304347826086
197,66.0,32.25806451612903,22.82608695652174,23.655913978494624,0.0,0.0,98.91304347826086
198,66.0,33.33333333333333,21.73913043478261,23.655913978494624,0.0,0.0,98.91304347826086
199,67.0,34.40860215053764,21.73913043478261,23.655913978494624,0.0,0.0,98.91304347826086
200,67.0,33.33333333333333,21.73913043478261,23.655913978494624,0.0,0.0,98.91304347826086
201,66.0,33.33333333333333,21.73913043478261,23.655913978494624,0.0,0.0,98.91304347826086
202,66.0,32.25806451612903,20.652173913043477,23.655913978494624,0.0,0.0,98.91304347826086
203,65.0,32.25806451612903,19.565217391304348,23.655913978494624,0.0,0.0,98.91304347826086
204,65.0,32.25806451612903,18.478260869565215,23.655913978494624,0.0,0.0,98.91304347826086
205,65.0,32.25806451612903,18.478260869565215,23.655913978494624,0.0,0.0,98.91304347826086
206,65.0,32.25806451612903,17.391304347826086,23.655913978494624,0.0,0.0,98.91304347826086
207,64.0,32.25806451612903,16.304347826086957,23.655913978494624,0.0,0.0,98.91304347826086
208,64.0,31.182795698924732,16.304347826086957,23.655913978494624,0.0,0.0,98.91304347826086
209,63.0,31.521739130434785,16.483516483516482,23.91304347826087,0.0,0.0,98.9010989010989
210,63.0,30.76923076923077,16.666666666666664,24.175824175824175,0.0,0.0,98.88888888888889
211,63.0,30.0,16.853932584269664,24.444444444444443,0.0,0.0,98.87640449438202
212,62.0,30.0,16.853932584269664,23.333333333333332,0.0,0.0,98.87640449438202
213,61.0,30.0,16.853932584269664,22.22222222222222,0.0,0.0,98.87640449438202
214,62.0,30.0,17.97752808988764,22.22222222222222,0.0,0.0,98.87640449438202
215,62.0,28.888888888888886,17.97752808988764,21.11111111111111,0.0,0.0,97.75280898876404
216,61.0,28.888888888888886,17.97752808988764,21.11111111111111,0.0,0.0,97.75280898876404
217,61.0,27.77777777777778,16.853932584269664,20.0,0.0,0.0,97.75280898876404
218,61.0,27.77777777777778,17.97752808988764,18.88888888888889,0.0,0.0,97.75280898876404
219,61.0,27.77777777777778,17.97752808988764,18.88888888888889,0.0,0.0,97.75280898876404
220,61.0,27.77777777777778,16.853932584269664,17.77777777777778,0.0,0.0,97.75280898876404
221,62.0,28.888888888888886,17.97752808988764,16.666666666666664,0.0,0.0,97.75280898876404
222,61.0,30.0,19.101123595505616,15.555555555555555,0.0,0.0,97.75280898876404
223,62.0,30.0,19.101123595505616,15.555555555555555,0.0,0.0,97.75280898876404
224,63.0,28.888888888888886,19.101123595505616,14.444444444444443,0.0,0.0,97.75280898876404
225,63.0,28.888888888888886,19.101123595505616,14.444444444444443,0.0,0.0,97.75280898876404
226,63.0,28.888888888888886,17.97752808988764,14.444444444444443,0.0,0.0,97.75280898876404
227,63.0,30.0,19.101123595505616,14.444444444444443,0.0,0.0,97.75280898876404
228,64.0,31.11111111111111,20.224719101123593,14.444444444444443,0.0,0.0,97.75280898876404
229,65.0,32.22222222222222,20.224719101123593,14.444444444444443,0.0,0.0,97.75280898876404
230,65.0,31.11111111111111,20.224719101123593,13.333333333333334,0.0,0.0,97.75280898876404
231,65.0,31.11111111111111,20.224719101123593,12.222222222222221,0.0,0.0,97.75280898876404
232,66.0,30.76923076923077,20.0,12.087912087912088,0.0,0.0,97.77777777777777
233,67.0,31.521739130434785,19.78021978021978,11.956521739130435,0.0,0.0,97.8021978021978
234,67.0,31.182795698924732,19.565217391304348,11.827956989247312,0.0,0.0,97.82608695652173
235,68.0,30.851063829787233,19.35483870967742,11.702127659574469,0.0,0.0,97.84946236559139
236,68.0,31.57894736842105,19.148936170212767,11.578947368421053,0.0,0.0,97.87234042553192
237,68.0,32.29166666666667,18.947368421052634,11.458333333333332,0.0,0.0,97.89473684210527
238,69.0,33.33333333333333,18.75,11.458333333333332,0.0,0.0,97.91666666666666
239,68.0,32.29166666666667,18.75,10.416666666666668,0.0,0.0,97.91666666666666
240,68.0,32.29166666666667,18.75,10.416666666666668,0.0,0.0,97.91666666666666
241,67.0,31.25,18.75,9.375,0.0,0.0,97.91666666666666
242,67.0,31.25,19.791666666666664,9.375,0.0,0.0,97.91666666666666
243,67.0,30.208333333333332,19.791666666666664,9.375,0.0,0.0,97.91666666666666
244,67.0,30.208333333333332,20.833333333333336,9.375,0.0,0.0,97.91666666666666
245,68.0,31.25,21.875,9.375,0.0,0.0,97.91666666666666
246,68.0,32.29166666666667,22.916666666666664,9.375,0.0,0.0,97.91666666666666
247,68.0,32.29166666666667,23.958333333333336,9.375,0.0,0.0,97.91666666666666
248,67.0,32.631578947368425,24.210526315789473,9.473684210526317,0.0,0.0,97.89473684210527
249,67.0,32.631578947368425,24.210526315789473,9.473684210526317,0.0,0.0,97.89473684210527
250,67.0,32.631578947368425,25.263157894736842,10.526315789473683,0.0,0.0,97.89473684210527
251,67.0,32.631578947368425,26.31578947368421,11.578947368421053,0.0,0.0,97.89473684210527
252,67.0,31.57894736842105,27.368421052631582,11.578947368421053,0.0,0.0,97.89473684210527
253,67.0,32.631578947368425,28.421052631578945,12.631578947368421,0.0,0.0,97.89473684210527
254,67.0,32.631578947368425,28.421052631578945,12.631578947368421,0.0,0.0,97.89473684210527
255,67.0,31.57894736842105,29.47368421052631,13.684210526315791,0.0,0.0,97.89473684210527
256,67.0,31.57894736842105,29.47368421052631,12.631578947368421,0.0,0.0,97.89473684210527
257,68.0,31.57894736842105,30.526315789473685,12.631578947368421,0.0,1.0526315789473684,97.89473684210527
258,69.0,32.631578947368425,31.57894736842105,13.684210526315791,0.0,2.1052631578947367,97.89473684210527
259,70.0,33.68421052631579,32.631578947368425,14.736842105263156,0.0,3.1578947368421053,97.89473684210527
260,70.0,34.73684210526316,32.631578947368425,13.684210526315791,0.0,4.2105263157894735,97.89473684210527
261,70.0,35.78947368421053,33.68421052631579,14.736842105263156,0.0,5.263157894736842,97.89473684210527
262,70.0,34.73684210526316,32.631578947368425,13.684210526315791,0.0,5.263157894736842,97.89473684210527
263,69.6969696969697,34.73684210526316,32.97872340425532,12.76595744680851,0.0,5.319148936170213,97.87234042553192
264,69.38775510204081,33.68421052631579,32.25806451612903,12.903225806451612,0.0,5.376344086021505,97.84946236559139
265,69.38775510204081,33.68421052631579,32.25806451612903,11.827956989247312,0.0,5.376344086021505,97.84946236559139
266,69.38775510204081,34.73684210526316,31.182795698924732,10.75268817204301,0.0,5.376344086021505,98.9247311827957
267,69.38775510204081,33.68421052631579,30.107526881720432,9.67741935483871,0.0,5.376344086021505,98.9247311827957
268,68.36734693877551,33.68421052631579,30.107526881720432,8.60215053763441,0.0,5.376344086021505,98.9247311827957
269,68.36734693877551,33.68421052631579,30.107526881720432,8.60215053763441,0.0,5.376344086021505,98.9247311827957
270,68.36734693877551,33.68421052631579,31.182795698924732,8.60215053763441,0.0,5.376344086021505,98.9247311827957
271,68.36734693877551,34.73684210526316,32.25806451612903,8.60215053763441,0.0,5.376344086021505,98.9247311827957
272,68.36734693877551,34.73684210526316,32.25806451612903,8.60215053763441,0.0,5.376344086021505,98.9247311827957
273,67.3469387755102,33.68421052631579,32.25806451612903,8.695652173913043,0.0,5.434782608695652,98.91304347826086
274,67.3469387755102,32.631578947368425,33.33333333333333,8.695652173913043,0.0,5.434782608695652,98.91304347826086
275,67.3469387755102,32.631578947368425,33.33333333333333,8.695652173913043,0.0,5.434782608695652,98.91304347826086
276,67.3469387755102,31.57894736842105,33.33333333333333,8.695652173913043,0.0,5.434782608695652,98.91304347826086
277,67.3469387755102,31.57894736842105,33.33333333333333,8.695652173913043,0.0,5.434782608695652,98.91304347826086
278,68.36734693877551,31.57894736842105,33.33333333333333,8.695652173913043,0.0,5.434782608695652,98.91304347826086
279,68.36734693877551,31.57894736842105,33.33333333333333,8.695652173913043,0.0,5.434782608695652,98.91304347826086
280,69.38775510204081,31.57894736842105,33.33333333333333,8.695652173913043,0.0,5.434782608695652,98.91304347826086
281,69.38775510204081,32.631578947368425,33.33333333333333,8.695652173913043,0.0,5.434782608695652,98.91304347826086
282,69.38775510204081,32.631578947368425,34.40860215053764,8.695652173913043,0.0,5.434782608695652,98.91304347826086
283,70.40816326530613,32.631578947368425,35.483870967741936,8.695652173913043,0.0,5.434782608695652,98.91304347826086
284,71.42857142857143,32.631578947368425,35.483870967741936,8.695652173913043,0.0,5.434782608695652,98.91304347826086
285,71.42857142857143,33.68421052631579,35.483870967741936,8.695652173913043,0.0,5.434782608695652,98.91304347826086
286,70.40816326530613,33.68421052631579,35.483870967741936,8.695652173913043,0.0,5.434782608695652,98.91304347826086
287,69.38775510204081,34.73684210526316,36.55913978494624,8.695652173913043,0.0,5.434782608695652,98.91304347826086
288,70.40816326530613,34.73684210526316,36.55913978494624,8.695652173913043,0.0,5.434782608695652,98.91304347826086
289,70.40816326530613,34.73684210526316,36.55913978494624,8.695652173913043,0.0,5.434782608695652,98.91304347826086
290,71.42857142857143,35.41666666666667,37.234042553191486,8.60215053763441,0.0,5.376344086021505,98.9247311827957
291,70.40816326530613,35.41666666666667,38.297872340425535,8.60215053763441,0.0,5.376344086021505,98.9247311827957
292,70.40816326530613,35.41666666666667,39.361702127659576,8.60215053763441,0.0,5.376344086021505,98.9247311827957
293,70.40816326530613,34.375,40.42553191489361,8.60215053763441,0.0,5.376344086021505,98.9247311827957
294,70.40816326530613,34.375,40.42553191489361,8.60215053763441,0.0,5.376344086021505,98.9247311827957
295,71.42857142857143,34.375,41.48936170212766,8.60215053763441,0.0,5.376344086021505,98.9247311827957
296,71.42857142857143,34.375,42.5531914893617,8.60215053763441,0.0,5.376344086021505,98.9247311827957
297,71.42857142857143,34.375,42.5531914893617,8.60215053763441,0.0,5.376344086021505,98.9247311827957
298,71.42857142857143,34.375,42.5531914893617,8.60215053763441,0.0,5.376344086021505,98.9247311827957
299,70.40816326530613,33.33333333333333,42.5531914893617,8.60215053763441,0.0,5.376344086021505,98.9247311827957
300,70.40816326530613,33.33333333333333,42.5531914893617,8.60215053763441,0.0,5.376344086021505,98.9247311827957
301,71.42857142857143,34.375,42.5531914893617,8.60215053763441,0.0,5.376344086021505,98.9247311827957
302,71.42857142857143,34.375,42.5531914893617,8.60215053763441,0.0,5.376344086021505,98.9247311827957
303,72.44897959183673,34.375,43.61702127659575,8.60215053763441,0.0,5.376344086021505,98.9247311827957
304,71.42857142857143,34.375,43.61702127659575,8.60215053763441,0.0,5.376344086021505,98.9247311827957
305,71.42857142857143,35.41666666666667,43.61702127659575,8.60215053763441,0.0,5.376344086021505,98.9247311827957
306,71.42857142857143,36.45833333333333,44.680851063829785,8.60215053763441,0.0,5.376344086021505,98.9247311827957
307,72.44897959183673,37.5,45.744680851063826,8.60215053763441,0.0,5.376344086021505,98.9247311827957
308,72.44897959183673,38.54166666666667,45.744680851063826,8.60215053763441,0.0,5.376344086021505,98.9247311827957
309,73.46938775510205,38.144329896907216,45.26315789473684,8.51063829787234,0.0,5.319148936170213,98.93617021276596
310,74.48979591836735,37.755102040816325,44.79166666666667,8.421052631578947,0.0,5.263157894736842,98.94736842105263
311,75.51020408163265,37.37373737373738,44.329896907216494,8.333333333333332,0.0,5.208333333333334,98.95833333333334
312,76.53061224489795,37.37373737373738,44.329896907216494,8.333333333333332,0.0,5.208333333333334,98.95833333333334
313,77.55102040816327,37.37373737373738,44.329896907216494,8.333333333333332,0.0,5.208333333333334,98.95833333333334
314,77.55102040816327,36.36363636363637,43.29896907216495,8.333333333333332,0.0,5.208333333333334,98.95833333333334
315,78.57142857142857,36.36363636363637,43.29896907216495,8.333333333333332,0.0,5.208333333333334,100.0
316,79.59183673469387,36.36363636363637,42.2680412371134,8.333333333333332,0.0,5.208333333333334,100.0
317,79.59183673469387,36.36363636363637,42.2680412371134,8.333333333333332,0.0,5.208333333333334,100.0
318,78.57142857142857,36.36363636363637,41.23711340206185,8.333333333333332,0.0,5.208333333333334,100.0
319,78.57142857142857,35.35353535353536,40.20618556701031,8.333333333333332,0.0,5.208333333333334,100.0
320,78.57142857142857,35.35353535353536,40.20618556701031,8.333333333333332,0.0,5.208333333333334,100.0
321,78.57142857142857,34.34343434343434,39.175257731958766,8.333333333333332,0.0,5.208333333333334,100.0
322,79.59183673469387,33.33333333333333,38.144329896907216,8.333333333333332,0.0,5.208333333333334,100.0
323,79.59183673469387,33.33333333333333,37.11340206185567,8.333333333333332,0.0,5.208333333333334,100.0
324,79.59183673469387,33.33333333333333,36.08247422680412,8.333333333333332,0.0,5.208333333333334,100.0
325,79.59183673469387,33.33333333333333,35.051546391752574,8.333333333333332,0.0,5.208333333333334,100.0
326,79.59183673469387,33.33333333333333,35.051546391752574,8.333333333333332,0.0,5.208333333333334,100.0
327,79.59183673469387,32.323232323232325,34.02061855670103,8.333333333333332,0.0,5.208333333333334,100.0
328,79.59183673469387,31.313131313131315,32.98969072164948,8.333333333333332,0.0,5.208333333333334,100.0
329,79.59183673469387,30.303030303030305,32.98969072164948,8.333333333333332,0.0,5.208333333333334,100.0
330,79.59183673469387,30.303030303030305,32.98969072164948,8.333333333333332,0.0,5.208333333333334,100.0
331,80.61224489795919,30.303030303030305,32.98969072164948,8.333333333333332,0.0,5.208333333333334,100.0
332,80.61224489795919,31.313131313131315,32.98969072164948,8.333333333333332,0.0,5.208333333333334,100.0
333,80.61224489795919,31.313131313131315,32.98969072164948,8.333333333333332,0.0,5.208333333333334,100.0
334,80.61224489795919,31.313131313131315,32.98969072164948,8.333333333333332,0.0,5.208333333333334,100.0
335,80.61224489795919,32.323232323232325,32.98969072164948,8.333333333333332,0.0,5.208333333333334,100.0
336,80.61224489795919,31.313131313131315,32.98969072164948,8.333333333333332,0.0,5.208333333333334,100.0
337,80.61224489795919,31.313131313131315,32.98969072164948,8.333333333333332,0.0,5.208333333333334,100.0
338,80.61224489795919,31.313131313131315,32.98969072164948,8.333333333333332,0.0,5.208333333333334,100.0
339,81.63265306122449,32.323232323232325,34.02061855670103,8.333333333333332,0.0,5.208333333333334,100.0
340,81.63265306122449,33.33333333333333,34.02061855670103,8.333333333333332,0.0,5.208333333333334,100.0
341,81.63265306122449,34.34343434343434,34.02061855670103,8.333333333333332,0.0,5.208333333333334,100.0
342,81.63265306122449,33.33333333333333,32.98969072164948,8.333333333333332,0.0,5.208333333333334,100.0
343,80.61224489795919,34.34343434343434,34.02061855670103,8.333333333333332,0.0,5.208333333333334,100.0
344,81.63265306122449,35.35353535353536,34.02061855670103,8.333333333333332,0.0,5.208333333333334,100.0
345,81.63265306122449,34.34343434343434,34.02061855670103,8.333333333333332,0.0,5.208333333333334,100.0
346,80.61224489795919,34.34343434343434,32.98969072164948,8.333333333333332,0.0,5.208333333333334,100.0
347,80.61224489795919,34.34343434343434,31.958762886597935,8.333333333333332,0.0,5.208333333333334,100.0
348,81.44329896907216,34.0,31.63265306122449,8.333333333333332,0.0,5.208333333333334,100.0
349,81.25,34.0,31.63265306122449,8.421052631578947,0.0,5.263157894736842,100.0
