pointer,OQ818340,OQ818347,OQ818348,HM002617,KX759623,OP963671
1225,86.59793814,71.13402062,54.54545455,58.58585859,76.28865979,53.53535354
1226,86.59793814,71.13402062,55.55555556,57.57575758,76.28865979,54.54545455
1227,85.56701031,70.10309278,55.55555556,57.57575758,76.28865979,54.54545455
1228,84.53608247,70.10309278,54.54545455,57.57575758,75.25773196,53.53535354
1229,83.50515464,70.10309278,54.54545455,56.56565657,75.25773196,53.53535354
1230,82.4742268,70.10309278,53.53535354,55.55555556,74.22680412,52.52525253
1231,82.4742268,71.13402062,52.52525253,55.55555556,74.22680412,51.51515152
1232,82.4742268,71.13402062,52.52525253,54.54545455,74.22680412,51.51515152
1233,81.44329897,72.16494845,53.53535354,55.55555556,73.19587629,52.52525253
1234,81.44329897,71.13402062,53.53535354,55.55555556,73.19587629,52.52525253
1235,80.41237113,72.16494845,54.54545455,56.56565657,74.22680412,53.53535354
1236,80.41237113,73.19587629,55.55555556,56.56565657,74.22680412,53.53535354
1237,80.41237113,73.19587629,54.54545455,55.55555556,74.22680412,52.52525253
1238,80.41237113,74.22680412,55.55555556,56.56565657,75.25773196,53.53535354
1239,80.41237113,74.22680412,55.55555556,57.57575758,75.25773196,53.53535354
1240,80.41237113,74.22680412,54.54545455,57.57575758,75.25773196,52.52525253
1241,80.41237113,73.19587629,55.55555556,57.57575758,74.22680412,53.53535354
1242,81.44329897,73.19587629,55.55555556,58.58585859,74.22680412,54.54545455
1243,81.44329897,74.22680412,54.54545455,58.58585859,74.22680412,53.53535354
1244,82.4742268,75.25773196,55.55555556,59.5959596,75.25773196,54.54545455
1245,82.4742268,75.25773196,55.55555556,59.5959596,75.25773196,54.54545455
1246,82.4742268,76.28865979,55.55555556,59.5959596,74.22680412,54.54545455
1247,82.4742268,77.31958763,55.55555556,59.5959596,74.22680412,54.54545455
1248,81.63265306,76.53061224,55.55555556,59,73.46938776,54.54545455
1249,81.81818182,75.75757576,55.55555556,59,72.72727273,54.54545455
1250,81.81818182,76.76767677,55.55555556,59,73.73737374,54.54545455
1251,81.81818182,76.76767677,56.56565657,60,73.73737374,55.55555556
1252,81.81818182,76.76767677,57.57575758,61,73.73737374,56.56565657
1253,81.81818182,76.76767677,57.57575758,62,73.73737374,56.56565657
1254,81.81818182,77.77777778,58.58585859,63,74.74747475,57.57575758
1255,81.81818182,77.77777778,58.58585859,63,74.74747475,57.57575758
1256,82.82828283,78.78787879,59.5959596,64,75.75757576,58.58585859
1257,83.83838384,78.78787879,59.5959596,64,76.76767677,58.58585859
1258,83.83838384,78.78787879,59.5959596,63,76.76767677,58.58585859
1259,83.83838384,78.78787879,60.60606061,64,76.76767677,59.5959596
1260,83.83838384,78.78787879,60.60606061,64,76.76767677,59.5959596
1261,83.83838384,78.78787879,59.5959596,63,76.76767677,58.58585859
1262,83.83838384,78.78787879,58.58585859,62,75.75757576,57.57575758
1263,83.83838384,77.77777778,58.58585859,61,75.75757576,57.57575758
1264,84.84848485,78.78787879,58.58585859,62,75.75757576,56.56565657
1265,84.84848485,77.77777778,57.57575758,61,74.74747475,55.55555556
1266,84.84848485,77.77777778,56.56565657,61,74.74747475,54.54545455
1267,83.83838384,77.77777778,55.55555556,61,73.73737374,53.53535354
1268,84,78,55,62,74,53
1269,84,78,55,62,74,53
1270,85,79,55,63,75,53
1271,85,80,55,63,76,54
1272,85,80,55,63,77,54
1273,85,80,55,63,77,54
1274,85,79,54,62,76,53
1275,85,79,55,62,76,54
1276,85,79,55,62,76,54
1277,85,79,55,62,76,54
1278,84,79,55,62,76,54
1279,84,79,55,61,76,54
1280,84,79,55,61,76,54
1281,84,78,54,61,75,53
1282,84,78,54,61,75,53
1283,83,77,53,61,74,52
1284,83,77,53,61,74,52
1285,83,77,53,61,74,53
1286,83,77,52,61,74,52
1287,83,77,52,62,74,53
1288,83,77,52,62,74,53
1289,84,78,52,63,75,53
1290,84,77,52,63,75,53
1291,85,76,52,63,75,53
1292,85,75,52,62,75,53
1293,85,75,52,63,74,53
1294,84,74,51,62,73,52
1295,84,74,52,62,73,53
1296,84,73,52,61,72,53
1297,84,73,52,62,73,53
1298,84,72,51,61,72,52
1299,84,71,50,60,71,51
1300,84,71,49,60,71,50
1301,83,71,48,59,70,49
1302,82,71,47,58,69,48
