pointer,OQ818328,HQ595340,HQ595342,HQ595344
278,97.8021978021978,35.0,31.0,52.74725274725275
279,97.8021978021978,35.0,31.0,51.64835164835166
280,97.8021978021978,34.0,30.0,50.54945054945055
281,97.8021978021978,34.0,28.999999999999996,50.54945054945055
282,97.8021978021978,35.0,30.0,50.54945054945055
283,97.8021978021978,36.0,31.0,51.64835164835166
284,97.8021978021978,37.0,31.0,52.74725274725275
285,97.8021978021978,38.0,31.0,53.84615384615385
286,97.8021978021978,38.0,31.0,53.84615384615385
287,97.8021978021978,39.0,31.0,54.94505494505495
288,97.8021978021978,40.0,31.0,56.043956043956044
289,97.8021978021978,39.0,30.0,57.14285714285714
290,97.8021978021978,38.0,30.0,57.14285714285714
291,97.8021978021978,38.0,30.0,56.043956043956044
292,97.8021978021978,38.0,30.0,54.94505494505495
293,97.8021978021978,37.0,28.999999999999996,53.84615384615385
294,97.8021978021978,38.0,30.0,53.84615384615385
295,97.8021978021978,39.0,31.0,53.84615384615385
296,98.9010989010989,39.0,31.0,53.84615384615385
297,98.9010989010989,39.0,31.0,53.84615384615385
298,98.9010989010989,40.0,32.0,53.84615384615385
299,98.9010989010989,41.0,33.0,53.84615384615385
300,98.9010989010989,41.0,33.0,54.94505494505495
301,98.9010989010989,41.0,33.0,54.94505494505495
302,98.9010989010989,41.0,33.0,56.043956043956044
303,98.9010989010989,41.0,33.0,54.94505494505495
304,98.9010989010989,41.0,33.0,54.94505494505495
305,98.9010989010989,40.0,32.0,56.043956043956044
306,98.9010989010989,40.0,32.0,56.043956043956044
307,98.9010989010989,40.0,31.0,56.043956043956044
308,98.9010989010989,39.0,31.0,56.043956043956044
309,98.9010989010989,38.0,30.0,54.94505494505495
310,98.9010989010989,37.0,28.999999999999996,56.043956043956044
311,98.9010989010989,37.0,28.000000000000004,57.14285714285714
312,98.9010989010989,37.0,28.000000000000004,57.14285714285714
313,98.9010989010989,37.0,28.000000000000004,58.24175824175825
314,98.9010989010989,37.0,28.000000000000004,58.24175824175825
315,98.9010989010989,37.0,28.000000000000004,58.24175824175825
316,98.9010989010989,37.0,28.000000000000004,58.24175824175825
317,98.9010989010989,36.0,27.0,58.24175824175825
318,98.9010989010989,36.0,28.000000000000004,58.24175824175825
319,100.0,36.0,28.999999999999996,58.24175824175825
320,100.0,37.0,30.0,57.14285714285714
321,100.0,37.0,30.0,57.14285714285714
322,100.0,36.0,30.0,57.14285714285714
323,100.0,36.0,30.0,57.14285714285714
324,100.0,37.0,31.0,56.043956043956044
325,100.0,38.0,32.0,56.043956043956044
326,100.0,38.0,31.0,56.043956043956044
327,100.0,38.0,31.0,54.94505494505495
328,100.0,39.0,32.0,56.043956043956044
329,100.0,39.0,32.0,57.14285714285714
330,100.0,38.0,31.0,58.24175824175825
331,100.0,38.0,31.0,58.69565217391305
332,100.0,38.38383838383838,31.313131313131315,58.06451612903226
333,100.0,39.39393939393939,32.323232323232325,58.51063829787234
334,100.0,39.39393939393939,32.323232323232325,58.94736842105262
335,100.0,39.39393939393939,32.323232323232325,58.94736842105262
336,100.0,40.4040404040404,33.33333333333333,60.0
337,100.0,40.4040404040404,33.33333333333333,61.05263157894737
338,100.0,39.39393939393939,33.33333333333333,62.10526315789474
339,100.0,38.38383838383838,32.323232323232325,63.1578947368421
340,100.0,38.38383838383838,32.323232323232325,63.1578947368421
341,100.0,38.38383838383838,32.323232323232325,63.1578947368421
342,100.0,37.755102040816325,32.6530612244898,63.1578947368421
343,100.0,38.775510204081634,33.6734693877551,64.21052631578948
344,100.0,38.775510204081634,33.6734693877551,65.26315789473685
345,100.0,39.795918367346935,34.69387755102041,65.26315789473685
346,100.0,40.816326530612244,35.714285714285715,66.3157894736842
347,100.0,40.816326530612244,35.714285714285715,67.36842105263158
348,100.0,40.816326530612244,35.714285714285715,68.42105263157895
349,100.0,40.816326530612244,35.714285714285715,68.42105263157895
350,100.0,40.816326530612244,35.714285714285715,67.36842105263158
351,100.0,41.83673469387755,36.734693877551024,67.36842105263158
352,100.0,41.83673469387755,36.734693877551024,66.3157894736842
353,100.0,41.83673469387755,36.734693877551024,66.3157894736842
354,100.0,40.816326530612244,35.714285714285715,66.3157894736842
355,100.0,40.816326530612244,35.714285714285715,65.26315789473685
356,100.0,40.816326530612244,35.714285714285715,65.26315789473685
357,100.0,40.816326530612244,35.714285714285715,64.21052631578948
358,100.0,39.795918367346935,34.69387755102041,63.1578947368421
359,100.0,39.795918367346935,34.69387755102041,63.1578947368421
360,100.0,38.775510204081634,33.6734693877551,63.1578947368421
361,100.0,37.755102040816325,32.6530612244898,64.21052631578948
362,100.0,38.775510204081634,33.6734693877551,65.26315789473685
363,100.0,39.795918367346935,34.69387755102041,65.625
364,100.0,40.816326530612244,35.714285714285715,65.97938144329896
365,100.0,41.23711340206185,36.08247422680412,65.3061224489796
366,100.0,41.23711340206185,36.08247422680412,64.64646464646465
367,100.0,41.23711340206185,36.08247422680412,64.0
368,100.0,41.23711340206185,36.08247422680412,65.0
369,100.0,41.23711340206185,36.08247422680412,65.0
370,100.0,42.2680412371134,37.11340206185567,66.0
371,100.0,43.29896907216495,38.144329896907216,65.0
372,100.0,43.29896907216495,38.144329896907216,65.0
373,100.0,43.29896907216495,39.175257731958766,65.0
374,100.0,42.2680412371134,39.175257731958766,64.0
375,100.0,42.2680412371134,39.175257731958766,63.0
376,98.94736842105263,41.23711340206185,38.144329896907216,64.0
377,98.94736842105263,40.20618556701031,37.11340206185567,64.0
378,98.94736842105263,40.20618556701031,36.08247422680412,64.0
379,98.94736842105263,40.20618556701031,36.08247422680412,64.0
380,98.94736842105263,40.20618556701031,36.08247422680412,64.0
381,98.94736842105263,39.175257731958766,36.08247422680412,64.0
382,98.94736842105263,38.144329896907216,35.051546391752574,64.0
383,98.94736842105263,38.144329896907216,35.051546391752574,63.0
384,98.94736842105263,37.11340206185567,35.051546391752574,63.0
385,98.94736842105263,36.08247422680412,36.08247422680412,62.0
386,98.94736842105263,37.11340206185567,36.08247422680412,62.0
387,98.94736842105263,36.08247422680412,36.08247422680412,62.0
388,98.94736842105263,35.051546391752574,36.08247422680412,62.0
389,98.94736842105263,35.051546391752574,36.08247422680412,62.0
390,98.94736842105263,36.08247422680412,36.08247422680412,63.0
391,98.94736842105263,37.11340206185567,37.11340206185567,64.0
392,98.94736842105263,37.11340206185567,37.11340206185567,65.0
393,98.94736842105263,37.11340206185567,37.11340206185567,65.0
394,98.94736842105263,36.08247422680412,36.08247422680412,65.0
395,98.94736842105263,35.051546391752574,35.051546391752574,64.0
396,98.94736842105263,35.051546391752574,35.051546391752574,63.0
397,98.94736842105263,35.051546391752574,35.051546391752574,62.0
398,98.94736842105263,35.051546391752574,35.051546391752574,62.0
399,98.94736842105263,34.02061855670103,34.02061855670103,61.0
400,98.94736842105263,34.02061855670103,34.02061855670103,60.0
401,98.94736842105263,34.02061855670103,34.02061855670103,60.0
402,98.94736842105263,34.02061855670103,34.02061855670103,60.0
403,98.94736842105263,34.02061855670103,34.02061855670103,60.0
404,98.94736842105263,34.02061855670103,34.02061855670103,60.0
405,98.94736842105263,34.02061855670103,34.02061855670103,59.0
406,98.94736842105263,35.051546391752574,35.051546391752574,60.0
407,98.94736842105263,36.08247422680412,36.08247422680412,61.0
408,98.94736842105263,36.08247422680412,36.08247422680412,61.0
409,98.94736842105263,36.08247422680412,36.08247422680412,61.0
410,98.94736842105263,36.08247422680412,36.08247422680412,60.0
411,98.94736842105263,37.11340206185567,37.11340206185567,60.0
412,98.94736842105263,37.11340206185567,37.11340206185567,60.0
413,98.94736842105263,38.144329896907216,38.144329896907216,59.0
414,98.94736842105263,38.144329896907216,38.144329896907216,60.0
415,98.94736842105263,39.175257731958766,39.175257731958766,61.0
416,98.94736842105263,38.144329896907216,38.144329896907216,61.0
417,98.94736842105263,39.175257731958766,39.175257731958766,62.0
418,98.93617021276596,38.144329896907216,38.144329896907216,61.61616161616161
419,98.9247311827957,37.11340206185567,37.11340206185567,61.224489795918366
420,98.91304347826086,36.08247422680412,36.08247422680412,61.855670103092784
421,98.9010989010989,35.051546391752574,35.051546391752574,61.458333333333336
422,98.88888888888889,35.051546391752574,35.051546391752574,61.05263157894737
423,98.88888888888889,35.051546391752574,35.051546391752574,61.05263157894737
424,98.88888888888889,35.051546391752574,35.051546391752574,62.10526315789474
425,98.88888888888889,35.051546391752574,35.051546391752574,62.10526315789474
426,98.88888888888889,36.08247422680412,36.08247422680412,62.10526315789474
427,98.88888888888889,35.051546391752574,35.051546391752574,63.1578947368421
428,98.88888888888889,34.02061855670103,34.02061855670103,63.1578947368421
429,98.88888888888889,35.051546391752574,34.02061855670103,63.1578947368421
430,98.88888888888889,36.08247422680412,34.02061855670103,62.10526315789474
431,98.88888888888889,36.08247422680412,35.051546391752574,62.10526315789474
432,98.9010989010989,36.734693877551024,35.714285714285715,63.1578947368421
433,98.9010989010989,36.734693877551024,34.69387755102041,63.1578947368421
434,98.9010989010989,36.734693877551024,34.69387755102041,63.1578947368421
435,98.9010989010989,35.714285714285715,33.6734693877551,63.1578947368421
436,98.9010989010989,35.714285714285715,33.6734693877551,63.1578947368421
437,98.9010989010989,35.714285714285715,33.6734693877551,63.1578947368421
438,98.9010989010989,36.734693877551024,34.69387755102041,63.1578947368421
439,98.9010989010989,37.755102040816325,35.714285714285715,63.1578947368421
440,98.9010989010989,38.775510204081634,36.734693877551024,63.1578947368421
441,98.9010989010989,38.775510204081634,36.734693877551024,64.21052631578948
442,98.91304347826086,38.38383838383838,36.36363636363637,65.26315789473685
443,98.91304347826086,37.37373737373738,35.35353535353536,65.26315789473685
444,98.91304347826086,37.37373737373738,35.35353535353536,65.26315789473685
445,98.91304347826086,36.36363636363637,35.35353535353536,66.3157894736842
446,98.91304347826086,36.36363636363637,35.35353535353536,65.26315789473685
447,98.91304347826086,37.37373737373738,35.35353535353536,64.21052631578948
448,98.91304347826086,38.38383838383838,35.35353535353536,64.21052631578948
449,98.91304347826086,38.38383838383838,36.36363636363637,64.21052631578948
450,98.91304347826086,38.38383838383838,37.37373737373738,65.26315789473685
451,98.91304347826086,37.37373737373738,36.36363636363637,65.26315789473685
452,98.91304347826086,37.37373737373738,36.36363636363637,66.3157894736842
453,98.91304347826086,36.36363636363637,35.35353535353536,66.3157894736842
454,98.91304347826086,36.36363636363637,35.35353535353536,66.3157894736842
455,98.91304347826086,37.37373737373738,36.36363636363637,67.36842105263158
456,98.91304347826086,37.37373737373738,36.36363636363637,67.36842105263158
457,98.91304347826086,37.37373737373738,36.36363636363637,68.42105263157895
458,98.91304347826086,38.38383838383838,37.37373737373738,69.47368421052632
459,98.91304347826086,37.37373737373738,36.36363636363637,68.42105263157895
460,98.9010989010989,37.37373737373738,36.36363636363637,68.08510638297872
461,98.88888888888889,37.37373737373738,36.36363636363637,67.74193548387096
462,98.88888888888889,37.37373737373738,36.36363636363637,67.74193548387096
463,98.88888888888889,37.37373737373738,36.36363636363637,67.74193548387096
464,98.88888888888889,36.36363636363637,35.35353535353536,66.66666666666666
465,98.9010989010989,37.0,36.0,67.74193548387096
466,98.91304347826086,38.0,37.0,67.74193548387096
467,98.9247311827957,38.0,37.0,67.74193548387096
468,98.9247311827957,37.0,36.0,66.66666666666666
469,98.9247311827957,37.0,36.0,65.59139784946237
470,98.9247311827957,37.0,36.0,64.51612903225806
471,98.9247311827957,36.0,35.0,64.51612903225806
472,98.9247311827957,37.0,36.0,64.51612903225806
473,98.9247311827957,36.0,35.0,64.51612903225806
474,98.9247311827957,36.0,35.0,64.51612903225806
475,98.9247311827957,36.0,35.0,65.59139784946237
476,100.0,36.0,35.0,65.59139784946237
477,100.0,36.0,35.0,65.59139784946237
478,100.0,36.0,35.0,65.59139784946237
479,100.0,36.0,35.0,65.59139784946237
480,100.0,37.0,36.0,65.59139784946237
481,100.0,38.0,37.0,64.51612903225806
482,100.0,38.0,37.0,63.44086021505376
483,100.0,37.0,36.0,63.44086021505376
484,100.0,37.0,36.0,63.44086021505376
485,100.0,37.0,35.0,63.44086021505376
486,100.0,36.0,35.0,63.44086021505376
487,100.0,36.0,35.0,63.44086021505376
488,100.0,36.0,35.0,62.365591397849464
489,100.0,36.0,35.0,62.365591397849464
490,100.0,35.0,34.0,62.365591397849464
491,100.0,35.0,34.0,62.365591397849464
492,100.0,34.0,33.0,62.365591397849464
493,100.0,35.0,34.0,63.44086021505376
494,100.0,35.0,35.0,63.44086021505376
495,100.0,36.0,36.0,64.51612903225806
496,100.0,36.0,36.0,65.59139784946237
497,100.0,36.0,36.0,66.66666666666666
498,100.0,35.0,35.0,65.59139784946237
499,100.0,36.0,36.0,66.66666666666666
500,100.0,37.0,37.0,66.66666666666666
501,100.0,38.0,38.0,66.66666666666666
502,100.0,38.0,38.0,66.66666666666666
503,100.0,38.0,38.0,66.66666666666666
504,100.0,38.0,38.0,67.74193548387096
505,100.0,38.0,38.0,68.81720430107528
506,100.0,37.0,37.0,68.81720430107528
507,100.0,36.0,36.0,68.81720430107528
508,100.0,36.0,36.0,68.81720430107528
509,100.0,36.0,36.0,69.89247311827957
510,100.0,36.0,36.0,70.96774193548387
511,100.0,35.0,35.0,69.89247311827957
512,100.0,35.0,35.0,70.96774193548387
513,100.0,34.0,34.0,72.04301075268818
514,100.0,35.0,35.0,72.04301075268818
515,100.0,34.0,34.0,72.04301075268818
516,100.0,34.0,34.0,72.04301075268818
517,100.0,34.0,34.0,72.04301075268818
518,100.0,34.0,34.0,72.3404255319149
519,100.0,34.0,34.0,72.63157894736842
520,100.0,34.0,34.0,72.91666666666666
521,100.0,35.0,35.0,73.19587628865979
522,100.0,35.0,35.0,73.46938775510205
523,100.0,35.0,35.0,73.46938775510205
524,100.0,35.0,34.0,73.46938775510205
525,100.0,35.0,34.0,73.46938775510205
526,100.0,35.0,34.0,74.48979591836735
527,100.0,35.35353535353536,34.34343434343434,73.46938775510205
528,100.0,35.35353535353536,34.34343434343434,72.44897959183673
529,100.0,34.34343434343434,34.34343434343434,72.44897959183673
530,100.0,34.34343434343434,35.35353535353536,73.46938775510205
531,100.0,34.34343434343434,34.34343434343434,73.46938775510205
532,100.0,33.33333333333333,33.33333333333333,73.46938775510205
533,100.0,33.33333333333333,34.34343434343434,72.44897959183673
534,100.0,33.33333333333333,34.34343434343434,72.44897959183673
535,100.0,33.33333333333333,34.34343434343434,72.44897959183673
536,100.0,32.323232323232325,33.33333333333333,72.44897959183673
537,100.0,33.33333333333333,34.34343434343434,72.44897959183673
538,100.0,33.33333333333333,34.34343434343434,72.44897959183673
539,100.0,32.323232323232325,34.34343434343434,72.44897959183673
540,100.0,32.323232323232325,33.33333333333333,72.44897959183673
541,100.0,33.33333333333333,34.34343434343434,72.44897959183673
542,100.0,33.33333333333333,34.34343434343434,72.44897959183673
543,100.0,34.34343434343434,35.35353535353536,72.44897959183673
544,100.0,35.35353535353536,36.36363636363637,71.42857142857143
545,100.0,36.36363636363637,36.36363636363637,71.42857142857143
546,100.0,36.36363636363637,36.36363636363637,72.44897959183673
547,100.0,36.36363636363637,37.37373737373738,72.44897959183673
548,100.0,35.35353535353536,37.37373737373738,71.42857142857143
549,100.0,36.36363636363637,37.37373737373738,71.42857142857143
550,100.0,37.37373737373738,37.37373737373738,71.42857142857143
551,100.0,37.37373737373738,37.37373737373738,71.42857142857143
552,100.0,36.36363636363637,36.36363636363637,71.42857142857143
553,100.0,36.734693877551024,36.734693877551024,70.40816326530613
554,100.0,36.734693877551024,36.734693877551024,70.40816326530613
555,100.0,35.714285714285715,35.714285714285715,70.40816326530613
556,100.0,34.69387755102041,34.69387755102041,70.40816326530613
557,100.0,34.69387755102041,34.69387755102041,69.38775510204081
558,100.0,34.69387755102041,33.6734693877551,68.36734693877551
559,100.0,34.69387755102041,34.69387755102041,69.38775510204081
560,100.0,34.69387755102041,35.714285714285715,68.68686868686868
561,100.0,35.714285714285715,35.714285714285715,68.0
562,100.0,34.69387755102041,34.69387755102041,67.0
563,100.0,34.69387755102041,34.69387755102041,66.0
564,100.0,34.69387755102041,34.69387755102041,67.0
565,100.0,33.6734693877551,33.6734693877551,67.0
566,100.0,33.6734693877551,33.6734693877551,68.0
567,100.0,33.6734693877551,33.6734693877551,69.0
568,100.0,33.6734693877551,33.6734693877551,70.0
569,100.0,33.6734693877551,33.6734693877551,71.0
570,100.0,33.6734693877551,32.6530612244898,72.0
571,100.0,33.6734693877551,32.6530612244898,72.0
572,100.0,33.6734693877551,32.6530612244898,73.0
573,100.0,33.6734693877551,33.6734693877551,73.0
574,100.0,33.6734693877551,33.6734693877551,74.0
575,100.0,34.69387755102041,34.69387755102041,74.0
576,100.0,34.69387755102041,34.69387755102041,74.0
577,100.0,35.714285714285715,35.714285714285715,74.0
578,100.0,35.714285714285715,35.714285714285715,74.0
579,100.0,35.714285714285715,35.714285714285715,74.0
580,100.0,34.69387755102041,35.051546391752574,74.0
581,100.0,33.6734693877551,34.375,74.0
582,100.0,33.6734693877551,34.73684210526316,74.0
