BAT PICORNAVIRUS CLADE,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,HQ595345.1,Unknown(PP745912),,,,,,,,,
2,,,,,,,,,NC_015934.1,,,,,,,,,,
2,,,,,,,,,KJ641693.1,,,,,,,,,,
2,,,,,,,,,OQ363775.1,,,,,,,,,,
2,,,,,,,,,OQ363764.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
3,5~,990,1300,844,1148,606,910,^OQ363775.1,PP766469,Unknown (PP746000),2.21E-04,NS,NS,NS,3.30E-03,NS,NS,NS,NS
3,,,,,,,,HQ595345.1[T],,,,,,,,,,,
3,,,,,,,,NC_015934.1[T],,,,,,,,,,,
3,,,,,,,,KJ641693.1[T],,,,,,,,,,,
3,,,,,,,,OQ363764.1[T],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4,6~,2860,3202,2614,2907,2376,2669,^OQ363775.1,PP711930,Unknown (KJ641699.1),3.76E-04,NS,NS,1.10E-02,NS,NS,NS,NS,NS
4,,,,,,,,HQ595345.1[T],PP711928,Unknown(KJ641687.1),,,,,,,,,
4,,,,,,,,NC_015934.1[T],,Unknown(KJ641690.1),,,,,,,,,
4,,,,,,,,KJ641693.1[T],,,,,,,,,,,
4,,,,,,,,OQ363764.1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5,7~,1580,1704,1365,1464,1173,1265,PP711930,KJ641687.1,OQ818328,6.84E-04,NS,NS,2.84E-03,1.74E-04,NS,NS,NS,NS
5,,,,,,,,PP711909,KJ641690.1,OQ818325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
6,8~,3886,4817,3218,4049,3218,4049,^HQ595345.1,Unknown (PP766469),OQ818328,6.01E-04,3.60E-03,NS,7.20E-04,4.10E-02,NS,NS,NS,NS
6,,,,,,,,NC_015934.1,,,,,,,,,,,
6,,,,,,,,OQ363775.1[P],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
7,9~,5790,6052,5057,5220,5019,5275,^PP766469,Unknown (PP746000),OQ818328,7.56E-04,NS,NS,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
8,10, 7675*,3689, 6590*,2830, 6829*,3102,^KJ641687.1,KJ641690.1,KJ641699.1,1.02E-03,NS,1.53E-03,3.43E-07,3.68E-06,NS,NS,NS,5.22E-05
,,,,,,,,,,,,,,,,,,,
9,11~,2088,2211,1265,1379,1626,1734,PP745912,KJ641687.1,OQ363764.1,NS,NS,NS,9.43E-03,NS,NS,NS,NS,NS
9,,,,,,,,,KJ641690.1,KJ641693.1,,,,,,,,,
9,,,,,,,,,,OQ363775.1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
10,12~,2378,2479,1588,1689,1898,1999,^PP746000,PP766469,OP963617.1,1.97E-03,NS,NS,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
11,13~,4002,4180,3590,3723,3334,3464,^PP711930,KJ641699.1,Unknown (PP745912),3.24E-03,NS,NS,NS,NS,NS,NS,NS,NS
11,,,,,,,,PP711909[T],KJ641687.1,,,,,,,,,,
11,,,,,,,,PP711928[T],KJ641690.1,,,,,,,,,,
11,,,,,,,,PP711945[T],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
12,14~,502,800,330,554,157,446,^OQ818328,OP963617.1,PP766469,3.55E-03,NS,NS,NS,NS,NS,NS,NS,0.016164469
12,,,,,,,,OQ818325,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
13,15~,6110,6206,5409,5505,5333,5429,^PP711913,HQ595345.1,PP711946,4.79E-03,NS,NS,NS,NS,NS,NS,NS,NS
13,,,,,,,,PP711912,NC_015934.1,,,,,,,,,,
13,,,,,,,,PP711945[T],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
14,19~,4532,5466,3986,4905,3779,4698,PP711946,PP746000,PP711912,NS,NS,6.27E-03,1.04E-02,6.18E-04,NS,NS,NS,1.48E-04
,,,,,,,,,,,,,,,,,,,
15,20~,5291, 5463*,4688, 4860*,4523, 4695*,OQ818328,PP745912,PP766469,6.88E-03,NS,NS,NS,NS,NS,NS,NS,4.62E-02
15,,,,,,,,OQ818325[T],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
16,21~,7884,8042,6704,6859,7038,7193,^PP745912,OQ818328,Unknown (HQ595345.1),5.38E-03,NS,3.43E-02,NS,NS,NS,NS,NS,NS
16,,,,,,,,,,Unknown(NC_015934.1),,,,,,,,,
,,,,,,,,,,,,,,,,,,,
17,22~,7222,7445,6000,6223,6376,6599,^PP746000,PP711909,Unknown (KJ641693.1),NS,NS,7.37E-03,NS,NS,NS,NS,NS,NS
17,,,,,,,,,PP711930,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
18,23~,8160,208,7387,34,7311,0,^PP711912,Unknown (OQ818328),PP711930,1.35E-02,NS,0.018845876,1.01E-02,5.34E-03,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
19,24~,290,374,117,201,0,38,^OP963617.1,Unknown (PP711945),OQ818328,0.019271697,NS,NS,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
20,25~,3618,3658,3262,3281,3055,3074,^OQ818325,Unknown (OQ363764.1),PP711928,2.23E-02,NS,NS,NS,NS,NS,NS,NS,NS
20,,,,,,,,OQ818328[T],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
21,26~,6527,6669,5374,5516,5747,5889,PP746000,KJ641690.1,Unknown (PP711913),0.023100316,NS,NS,NS,NS,NS,NS,NS,NS
21,,,,,,,,,PP711913,Unknown(KJ641687.1),,,,,,,,,
21,,,,,,,,,,Unknown(KJ641690.1),,,,,,,,,
21,,,,,,,,,,Unknown(KJ641699.1),,,,,,,,,
,,,,,,,,,,,,,,,,,,,
22,27~,6110,6204,4717,4811,5333,5427,^PP711928,OQ363775.1,Unknown (KJ641690.1),2.39E-02,NS,NS,NS,NS,NS,NS,NS,NS
22,,,,,,,,PP711909[T],,,,,,,,,,,
22,,,,,,,,PP711930[T],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
23,28~,3902, 4396*,3512, 3944*,3234, 3663*,^PP711945,PP711909,Unknown (PP711928),NS,NS,1.51E-02,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
24,29~,5973,6008,5268,5303,5199,5234,^OQ818328,HQ595345.1,PP711928,2.36E-02,NS,NS,NS,NS,NS,NS,NS,NS
24,,,,,,,,OQ818325[T],NC_015934.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
25,30~,6250,6278,4854,4882,5470,5498,^PP711928,KJ641693.1,OQ818328,2.24E-02,NS,NS,NS,NS,NS,NS,NS,NS
25,,,,,,,,,,OQ818325,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
26,31~,6916,6992,6448,6524,6136,6212,^OQ363764.1,KJ641690.1,PP766469,2.68E-02,NS,NS,NS,NS,NS,NS,NS,NS
26,,,,,,,,HQ595345.1[T],KJ641687.1,,,,,,,,,,
26,,,,,,,,NC_015934.1[T],KJ641699.1,,,,,,,,,,
26,,,,,,,,OQ363775.1[T],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
27,32~, 8079*, 8283*, 7542*, 7746*, 7230*, 7434*,^OQ363764.1,HQ595345.1,Unknown (PP745912),NS,4.49E-05,2.89E-06,1.77E-04,NS,NS,NS,NS,NS
27,,,,,,,,,NC_015934.1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
28,33~,4934,5062,3859,3987,4166,4294,PP746000,KJ641690.1,Unknown (OQ818328),2.79E-02,NS,NS,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
29,34~,2955,3361,2654,3026,2459,2827,^PP711946,PP766469,Unknown (KJ641690.1),4.87E-02,NS,NS,3.90E-02,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
30,35~,6378,6755,5808,6185,5598,5975,^PP711946,Unknown (OP963617.1),KJ641693.1,NS,NS,3.14E-02,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
CARDIOVIRUS,,,,,,,,,,,,,,,,,,,
,,,Breakpoint Positions,,,,,,,,,,,,,,,,
,,In Alignment, ,In Recombinant Sequence, ,Relative to PP766467,, , , , , , Detection Methods,,,,,,
Recombination Event Number, Number In .RDP File, Begin, End,Begin, End,Begin, End, Recombinant Sequence(s), Minor Parental Sequence(s), Major Parental Sequence(s), RDP, GENECONV, Bootscan, Maxchi, Chimaera, SiSscan,PhylPro, LARD, 3Seq
1,1~,1166,1447,1166,1447,1166,1447,^KU955338,MT499387,HM641897,1.80E-02,NS,NS,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
HEPATOVIRUS CLADE,,,,,,,,,,,,,,,,,,,
,,,Breakpoint Positions,,,,,,,,,,,,,,,,
,,In Alignment, ,In Recombinant Sequence, ,Relative to H_larvatus_china,, , , , , , Detection Methods,,,,,,
Recombination Event Number, Number In .RDP File, Begin, End,Begin, End,Begin, End, Recombinant Sequence(s), Minor Parental Sequence(s), Major Parental Sequence(s), RDP, GENECONV, Bootscan, Maxchi, Chimaera, SiSscan,PhylPro, LARD, 3Seq
1,1~,7719,797,7198,560,7355,723,^NC_028366,PP766455,Unknown (NC_028981),1.83E-04,1.46E-06,1.58E-08,6.59E-06,1.51E-02,NS,NS,NS,NS
1,,,,,,,,,PP766457,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,3~,6762,6902,5987,6127,6406,6546,^KT452729,NC_028366,Unknown (NC_028981),5.00E-04,2.63E-02,4.46E-04,6.25E-03,3.64E-03,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
3,4~, 834*,7718, 577*,7197, 740*,7354,^NC_028366,H_larvatus_china,PP766457,NS,NS,5.76E-04,6.73E-03,7.99E-03,NS,NS,NS,NS
3,,,,,,,,,,PP766455,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4,5~,1854,2077,1745,1968,1760,1983,^PP766457,KT452729,NC_028366,6.03E-03,NS,NS,NS,4.27E-02,NS,NS,NS,4.02E-02
4,,,,,,,,PP766455,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5,6~,1302,1446,1012,1156,1208,1352,^NC_038313,PP766455,Unknown (H_larvatus_china),1.52E-02,2.22E-02,NS,9.13E-03,NS,NS,NS,NS,NS
5,,,,,,,,,PP766457,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
HEPATOVIRUS,,,,,,,,,,,,,,,,,,,
,,,Breakpoint Positions,,,,,,,,,,,,,,,,
,,In Alignment, ,In Recombinant Sequence, ,Relative to PP766455,, , , , , , Detection Methods,,,,,,
Recombination Event Number, Number In .RDP File, Begin, End,Begin, End,Begin, End, Recombinant Sequence(s), Minor Parental Sequence(s), Major Parental Sequence(s), RDP, GENECONV, Bootscan, Maxchi, Chimaera, SiSscan,PhylPro, LARD, 3Seq
1,2~,7741,786,7224,560,7265,607,^NC_028366,PP766455,Unknown (NC_028981),1.50E-03,3.63E-05,1.92E-07,1.96E-04,1.36E-04,NS,NS,NS,NS
1,,,,,,,,,PP766457,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,4~,7428,671,6939,640,6955,519,^OR867086,OR951271,Unknown (PP766455),NS,5.02E-03,7.66E-05,8.91E-05,NS,NS,NS,NS,NS
2,,,,,,,,OR951275,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
3,5~,6762,6902,5987,6127,6290,6430,^KT452729,NC_028366,Unknown (NC_028981),2.02E-03,NS,1.81E-03,2.15E-02,1.26E-02,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
4,6~,3619,4399,3326,4084,3311,3984,^NC_038313,Unknown (PP766457),OR951275,5.41E-03,NS,NS,2.66E-02,NS,NS,NS,NS,NS
4,,,,,,,,,Unknown(PP766455),,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5,8~,5409,5724,5002,5302,4958,5261,^NC_028981,OR951275,Unknown (NC_038313),2.42E-03,NS,NS,NS,NS,NS,NS,NS,NS
5,,,,,,,,,OR951274,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
6,9~,1829,2166,1583,1920,1633,1970,^NC_028366,Unknown (KT452729),PP766455,1.09E-02,NS,NS,NS,NS,NS,NS,NS,NS
6,,,,,,,,,,PP766457,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
KOBUVIRUS CLADE,,,,,,,,,,,,,,,,,,,
,,,Breakpoint Positions,,,,,,,,,,,,,,,,
,,In Alignment, ,In Recombinant Sequence, ,Relative to MN116647,, , , , , , Detection Methods,,,,,,
Recombination Event Number, Number In .RDP File, Begin, End,Begin, End,Begin, End, Recombinant Sequence(s), Minor Parental Sequence(s), Major Parental Sequence(s), RDP, GENECONV, Bootscan, Maxchi, Chimaera, SiSscan,PhylPro, LARD, 3Seq
1,2~,8077,8554,7921,8347,7901,8268,^OQ818322,Unknown (NC_034971.1),OP287812.1,NS,NS,3.08E-04,NS,NS,NS,NS,NS,NS
1,,,,,,,,,Unknown(OP287812.1),NC_034971.1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,3~,674,1244,489,996,627,1109,^NC_034971.1,rhinolophus_china,MN116647,NS,NS,5.31E-04,1.46E-03,NS,NS,NS,NS,1.58E-02
2,,,,,,,,,,rattus_tanezumi_china,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
3,4~,4440, 673*,3698, 43*,4266, 626*,^rhinolophus_china,Unknown (NC_034971.1),rattus_tanezumi_china,8.94E-04,NS,2.56E-02,6.78E-03,1.00E-03,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
4,5~,1739,2074,1482,1817,1586,1909,^NC_034971.1,Unknown (PP766456),rattus_tanezumi_china,NS,NS,8.99E-04,NS,NS,NS,NS,NS,4.45E-03
4,,,,,,,,,Unknown(OP287812.1),MN116647,,,,,,,,,
4,,,,,,,,,Unknown(OQ818322),,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5,6~,3412,3656,3155,3399,3244,3488,NC_034971.1,Unknown (PP766456),rattus_tanezumi_china,6.57E-04,NS,NS,NS,NS,NS,NS,NS,1.12E-02
5,,,,,,,,,Unknown(OP287812.1),,,,,,,,,,
5,,,,,,,,,Unknown(OQ818322),,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
6,7~, 4469*,6855, 4286*,6667, 4295*,6679,^rattus_tanezumi_china,PP766456,rhinolophus_china,3.28E-03,NS,NS,NS,NS,NS,NS,NS,NS
6,,,,,,,,MN116647,,,,,,,,,,,
6,,,,,,,,NC_034971.1[T],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
7,8~,8006,170,7738,1,7830,142,^NC_034971.1,rattus_tanezumi_china,Unknown (OP287812.1),7.99E-03,NS,3.90E-02,NS,NS,NS,NS,NS,NS
7,,,,,,,,,OP287812.1,Unknown(MN116647),,,,,,,,,
7,,,,,,,,,PP766456,Unknown(rattus_tanezumi_china),,,,,,,,,
,,,,,,,,,,,,,,,,,,,
8,9~,2943,3121,2686,2864,2778,2956,^NC_034971.1,OQ818322,rattus_tanezumi_china,2.10E-02,NS,NS,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
KOBUVIRUS,,,,,,,,,,,,,,,,,,,
,,,Breakpoint Positions,,,,,,,,,,,,,,,,
,,In Alignment, ,In Recombinant Sequence, ,Relative to MN116647,, , , , , , Detection Methods,,,,,,
Recombination Event Number, Number In .RDP File, Begin, End,Begin, End,Begin, End, Recombinant Sequence(s), Minor Parental Sequence(s), Major Parental Sequence(s), RDP, GENECONV, Bootscan, Maxchi, Chimaera, SiSscan,PhylPro, LARD, 3Seq
1,1~,8510,1250,8268,1109,8268,1109,^MN116647,Unknown (NC_034971.1),OR951365.1,5.59E-05,NS,3.76E-04,5.65E-03,1.21E-04,NS,NS,NS,3.37E-03
1,,,,,,,,OM069746,,,,,,,,,,,
1,,,,,,,,OM069755,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,2~,3370,3662,3107,3399,3196,3488,^NC_034971.1,Unknown (PP766456),OR951245.1,1.56E-04,NS,5.25E-03,NS,NS,NS,NS,NS,3.54E-02
2,,,,,,,,,Unknown(OP287812.1),,,,,,,,,,
2,,,,,,,,,Unknown(OQ818322),,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
3,3~,1745,2080,1482,1817,1586,1909,^NC_034971.1,Unknown (OQ818322),OM069746,4.98E-04,NS,5.14E-03,NS,NS,NS,NS,NS,8.45E-03
3,,,,,,,,,Unknown(OP287812.1),MN116647,,,,,,,,,
3,,,,,,,,,Unknown(PP766456),OM069755,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4,4~,8078, 8558*,7809, 8216*,7901, 8268*,^NC_034971.1,Unknown (OP287812.1),OQ818322,NS,NS,7.69E-04,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
5,5~,4730,5347,3894,4511,4553,5170,^OR951365.1,NC_034971.1,Unknown (PP766456),NS,NS,5.71E-03,5.00E-03,0.003761435,NS,NS,NS,NS
5,,,,,,,,,,Unknown(OP287812.1),,,,,,,,,
5,,,,,,,,,,Unknown(OQ818322),,,,,,,,,
,,,,,,,,,,,,,,,,,,,
6,6~,4618,5827,3872,5081,4441,5650,^OR951245.1,MN116647,Unknown (OQ818322),7.54E-03,NS,NS,1.65E-02,8.93E-04,NS,NS,NS,NS
6,,,,,,,,OR951365.1,,Unknown(PP766456),,,,,,,,,
,,,,,,,,,,,,,,,,,,,
7,7~,2757,2824,2020,2087,2586,2653,^OR951245.1,Unknown (NC_034971.1),OR951365.1,7.04E-03,NS,NS,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
8,8~,8410, 8454*,8207, 8228*,8207, 8228*,^MN116647,OR951365.1,Unknown (OR951245.1),8.75E-03,5.12E-03,4.11E-02,NS,NS,NS,NS,NS,NS
8,,,,,,,,OM069746,,,,,,,,,,,
8,,,,,,,,OM069755,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
9,9~,7324, 7430*,7147, 7253*,7147, 7253*,MN116647,OP287812.1,OR951245.1,3.51E-02,2.43E-03,1.02E-02,NS,NS,NS,NS,NS,NS
9,,,,,,,,,OQ818322,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
10,10~,6888,6993,6619,6724,6711,6816,^NC_034971.1,PP766456,OM069746,0.011078326,NS,NS,7.54E-03,9.86E-03,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
11,11~,2949,3127,2686,2864,2778,2956,NC_034971.1,OQ818322,OM069755,2.26E-02,NS,3.23E-02,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
12,12~,3536, 3572*,3362, 3398*,3362, 3398*,^MN116647,OR951365.1,OM069746,3.68E-02,NS,NS,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
13,13~,8126, 8396*,7905, 8156*,7949, 8201*,^OP287812.1,Unknown (MN116647),OR951245.1,NS,1.57E-03,4.74E-02,0.02374371,NS,NS,NS,NS,NS
13,,,,,,,,OQ818322,Unknown(OR951245.1),MN116647,,,,,,,,,
13,,,,,,,,PP766456,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
14,14~, 5831*,6339, 5085*,5593, 5654*,6162,^OR951245.1,OM069746,Unknown (PP766456),3.60E-02,1.52E-02,NS,NS,2.83E-02,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
KUNSAGIVIRUS CLADE,,,,,,,,,,,,,,,,,,,
,,,Breakpoint Positions,,,,,,,,,,,,,,,,
,,In Alignment, ,In Recombinant Sequence, ,Relative to NC_033818.1,, , , , , , Detection Methods,,,,,,
Recombination Event Number, Number In .RDP File, Begin, End,Begin, End,Begin, End, Recombinant Sequence(s), Minor Parental Sequence(s), Major Parental Sequence(s), RDP, GENECONV, Bootscan, Maxchi, Chimaera, SiSscan,PhylPro, LARD, 3Seq
1,1~,6540,6631,5891,5982,5597,5688,^rodent_china,NC_033818.1,NC_038317,4.24E-05,4.26E-02,NS,1.96E-03,3.27E-02,NS,NS,NS,4.80E-04
1,,,,,,,,,OQ818317,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,2~,4742,4983,4194,4435,3970,4211,^NC_038317,OP589993.1,Unknown (NC_034206.1),1.68E-02,NS,1.25E-04,1.92E-03,1.57E-02,NS,NS,NS,NS
2,,,,,,,,,NC_034206.1,Unknown(OP589993.1),,,,,,,,,
,,,,,,,,,,,,,,,,,,,
3,4~,4255,4502,3191,3432,3494,3735,^ON136180,NC_033818.1,NC_034206.1,NS,5.51E-03,NS,NS,2.41E-02,NS,NS,NS,NS
3,,,,,,,,NC_038317,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4,5~,2196,2246,1815,1865,1815,1865,^NC_033818.1,NC_034206.1,OP589993.1,1.54E-03,NS,NS,NS,NS,NS,NS,NS,NS
4,,,,,,,,OQ818317[T],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5,6~,4672,5133,4320,4779,3905,4361,^NC_034206.1,Unknown (rodent_china),OQ818317,5.16E-03,NS,NS,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
6,7~,7688,7749,7060,7121,6732,6793,^NC_034206.1,Unknown (OP589993.1),rodent_china,1.49E-02,NS,NS,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
7,8~,1256,1530,1029,1299,905,1172,^NC_034206.1,OP589993.1,Unknown (ON136180),NS,NS,0.029339758,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
KUNSAGIVIRUS,,,,,,,,,,,,,,,,,,,
,,,Breakpoint Positions,,,,,,,,,,,,,,,,
,,In Alignment, ,In Recombinant Sequence, ,Relative to NC_033818.1,, , , , , , Detection Methods,,,,,,
Recombination Event Number, Number In .RDP File, Begin, End,Begin, End,Begin, End, Recombinant Sequence(s), Minor Parental Sequence(s), Major Parental Sequence(s), RDP, GENECONV, Bootscan, Maxchi, Chimaera, SiSscan,PhylPro, LARD, 3Seq
1,1~,6518,6574,5893,5949,5597,5653,^NC_038317,Unknown (OQ818317),OQ716009,1.83E-04,1.90E-02,NS,NS,NS,NS,NS,NS,5.50E-03
1,,,,,,,,,Unknown(NC_033818.1),,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,2~,1254,1522,1038,1302,914,1175,^NC_034206.1,OP589993.1,Unknown (OQ716008),1.46E-02,NS,2.03E-03,NS,NS,NS,NS,NS,NS
2,,,,,,,,,,Unknown(OQ716009),,,,,,,,,
,,,,,,,,,,,,,,,,,,,
3,3~,2184,2235,1814,1865,1814,1865,^NC_033818.1,NC_034206.1,OP589993.1,2.92E-03,NS,NS,NS,NS,NS,NS,NS,NS
3,,,,,,,,OQ818317[T],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4,4~,5448,5582,4893,5027,4648,4770,^NC_038317,Unknown (OQ818317),OQ716008,8.00E-03,NS,NS,NS,NS,NS,NS,NS,1.99E-02
,,,,,,,,,,,,,,,,,,,
5,5~,1064,1329,373,638,724,989,^ON136180,OQ716008,NC_038317,8.68E-03,NS,1.04E-02,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
6,6~,4691,5010,4351,4670,3938,4252,^NC_034206.1,Unknown (OQ818317),NC_038317,NS,NS,8.82E-03,7.05E-03,7.58E-03,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
7,7~,4208, 4487*,3461, 3734*,3461, 3734*,^NC_033818.1,NC_038317,Unknown (NC_034206.1),5.24E-03,2.60E-02,3.30E-02,NS,3.44E-02,NS,NS,NS,NS
7,,,,,,,,OQ818317[T],,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
8,8~,6753,6844,5966,6057,5830,5921,^OQ818317,Unknown (NC_038317),OQ716009,1.02E-02,NS,NS,NS,NS,NS,NS,NS,NS
8,,,,,,,,,,OQ716008,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
9,9~, 6463*, 6651*, 5864*, 6052*, 5556*, 5730*,^NC_034206.1,Unknown (NC_033818.1),OQ716008,1.25E-02,NS,NS,NS,NS,NS,NS,NS,NS
,,,,,,,,,,,,,,,,,,,
MISCHIVIRUS,,,,,,,,,,,,,,,,,,,
,,,Breakpoint Positions,,,,,,,,,,,,,,,,
,,In Alignment, ,In Recombinant Sequence, ,Relative to MG888045.1,, , , , , , Detection Methods,,,,,,
