pointer,PP766457,KT452742,NC_028366,NC_028981
197,100,3.157894737,9.473684211,18
198,100,3.157894737,9.473684211,18
199,100,3.157894737,9.473684211,18
200,100,3.157894737,9.473684211,18
201,100,3.157894737,9.473684211,18
202,100,3.157894737,9.473684211,18
203,100,3.157894737,9.473684211,18
204,100,3.157894737,9.473684211,18
205,100,3.157894737,9.473684211,18
206,100,3.157894737,9.473684211,18
207,100,3.157894737,9.473684211,18
208,100,3.157894737,9.473684211,18
209,100,3.157894737,9.473684211,18
210,100,2.105263158,9.473684211,17
211,100,2.105263158,9.473684211,16
212,100,3.157894737,10.52631579,17
213,100,3.157894737,10.52631579,17
214,100,3.157894737,11.57894737,18
215,100,4.210526316,12.63157895,19
216,100,4.210526316,12.76595745,19.19191919
217,100,5.263157895,13.82978723,18.18181818
218,100,6.315789474,13.82978723,19.19191919
219,100,6.315789474,14.89361702,19.19191919
220,100,7.368421053,14.89361702,19.19191919
221,100,8.421052632,15.95744681,20.2020202
222,100,9.473684211,17.0212766,21.21212121
223,100,10.52631579,18.08510638,22.22222222
224,100,11.57894737,19.14893617,22.22222222
225,100,11.57894737,20.21276596,23.23232323
226,100,12.63157895,21.27659574,24.24242424
227,100,13.68421053,22.34042553,25.25252525
228,100,14.73684211,23.40425532,26.26262626
229,100,14.73684211,23.40425532,26.26262626
230,100,15.625,24.21052632,27.27272727
231,100,16.66666667,25.26315789,28.28282828
232,100,17.70833333,26.31578947,29.29292929
233,100,18.75,27.36842105,30.3030303
234,100,19.79166667,28.42105263,31.31313131
235,100,20.83333333,29.47368421,31.31313131
236,100,20.83333333,30.52631579,32.32323232
237,100,21.875,31.57894737,32.32323232
238,100,21.875,32.63157895,32.32323232
239,100,22.91666667,33.68421053,33.33333333
240,100,23.95833333,34.73684211,34.34343434
241,100,23.95833333,35.78947368,35.35353535
242,100,23.95833333,36.84210526,36.36363636
243,100,23.95833333,37.89473684,36.36363636
244,100,23.95833333,38.94736842,36.36363636
245,100,25,40,37.37373737
246,100,26.04166667,41.05263158,38.38383838
247,100,27.08333333,42.10526316,39.39393939
248,100,28.125,43.15789474,40.4040404
249,100,29.16666667,44.21052632,41.41414141
250,100,29.16666667,45.26315789,42.42424242
251,100,30.20833333,46.31578947,43.43434343
252,100,31.25,47.36842105,44.44444444
253,100,32.29166667,48.42105263,45.45454545
254,100,33.33333333,49.47368421,45.45454545
255,100,34.375,50.52631579,46.46464646
256,100,35.41666667,51.57894737,47.47474747
257,100,36.45833333,52.63157895,48.48484848
258,100,37.5,53.68421053,49.49494949
259,100,38.1443299,54.16666667,50.50505051
260,100,38.7755102,54.63917526,51.51515152
261,100,39.39393939,55.10204082,52.52525253
262,100,40,55.55555556,53.53535354
263,100,41,55.55555556,54.54545455
264,100,42,56.56565657,55.55555556
265,100,43,57.57575758,56.56565657
266,100,43,58.58585859,56.56565657
267,100,44,59.5959596,57.57575758
268,100,45,60.60606061,58.58585859
269,100,45,61.61616162,58.58585859
270,100,46,62.62626263,59.5959596
271,100,47,61.61616162,58.58585859
272,100,48,62.62626263,58.58585859
273,100,49,63.63636364,59.5959596
274,100,49,63.63636364,59.5959596
275,100,50,63.63636364,60.60606061
276,100,50,63.63636364,60.60606061
277,100,51,64.64646465,61.61616162
278,100,52,65.65656566,62.62626263
279,100,53,65.65656566,63.63636364
280,100,54,66.66666667,64.64646465
281,100,55,67.67676768,65.65656566
282,100,56,68.68686869,66.66666667
283,100,56,69.6969697,67.67676768
284,100,57,69.6969697,68.68686869
285,100,58,70.70707071,69.6969697
286,100,59,71.71717172,70.70707071
287,100,60,72.72727273,71.71717172
288,100,61,73.73737374,71.71717172
289,100,62,74.74747475,72.72727273
290,100,63,74.74747475,73.73737374
291,100,64,75.75757576,74.74747475
292,100,65,76.76767677,75.75757576
293,100,65,77.77777778,75.75757576
294,100,65,78.78787879,75.75757576
295,100,66,79.7979798,75.75757576
296,100,67,79.7979798,75.75757576
297,100,68,80.80808081,75.75757576
298,100,69,81.81818182,76.76767677
299,100,70,82.82828283,77.77777778
300,100,70,83.83838384,78.78787879
301,100,70,84.84848485,79.7979798
302,100,71,85.85858586,80.80808081
303,100,72,86.86868687,81.81818182
304,100,73,87.87878788,82.82828283
305,100,74,88.88888889,83.83838384
306,100,74,89.8989899,84.84848485
307,100,74,90.90909091,85.85858586
308,100,74,91.91919192,86.86868687
309,100,74,92.92929293,87.87878788
310,100,74,93.93939394,88.88888889
311,100,75,94.94949495,89.8989899
312,100,75,94.94949495,89.8989899
313,100,76,95.95959596,90.90909091
314,100,77,95.95959596,90.90909091
315,100,77,95.95959596,90.90909091
316,100,78,96,91
317,100,78,96,92
318,100,78,96,92
319,100,79,96,92
320,100,79,96,93
321,100,79,96,93
322,100,79,96,93
323,100,79,96,93
324,100,79,96,93
325,100,80,96,93
326,100,80,96,93
327,100,80,96,93
328,100,80,96,93
329,100,81,97,94
330,100,81,97,94
331,100,80,97,94
332,100,80,97,94
333,100,79,97,93
334,100,79,97,93
335,100,79,97,93
336,100,80,97,93
337,100,80,97,93
338,100,80,97,93
339,100,80,97,93
340,100,80,97,93
341,100,81,97,93
342,100,81,97,92
343,100,82,97,92
344,100,83,97,91
345,100,83,97,91
346,100,82,97,90
347,100,82,97,90
348,100,82,97,90
349,100,82,97,90
350,100,83,97,90
351,100,83,97,90
352,100,82,97,90
353,100,82,97,90
354,100,82,97,90
355,100,82,97,90
356,100,82,97,90
357,100,82,97,90
358,100,82,97,90
359,100,82,97,90
360,100,82,97,90
361,100,82,97,90
362,100,81,97,90
363,100,81,97,90
364,100,81,97,90
365,100,81,97,90
366,100,81,97,91
367,100,81,97,91
368,100,81,97,91
369,100,82,97,92
370,100,82,97,92
371,100,82,98,93
372,100,82,98,93
373,100,81,98,93
374,100,82,99,94
375,100,82,99,94
376,100,83,100,95
377,100,83,100,95
378,100,83,100,95
379,100,83,100,95
380,100,83,100,95
381,100,83,100,95
382,100,83,100,95
383,100,84,100,95
384,100,84,100,95
385,100,84,100,95
386,100,84,100,95
387,100,84,100,95
388,100,84,100,96
389,100,84,100,96
390,100,84,100,96
391,100,84,100,95
392,100,84,100,95
393,100,84,100,95
394,100,84,100,95
395,100,84,100,95
396,100,84,100,95
397,100,84,100,95
398,100,83,100,95
399,100,83,100,95
400,100,84,100,95
401,100,85,100,95
402,100,85,100,95
403,100,85,100,95
404,100,85,100,95
405,100,85,100,95
406,100,85,100,95
407,100,86,100,95
408,100,87,100,94
409,100,88,100,94
410,100,89,100,94
411,100,89,100,94
412,100,89,100,94
413,100,89,100,94
414,100,89,100,94
415,100,89,100,94
416,100,89,100,94
417,100,89,100,94
418,100,89,99,93
419,100,89,99,93
420,100,89,99,93
421,100,89,99,93
422,100,88,99,93
423,100,87,99,93
424,100,87,99,93
425,100,86,99,93
426,100,86,99,93
427,100,86,99,93
428,100,86,99,93
429,100,86,99,93
430,100,86,99,93
431,100,87,99,93
432,100,87,99,93
433,100,88,99,94
434,100,88,99,94
435,100,88,99,93
436,100,87,99,93
437,100,87,99,93
438,100,88,98,92
439,100,88,98,92
440,100,88,98,92
441,100,88,98,92
442,100,88,98,93
443,100,87,98,93
444,100,87,98,94
445,100,87,98,94
446,100,88,98,95
447,100,88,98,95
448,100,88,98,95
449,100,88,98,95
450,100,88,98,95
451,100,88,98,95
452,100,89,98,95
453,100,89,98,95
454,100,88,98,95
455,100,88,98,95
456,100,88,98,95
457,100,88,98,95
458,100,88,98,95
459,100,88,98,95
460,100,87,98,95
461,100,87,98,95
462,100,88,98,95
463,100,88,98,95
464,100,88,98,95
465,100,88,98,95
466,100,89,98,95
467,100,88,98,95
468,100,87,98,95
469,100,87,98,95
470,100,87,98,95
471,100,86,98,95
472,100,86,98,95
473,100,87,98,95
474,100,86,98,95
475,100,86,98,95
476,100,85,98,94
477,100,85,98,94
478,100,85,98,94
479,100,84,98,93
480,100,84,98,93
481,100,84,98,93
482,100,84,98,93
483,100,83,98,93
484,100,83,98,93
485,100,83,98,93
486,100,83,98,93
487,100,83,98,93
488,100,83,98,93
489,100,83,98,93
490,100,83,98,93
491,100,82,98,94
492,100,82,98,94
493,100,81,98,94
494,100,80,98,94
495,100,80,98,94
496,100,80,98,94
497,100,80,98,94
498,100,81,98,94
499,100,81,98,94
500,100,81,98,94
501,100,81,98,94
502,100,81,98,94
503,100,80,97,93
504,100,80,97,93
505,100,80,97,92
506,100,81,97,92
507,100,81,97,92
508,100,80,97,93
509,100,79,97,93
510,100,79,97,93
511,100,79,97,93
512,100,79,97,93
513,100,79,97,93
514,100,79,97,93
515,100,79,97,93
516,100,79,97,93
517,100,79,97,93
518,100,78,98,93
519,100,77,98,93
520,100,77,98,93
521,100,77,98,92
522,100,78,98,92
523,100,79,98,92
524,100,79,98,92
525,100,80,98,92
526,100,79,98,92
527,100,78,98,92
528,100,78,98,92
529,100,78,98,92
530,100,78,98,91
531,100,78,98,91
532,100,78,98,91
533,100,78,98,91
534,100,78,98,91
535,100,78,98,92
536,100,79,98,92
537,100,79,98,92
538,100,79,99,93
539,100,79,99,93
540,100,78,99,93
541,100,78,99,92
542,100,79,99,92
543,100,80,99,92
544,100,79,99,92
545,100,78,99,91
546,100,77,99,91
547,100,76,99,90
548,100,76,99,90
549,100,76,99,90
550,100,75,98,89
551,100,75,98,89
552,100,74,98,89
553,100,74,98,89
554,100,75,98,89
555,100,75,98,89
556,100,75,98,88
557,100,75,98,88
558,100,75,98,88
559,100,75,98,88
560,100,75,98,88
561,100,75,97,87
562,100,75,97,87
563,100,75,97,87
564,100,75,96,86
565,100,75,96,86
566,100,74,96,86
567,100,75,96,86
568,100,76,96,86
569,100,76,96,86
570,100,76,96,86
571,100,76,96,86
572,100,76,96,86
573,100,76,96,86
574,100,77,96,86
575,100,77,96,86
576,100,78,96,87
577,100,77,96,86
578,100,77,96,86
579,100,78,96,87
580,100,78,96,87
581,100,78,96,87
582,100,78,96,87
583,100,79,96,87
584,100,79,96,87
585,100,79,96,87
586,100,79,96,87
587,100,78,96,86
588,100,78,96,86
589,100,78,96,85
590,100,78,96,85
591,100,79,96,85
592,100,78,96,85
593,100,79,96,85
594,100,80,96,85
595,100,80,96,85
596,100,80,96,85
597,100,80,96,85
598,100,80,96,85
599,100,79,96,85
600,100,79,96,85
601,100,78,96,85
602,100,77,96,85
603,100,77,97,86
604,100,77,97,86
605,100,76,97,87
606,100,76,97,87
607,100,76,97,87
608,100,77,97,87
609,100,78,97,87
610,100,78,97,87
611,100,77,97,87
612,100,77,97,87
613,100,77,97,87
614,100,77,97,87
615,100,77,97,87
616,100,77,97,87
617,100,77,97,87
618,100,78,97,88
619,100,79,97,88
620,100,79,97,88
621,100,79,97,89
622,100,78,97,89
623,100,78,97,89
624,100,78,97,89
625,100,78,97,89
626,100,79,97,89
627,100,80,97,89
628,100,80,97,89
629,100,80,97,89
630,100,80,97,90
631,100,80,97,90
632,100,80,97,90
633,100,79,97,90
634,100,79,97,90
635,100,79,97,90
636,100,79,97,90
637,100,79,97,90
638,100,79,97,90
639,100,79,97,90
640,100,80,97,90
641,100,80,97,91
642,100,80,97,91
643,100,80,97,91
644,100,81,97,91
645,100,82,97,92
646,100,82,97,92
647,100,83,97,93
648,100,83,97,93
649,100,83,97,93
650,100,84,98,94
651,100,84,98,94
652,100,85,98,94
653,100,85,98,94
654,100,85,98,94
655,100,85,98,93
656,100,85,98,94
657,100,85,98,94
658,100,84,98,93
659,100,83,98,93
660,100,84,98,93
661,100,84,99,94
662,100,84,99,94
663,100,84,99,94
664,100,84,100,95
665,100,84,100,95
666,100,85,100,95
667,100,85,100,95
668,100,84,100,95
669,100,84,100,95
670,100,83,100,95
671,100,84,100,95
672,100,84,100,95
673,100,84,100,95
674,100,84,100,95
675,100,84,100,95
676,100,84,100,95
677,100,84,100,96
678,100,83,100,96
679,100,83,100,96
680,100,83,100,96
681,100,83,100,96
682,100,82,100,95
683,100,82,100,95
684,100,82,100,95
685,100,82,100,95
686,100,82,100,95
687,100,83,100,96
688,100,83,100,96
689,100,83,100,97
690,100,83,100,97
691,100,83,100,97
692,100,84,100,97
693,100,83,100,97
694,100,83,100,97
695,100,82,100,97
696,100,81,100,97
697,100,81,100,97
698,100,80,100,96
699,100,80,100,96
700,100,80,100,95
701,100,80,100,94
702,100,80,100,94
703,100,81,100,94
704,100,80,100,93.93939394
705,100,80,100,93.87755102
706,100,79,100,93.81443299
707,100,78,100,93.75
708,100,77,100,93.68421053
709,100,76,100,93.61702128
710,100,75,100,93.5483871
711,100,75,100,93.47826087
712,100,74,100,93.47826087
713,100,74,98.91304348,93.47826087
714,100,74,98.91304348,92.39130435
715,100,73,98.91304348,91.30434783
716,100,72,98.91304348,91.30434783
717,100,72,98.91304348,91.30434783
718,100,72,98.91304348,91.30434783
719,100,72,98.91304348,91.30434783
720,100,72,98.91304348,91.30434783
721,100,71,98.91304348,91.30434783
722,100,71,98.91304348,91.30434783
723,100,70,98.91304348,90.2173913
724,100,69,97.82608696,89.13043478
725,100,69,97.82608696,89.13043478
726,100,69,97.82608696,89.13043478
727,100,68,96.73913043,88.04347826
728,100,68,96.73913043,88.04347826
729,100,68,96.73913043,88.04347826
730,100,68,96.73913043,88.04347826
731,100,67,96.73913043,88.04347826
732,100,67,96.73913043,88.04347826
733,100,68,96.73913043,88.04347826
734,100,67,96.73913043,88.04347826
735,100,67,96.73913043,88.04347826
736,100,66,96.73913043,88.04347826
737,100,66,96.73913043,88.04347826
738,100,66,96.73913043,88.04347826
739,100,65,96.73913043,86.95652174
740,100,65,96.73913043,86.95652174
741,100,65,96.73913043,86.95652174
742,100,65,96.73913043,86.95652174
743,100,65,96.73913043,86.95652174
744,100,65,96.73913043,86.95652174
745,100,65,96.73913043,86.95652174
746,100,65,96.73913043,86.95652174
747,100,65,96.73913043,86.95652174
748,100,65,96.73913043,86.95652174
749,100,64,96.73913043,86.95652174
750,100,64,96.73913043,86.95652174
751,100,64,96.73913043,86.95652174
752,100,64,96.73913043,86.95652174
753,100,63,96.73913043,86.95652174
754,100,63,96.73913043,86.95652174
755,100,63,96.73913043,88.04347826
756,100,63,96.73913043,88.04347826
757,100,63,96.73913043,88.04347826
758,100,63,96.73913043,88.04347826
759,100,64,96.73913043,88.04347826
760,100,63,96.73913043,88.04347826
761,100,63,96.73913043,88.04347826
762,100,63,96.73913043,88.04347826
763,100,62,96.73913043,88.04347826
764,100,61,96.73913043,86.95652174
765,100,61,96.73913043,86.95652174
766,100,61,96.73913043,86.95652174
767,100,61,96.73913043,86.95652174
768,100,61,96.73913043,86.95652174
769,100,61,96.73913043,86.95652174
770,100,62,96.73913043,86.95652174
771,100,62,96.73913043,86.95652174
772,100,62,96.73913043,86.95652174
773,100,61,96.73913043,86.95652174
774,100,61,96.73913043,86.95652174
775,100,61,96.73913043,86.95652174
776,100,61,96.73913043,86.95652174
777,100,62,96.73913043,86.95652174
778,100,63,96.73913043,86.95652174
779,100,63,96.73913043,86.95652174
780,100,63,96.73913043,85.86956522
781,100,63,96.73913043,85.86956522
782,100,64,96.73913043,86.95652174
783,100,64,96.73913043,86.95652174
784,100,63,96.73913043,86.95652174
785,100,63,96.73913043,86.95652174
786,100,63,96.73913043,86.95652174
787,100,63,96.73913043,86.95652174
788,100,63,96.73913043,86.95652174
789,100,63,96.73913043,86.95652174
790,100,63,96.73913043,86.95652174
791,100,63,96.73913043,86.95652174
792,100,63,96.73913043,86.95652174
793,100,63,96.73913043,86.95652174
794,100,62,96.73913043,86.95652174
795,100,63,96.73913043,86.95652174
796,100,64,96.73913043,86.95652174
797,100,64,96.73913043,86.95652174
798,100,65,96.73913043,88.04347826
799,100,66,96.73913043,88.04347826
800,100,66,96.73913043,89.13043478
801,100,67,96.73913043,89.13043478
802,100,68,96.73913043,89.13043478
803,100,67,96.73913043,88.04347826
804,100,68,96.77419355,88.17204301
805,100,68,96.80851064,88.29787234
806,100,68,96.84210526,87.36842105
807,100,69,96.875,87.5
808,100,69,96.90721649,86.59793814
809,100,70,96.93877551,86.73469388
810,100,71,96.96969697,86.86868687
811,100,72,97,87
812,100,73,97,87
813,100,73,98,87
814,100,73,98,88
815,100,74,98,89
816,100,75,98,89
817,100,75,98,89
818,100,75,98,89
819,100,75,98,89
820,100,75,98,89
821,100,75,98,89
822,100,75,98,89
823,100,76,98,90
824,100,76,99,91
825,100,75,99,91
826,100,74,99,90
827,100,75,100,91
828,100,75,100,91
829,100,75,100,91
830,100,75,100,91
831,100,76,100,91
832,100,76,100,91
833,100,76,100,91
834,100,77,100,91
835,100,76,100,90
836,100,77,100,90
837,100,77,100,90
838,100,77,100,90
839,100,78,100,91
840,100,78,100,91
841,100,77,100,91
842,100,77,100,91
843,100,77,100,91
844,100,77,100,91
845,100,77,100,91
846,100,78,100,91
847,100,78,100,91
848,100,78,100,91
849,100,79,100,91
850,100,79,100,91
851,100,79,100,91
852,100,79,100,91
853,100,79,100,91
854,100,79,100,91
855,100,78,100,91
856,100,78,100,91
857,100,78,100,91
858,100,79,100,92
859,100,78,100,91
860,100,79,100,91
861,100,79,100,91
862,100,79,100,91
863,100,80,100,91
864,100,81,100,92
865,100,80,100,92
866,100,79,100,92
867,100,79,100,92
868,100,80,100,92
869,100,80,100,92
870,100,80,100,92
871,100,80,100,91
872,100,80,100,91
873,100,81,100,91
874,100,81,100,91
875,100,80,100,90
876,100,80,100,90
877,100,80,100,90
878,100,80,100,90
879,100,80,100,90
880,100,79,100,90
881,100,79,100,90
882,100,79,100,90
883,100,78,100,90
884,100,78,100,89
885,100,77,100,89
886,100,76,100,89
887,100,76,100,89
888,100,75,100,88
889,100,75,100,88
890,100,75,100,88
891,100,74,100,88
892,100,73,100,88
893,100,74,100,88
894,100,75,100,88
895,100,75,100,88
896,100,75,100,88
897,100,74,100,88
898,100,74,100,88
899,100,74,100,88
900,100,74,100,88
901,100,74,100,89
902,100,74,100,89
903,100,75,100,90
904,100,75,100,90
905,100,76,100,90
906,100,77,100,91
907,100,77,100,91
908,100,78,100,92
909,100,77,100,92
910,100,77,100,92
911,100,77,100,92
912,100,77,100,92
913,100,77,100,92
914,100,77,100,92
915,100,76,100,92
916,100,76,100,92
917,100,76,100,92
918,100,76,100,92
919,100,76,100,92
920,100,76,100,92
921,100,77,100,92
922,100,77,100,92
923,100,76,100,92
924,100,77,100,92
925,100,77,100,92
926,100,78,100,93
927,100,77,100,92
928,100,77,100,92
929,100,77,100,92
930,100,76,100,92
931,100,76,100,92
932,100,76,100,92
933,100,75,100,92
934,100,75,100,92
935,100,76,100,93
936,100,76,100,93
937,100,75,100,93
938,100,74,100,93
939,100,74,100,93
940,100,73,100,93
941,100,74,100,93
942,100,74,100,93
943,100,73,100,93
944,100,73,100,93
945,100,73,100,93
946,100,73,100,92
947,100,73,100,92
948,100,73,100,92
949,100,73,100,92
950,100,73,100,92
951,100,73,100,92
952,100,73,100,92
953,100,74,100,92
954,100,74,100,92
955,100,74,100,92
956,100,73,100,92
957,100,72,100,92
958,100,72,100,92
959,100,73,100,93
960,100,73,100,93
961,100,72,100,92
962,100,71,100,92
963,100,70,100,92
964,100,70,100,92
965,100,71,100,92
966,100,72,100,92
967,100,71,100,91
968,100,71,100,91
969,100,70,100,91
970,100,70,100,91
971,100,70,100,92
972,100,70,100,92
973,100,70,100,92
974,100,70,100,92
975,100,71,100,93
976,100,70,100,93
977,100,69,100,93
978,100,68,100,92
979,100,67,99,91
980,100,68,99,92
981,100,67,99,91
982,100,66,99,90
983,100,66,98.98989899,89.8989899
984,100,66,98.97959184,90.81632653
985,100,66,98.96907216,90.72164948
986,100,66,98.95833333,90.625
987,100,65,98.94736842,90.52631579
988,100,65,98.93617021,91.4893617
989,100,64,98.93617021,90.42553191
990,100,63,98.93617021,89.36170213
991,100,63,98.92473118,88.29787234
992,100,63,97.84946237,87.23404255
993,100,62,97.84946237,87.23404255
994,100,61,97.84946237,86.17021277
995,100,60,97.84946237,86.17021277
996,100,59,96.77419355,85.10638298
997,100,59,96.77419355,84.04255319
998,100,58,96.77419355,84.04255319
999,100,58,96.77419355,84.04255319
1000,100,58,96.77419355,84.04255319
1001,100,58,95.69892473,84.04255319
1002,100,58,95.69892473,84.04255319
1003,100,58,95.69892473,84.04255319
1004,100,57,94.62365591,82.9787234
1005,100,56,94.62365591,82.9787234
1006,100,55,94.62365591,82.9787234
1007,100,55,93.5483871,82.9787234
1008,100,54,93.5483871,81.91489362
1009,100,55,93.5483871,81.91489362
1010,100,55,93.5483871,80.85106383
1011,100,55,92.47311828,79.78723404
1012,100,54,92.47311828,79.78723404
1013,100,54,92.47311828,79.78723404
1014,100,54,92.47311828,79.78723404
1015,100,54,92.47311828,79.78723404
1016,100,54,91.39784946,79.78723404
1017,100,53,91.39784946,79.78723404
1018,100,53,90.32258065,79.78723404
1019,100,52,90.32258065,79.78723404
1020,100,51,90.32258065,79.78723404
1021,100,50,89.24731183,79.78723404
1022,100,50,89.24731183,79.78723404
1023,100,51,89.24731183,79.78723404
1024,100,50,89.24731183,79.78723404
1025,100,51,89.24731183,79.78723404
1026,100,50,89.24731183,79.78723404
1027,100,50,89.24731183,80.85106383
1028,100,50,89.24731183,80.85106383
1029,100,49,89.24731183,80.85106383
1030,100,49,89.24731183,80.85106383
1031,100,48,89.24731183,80.85106383
1032,100,47,89.13043478,80.64516129
1033,100,47,89.01098901,80.43478261
1034,100,46,89.01098901,79.34782609
1035,100,46,89.01098901,79.34782609
1036,100,46,89.01098901,79.34782609
1037,100,47,89.01098901,78.26086957
1038,100,47,89.01098901,78.26086957
