pointer,NC_033818,OP589993
196,80,61.61616162
197,81,61.61616162
198,82,61.61616162
199,81,61.61616162
200,81,61.61616162
201,82,61.61616162
202,83,62.62626263
203,84,63.63636364
204,84,63.63636364
205,85,63.63636364
206,85,64.64646465
207,85,65.65656566
208,85,65.65656566
209,86,66
210,87,67
211,86,66
212,86,66
213,85,67
214,85,67
215,85,67
216,86,67
217,87,68
218,88,69
219,88,70
220,88,70
221,88,71
222,88,72
223,88,71
224,87,70
225,87,69
226,87,69
227,87,69
228,87,69
229,87,69
230,87,69
231,87,69
232,87,69
233,87,69
234,86.86868687,68
235,86.73469388,67
236,86.73469388,67
237,85.71428571,67
238,85.71428571,66
239,84.69387755,65
240,83.67346939,65
241,83.67346939,65
242,82.65306122,65
243,81.63265306,65
244,81.63265306,64
245,81.63265306,64
246,81.63265306,63
247,80.6122449,62
248,79.59183673,62
249,79.59183673,61
250,78.57142857,61
251,78.57142857,60
252,77.55102041,60
253,77.55102041,61
254,77.55102041,61
255,77.55102041,61
256,77.55102041,61
257,77.55102041,62
258,77.55102041,62
259,77.55102041,61
260,77.55102041,61
261,77.55102041,61
262,77.55102041,61
263,77.55102041,62
264,77.55102041,63
265,77.55102041,62
266,77.55102041,62
267,77.55102041,63
268,78.57142857,64
269,79.59183673,64
270,79.59183673,64
271,79.59183673,64
272,80.6122449,65
273,81.63265306,66
274,81.63265306,66
275,81.63265306,67
276,81.63265306,67
277,81.63265306,68
278,81.63265306,68
279,81.63265306,68
280,81.63265306,67
281,81.63265306,66
282,81.44329897,65
283,82.29166667,65
284,82.10526316,64
285,82.10526316,63
286,82.10526316,64
287,82.10526316,64
288,82.10526316,65
289,82.10526316,64
290,81.05263158,64
291,81.05263158,63
292,81.05263158,63
293,81.05263158,63
294,81.05263158,63
295,81.05263158,62
296,81.05263158,62
297,81.05263158,62
298,80,63
299,80,62
300,80,62
301,80,63
302,80,62
303,80,61
304,80,60
305,80,60
306,80,60
307,80,60
308,80,60
309,80,60
310,80,60
311,81.05263158,61
312,81.05263158,61
313,82.10526316,60
314,82.10526316,60
315,82.10526316,59
316,82.10526316,59
317,82.10526316,58
318,82.10526316,58
319,82.10526316,58
320,82.10526316,57
321,82.10526316,56
322,82.10526316,56
323,82.10526316,56
324,83.15789474,57
325,83.15789474,58
326,83.15789474,57
327,83.15789474,56
328,83.15789474,55
329,83.15789474,55
330,83.15789474,55
331,83.15789474,55
332,82.9787234,54
333,82.9787234,54
334,83.15789474,54
335,82.29166667,54
336,82.29166667,53
337,83.33333333,53
338,83.33333333,54
339,83.33333333,54
340,84.375,54
341,84.375,54
342,85.41666667,54
343,86.45833333,54
344,86.45833333,55
345,86.45833333,55
346,86.45833333,56
347,87.5,56
348,88.54166667,56
349,89.58333333,57
350,90.625,58
351,90.625,59
352,91.66666667,60
353,91.66666667,60
354,90.625,61
355,91.66666667,61
356,92.70833333,62
357,92.70833333,61
358,92.70833333,62
359,92.70833333,63
360,92.70833333,62
361,92.70833333,63
362,93.75,63
363,93.75,63
364,93.75,63
365,93.75,64
366,93.75,64
367,93.75,64
368,93.75,64
369,93.75,64
370,93.75,63
371,93.75,63
372,93.75,63
373,93.75,63
374,93.75,62
375,93.75,62
376,93.75,62
377,93.75,62
378,93.75,62
379,93.75,62
380,93.75,63
381,93.75,64
382,93.81443299,65
383,93.87755102,66
384,93.93939394,67
385,93.93939394,68
386,93.93939394,68
387,93.93939394,69
388,93.93939394,69
389,93.93939394,70
390,94.94949495,70
391,94.94949495,71
392,94.94949495,71
393,94.94949495,71
394,94.94949495,71
395,94.94949495,72
396,94.94949495,72
397,94.94949495,73
398,95.95959596,73
399,96.96969697,73
400,96.96969697,73
401,96.96969697,72
402,96.96969697,73
403,96.96969697,74
404,96.96969697,75
405,96.96969697,75
406,96.96969697,75
407,96.96969697,75
408,96.96969697,75
409,96.96969697,75
410,96.96969697,75
411,96.96969697,75
412,96.96969697,75
413,96.96969697,76
414,96.96969697,77
415,96.96969697,78
416,96.96969697,79
417,96.96969697,80
418,96.96969697,80
419,96.96969697,80
420,96.96969697,81
421,96.96969697,82
422,96.96969697,82
423,96.96969697,83
424,96.96969697,83
425,96.96969697,83
426,96.96969697,84
427,96.96969697,85
428,96.96969697,86
429,96.96969697,86
430,96.96969697,86
431,96.96969697,86
432,97,87
433,97,87
434,97,87
435,98,87
436,98,88
437,98,88
438,98,88
439,99,89
440,99,89
441,99,89
442,99,89
443,99,89
444,99,89
445,99,89
446,99,89
447,99,90
448,99,90
449,99,90
450,99,90
451,99,90
452,99,90
453,99,90
454,100,90
455,100,91
456,100,91
457,100,92
458,100,92
459,100,92
460,100,93
461,100,93
462,100,93
463,100,92
464,100,92
465,100,91
466,100,90
467,99,89
468,99,88
469,99,87
470,99,87
471,99,86
472,99,86
473,99,86
474,99,87
475,99,87
476,99,87
477,99,87
478,99,87
479,99,87
480,99,87
481,99,87
482,99,87
483,98,86
484,97.97979798,85
485,96.96969697,85
486,96.96969697,85
487,96.96969697,85
488,96.96969697,84
489,96.96969697,84
490,96.96969697,83
491,96.96969697,82
492,96.96969697,82
493,96.96969697,82
494,96.96969697,82
495,96.96969697,82
496,96.96969697,83
497,96.96969697,83
498,96.96969697,83
499,96.96969697,84
500,96.96969697,83
501,96.96969697,84
502,96.96969697,84
503,95.95959596,84
504,95.95959596,84
505,95.95959596,84
506,95.95959596,84
507,95.95959596,84
508,95.95959596,84
509,95.95959596,83
510,95.95959596,82
511,95.95959596,82
512,95.95959596,81
513,95.95959596,80
514,95.95959596,79
515,95.95959596,78
516,95.95959596,78
517,95.95959596,78
518,95.95959596,77
519,95.95959596,77
520,95.95959596,77
521,94.94949495,76
522,94.94949495,76
523,94.94949495,76
524,93.93939394,75
525,93.93939394,74
526,93.93939394,73
527,93.93939394,73
528,93.93939394,73
529,93.93939394,73
530,93.93939394,73
531,93.93939394,72
532,93.93939394,72
533,93.93939394,72
534,92.92929293,73
535,92.92929293,73
536,92.92929293,73
537,92.92929293,72
538,92.92929293,72
539,92.85714286,71
540,92.78350515,70
541,92.70833333,69
542,92.70833333,69
543,92.70833333,69
544,92.70833333,68
545,92.70833333,67
546,92.70833333,66
547,92.70833333,66
548,91.66666667,65
549,91.66666667,64
550,91.66666667,63
551,91.66666667,63
552,91.66666667,63
553,91.66666667,63
554,91.66666667,62
555,91.66666667,62
556,91.66666667,62
557,91.66666667,62
558,91.66666667,62
559,91.66666667,62
560,91.66666667,62
561,91.66666667,62
562,91.66666667,61
563,91.66666667,61
564,91.66666667,61
565,91.66666667,61
566,91.66666667,62
567,92.70833333,62
568,92.70833333,62
569,91.66666667,63
570,91.66666667,64
571,91.66666667,64
572,90.625,63
573,90.625,63
574,90.625,62
575,90.625,61
576,89.58333333,60
577,89.58333333,60
578,89.58333333,59
579,89.58333333,58
580,88.54166667,58
581,88.54166667,58
582,88.54166667,57
583,89.58333333,57
584,89.69072165,58
585,90.72164948,57
586,90.72164948,57
587,90.72164948,56
588,89.69072165,56
589,89.69072165,56
590,88.65979381,56
591,87.62886598,57
592,87.62886598,57
593,87.62886598,56
594,87.62886598,56
595,87.62886598,56
596,87.62886598,55
597,86.59793814,54
598,86.59793814,54
599,86.59793814,53
600,86.59793814,54
601,86.59793814,54
602,86.59793814,53
603,87.62886598,52
604,87.62886598,51
605,87.62886598,50
606,87.62886598,49
607,87.62886598,49
608,86.59793814,49
609,86.59793814,49
610,86.59793814,50
611,86.59793814,49
612,86.59793814,49
613,86.59793814,50
614,85.56701031,50
615,85.56701031,50
616,85.56701031,49
617,84.53608247,48
618,84.53608247,48
619,84.53608247,48
620,83.50515464,47
621,84.53608247,48
622,84.53608247,48
623,84.53608247,47
624,85.56701031,48
625,85.56701031,48
626,85.56701031,48
627,85.56701031,47
628,85.56701031,46
629,85.56701031,46
630,85.56701031,45
631,85.56701031,46
632,84.53608247,46
633,83.50515464,46
634,84.53608247,46
635,84.53608247,46
636,84.53608247,45
637,83.50515464,45
638,83.50515464,44
639,83.67346939,44
640,83.83838384,44
641,84,44
642,84,43
643,84,42
644,84,43
645,84,44
646,84,45
647,84,45
648,85,46
649,85,47
650,84,48
651,84,48
652,84,48
653,84,48
654,84,49
655,84,49
656,84,48
657,84,47
658,84,46
659,83,45
660,83,44
661,83,44
662,83,44
663,83,44
664,83,44
665,83,44
666,83,43
667,83,44
668,83,45
669,84,45
670,83,45
671,82,45
672,82,45
673,81,44
674,80,44
675,79,44
676,80,45
677,80,44
678,80,44
679,80,44
680,80,44
681,79,44
682,79,44
683,79,44
684,79,44
685,79,45
686,79,44
687,78,44
688,78,44
689,78,43
690,79,43
691,80,42
692,79,41
693,79,41
694,79,41
695,79,41
696,78.78787879,41
697,79.59183673,41
698,79.3814433,40
699,79.3814433,41
700,79.3814433,41
701,79.3814433,40
702,78.35051546,41
703,78.35051546,42
704,78.35051546,43
705,78.35051546,44
706,78.35051546,45
707,78.35051546,45
708,79.3814433,45
709,79.3814433,46
710,79.3814433,45
711,79.3814433,46
712,79.3814433,47
713,78.35051546,47
714,79.3814433,48
715,79.3814433,49
716,78.35051546,50
717,78.35051546,50
718,77.31958763,50
719,76.28865979,49
720,77.31958763,50
721,77.08333333,49
722,76.84210526,48
723,76.84210526,49
724,76.84210526,49
725,76.84210526,50
726,75.78947368,50
727,74.73684211,50
728,73.68421053,50
729,72.63157895,49
730,71.57894737,49
731,71.57894737,48
732,72.63157895,48
733,73.68421053,48
734,73.68421053,48
735,73.68421053,49
736,73.68421053,50
737,74.73684211,50
738,74.73684211,50
739,74.73684211,50
740,74.73684211,50
741,74.73684211,50
742,74.73684211,50
743,74.73684211,51
744,74.73684211,50
745,73.68421053,49
746,73.68421053,49
747,73.68421053,49
748,73.68421053,49
749,73.68421053,48
750,74.73684211,47
751,73.68421053,46
752,73.68421053,46
753,73.68421053,46
754,73.68421053,46
755,73.68421053,46
756,73.68421053,46
757,73.68421053,46
758,73.68421053,47
759,74.73684211,48
760,73.68421053,49
761,73.68421053,48
762,73.68421053,49
763,72.63157895,50
764,72.63157895,50
765,72.63157895,51
766,72.63157895,52
767,72.63157895,52
768,72.63157895,52
769,72.63157895,51
770,73.68421053,50
771,74.73684211,51
772,74.73684211,52
773,75.78947368,52
774,76.84210526,52
775,76.84210526,53
776,76.84210526,53
777,76.84210526,54
778,75.78947368,55
779,75.78947368,56
780,76.84210526,56
781,76.84210526,55
782,75.78947368,55
783,75.78947368,56
784,74.73684211,55
785,74.73684211,55
786,74.73684211,56
787,74.73684211,56
788,75.78947368,57
789,75.78947368,58
790,74.73684211,58
791,74.73684211,59
792,75.78947368,60
793,74.73684211,60
794,74.73684211,60
795,74.73684211,60
796,73.95833333,60
797,74.22680412,61
798,74.48979592,62
799,74.48979592,62
800,73.46938776,61
801,73.46938776,62
802,73.46938776,62
803,73.46938776,62
804,73.46938776,62
805,73.46938776,61
806,73.46938776,61
807,73.46938776,61
808,72.44897959,60
809,72.44897959,59
810,72.44897959,60
811,71.42857143,59
812,71.42857143,59
813,72.44897959,59
814,72.44897959,58
815,72.44897959,58
816,73.46938776,58
817,73.46938776,58
818,74.48979592,59
819,75.51020408,60
820,75.51020408,59
821,75.75757576,60
822,76,61
823,75,60
824,75,60
825,75,60
826,76,61
827,77,62
828,78,62
829,79,62
830,80,63
831,80,64
832,79,64
833,79,64
834,79,64
835,78,64
836,78,63
837,77,64
838,76,65
839,76,66
840,76,67
841,75,67
842,75,67
843,74,66
844,73,66
845,74,67
846,74,67
847,73,66
848,73,66
849,73,66
850,73,66
851,74,67
852,74,67
853,74,67
854,74,66
855,74,66
856,74,66
857,74,67
858,74,67
859,74,67
860,75,67
861,75,68
862,75,68
863,76,68
864,76,68
865,76,68
866,76,68
867,76,68
868,76,68
869,76,69
870,76,70
871,76,70
872,77,69
873,77,70
874,76,70
875,76,70
876,76,70
877,76,69
878,77,69
879,77,69
880,77,69
881,78,70
882,79,71
883,79,71
884,80,71
885,80,71
886,80,70
887,81,71
888,81,71
889,81,70
890,82,71
891,82,70
892,81,69
893,82,69
894,82,69
895,81,68
896,82,68
897,82,68
898,82,68
899,82,68
900,83,69
901,83,69
902,84,68
903,84,67
904,84,66
905,84,67
906,84,67
907,84,66
908,85,67
909,85,68
910,85,68
911,86,69
912,86,69
913,86,68
914,86,68
915,86,68
916,86,68
917,87,69
918,87,69
919,87,69
920,87,70
921,87,70
922,87,69
923,88,70
924,88,70
925,87,70
926,87,70
927,87,69
928,87,70
929,87,70
930,87,69
931,87,68
932,88,68
933,88,67
934,88,66
935,89,65
936,88,65
937,89,65
938,90,64
939,90,64
940,90,64
941,91,64
942,91,64
943,91,65
944,92,65
945,92,64
946,92,64
947,93,65
948,93,65
949,92,65
950,92,66
951,92,66
952,92,65
953,92,65
954,92,66
955,92,66
956,92,66
957,92,65
958,91,65
959,91,65
960,91,65
961,90,64
962,90,64
963,90,64
964,89,63
965,89,63
966,89,63
967,88,62
968,88,62
969,88,62
970,87,62
971,87,62
972,87,63
973,86,62
974,87,63
975,88,63
976,87,63
977,87,64
978,87,64
979,87,63
980,87,63
981,87,63
982,86,62
983,86,61
984,86,61
985,85,60
986,85,61
987,85,60
988,85,60
989,85,61
990,85,61
991,84,62
992,85,63
993,85,64
994,85,64
995,86,65
996,86,66
997,86,65
998,86,64
999,86,63
1000,86,63
1001,86,63
1002,86,64
1003,86,64
1004,86,65
1005,86,65
1006,85,64
1007,85,65
1008,85,65
1009,85,64
1010,85,64
1011,85,64
1012,85,64
1013,85,65
1014,85,66
1015,85,65
1016,85,65
1017,85,65
1018,85,64
1019,85,63
1020,85,62
1021,85,61
1022,85,62
1023,85,62
1024,85,62
1025,86,62
1026,86,62
1027,85,63
1028,85,63
1029,85,64
1030,85,64
1031,85,65
1032,85,65
1033,85,66
1034,85,67
1035,85,68
1036,85,69
1037,85,69
1038,85,70
1039,84,70
1040,84,70
1041,84,71
1042,83,72
1043,84,72
1044,84,73
1045,84,74
1046,84,74
1047,84,74
1048,84,74
1049,85,75
1050,85,75
1051,85,74
1052,85,75
1053,85,75
1054,85,75
1055,85,75
1056,85,76
1057,85,77
1058,86,77
1059,86,77
1060,85,76
1061,86,76
1062,86,76
1063,86,75
1064,87,76
1065,87,76
1066,87,75
1067,88,76
1068,88,76
1069,88,75
1070,89,75
1071,89,75
1072,89,75
1073,90,76
1074,90,76
1075,90,75
1076,91,75
1077,91,75
1078,91,74
1079,91,75
1080,91,75
1081,91,74
1082,92,75
1083,92,76
1084,91,77
1085,92,78
1086,92,78
1087,92,78
1088,92,78
1089,92,78
1090,92,78
1091,93,78
1092,93,78
1093,92,77
1094,92,77
1095,92,77
1096,92,77
1097,92,78
1098,92,79
1099,92,79
1100,92,79
1101,92,79
1102,92,78
1103,92,79
1104,92,79
1105,91,79
1106,92,80
1107,92,80
1108,92,79
1109,92,80
1110,92,80
1111,92,80
1112,92,80
1113,92,79
1114,92,79
1115,92,80
1116,92,80
1117,92,80
1118,92,81
1119,92,81
1120,91,82
1121,91,82
1122,91,82
1123,91,81
1124,91,81
1125,91,81
1126,90,80
1127,91,80
1128,91,80
1129,90,80
1130,90,80
1131,90,79
1132,90,78
1133,90,78
1134,90,78
1135,90,78
1136,91,78
1137,91,78
1138,90,78
1139,91,78
1140,91,78
1141,91,78
1142,92,78
1143,92,78
1144,92,78
1145,92,78
1146,92,78
1147,92,78
1148,92,78
1149,92,78
1150,92,77
1151,92,77
1152,92,76
1153,92,75
1154,92,74
1155,92,73
1156,92,72
1157,92,72
1158,92,72
1159,91,71
1160,92,72
1161,92,73
1162,92,73
1163,92,74
1164,92,74
1165,92,74
1166,92,75
1167,92,75
1168,92,74
1169,92,75
1170,92,75
1171,91,74
1172,91,74
1173,91,74
1174,90,73
1175,90,74
1176,90,74
1177,90,73
1178,90,74
1179,90,74
1180,90,73
1181,90,73
1182,90,73
1183,90,72
1184,91,72
1185,91,72
1186,90,71
1187,90,72
1188,90,72
1189,90,71
1190,90,70
1191,90,70
1192,90,70
1193,91,71
1194,91,71
1195,91,70
1196,91,70
1197,91,70
1198,90,70
1199,90,71
1200,90,71
1201,89,70
1202,89,71
1203,89,71
1204,89,71
1205,90,71
1206,90,71
1207,90,70
1208,90,71
1209,90,71
1210,90,71
1211,90,70
1212,89,69
1213,88,69
1214,88,68
1215,88,68
1216,88,67
1217,88,66
1218,88,66
1219,87,66
1220,88,65
1221,88,66
1222,87,65
1223,87,66
1224,87,66
1225,86,65
1226,87,66
1227,87,66
1228,87,66
1229,88,66
1230,88,67
1231,88,67
1232,88,67
1233,88,67
1234,88,66
1235,88,65
1236,88,64
1237,87,63
1238,88,63
1239,88,63
1240,87,63
1241,87,63
1242,87,63
1243,87,63
1244,87,63
1245,87,63
1246,87,63
1247,87,63
1248,87,63
1249,86,63
1250,86,64
1251,86,65
1252,85,66
1253,85,67
1254,85,68
1255,84,69
1256,84,69
1257,84,69
1258,84,68
1259,85,69
1260,85,69
1261,85,69
1262,85,69
1263,85,68
1264,85,67
1265,85,67
1266,85,67
1267,85,67
1268,85,68
1269,85,68
1270,85,68
1271,86,69
1272,86,69
1273,85,68
1274,86,69
1275,86,69
1276,86,69
1277,85,69
1278,85,69
1279,84,68
1280,84,69
1281,84,70
1282,83,69
1283,83,69
1284,83,69
1285,83,69
1286,84,70
1287,84,70
1288,84,70
1289,84,71
1290,84,72
1291,83,71
1292,83,70
1293,83,70
1294,83,70
1295,83,71
1296,83,71
1297,82,71
1298,83,71
1299,83,71
1300,83,70
1301,84,71
1302,84,70
1303,84,69
1304,84,69
1305,84,69
1306,83,69
1307,83,69
1308,83,69
1309,83,69
1310,83,69
1311,83,70
1312,83,70
1313,84,71
1314,84,72
1315,84,71
1316,84,72
1317,84,73
1318,83,73
1319,84,73
1320,84,74
1321,83,73
1322,84,74
1323,84,74
1324,84,74
1325,85,74
1326,85,74
1327,85,74
1328,85,73
1329,85,73
1330,85,72
1331,85,73
1332,85,74
1333,84,73
1334,84,74
1335,84,75
1336,84,76
1337,85,77
1338,85,77
1339,85,77
1340,86,77
1341,86,77
1342,86,77
1343,86,77
1344,86,77
1345,86,76
1346,86,76
1347,86,76
1348,85,75
1349,85,74
1350,85,74
1351,84,73
1352,85,73
1353,85,73
1354,84,73
1355,85,73
1356,85,74
1357,85,73
1358,85,74
1359,85,74
1360,84,73
1361,84,73
1362,84,73
1363,83,74
1364,83,75
1365,83,75
1366,83,75
1367,83,74
1368,83,73
1369,83,73
1370,83,72
1371,83,72
1372,83,71
1373,84,72
1374,84,72
1375,83,71
1376,83,71
1377,84,72
1378,84,72
1379,85,73
1380,85,73
1381,85,72
1382,86,73
1383,86,74
1384,85,73
1385,85,73
1386,85,73
1387,84,72
1388,84,72
1389,84,72
1390,84,71
1391,85,71
1392,85,72
1393,84,72
1394,84,72
1395,84,72
1396,83,71
1397,84,71
1398,84,71
1399,84,70
1400,84,71
1401,84,71
1402,84,71
1403,84,72
1404,84,72
1405,83,71
1406,84,70
1407,84,70
1408,84,70
1409,83,69
1410,83,69
1411,82,68
1412,83,68
1413,83,68
1414,82,67
1415,81,68
1416,81,68
1417,80,68
1418,81,68
1419,81,69
1420,80,68
1421,81,69
1422,81,69
1423,81,69
1424,81,69
1425,81,70
1426,81,69
1427,81,69
1428,81,70
1429,81,70
1430,81,70
1431,81,70
1432,80,69
1433,81,70
1434,81,70
1435,80,70
1436,80,70
1437,80,70
1438,79,69
1439,79,68
1440,79,68
1441,79,67
1442,79,67
1443,79,67
1444,78,66
1445,78,67
1446,78,67
1447,77,67
1448,78,68
1449,79,69
1450,79,68
1451,80,69
1452,80,69
1453,80,68
1454,81,67
1455,81,67
1456,81,66
1457,81,67
1458,81,67
1459,81,66
1460,82,66
1461,82,66
1462,82,65
1463,83,65
1464,83,65
1465,83,65
1466,83,65
1467,83,66
1468,83,67
1469,83,67
1470,83,68
1471,82,67
1472,82,67
1473,82,66
1474,81,65
1475,82,66
1476,82,66
1477,81,65
1478,81,65
1479,81,65
1480,81,64
1481,81,64
1482,81,63
1483,81,63
1484,82,64
1485,82,63
1486,82,62
1487,83,62
1488,83,62
1489,83,61
1490,83,62
1491,83,63
1492,83,63
1493,84,62
1494,84,62
1495,83,61
1496,84,61
1497,84,61
1498,84,60
1499,84,61
1500,84,61
1501,83,61
1502,83,61
1503,83,61
1504,83,61
1505,84,62
1506,84,63
1507,83,64
1508,83,63
1509,84,64
1510,84,63
1511,85,64
1512,85,65
1513,85,65
1514,86,66
1515,87,66
1516,87,65
1517,88,65
1518,88,65
1519,88,64
1520,89,65
1521,89,65
1522,89,65
1523,89,64
1524,89,64
1525,89,64
1526,89,65
1527,89,65
1528,88,64
1529,88,64
1530,88,65
1531,87,65
1532,88,66
1533,88,66
1534,88,65
1535,89,65
1536,89,65
1537,89,65
1538,90,66
1539,90,67
1540,90,67
1541,90,68
1542,90,68
1543,89,68
1544,90,69
1545,90,69
1546,89,69
1547,90,69
1548,90,69
1549,90,69
1550,90,69
1551,90,69
1552,89,68
1553,89,69
1554,89,70
1555,89,69
1556,89,69
1557,89,69
1558,88,68
1559,88,68
1560,88,68
1561,87,67
1562,87,68
1563,87,68
1564,86,67
1565,86,67
1566,86,67
1567,86,67
1568,86,67
1569,86,67
1570,85,66
1571,86,67
1572,86,68
1573,86,69
1574,87,69
1575,87,69
1576,87,69
1577,88,70
1578,88,70
1579,88,69
1580,88,70
1581,88,71
1582,88,72
1583,88,71
1584,88,71
1585,88,71
1586,88,72
1587,88,73
1588,88,72
1589,88,73
1590,88,73
1591,88,72
1592,88,72
1593,88,73
1594,87,72
1595,88,72
1596,88,73
1597,88,72
1598,88,73
1599,88,73
1600,88,73
1601,89,73
1602,89,74
1603,89,73
1604,89,72
1605,89,71
1606,89,70
1607,90,70
1608,90,71
1609,90,71
1610,90,72
1611,90,72
1612,90,72
1613,90,72
1614,90,72
1615,90,72
1616,90,73
1617,90,73
1618,89,73
1619,89,74
1620,89,74
1621,89,74
1622,89,74
1623,89,74
1624,89,73
1625,89,72
1626,89,72
1627,89,71
1628,90,72
1629,90,72
1630,90,71
1631,91,70
1632,90,70
1633,90,69
1634,89,70
1635,89,69
1636,89,68
1637,89,68
1638,89,68
1639,89,68
1640,89,68
1641,89,68
1642,89,68
1643,89,67
1644,88,67
1645,88,67
1646,89,66
1647,89,66
1648,88,65
1649,87,64
1650,87,65
1651,87,65
1652,88,66
1653,88,66
1654,88,65
1655,88,66
1656,88,67
1657,87,67
1658,88,68
1659,88,68
1660,88,68
1661,89,69
1662,89,69
1663,89,69
1664,90,70
1665,90,70
1666,89,69
1667,89,69
1668,89,69
1669,89,68
1670,90,69
1671,90,69
1672,90,68
1673,90,68
1674,90,69
1675,89,68
1676,89,67
1677,88,67
1678,87,67
1679,87,68
1680,87,68
1681,87,67
1682,87,67
1683,87,68
1684,87,68
1685,87,69
1686,87,69
1687,87,69
1688,87,70
1689,87,70
1690,86,70
1691,85,70
1692,85,70
1693,85,69
1694,86,70
1695,86,71
1696,86,70
1697,86,71
1698,86,71
1699,86,71
1700,86,70
1701,86,70
1702,86,70
1703,86,71
1704,86,72
1705,85,72
1706,85,73
1707,85,73
1708,85,72
1709,85,72
1710,85,72
1711,84,71
1712,84,71
1713,84,71
1714,84,70
1715,84,70
1716,84,70
1717,84,69
1718,85,69
1719,85,69
1720,85,69
1721,85,69
1722,85,69
1723,84,69
1724,84,70
1725,84,71
1726,83,70
1727,83,71
1728,83,71
1729,82,70
1730,81,71
1731,81,72
1732,82,71
1733,82,71
1734,83,71
1735,82,71
1736,82,72
1737,82,72
1738,82,71
1739,82,71
1740,82,71
1741,82,71
1742,82,71
1743,83,72
1744,84,71
1745,84,71
1746,84,72
1747,83,71
1748,84,71
1749,85,72
1750,85,71
1751,85,71
1752,85,71
1753,84,71
1754,84,72
1755,84,72
1756,84,71
1757,85,70
1758,85,70
1759,84,70
1760,84,71
1761,84,71
1762,84,71
1763,84,71
1764,84,71
1765,84,70
1766,85,71
1767,85,71
1768,85,70
1769,85,71
1770,85,71
1771,84,70
1772,84,71
1773,84,71
1774,83,71
1775,84,72
1776,84,73
1777,85,72
1778,86,71
1779,86,71
1780,86,70
1781,86,70
1782,86,70
1783,86,70
1784,86,69
1785,86,69
1786,85,68
1787,85,68
1788,85,68
1789,85,67
1790,86,66
1791,87,67
1792,86,67
1793,86,67
1794,86,66
1795,86,65
1796,86,66
1797,86,66
1798,86,66
1799,86,66
1800,86,67
1801,85,66
1802,85,65
1803,85,64
1804,84,63
1805,85,64
1806,85,64
1807,84,63
1808,84,64
1809,84,64
1810,83,63
1811,84,64
1812,84,64
1813,84,63
1814,83,64
1815,82,63
1816,82,63
1817,82,64
1818,82,63
1819,82,63
1820,82,63
1821,82,63
1822,82,62
1823,83,63
1824,83,63
1825,83,63
1826,84,64
1827,84,64
1828,84,63
1829,85,63
1830,86,63
1831,85,63
1832,85,64
1833,85,65
1834,84,64
1835,85,65
1836,85,65
1837,85,65
1838,85,66
1839,85,66
1840,84,65
1841,84,65
1842,84,65
1843,84,64
1844,83,64
1845,83,64
1846,83,63
1847,84,64
1848,84,64
1849,83,63
1850,83,64
1851,83,64
