pointer,OQ818318,PP711948,OR951334,OQ818324,PV788826
99,36.95652174,28.91566265,0,56.98924731,55.91397849
100,38.04347826,29.76190476,0,57.44680851,56.38297872
101,38.04347826,29.41176471,0,56.84210526,55.78947368
102,38.04347826,29.06976744,0,56.25,55.20833333
103,39.13043478,30.23255814,0,56.25,55.20833333
104,40.2173913,31.39534884,0,56.25,55.20833333
105,41.30434783,31.39534884,0,57.29166667,56.25
106,41.30434783,31.39534884,0,57.29166667,56.25
107,40.2173913,31.39534884,0,57.29166667,56.25
108,39.13043478,31.39534884,0,58.33333333,57.29166667
109,38.04347826,31.39534884,0,59.375,58.33333333
110,39.13043478,32.55813953,0,60.41666667,59.375
111,39.13043478,32.55813953,0,60.41666667,59.375
112,40.2173913,32.55813953,0,60.41666667,59.375
113,40.2173913,32.55813953,0,60.41666667,59.375
114,39.13043478,32.55813953,0,60.41666667,59.375
115,39.13043478,31.39534884,0,60.41666667,59.375
116,40.2173913,31.39534884,0,61.45833333,60.41666667
117,40.2173913,31.39534884,0,60.41666667,59.375
118,41.30434783,32.55813953,0,60.41666667,59.375
119,41.30434783,32.55813953,0,61.45833333,60.41666667
120,42.39130435,33.72093023,0,61.45833333,60.41666667
121,43.47826087,34.88372093,0,62.5,61.45833333
122,44.56521739,35.63218391,0,63.54166667,62.5
123,45.65217391,36.36363636,0,64.58333333,63.54166667
124,46.73913043,37.5,0,64.58333333,63.54166667
125,45.65217391,37.5,0,65.625,64.58333333
126,44.56521739,36.36363636,0,66.66666667,65.625
127,43.47826087,35.22727273,0,66.66666667,65.625
128,44.56521739,34.09090909,0,66.66666667,65.625
129,43.47826087,32.95454545,0,66.66666667,65.625
130,44.56521739,32.95454545,0,67.70833333,66.66666667
131,44.56521739,32.95454545,0,67.70833333,66.66666667
132,43.47826087,31.81818182,0,67.70833333,66.66666667
133,42.39130435,31.81818182,0,68.75,67.70833333
134,43.47826087,32.95454545,0,69.79166667,68.75
135,43.47826087,32.95454545,0,70.83333333,69.79166667
136,42.39130435,31.81818182,0,71.875,70.83333333
137,41.30434783,31.81818182,0,72.91666667,71.875
138,40.2173913,31.81818182,0,72.91666667,71.875
139,39.13043478,31.81818182,0,72.91666667,71.875
140,39.13043478,31.81818182,0,73.95833333,72.91666667
141,40.2173913,32.95454545,0,73.95833333,72.91666667
142,41.30434783,34.09090909,0,73.95833333,72.91666667
143,41.30434783,33.70786517,0,74.22680412,73.19587629
144,42.39130435,33.33333333,0,74.48979592,73.46938776
145,42.39130435,32.96703297,0,74.74747475,73.73737374
146,43.47826087,33.69565217,0,75,74
147,43.47826087,34.7826087,0,75,74
148,42.39130435,34.7826087,0,75,75
149,41.93548387,34.40860215,0,76,76
150,42.55319149,35.10638298,0,77,77
151,42.10526316,34.73684211,0,78,78
152,41.66666667,34.375,0,79,79
153,41.2371134,34.02061856,0,80,80
154,41.2371134,34.02061856,0,80,80
155,42.26804124,35.05154639,0,80,80
156,43.29896907,36.08247423,0,80,80
157,44.32989691,36.08247423,0,79,79
158,44.32989691,36.08247423,0,79,79
159,45.36082474,36.08247423,0,79,79
160,46.39175258,36.08247423,0,79,79
161,46.39175258,36.08247423,0,80,80
162,46.39175258,36.08247423,0,80,80
163,46.39175258,36.08247423,0,80,80
164,46.39175258,36.08247423,0,80,80
165,47.42268041,36.08247423,0,80,80
166,47.42268041,36.08247423,0,80,80
167,46.39175258,35.05154639,0,80,80
168,46.39175258,35.05154639,0,80,80
169,46.39175258,35.05154639,0,80,80
170,46.39175258,35.05154639,0,81,81
171,46.39175258,35.05154639,0,81,81
172,46.39175258,34.02061856,0,81,81
173,46.39175258,32.98969072,0,81,81
174,46.39175258,32.98969072,0,82,82
175,47.42268041,34.02061856,0,83,83
176,47.42268041,34.02061856,0,83,83
177,48.45360825,35.05154639,0,84,84
178,49.48453608,36.08247423,0,85,85
179,50,36.73469388,0,86,86
180,50.50505051,37.37373737,0,87,87
181,50.50505051,37.37373737,0,88,88
182,50.50505051,37.37373737,0,88,88
183,51.51515152,38.38383838,0,87,87
184,51.51515152,38.38383838,0,86,86
185,52.52525253,38.38383838,0,86,86
186,52,38,0,86,86
187,53,39,0,86,86
188,53,39,0,86,86
189,53,39,0,86,86
190,54,39,0,86,86
191,54,39,0,86,86
192,53,38,0,85,85
193,53,37,0,85,85
194,52,36,0,84,84
195,53,37,0,84,84
196,53,37,0,84,84
197,53,37,0,83,83
198,53,36,0,83,83
199,53,35,0,84,84
200,52,34,0,84,84
201,52,34,0,85,85
202,53,34,0,85,85
203,53,33,0,85,85
204,52,32,0,84,84
205,52,32,0,84,84
206,52,32,0,83,83
207,53,32,0,82,82
208,54,32,0,81,81
209,54,32,0,80,80
210,53,32,0,80,80
211,52,31,0,80,80
212,52,32,0,80,80
213,51,32,0,79,79
214,51,32,0,78,78
215,50,33,0,77,77
216,49,33,0,77,77
217,48,32,0,77,77
218,47,31,0,77,77
219,47,32,0,77,77
220,46,32,0,77,77
221,45,31,0,76,76
222,44,30,0,76,76
223,43.43434343,29.29292929,0,75,75
224,42.85714286,28.57142857,0,74,74
225,43.87755102,28.57142857,0,74,74
226,44.89795918,29.59183673,0,74,74
227,44.89795918,29.59183673,0,74,74
228,44.89795918,30.6122449,0,75,75
229,44.89795918,31.63265306,0,74,74
230,44.32989691,31.63265306,0,73.73737374,73.73737374
231,43.75,30.6122449,0,73.46938776,73.46938776
232,44.21052632,30.6122449,0,74.22680412,74.22680412
233,44.68085106,30.6122449,0,73.95833333,73.95833333
234,43.61702128,29.59183673,0,72.91666667,72.91666667
235,43.61702128,29.59183673,0,71.875,71.875
236,44.68085106,29.59183673,0,70.83333333,70.83333333
237,44.68085106,29.59183673,0,70.83333333,70.83333333
238,45.74468085,30.6122449,0,70.83333333,70.83333333
239,46.80851064,31.63265306,0,70.83333333,70.83333333
240,46.80851064,32.65306122,0,70.83333333,70.83333333
241,46.80851064,31.63265306,0,69.79166667,69.79166667
242,46.80851064,30.6122449,0,68.75,68.75
243,47.87234043,31.63265306,0,68.75,68.75
244,47.87234043,31.63265306,0,68.75,68.75
245,48.93617021,32.65306122,0,68.75,68.75
246,48.93617021,31.63265306,0,68.75,68.75
247,48.93617021,31.63265306,0,68.75,68.75
248,50,31.63265306,0,68.75,68.75
249,51.06382979,32.65306122,0,68.75,68.75
250,50,31.63265306,0,67.70833333,67.70833333
251,50,31.63265306,0,66.66666667,66.66666667
252,50,31.63265306,0,65.625,65.625
253,50,31.63265306,0,65.625,65.625
254,51.06382979,32.65306122,0,65.625,65.625
255,51.06382979,31.63265306,0,64.58333333,64.58333333
256,50,31.63265306,0,64.58333333,64.58333333
257,50,31.63265306,0,65.625,65.625
258,51.06382979,32.65306122,0,65.625,65.625
259,51.06382979,33.67346939,0,65.625,65.625
260,51.06382979,34.69387755,0,65.625,65.625
261,51.06382979,35.71428571,0,65.625,65.625
262,52.12765957,36.73469388,0,65.625,65.625
263,53.19148936,37.75510204,0,65.625,65.625
264,54.25531915,38.7755102,0,65.625,65.625
265,53.19148936,38.7755102,0,65.625,65.625
266,53.19148936,38.7755102,0,64.58333333,64.58333333
267,53.19148936,38.7755102,0,64.58333333,64.58333333
268,54.25531915,39.79591837,0,64.58333333,64.58333333
269,53.19148936,39.79591837,0,64.58333333,64.58333333
270,53.19148936,40.81632653,0,64.58333333,64.58333333
271,52.12765957,40.81632653,0,64.58333333,64.58333333
272,52.12765957,41.83673469,0,64.58333333,64.58333333
273,52.12765957,42.85714286,0,64.58333333,64.58333333
274,52.12765957,43.87755102,0,64.58333333,64.58333333
275,52.12765957,43.87755102,0,64.58333333,64.58333333
276,51.06382979,42.85714286,0,63.54166667,63.54166667
277,51.06382979,41.83673469,0,63.54166667,63.54166667
278,51.06382979,41.83673469,0,63.54166667,63.54166667
279,51.06382979,40.81632653,0,63.54166667,63.54166667
280,50,39.79591837,0,63.54166667,63.54166667
281,50,40.81632653,0,62.5,62.5
282,51.06382979,41.83673469,0,61.45833333,61.45833333
283,50,40.81632653,0,61.45833333,61.45833333
284,50,40.81632653,0,61.45833333,61.45833333
285,48.93617021,40.81632653,0,61.45833333,61.45833333
286,50,40.81632653,0,61.45833333,61.45833333
287,48.93617021,39.79591837,0,60.41666667,60.41666667
288,48.93617021,39.79591837,0,59.375,59.375
289,48.93617021,39.79591837,0,58.33333333,58.33333333
290,47.87234043,38.7755102,0,58.33333333,58.33333333
291,47.87234043,38.7755102,0,57.29166667,57.29166667
292,47.87234043,38.7755102,0,58.33333333,58.33333333
293,48.93617021,38.7755102,0,57.29166667,57.29166667
294,48.93617021,38.7755102,0,58.33333333,58.33333333
295,47.87234043,37.75510204,0,58.33333333,58.33333333
296,47.87234043,37.75510204,0,58.33333333,58.33333333
297,47.87234043,37.75510204,0,58.33333333,58.33333333
298,46.80851064,38.7755102,0,58.33333333,58.33333333
299,46.80851064,38.7755102,0,57.29166667,57.29166667
300,46.80851064,38.7755102,0,56.25,56.25
301,46.80851064,38.7755102,0,55.20833333,55.20833333
302,45.74468085,38.7755102,0,55.20833333,55.20833333
303,44.68085106,38.7755102,0,55.20833333,55.20833333
304,44.68085106,38.7755102,0,56.25,56.25
305,44.68085106,39.79591837,0,56.25,56.25
306,45.74468085,40.81632653,0,57.29166667,57.29166667
307,45.74468085,41.83673469,0,58.33333333,58.33333333
308,45.74468085,42.85714286,0,59.375,59.375
309,46.80851064,43.87755102,0,60.41666667,60.41666667
310,46.80851064,42.85714286,0,59.375,59.375
311,46.80851064,42.85714286,0,59.375,59.375
312,46.80851064,42.85714286,0,58.33333333,58.33333333
313,46.80851064,42.85714286,0,58.33333333,58.33333333
314,46.80851064,42.85714286,0,58.33333333,58.33333333
315,46.80851064,41.83673469,0,59.375,59.375
316,46.80851064,41.83673469,0,59.375,59.375
317,47.87234043,41.83673469,0,60.41666667,60.41666667
318,48.93617021,42.85714286,0,61.45833333,61.45833333
319,48.93617021,42.85714286,0,61.45833333,61.45833333
320,50,42.85714286,0,61.45833333,61.45833333
321,51.06382979,43.87755102,0,62.5,62.5
322,52.12765957,44.89795918,0,62.5,62.5
323,51.57894737,44.44444444,0,62.5,62.5
324,52.08333333,44,0,63.54166667,63.54166667
325,51.04166667,43,0,63.54166667,63.54166667
326,50,42,0,63.54166667,63.54166667
327,50,42,0,62.5,62.5
328,48.95833333,41,0,61.45833333,61.45833333
329,50,41,0,61.45833333,61.45833333
330,50.51546392,41,0,60.82474227,60.82474227
331,51.02040816,42,0,61.2244898,61.2244898
332,51.51515152,43,0,61.61616162,61.61616162
333,52,43,0,62,62
334,53,44,0,63,63
335,54,45,0,64,64
336,54,46,0,65,65
337,55,47,0,65,65
338,54,46,0,64.64646465,64.64646465
339,53,45,0,64.28571429,64.28571429
340,52,44,0,63.91752577,63.91752577
341,51,44,0,64.58333333,64.58333333
342,50,44.44444444,0,65.26315789,65.26315789
343,50,43.43434343,0,65.26315789,65.26315789
344,50,43.43434343,0,65.26315789,65.26315789
345,49,42.42424242,0,64.21052632,64.21052632
346,49,42.42424242,0,63.15789474,63.15789474
347,48,41.41414141,0,62.10526316,62.10526316
348,47,41.41414141,0,61.05263158,61.05263158
349,46,40.4040404,0,60,60
350,46,40.4040404,0,61.05263158,61.05263158
351,47,41.41414141,0,61.05263158,61.05263158
352,48,41.41414141,0,62.10526316,62.10526316
353,48,42.42424242,0,62.10526316,62.10526316
354,47,41.41414141,0,62.10526316,62.10526316
355,46,42.42424242,0,62.10526316,62.10526316
356,46,41.41414141,0,62.10526316,62.10526316
357,45,42.42424242,0,61.05263158,61.05263158
358,45,42.42424242,0,60,60
359,44,41.41414141,0,58.94736842,58.94736842
360,43,40.4040404,0,58.94736842,58.94736842
361,43,39.39393939,0,57.89473684,57.89473684
362,43,38.38383838,0,56.84210526,56.84210526
363,42,37.37373737,0,55.78947368,55.78947368
364,42,36.36363636,0,54.73684211,54.73684211
365,42,36.36363636,0,54.73684211,54.73684211
366,42,36.36363636,0,55.78947368,55.78947368
367,43,37.37373737,0,55.78947368,55.78947368
368,43,37.37373737,0,55.78947368,55.78947368
369,44,36.36363636,0,54.73684211,54.73684211
370,44,36.36363636,0,54.73684211,54.73684211
371,44,35.35353535,0,54.73684211,54.73684211
372,43,35.35353535,0,54.73684211,54.73684211
373,42,35.35353535,0,54.73684211,54.73684211
374,42,34.34343434,0,54.73684211,54.73684211
375,42,34.34343434,0,54.73684211,54.73684211
376,42,35.35353535,0,55.78947368,55.78947368
377,41,35.35353535,0,55.78947368,55.78947368
378,41,35.35353535,0,55.78947368,55.78947368
379,41,35.35353535,0,55.78947368,55.78947368
380,41,36.36363636,0,55.78947368,55.78947368
381,42,36.36363636,0,56.84210526,56.84210526
382,42,36.36363636,0,57.89473684,57.89473684
383,43,37.37373737,0,58.94736842,58.94736842
384,44,38.38383838,0,60,60
385,45,39.39393939,0,61.05263158,61.05263158
386,45,39.39393939,0,62.10526316,62.10526316
387,46,39.39393939,0,63.15789474,63.15789474
388,47,40.4040404,0,64.21052632,64.21052632
389,48,41.41414141,0,65.26315789,65.26315789
390,49,42.42424242,0,65.26315789,65.26315789
391,50,43.43434343,0,66.31578947,66.31578947
392,50,43.43434343,0,66.31578947,66.31578947
393,50,43.43434343,0,67.36842105,67.36842105
394,51,44.44444444,0,67.36842105,67.36842105
395,52,45.45454545,0,68.42105263,68.42105263
396,52,46.46464646,0,69.47368421,69.47368421
397,52,46.46464646,0,70.52631579,70.52631579
398,53,45.45454545,0,69.47368421,69.47368421
399,54,46.46464646,0,69.47368421,69.47368421
400,55,47.47474747,0,70.52631579,70.52631579
401,56,48.48484848,0,71.57894737,71.57894737
402,56,48.48484848,0,71.57894737,71.57894737
403,57,49.49494949,0,71.57894737,71.57894737
404,58,50.50505051,0,71.57894737,71.57894737
405,58,49.49494949,0,71.57894737,71.57894737
406,58,49.49494949,0,70.52631579,70.52631579
407,58,49.49494949,0,70.52631579,70.52631579
408,58,49.49494949,0,70.52631579,70.52631579
409,58,49.49494949,0,70.52631579,70.52631579
410,59,50.50505051,0,71.57894737,71.57894737
411,60,50.50505051,0,71.57894737,71.57894737
412,60,50.50505051,0,72.63157895,72.63157895
413,61,51.51515152,0,73.68421053,73.68421053
414,61,52.52525253,0,74.73684211,74.73684211
415,62,52.52525253,0,74.73684211,74.73684211
416,63,52.52525253,0,74.73684211,74.73684211
417,63,53.53535354,0,74.73684211,74.73684211
418,63,53.53535354,0,74.73684211,74.73684211
419,64,53.53535354,0,74.73684211,74.73684211
420,64,52.52525253,0,74.73684211,74.73684211
421,64,52.52525253,0,74.73684211,74.73684211
422,64,51.51515152,0,74.73684211,74.73684211
423,65,52.52525253,0,75.78947368,75.78947368
424,65,53.53535354,0,75.78947368,75.78947368
425,66,54.54545455,0,74.73684211,74.73684211
426,67,54.54545455,0,74.73684211,74.73684211
427,68,55.55555556,0,75.78947368,75.78947368
428,68,55.55555556,0,76.84210526,76.84210526
429,68,54.54545455,0,77.89473684,77.89473684
430,68,54.54545455,0,78.94736842,78.94736842
431,67,53.53535354,0,78.94736842,78.94736842
432,66,52.52525253,0,78.94736842,78.94736842
433,66,52.52525253,0,78.94736842,78.94736842
434,65,52.52525253,0,78.94736842,78.94736842
435,65,52.52525253,0,78.94736842,78.94736842
436,65,51.51515152,0,78.94736842,78.94736842
437,65,50.50505051,0,78.94736842,78.94736842
438,66,51.51515152,0,79.16666667,79.16666667
439,67,52.52525253,0,79.3814433,79.3814433
440,68,53.53535354,0,79.59183673,79.59183673
441,69,54.54545455,0,79.7979798,79.7979798
442,70,54,0,80,80
443,69,54,0,79,79
444,69,54,0,79,79
445,70,55,0,80,80
446,70,55,0,81,81
447,71,56,0,82,82
448,72,56,0,83,83
449,73,57,0,84,84
450,74,57,0,84,84
451,74,57,0,85,85
452,74,58,0,85,85
453,75,58,0,85,85
454,75,58,0,85,85
455,75,57,0,86,86
456,76,58,0,86,86
457,77,58,0,87,87
458,77,58,0,87,87
459,78,58,0,87,87
460,78,58,0,87,87
461,78,59,0,88,88
462,78,59,0,89,89
463,79,60,1,90,90
464,79,61,2,91,91
465,80,61,2,91,91
466,79,60,2,91,91
467,79,60,2,91,91
468,79,59,2,91,91
469,79,59,2,91,91
470,78,58,2,90,90
471,79,59,3,89,89
472,80,58,3,89,89
473,81,58,4,89,89
474,81,59,5,89,89
475,80,59,6,89,89
476,80,59,6,89,89
477,81,59,6,89,89
478,81,59,7,89,89
479,81,60,8,89,89
480,82,60,9,89,89
481,82,60,10,89,89
482,81,60,11,89,89
483,80,60,12,89,89
484,80,60,13,89,89
485,80,60,14,89,89
486,80,61,14,89,89
487,80,62,14,88,88
488,79,61,14,87,87
489,79,61,14,86,86
490,79,61,14,86,86
491,79,60,14,86,86
492,79,61,14,85,85
493,79,62,14,84,84
494,79,62,15,84,84
495,79,62,16,84,84
496,80,62,17,84,84
497,81,62,17,84,84
498,81,63,18,85,85
499,81,63,19,86,86
500,81,62,19,86,86
501,81,62,20,86,86
502,82,63,21,87,87
503,82,62,21,87,87
504,82,62,22,87,87
505,82,62,22,87,87
506,82,62,23,88,88
507,82,61,23,88,88
508,82,61,24,88,88
509,82,61,25,88,88
510,82,60,25,88,88
511,82,61,26,88,88
512,82,61,27,88,88
513,82,61,28,88,88
514,83,61,29,88,88
515,83,62,29,88,88
516,83,63,30,88,88
517,83,63,31,88,88
518,83,63,32,88,88
519,83,63,33,88,88
520,83,64,34,88,88
521,83,64,35,88,88
522,83,64,35,88,88
523,83,64,36,88,88
524,83,64,37,88,88
525,83,63,38,89,89
526,83,64,39,89,89
527,83,64,40,89,89
528,83,64,40,89,89
529,82,64,40,89,89
530,82,64,40,89,89
531,82,64,40,89,89
532,82,65,41,89,89
533,82,66,41,89,89
534,83,66,42,89,89
535,82,65,42,89,89
536,81,65,42,89,89
537,80,65,42,89,89
538,80,65,43,89,89
539,79,64,43,89,89
540,79,64,44,89,89
541,79,63,44,89,89
542,79,64,45,89,89
543,80,64,46,90,90
544,80,64,46,90,90
545,80,64,47,90,90
546,80,65,48,90,90
547,80,65,49,90,90
548,80,65,49,90,90
549,80,64,49,90,90
550,80,65,50,90,90
551,79,64,50,89,89
552,79,63,50,88,88
553,78,63,51,88,88
554,78,64,52,88,88
555,78,64,52,88,88
556,78,63,52,88,88
557,78,63,53,88,88
558,77,62,53,88,88
559,76,62,53,88,88
560,77,63,54,88,88
561,78,62,54,88,88
562,78,63,55,88,88
563,77,62,54,88,88
564,76,62,53,88,88
565,75,62,53,87,87
566,75,62,53,87,87
567,74,61,53,87,87
568,73,61,53,86,86
569,72,61,53,87,87
570,72,61,53,88,88
571,72,60,52,88,88
572,72,60,52,88,88
573,72,59,51,88,88
574,71,59,50,87,87
575,72,59,50,86,86
576,73,59,51,85,85
577,72,59,51,84,84
578,72,58,50,84,84
579,71,57,49,83,83
580,71,56,48,82,82
581,71,55,47,82,82
582,72,54,46,82,82
583,73,53,45,82,82
584,73,52,44,82,82
585,73,51,43,82,82
586,73,51,43,82,82
587,72,50,43,83,83
588,72,50,43,84,84
589,71,49,43,84,84
590,70,48,43,84,84
591,69,48,43,84,84
592,69,47,43,84,84
593,68,46,43,85,85
594,67,45,42,84,84
595,66,44,41,84,84
596,65,43,40,84,84
597,64,43,40,84,84
598,63,42,39,83,83
599,63,42,39,83,83
600,63,43,40,83,83
601,63,43,40,83,83
602,63,43,40,83,83
603,63,44,41,83,83
604,62,43,40,83,83
605,61,43,40,83,83
606,60,42,39,83,83
607,59,42,39,83,83
608,58,41,38,83,83
609,57,40,37,83,83
610,57,41,37,83,83
611,57,41,36,82,82
612,57,41,35,81,81
613,57,40,34,80,80
614,56,39,33,80,80
615,56,38,33,80,80
616,55,37,32,80,80
617,54,36,31,79,79
618,53,35,30,78,78
619,53,34,30,77,77
620,53,34,30,76,76
621,52,33,29,76,76
622,51,33,29,75,75
623,50,32,29,75,75
624,50,32,29,75,75
625,49,32,28,74,74
626,49,32,27,74,74
627,49,32,27,74,74
628,49,33,28,74,74
629,49,33,28,74,74
630,49,33,29,74,74
631,49,33,29,73,73
632,50,32,28,73,73
633,50,32,28,73,73
634,49,31,27,72,72
635,49,31,27,71,71
636,49,32,27,70,70
637,49,32,27,69,69
638,49,32,27,68,68
639,49,32,27,68,68
640,48,32,26,67,67
641,47,32,26,66,66
642,47,31,25,65,65
643,47,31,24,65,65
644,46,31,24,65,65
645,45,30,23,65,65
646,44,29,22,65,65
647,43,28,21,65,65
648,42,28,21,65,65
649,41,28,21,64,64
650,40,27,20,64,64
651,40,27,20,65,65
652,39,27,20,65,65
653,40,26,19,65,65
654,40,26,18,65,65
655,40,26,18,64,64
656,40,27,19,64,64
657,39,26,18,64,64
658,40,27,19,64,64
659,40,27,20,65,65
660,40,26,19,65,65
661,39,26,19,64,64
662,39,26,18,64,64
663,39,26,19,64,64
664,39,25,19,63,63
665,39,25,19,63,63
666,40,25,19,63,63
667,40,25,19,62,62
668,41,26,20,63,63
669,41,26,20,62,62
670,41,26,21,61,61
671,40,26,21,62,62
672,39,26,21,62,62
673,39,26,21,62,62
674,40,25,21,63,63
675,40,25,21,64,64
676,39,24,20,65,65
677,39,24,20,66,66
678,38,24,20,66,66
679,38,24,20,67,67
680,37,24,20,67,67
681,36,24,20,67,67
682,35,24,20,66,66
683,34,24,20,66,66
684,33,24,20,66,66
685,32,24,20,65,65
686,31,23,20,65,65
687,32,24,20,65,65
688,33,24,20,65,65
689,33,24,20,65,65
690,34,24,20,64,64
691,35,25,21,63,63
692,36,26,22,64,64
693,37,27,23,64,64
694,37,27,23,64,64
695,37,27,23,63,63
696,38,28,23,63,63
697,38,28,23,62,62
698,38,28,23,63,63
699,37,27,22,63,63
700,36,26,21,63,63
701,35,25,20,62,62
702,35,25,20,62,62
703,35,24,19,61,61
704,36,25,19,61,61
705,37,25,19,60,60
706,38,25,20,59,59
707,39,26,21,58,58
708,39,26,21,57,57
709,40,26,21,56,56
710,40,26,22,56,56
711,39,25,22,57,57
712,38,25,23,58,58
713,37,25,23,58,58
714,37,25,23,57,57
715,36,25,23,56,56
716,36,26,23,55,55
717,36,27,23,55,55
718,36,28,24,55,55
719,35,28,24,56,56
720,35,27,23,57,57
721,35,27,23,57,57
722,36,28,23,58,58
723,37,29,22,58,58
724,36,29,21,58,58
725,37,30,21,58,58
726,36,29,21,57,57
727,35,28,20,57,57
728,35,27,19,56,56
729,35,27,19,55,55
730,34,27,18,54,54
731,34,27,18,54,54
732,33,27,18,53,53
733,32,26,18,52,52
734,32,26,18,53,53
735,32,26,18,54,54
736,32,25,18,55,55
737,32,25,18,56,56
738,31,24,17,56,56
739,31,24,17,55,55
740,31,23,17,55,55
741,31,23,17,56,56
742,30,23,17,57,57
743,29,23,17,56,56
744,29,23,17,55,55
745,29,23,17,54,54
746,29,23,17,54,54
747,29,23,17,53,53
748,29,23,17,53,53
749,29,23,17,53,53
750,29,23,17,52,52
751,29,23,17,51,51
752,29,23,17,52,52
753,28,23,17,51,51
754,28,22,17,51,51
755,29,22,17,52,52
756,29,21,16,52,52
757,29,21,16,52,52
758,29,21,16,53,53
759,30,22,16,53,53
760,30,23,17,53,53
761,31,24,18,54,54
762,31,24,19,54,54
763,31,25,18,53,53
764,32,26,19,54,54
765,33,27,20,55,55
766,33,28,21,55,55
767,34,29,22,56,56
768,34,29,22,56,56
769,34,29,22,56,56
770,35,30,22,57,57
771,35,30,22,57,57
772,35,31,22,56,56
773,35,32,23,56,56
774,35,33,24,56,56
775,35,32,23,55,55
776,35,32,23,55,55
777,36,33,24,55,55
778,37,34,25,55,55
779,38,34,25,55,55
780,39,35,26,56,56
781,39,35,26,55,55
782,40,36,27,56,56
783,41,37,28,56,56
784,42,38,28,56,56
785,42,38,29,57,57
786,43,38,29,57,57
787,43,38,29,56,56
788,43,39,30,56,56
789,44,40,31,57,57
790,44,40,32,57,57
791,44,40,32,58,58
792,43,39,31,58,58
793,43,38,30,58,58
794,44,39,31,59,59
795,45,40,32,60,60
796,45,39,32,59,59
797,46,40,33,60,60
798,47,41,34,60,60
799,48,42,35,60,60
800,49,43,36,60,60
801,49,43,36,61,61
802,48,42,35,60,61
803,48,43,36,61,62
804,48,43,37,61,62
805,47,44,38,62,63
806,47,45,38,63,64
807,47,45,38,64,65
808,48,45,38,64,65
809,48,45,38,65,66
810,48,45,38,65,66
811,49,45,39,64,65
812,50,45,39,64,65
813,51,46,40,65,66
814,51,46,40,65,66
815,52,47,41,66,67
816,53,47,42,67,68
817,54,46,43,68,69
818,55,46,43,69,70
819,56,47,43,69,70
820,56,47,43,69,70
821,57,48,44,69,70
822,57,48,45,69,70
823,57,48,45,68,69
824,58,48,46,68,69
825,58,48,47,69,70
826,58,48,47,69,70
827,59,49,48,69,70
828,60,49,48,70,71
829,60,49,48,70,71
830,61,50,49,71,72
831,62,51,50,72,73
832,62,51,50,73,74
833,63,51,50,74,75
834,64,52,51,74,75
835,64,53,52,74,75
836,65,54,53,74,75
837,66,55,54,74,75
838,66,55,55,74,75
839,67,55,55,75,76
840,68,55,55,76,77
