pointer,PP766456,OP287812
369,99,100
370,99,100
371,99,100
372,99,100
373,99,100
374,99,100
375,99,100
376,99,100
377,99,100
378,99,100
379,99,100
380,99,100
381,99,100
382,99,100
383,99,100
384,99,100
385,99,100
386,99,100
387,99,100
388,99,100
389,99,100
390,99,100
391,99,100
392,99,100
393,99,100
394,99,100
395,99,100
396,99,100
397,99,100
398,99,100
399,99,100
400,99,100
401,99,100
402,99,100
403,99,100
404,100,100
405,100,100
406,100,100
407,100,100
408,100,100
409,100,100
410,100,100
411,100,100
412,100,100
413,100,100
414,100,100
415,100,100
416,100,100
417,100,100
418,100,100
419,100,100
420,100,100
421,100,100
422,100,100
423,100,100
424,100,100
425,100,100
426,100,100
427,100,100
428,100,100
429,100,100
430,100,100
431,100,100
432,100,100
433,100,100
434,100,100
435,100,100
436,100,100
437,100,100
438,100,100
439,100,100
440,100,100
441,100,100
442,100,100
443,100,100
444,100,100
445,100,100
446,100,100
447,100,100
448,100,100
449,100,100
450,100,100
451,100,100
452,100,100
453,100,100
454,100,100
455,100,100
456,100,100
457,100,100
458,100,100
459,100,100
460,100,100
461,100,100
462,100,100
463,100,100
464,100,100
465,100,100
466,100,100
467,100,100
468,100,100
469,100,100
470,100,100
471,100,100
472,100,100
473,100,100
474,100,100
475,100,100
476,100,100
477,100,100
478,100,100
479,100,100
480,100,100
481,100,100
482,100,100
483,100,100
484,100,100
485,100,100
486,100,100
487,100,100
488,100,100
489,100,100
490,100,100
491,100,100
492,100,100
493,100,100
494,100,100
495,100,100
496,100,100
497,100,100
498,100,100
499,100,100
500,100,100
501,100,100
502,100,100
503,100,100
504,100,100
505,100,100
506,100,100
507,100,100
508,100,100
509,100,100
510,100,100
511,100,100
512,100,100
513,100,100
514,100,100
515,100,100
516,100,100
517,100,100
518,100,100
519,100,100
520,100,100
521,100,100
522,100,100
523,100,100
524,100,100
525,100,100
526,100,100
527,100,100
528,100,100
529,100,100
530,100,100
531,100,100
532,100,100
533,100,100
534,100,100
535,100,100
536,100,100
537,100,100
538,100,100
539,100,100
540,100,100
541,100,100
542,100,100
543,100,100
544,100,100
545,100,100
546,100,100
547,100,100
548,100,100
549,100,100
550,100,100
551,100,100
552,100,100
553,100,100
554,100,100
555,100,100
556,100,100
557,100,100
558,100,100
559,100,100
560,100,100
561,100,100
562,100,100
563,100,100
564,100,100
565,100,100
566,100,100
567,100,100
568,100,100
569,100,100
570,100,100
571,100,100
572,100,100
573,100,100
574,100,100
575,100,100
576,100,100
577,100,100
578,100,100
579,100,100
580,100,100
581,100,100
582,100,100
583,100,100
584,100,100
585,100,100
586,100,100
587,100,100
588,100,100
589,100,100
590,100,100
591,100,100
592,100,100
593,100,100
594,100,100
595,100,100
596,100,100
597,100,100
598,100,100
599,100,100
600,100,100
601,100,100
602,100,100
603,100,100
604,100,100
605,100,100
606,100,100
607,100,100
608,100,100
609,100,100
610,100,100
611,100,100
612,100,100
613,100,100
614,100,100
615,100,100
616,100,100
617,100,100
618,100,100
619,100,100
620,100,100
621,100,100
622,100,100
623,100,100
624,100,100
625,100,100
626,100,100
627,100,100
628,100,100
629,100,100
630,100,100
631,100,100
632,100,100
633,100,100
634,100,100
635,100,100
636,100,100
637,100,100
638,100,100
639,100,100
640,100,100
641,100,100
642,100,100
643,100,100
644,100,100
645,100,100
646,100,100
647,100,100
648,100,100
649,100,100
650,100,100
651,100,100
652,100,100
653,100,100
654,100,100
655,100,100
656,100,100
657,100,100
658,100,100
659,100,100
660,100,100
661,100,100
662,100,100
663,100,100
664,100,100
665,100,100
666,100,100
667,100,100
668,100,100
669,100,100
670,100,100
671,100,100
672,100,100
673,100,100
674,100,100
675,100,100
676,100,100
677,100,100
678,100,100
679,100,100
680,100,100
681,100,100
682,100,100
683,100,100
684,100,100
685,100,100
686,100,100
687,100,100
688,100,100
689,100,100
690,100,100
691,100,100
692,100,100
693,100,100
694,100,100
695,100,100
696,100,100
697,100,100
698,100,100
699,100,100
700,100,100
701,100,100
702,100,100
703,100,100
704,100,100
705,100,100
706,100,100
707,100,100
708,100,100
709,100,100
710,100,100
711,100,100
712,100,100
713,100,100
714,100,100
715,100,100
716,100,100
717,100,100
718,100,100
719,100,100
720,100,100
721,100,100
722,100,100
723,100,100
724,100,100
725,100,100
726,100,100
727,100,100
728,100,100
729,100,100
730,100,100
731,100,100
732,100,100
733,100,100
734,100,100
735,100,100
736,100,100
737,100,100
738,100,100
739,100,100
740,100,100
741,100,100
742,100,100
743,100,100
744,100,100
745,100,100
746,100,100
747,100,100
748,100,100
749,100,100
750,100,100
751,100,100
752,100,100
753,100,100
754,100,100
755,100,100
756,100,100
757,100,100
758,100,100
759,100,100
760,100,100
761,100,100
762,100,100
763,100,100
764,100,100
765,100,100
766,100,100
767,100,100
768,100,100
769,100,100
770,100,100
771,100,100
772,100,100
773,100,100
774,100,100
775,100,100
776,100,100
777,100,100
778,100,100
779,100,100
780,100,100
781,100,100
782,100,100
783,100,100
784,100,100
785,100,100
786,100,100
787,100,100
788,100,100
789,100,100
790,100,100
791,100,100
792,100,100
793,100,100
794,100,100
795,100,100
796,100,100
797,100,100
798,100,100
799,100,100
800,100,100
801,100,100
802,100,100
803,100,100
804,100,100
805,100,100
806,100,100
807,100,100
808,100,100
809,100,100
810,100,100
811,100,100
812,100,100
813,100,100
814,100,100
815,100,100
816,100,100
817,100,100
818,100,100
819,100,100
820,100,100
821,100,100
822,100,100
823,100,100
824,100,100
825,100,100
826,100,100
827,100,100
828,100,100
829,100,100
830,100,100
831,100,100
832,100,100
833,100,100
834,100,100
835,100,100
836,100,100
837,100,100
838,100,100
839,100,100
840,100,100
841,100,100
842,100,100
843,100,100
844,100,100
845,100,100
846,100,100
847,100,100
848,100,100
849,100,100
850,100,100
851,100,100
852,100,100
853,100,100
854,100,100
855,100,100
856,100,100
857,100,100
858,100,100
859,100,100
860,100,100
861,100,100
862,100,100
863,100,100
864,100,100
865,100,100
866,100,100
867,100,100
868,100,100
869,100,100
870,100,100
871,100,100
872,100,100
873,100,100
874,100,100
875,100,100
876,100,100
877,100,100
878,100,99
879,100,99
880,100,99
881,100,99
882,100,99
883,100,99
884,100,99
885,100,99
886,100,99
887,100,99
888,100,99
889,100,99
890,100,99
891,100,99
892,100,99
893,100,99
894,100,99
895,100,99
896,100,99
897,100,99
898,100,99
899,100,99
900,100,99
901,100,99
902,100,99
903,100,99
904,100,99
905,100,99
906,100,99
907,100,99
908,100,99
909,100,99
910,100,99
911,100,99
912,100,99
913,100,99
914,100,99
915,100,99
916,100,99
917,100,99
918,100,99
919,100,99
920,100,99
921,100,99
922,100,99
923,100,99
924,100,99
925,100,99
926,100,99
927,100,99
928,100,99
929,100,99
930,100,99
931,100,99
932,100,99
933,100,99
934,100,99
935,100,99
936,100,99
937,100,99
938,100,99
939,100,99
940,100,99
941,100,99
942,100,99
943,100,99
944,100,99
945,100,99
946,100,99
947,100,99
948,100,99
949,100,99
950,100,99
951,100,99
952,100,99
953,100,99
954,100,99
955,100,99
956,100,99
957,100,99
958,100,99
959,100,99
960,100,99
961,100,99
962,100,99
963,100,99
964,100,99
965,100,99
966,100,99
967,100,99
968,100,99
969,100,99
970,100,99
971,100,99
972,100,99
973,100,99
974,100,99
975,100,99
976,100,99
977,100,99
978,100,100
979,100,100
980,100,100
981,100,100
982,100,100
983,100,100
984,100,100
985,100,100
986,100,100
987,100,100
988,100,100
989,100,100
990,100,100
991,100,100
992,100,100
993,100,100
994,100,100
995,100,100
996,100,100
997,100,100
998,100,100
999,100,100
1000,100,100
1001,100,100
1002,100,100
1003,100,100
1004,100,100
1005,100,100
1006,100,100
1007,100,100
1008,100,100
1009,100,100
1010,100,100
1011,100,100
1012,99,99
1013,99,99
1014,99,99
1015,99,99
1016,99,99
1017,99,99
1018,99,99
1019,99,99
1020,99,99
1021,99,99
1022,99,99
1023,99,99
1024,99,99
1025,99,99
1026,99,99
1027,99,99
1028,99,99
1029,99,99
1030,99,99
1031,99,99
1032,99,99
1033,99,99
1034,99,99
1035,99,99
1036,99,99
1037,99,99
1038,99,99
1039,99,99
1040,99,99
1041,99,99
1042,99,99
1043,99,99
1044,99,99
1045,99,99
1046,99,99
1047,99,99
1048,99,99
1049,99,99
1050,99,99
1051,99,99
1052,99,99
1053,99,99
1054,99,99
1055,99,99
1056,99,99
1057,99,99
1058,99,99
1059,99,99
1060,99,99
1061,99,99
1062,99,99
1063,99,99
1064,99,99
1065,99,99
1066,99,99
1067,99,99
1068,99,99
1069,99,99
1070,99,99
1071,99,99
1072,99,99
1073,99,99
1074,99,99
1075,99,99
1076,99,99
1077,99,99
1078,99,99
1079,99,99
1080,99,99
1081,99,99
1082,99,99
1083,99,99
1084,99,99
1085,99,99
1086,99,99
1087,99,99
1088,99,99
1089,99,99
1090,99,99
1091,99,99
1092,99,99
1093,99,99
1094,99,99
1095,99,99
1096,99,99
1097,99,99
1098,99,99
1099,99,99
1100,99,99
1101,99,99
1102,99,99
1103,99,99
1104,99,99
1105,99,99
1106,99,99
1107,99,99
1108,99,99
1109,99,99
1110,99,99
1111,99,99
1112,100,100
1113,100,100
1114,100,100
1115,100,100
1116,100,100
1117,100,100
1118,100,100
1119,100,100
1120,100,100
1121,100,100
1122,100,100
1123,100,100
1124,100,100
1125,100,100
1126,100,100
1127,100,100
1128,100,100
1129,100,100
1130,100,100
1131,100,100
1132,100,100
1133,100,100
1134,100,100
1135,100,100
1136,100,100
1137,100,100
1138,100,100
1139,100,100
1140,100,100
1141,100,100
1142,100,100
1143,100,100
1144,100,100
1145,100,100
1146,100,100
1147,100,100
1148,100,100
1149,100,100
1150,100,100
1151,100,100
1152,100,100
1153,100,100
1154,100,100
1155,100,100
1156,100,100
1157,100,100
1158,100,100
1159,100,100
1160,100,100
1161,100,100
1162,100,100
1163,100,100
1164,100,100
1165,100,100
1166,100,100
1167,100,100
1168,100,100
1169,100,100
1170,100,100
1171,100,100
1172,100,100
1173,100,100
1174,100,100
1175,100,100
1176,100,100
1177,100,100
1178,100,100
1179,100,100
1180,100,100
1181,100,100
1182,100,100
1183,100,100
1184,100,100
1185,100,100
1186,100,100
1187,100,100
1188,100,100
1189,100,100
1190,100,100
1191,100,100
1192,100,100
1193,100,100
1194,100,100
1195,100,100
1196,100,100
1197,100,100
1198,100,100
1199,100,100
1200,100,100
1201,100,100
1202,100,100
1203,100,100
1204,100,100
1205,100,100
1206,100,100
1207,100,100
1208,100,100
1209,100,100
1210,100,100
1211,100,100
1212,99,100
1213,99,100
1214,99,100
1215,99,100
1216,99,100
1217,99,100
1218,99,100
1219,99,100
1220,99,100
1221,99,100
1222,99,100
1223,99,100
1224,99,100
1225,99,100
1226,99,100
1227,99,100
1228,99,100
1229,99,100
1230,99,100
1231,99,100
1232,99,100
1233,99,100
1234,99,100
1235,99,100
1236,99,100
1237,99,100
1238,99,100
1239,99,100
1240,99,100
1241,99,100
1242,99,100
1243,99,100
1244,99,100
1245,99,100
1246,99,100
1247,99,100
1248,99,100
1249,99,100
1250,99,100
1251,99,100
1252,99,100
1253,99,100
1254,99,100
1255,99,100
1256,99,100
1257,99,100
1258,99,100
1259,99,100
1260,99,100
1261,99,100
1262,99,100
1263,99,100
1264,99,100
1265,99,100
1266,99,100
1267,99,100
1268,99,100
1269,99,100
1270,99,100
1271,99,100
1272,99,100
1273,99,100
1274,99,99
1275,99,99
1276,99,99
1277,99,99
1278,99,99
1279,99,99
1280,99,99
1281,99,99
1282,99,99
1283,99,99
1284,99,99
1285,99,99
1286,99,99
1287,99,99
1288,99,99
1289,99,99
1290,99,99
1291,99,99
1292,99,99
1293,99,99
1294,99,99
1295,99,99
1296,99,99
1297,99,99
1298,99,99
1299,99,99
1300,99,99
1301,99,99
1302,99,99
1303,99,99
1304,99,99
1305,99,99
1306,99,99
1307,99,99
1308,99,99
1309,99,99
1310,99,99
1311,99,99
1312,100,99
1313,100,99
1314,100,99
1315,100,99
1316,100,99
1317,100,99
1318,100,99
1319,100,99
1320,100,99
1321,100,99
1322,100,99
1323,100,99
1324,100,99
1325,100,99
1326,100,99
1327,100,99
1328,100,99
1329,100,99
1330,100,99
1331,100,99
1332,100,99
1333,100,99
1334,100,99
1335,100,99
1336,100,99
1337,100,99
1338,100,99
1339,100,99
1340,100,99
1341,100,99
1342,100,99
1343,100,99
1344,100,99
1345,100,99
1346,100,99
1347,100,99
1348,100,99
1349,100,99
1350,100,99
1351,100,99
1352,100,99
1353,100,99
1354,100,99
1355,100,99
1356,100,99
1357,100,99
1358,100,99
1359,100,99
1360,100,99
1361,100,99
1362,100,99
1363,100,99
1364,100,99
1365,100,99
1366,100,99
1367,100,99
1368,100,99
1369,100,99
1370,100,99
1371,100,99
1372,100,99
1373,100,99
1374,100,100
1375,100,100
1376,100,100
1377,100,100
1378,100,100
1379,100,100
1380,100,100
1381,100,100
1382,100,100
1383,100,100
1384,100,100
1385,100,100
1386,100,100
1387,100,100
1388,100,100
1389,100,100
1390,100,100
1391,100,100
1392,100,100
1393,100,100
1394,100,100
1395,100,100
1396,100,100
1397,100,100
1398,100,100
1399,100,100
1400,100,100
1401,100,100
1402,100,100
1403,100,100
1404,100,100
1405,100,100
1406,100,100
1407,100,100
1408,100,100
1409,100,100
1410,100,100
1411,100,100
1412,100,100
1413,100,100
1414,100,100
1415,100,100
1416,100,100
1417,100,100
1418,100,100
1419,100,100
1420,100,100
1421,100,100
1422,100,100
1423,100,100
1424,100,100
1425,100,100
1426,100,100
1427,100,100
1428,100,100
1429,100,100
1430,100,100
1431,100,100
1432,100,100
1433,100,100
1434,100,100
1435,100,100
1436,100,100
1437,100,100
1438,100,100
1439,100,100
1440,100,100
1441,100,100
1442,100,100
1443,100,100
1444,100,100
1445,100,100
1446,100,100
1447,100,100
1448,100,100
1449,100,100
1450,100,100
1451,100,100
1452,100,100
1453,100,100
1454,100,100
1455,100,100
1456,100,100
1457,100,100
1458,100,100
1459,100,100
1460,100,100
1461,100,100
1462,100,100
1463,100,100
1464,100,100
1465,100,100
1466,100,100
1467,100,100
1468,100,100
1469,100,100
1470,100,100
1471,100,100
1472,100,100
1473,100,100
1474,100,100
1475,100,100
1476,100,100
1477,100,100
1478,100,100
1479,100,100
1480,100,100
1481,100,100
1482,100,100
1483,100,100
1484,100,100
1485,100,100
1486,100,100
1487,100,100
1488,100,100
1489,100,100
1490,100,100
1491,100,100
1492,100,100
1493,100,100
1494,100,100
1495,100,100
1496,100,100
1497,100,100
1498,100,100
1499,100,100
1500,100,100
1501,100,100
1502,100,100
1503,100,100
1504,100,100
1505,99,100
1506,99,100
1507,99,100
1508,99,100
1509,99,100
1510,99,100
1511,99,100
1512,99,100
1513,99,100
1514,99,100
1515,99,100
1516,99,100
1517,99,100
1518,99,100
1519,99,100
1520,99,100
1521,99,100
1522,99,100
1523,99,100
1524,99,100
1525,99,100
1526,99,100
1527,99,100
1528,99,100
1529,99,100
1530,99,100
1531,99,100
1532,99,100
1533,99,100
1534,99,100
1535,99,100
1536,99,100
1537,99,100
1538,99,100
1539,99,100
1540,99,100
1541,99,100
1542,99,100
1543,99,100
1544,99,100
1545,99,100
1546,99,100
1547,99,100
1548,99,100
1549,99,100
1550,99,100
1551,99,100
1552,99,100
1553,99,100
1554,99,100
1555,99,100
1556,99,100
1557,99,100
1558,99,100
1559,99,100
1560,99,100
1561,99,100
1562,99,100
1563,99,100
1564,99,100
1565,99,100
1566,99,100
1567,99,100
1568,99,100
1569,99,100
1570,99,100
1571,99,100
1572,99,100
1573,99,100
1574,99,100
1575,99,100
1576,99,100
1577,99,100
1578,99,100
1579,99,100
1580,99,100
1581,99,100
1582,99,100
1583,99,100
1584,99,100
1585,99,100
1586,99,100
1587,99,100
1588,99,100
1589,99,100
1590,99,100
1591,99,100
1592,99,100
1593,99,100
1594,99,100
1595,99,100
1596,99,100
1597,99,100
1598,99,100
1599,99,100
1600,99,100
1601,99,100
1602,99,100
1603,99,100
1604,99,100
1605,100,100
1606,100,100
1607,100,100
1608,100,100
1609,100,100
1610,100,100
1611,100,100
1612,100,100
1613,100,100
1614,99,100
1615,99,100
1616,99,100
1617,99,100
1618,99,100
1619,99,100
1620,99,100
1621,99,100
1622,99,100
1623,99,100
1624,99,100
1625,99,100
1626,99,100
1627,99,100
1628,99,100
1629,99,100
1630,99,100
1631,99,100
1632,99,100
1633,99,100
1634,99,100
1635,99,100
1636,99,100
1637,99,100
1638,99,100
1639,99,100
1640,99,100
1641,99,100
1642,99,100
1643,99,100
1644,99,100
1645,99,100
1646,99,100
1647,99,100
1648,99,100
1649,99,100
1650,99,100
1651,99,100
1652,99,100
1653,99,100
1654,99,100
1655,99,100
1656,99,100
1657,99,100
1658,99,100
1659,99,100
1660,99,100
1661,99,100
1662,99,100
1663,99,100
1664,99,100
1665,99,100
1666,99,100
1667,99,100
1668,99,100
1669,99,100
1670,99,100
1671,99,100
1672,99,100
1673,99,100
1674,99,100
1675,99,100
1676,99,100
1677,99,100
1678,99,100
1679,99,100
1680,99,100
1681,99,100
1682,99,100
1683,99,100
1684,99,100
1685,99,100
1686,99,100
1687,99,100
1688,99,100
1689,99,100
1690,99,100
1691,99,100
1692,99,100
1693,99,100
1694,99,100
1695,99,100
1696,99,100
1697,99,100
1698,99,100
1699,99,100
1700,99,100
1701,99,100
1702,99,100
1703,99,100
1704,99,100
1705,99,100
1706,99,100
1707,99,100
1708,99,100
1709,99,100
1710,99,100
1711,99,100
1712,99,100
1713,99,100
1714,100,100
1715,100,100
1716,100,100
1717,100,100
1718,100,100
1719,100,100
1720,100,100
1721,100,100
1722,100,100
1723,100,100
1724,100,100
1725,100,100
1726,100,100
1727,100,100
1728,100,100
1729,100,100
1730,100,100
1731,100,100
1732,100,100
1733,100,100
1734,100,100
1735,100,100
1736,100,100
1737,100,100
1738,100,100
1739,100,100
1740,100,100
1741,100,100
1742,100,100
1743,100,100
1744,100,100
1745,100,100
1746,100,100
1747,100,100
1748,100,100
1749,100,100
1750,100,100
1751,100,100
1752,100,100
1753,100,100
1754,100,100
1755,100,100
1756,100,100
1757,100,100
1758,100,100
1759,100,100
1760,100,100
1761,100,100
1762,100,100
1763,100,100
1764,100,100
1765,100,100
1766,100,100
1767,100,100
1768,100,100
1769,100,100
1770,100,100
1771,100,100
1772,100,100
1773,100,100
1774,100,100
1775,100,100
1776,100,100
1777,100,100
1778,100,100
1779,100,100
1780,100,100
1781,100,100
1782,100,100
1783,100,100
1784,100,100
1785,100,100
1786,100,100
1787,100,100
1788,100,100
1789,100,100
1790,100,100
1791,100,100
1792,100,100
1793,100,100
1794,100,100
1795,100,100
1796,100,100
1797,100,100
1798,100,100
1799,100,100
1800,100,100
1801,100,100
1802,100,100
1803,100,100
1804,100,100
1805,100,100
1806,100,100
1807,100,100
1808,100,100
1809,100,100
1810,100,100
1811,100,100
1812,100,100
1813,100,100
1814,100,100
1815,100,100
1816,100,100
1817,100,100
1818,100,100
1819,100,100
1820,100,100
1821,100,100
1822,100,100
1823,100,100
1824,100,100
1825,100,100
1826,100,100
1827,100,100
1828,100,100
1829,100,100
1830,100,100
1831,100,100
1832,100,100
1833,100,100
1834,100,100
1835,100,100
1836,100,100
1837,100,100
1838,100,100
1839,100,100
1840,100,100
1841,100,100
1842,100,100
1843,100,100
1844,100,100
1845,100,100
1846,100,100
1847,100,100
1848,100,100
1849,100,100
1850,100,100
1851,100,100
1852,100,100
1853,100,100
1854,100,100
1855,100,100
1856,100,100
1857,100,100
1858,100,100
1859,100,100
1860,100,100
1861,100,100
1862,100,100
1863,100,100
1864,100,100
1865,100,100
1866,100,100
1867,100,100
1868,100,100
1869,100,100
1870,100,100
1871,100,100
1872,100,100
1873,100,100
1874,100,100
1875,100,100
1876,100,100
1877,100,100
1878,100,100
1879,100,100
1880,100,100
1881,100,100
1882,100,100
1883,100,100
1884,100,100
1885,100,100
1886,100,100
1887,100,100
1888,100,100
1889,100,100
1890,100,100
1891,100,100
1892,100,100
1893,100,100
1894,100,100
1895,100,100
1896,100,100
1897,100,100
1898,100,100
1899,100,100
1900,100,100
1901,100,100
1902,100,100
1903,100,100
1904,100,100
1905,100,100
1906,100,100
1907,100,100
1908,100,100
1909,100,100
1910,100,100
1911,100,100
1912,100,100
1913,100,100
1914,100,100
1915,100,100
1916,100,100
1917,100,100
1918,100,100
1919,100,100
1920,100,100
1921,100,100
1922,100,100
1923,100,100
1924,100,100
1925,100,100
1926,100,100
1927,100,100
1928,100,100
1929,100,100
1930,100,100
1931,100,100
1932,100,100
1933,100,100
1934,100,100
1935,100,100
1936,100,100
1937,100,100
1938,100,100
1939,100,100
1940,100,100
1941,100,100
1942,100,100
1943,100,100
1944,100,100
1945,100,100
1946,100,100
1947,100,100
1948,100,100
1949,100,100
1950,100,100
1951,100,100
1952,100,100
1953,100,100
1954,100,100
1955,100,100
1956,100,100
1957,100,100
1958,100,100
1959,100,100
1960,100,100
1961,100,100
1962,100,100
1963,100,100
1964,100,100
1965,100,100
1966,100,100
1967,100,100
1968,100,100
1969,100,100
1970,100,100
1971,100,100
1972,100,100
1973,100,100
1974,100,100
1975,100,100
1976,100,100
1977,100,100
1978,100,100
1979,100,100
1980,100,100
1981,100,100
1982,100,100
1983,100,100
1984,100,100
1985,100,100
1986,100,100
1987,100,100
1988,100,100
1989,100,100
1990,100,100
1991,100,100
1992,100,100
1993,100,100
1994,100,100
1995,100,100
1996,100,100
1997,100,100
1998,100,100
1999,100,100
2000,100,100
2001,100,100
2002,100,100
2003,100,100
2004,100,100
2005,100,100
2006,100,100
2007,100,100
2008,100,100
2009,100,100
2010,100,100
2011,100,100
2012,100,100
2013,100,100
2014,100,100
2015,100,100
2016,100,100
2017,100,100
2018,100,100
2019,100,100
2020,100,100
2021,100,100
2022,100,100
2023,100,100
2024,100,100
2025,100,100
2026,100,100
2027,100,100
2028,100,100
2029,100,100
2030,100,100
2031,100,100
2032,100,100
2033,100,100
2034,99,100
2035,99,100
2036,99,100
2037,99,100
2038,99,100
2039,99,100
2040,99,100
2041,99,100
2042,99,100
2043,99,100
2044,99,100
2045,99,100
2046,99,100
2047,99,100
2048,99,100
2049,99,100
2050,99,100
2051,99,100
2052,99,100
2053,99,100
2054,99,100
2055,99,100
2056,99,100
2057,99,100
2058,99,100
2059,99,100
2060,99,100
2061,99,100
2062,99,100
2063,99,100
2064,99,100
2065,99,100
2066,99,100
2067,99,100
2068,99,100
2069,99,100
2070,99,100
2071,99,100
2072,99,100
2073,99,100
2074,99,100
2075,99,100
2076,99,100
2077,99,100
2078,99,100
2079,99,100
2080,99,100
2081,99,100
2082,99,100
2083,99,100
2084,99,100
2085,99,100
2086,99,100
2087,99,100
2088,99,100
2089,99,100
2090,99,100
2091,99,100
2092,99,100
2093,99,100
2094,99,100
2095,99,100
2096,99,100
2097,99,100
2098,99,100
2099,99,100
2100,99,100
2101,99,100
2102,99,100
2103,99,100
2104,99,100
2105,99,100
2106,99,100
2107,99,100
2108,99,100
2109,99,100
2110,99,100
2111,99,100
2112,99,100
2113,99,100
2114,99,100
2115,99,100
2116,99,100
2117,99,100
2118,99,100
2119,99,100
2120,99,100
2121,99,100
2122,99,100
2123,99,100
2124,99,100
2125,99,100
2126,99,100
2127,99,100
2128,99,100
2129,99,100
2130,99,100
2131,99,100
2132,99,100
2133,99,100
2134,100,100
2135,100,100
2136,100,100
2137,100,100
2138,100,100
2139,100,100
2140,100,100
2141,100,100
2142,100,100
2143,100,100
2144,100,100
2145,100,100
2146,100,100
2147,100,100
2148,100,100
2149,100,100
2150,100,100
2151,100,100
2152,100,100
2153,100,100
2154,100,100
2155,100,100
2156,100,100
2157,100,100
2158,100,100
2159,100,100
2160,100,100
2161,100,100
2162,100,100
2163,100,100
2164,100,100
2165,100,100
2166,100,100
2167,100,100
2168,100,100
2169,100,100
2170,100,100
2171,100,100
2172,100,100
2173,100,100
2174,100,100
2175,100,100
2176,100,100
2177,100,100
2178,100,100
2179,100,100
