pointer,KX759623,OQ818319,PP712001,PP712015,PV788824
213,51.13636364,0,47.72727273,44.31818182,46
214,51.13636364,0,48.86363636,45.45454545,46
215,51.13636364,0,48.86363636,45.45454545,46
216,51.13636364,0,47.72727273,45.45454545,45
217,50.57471264,0,48.27586207,45.97701149,45
218,50,0,47.6744186,45.34883721,44
219,50.58823529,0,47.05882353,44.70588235,44
220,50,0,47.61904762,45.23809524,44
221,50.60240964,0,48.19277108,45.78313253,43
222,50,0,47.56097561,46.34146341,42
223,50.61728395,0,48.14814815,46.91358025,42
224,51.25,0,48.75,47.5,41
225,51.25,0,48.75,47.5,41
226,51.25,0,48.75,47.5,42
227,51.25,0,48.75,47.5,42
228,51.25,0,47.5,47.5,42
229,51.25,0,48.75,48.75,42
230,51.25,0,48.75,48.75,43
231,50,0,47.5,47.5,43
232,48.75,0,46.25,47.5,43
233,50,0,46.25,47.5,43
234,51.25,0,47.5,48.75,43
235,52.5,0,48.75,50,42
236,53.75,0,48.75,50,41
237,55,0,48.75,50,41
238,56.25,0,48.75,50,40
239,56.25,0,48.75,50,40
240,57.5,0,48.75,51.25,40
241,57.5,0,48.75,52.5,40
242,57.5,0,47.5,52.5,39
243,56.25,0,47.5,51.25,38
244,55,0,46.25,51.25,39
245,53.75,0,45,50,39
246,53.75,0,43.75,48.75,38
247,55,0,45,50,38
248,53.75,0,43.75,48.75,37
249,52.5,0,43.75,47.5,37
250,51.85185185,0,43.20987654,46.91358025,37
251,50.61728395,0,43.20987654,45.67901235,37
252,50.61728395,0,43.20987654,46.91358025,36
253,50.61728395,0,44.44444444,46.91358025,36
254,49.38271605,0,43.20987654,45.67901235,35
255,48.14814815,0,41.97530864,44.44444444,35
256,46.91358025,0,40.74074074,44.44444444,35
257,46.91358025,0,40.74074074,44.44444444,34
258,45.67901235,0,39.50617284,43.20987654,34
259,44.44444444,0,38.27160494,43.20987654,34
260,44.44444444,0,37.03703704,43.20987654,34
261,43.20987654,0,37.03703704,41.97530864,34
262,43.20987654,0,37.03703704,41.97530864,34
263,41.97530864,0,37.03703704,41.97530864,34
264,41.97530864,0,37.03703704,41.97530864,34
265,41.97530864,0,37.03703704,41.97530864,34
266,41.97530864,0,35.80246914,40.74074074,34
267,43.20987654,0,37.03703704,41.97530864,34
268,41.97530864,0,37.03703704,40.74074074,34
269,41.97530864,0,38.27160494,40.74074074,34
270,40.74074074,0,37.03703704,40,33.33333333
271,39.50617284,0,35.80246914,39.24050633,33.67346939
272,39.50617284,0,35.80246914,38.46153846,33.67346939
273,38.27160494,0,34.56790123,37.17948718,32.65306122
274,37.03703704,0,33.33333333,35.8974359,32.65306122
275,37.03703704,0,33.33333333,35.8974359,31.63265306
276,37.03703704,0,33.33333333,35.8974359,31.63265306
277,37.03703704,0,32.09876543,34.61538462,31.63265306
278,37.03703704,0,32.09876543,34.61538462,31.63265306
279,38.27160494,0,32.09876543,34.61538462,32.65306122
280,39.50617284,0,30.86419753,34.61538462,33.67346939
281,38.27160494,0,30.86419753,34.61538462,33.67346939
282,39.02439024,0,30.48780488,34.17721519,34.69387755
283,39.75903614,0,30.12048193,33.75,35.71428571
284,39.28571429,0,29.76190476,33.33333333,35.71428571
285,38.82352941,0,29.41176471,32.92682927,36.73469388
286,38.37209302,0,29.06976744,32.53012048,37.75510204
287,37.20930233,0,29.06976744,33.73493976,37.75510204
288,37.20930233,0,30.23255814,33.73493976,37.75510204
289,38.37209302,0,31.39534884,34.93975904,36.73469388
290,37.20930233,0,30.23255814,33.73493976,35.71428571
291,37.20930233,0,30.23255814,33.73493976,34.69387755
292,36.04651163,0,29.06976744,32.53012048,34.69387755
293,36.04651163,0,29.06976744,31.3253012,34.69387755
294,36.04651163,0,27.90697674,30.12048193,34.69387755
295,34.88372093,0,27.90697674,30.12048193,35.71428571
296,34.88372093,0,27.90697674,30.12048193,36.73469388
297,34.88372093,0,27.90697674,30.12048193,37.75510204
298,34.88372093,0,27.90697674,30.12048193,38.7755102
299,34.88372093,0,27.90697674,28.91566265,38.7755102
300,36.04651163,0,27.90697674,28.91566265,38.7755102
301,37.20930233,0,29.06976744,30.12048193,39.79591837
302,38.37209302,0,29.06976744,30.12048193,39.79591837
303,37.20930233,0,27.90697674,28.91566265,39.79591837
304,36.04651163,0,26.74418605,27.71084337,38.7755102
305,35.63218391,0,26.43678161,27.38095238,38.7755102
306,36.36363636,0,26.13636364,27.05882353,39.79591837
307,35.95505618,0,25.84269663,26.74418605,39.79591837
308,35.55555556,0,25.55555556,26.43678161,39.79591837
309,36.26373626,0,26.37362637,27.27272727,39.79591837
310,36.95652174,0,27.17391304,28.08988764,40.81632653
311,35.86956522,0,28.26086957,29.21348315,39.79591837
312,35.86956522,0,28.26086957,30.33707865,38.7755102
313,35.86956522,0,28.26086957,31.46067416,37.75510204
314,34.7826087,0,28.26086957,30.33707865,36.73469388
315,34.7826087,0,28.26086957,30.33707865,35.71428571
316,34.7826087,0,29.34782609,30.33707865,36.73469388
317,34.40860215,0,29.03225806,30,36.73469388
318,35.10638298,0,29.78723404,30.76923077,37.75510204
319,34.73684211,0,29.47368421,30.43478261,38.7755102
320,34.375,0,29.16666667,30.10752688,38.7755102
321,34.02061856,0,28.86597938,29.78723404,38.7755102
322,33.67346939,0,28.57142857,29.47368421,39.79591837
323,33.33333333,0,28.28282828,30.20833333,40.81632653
324,33,0,28,29.89690722,41.83673469
325,34,0,29,30.92783505,41.83673469
326,33,0,28,29.89690722,40.81632653
327,33,0,28,29.89690722,39.79591837
328,34,0,29,30.92783505,39.79591837
329,34,0,29,30.92783505,40.81632653
330,35,0,30,30.92783505,39.79591837
331,36,0,31,31.95876289,38.7755102
332,37,0,32,31.95876289,37.75510204
333,37,0,33,32.98969072,38.7755102
334,37,0,33,32.98969072,37.75510204
335,36,0,32,31.95876289,37.75510204
336,36,0,33,32.98969072,38.7755102
337,36,0,34,34.02061856,38.7755102
338,35,0,35,34.02061856,38.7755102
339,35,0,35,34.02061856,38.7755102
340,34,0,35,32.98969072,37.75510204
341,34,0,35,31.95876289,36.73469388
342,34,0,36,31.95876289,37.75510204
343,35,0,36,32.98969072,37.75510204
344,35,0,36,32.98969072,37.75510204
345,35,0,36,34.02061856,36.73469388
346,34,0,36,34.02061856,36.73469388
347,33,0,35,32.98969072,37.75510204
348,34,0,36,34.02061856,38.7755102
349,35,0,36,35.05154639,38.7755102
350,36,0,36,36.08247423,38.7755102
351,37,0,37,37.11340206,38.7755102
352,38,0,38,37.11340206,38.7755102
353,38,0,37,37.11340206,37.75510204
354,39,0,37,37.11340206,37.75510204
355,40,0,37,37.11340206,36.73469388
356,40,0,37,36.08247423,36.73469388
357,40,0,37,36.08247423,36.73469388
358,40,0,37,36.08247423,36.73469388
359,41,0,37,36.08247423,36.73469388
360,42,0,37,37.11340206,36.73469388
361,43,0,36,37.11340206,35.71428571
362,43,0,36,37.11340206,34.69387755
363,43,0,36,37.11340206,34.69387755
364,43,0,36,37.11340206,33.67346939
365,42,0,35,36.08247423,33.67346939
366,41,0,36,36.08247423,33.67346939
367,41,0,36,35.05154639,33.67346939
368,41,0,36,35.05154639,33.67346939
369,42,0,35,35.05154639,32.65306122
370,43,0,35,34.69387755,32.32323232
371,43,0,35,34.34343434,32
372,43,0,35,34,33
373,43,0,35,34,34
374,43,0,35,34,34
375,44,0,35,35,35
376,45,0,36,36,35
377,45,0,37,36,35
378,46,0,38,36,36
379,45,0,39,37,36
380,44,0,39,38,35
381,45,0,40,39,35
382,44,0,40,39,35
383,43,0,40,39,34
384,44,0,41,40,34
385,45,0,42,41,33
386,46,0,42,41,32
387,46,0,41,40,31
388,45,0,41,40,31
389,44,0,41,40,31
390,45,0,42,41,32
391,45,0,42,41,33
392,46,0,42,41,33
393,46,0,41,41,33
394,45,0,41,41,33
395,46,0,41,42,32
396,47,0,42,43,32
397,47,0,42,43,32
398,47,0,42,43,32
399,47,0,41,44,32
400,47,0,41,43,33
401,46,0,40,42,32
402,45,0,40,42,31
403,45,0,40,42,32
404,45,0,40,42,33
405,45,0,40,42,34
406,44,0,40,42,34
407,44,0,41,43,35
408,44.44444444,0,41.41414141,43.43434343,35
409,43.87755102,0,40.81632653,42.85714286,35
410,43.29896907,0,40.20618557,42.26804124,34
411,44.32989691,0,40.20618557,42.26804124,35
412,45.36082474,0,41.2371134,42.26804124,35
413,45.36082474,0,41.2371134,41.2371134,35
414,45.36082474,0,40.20618557,41.2371134,36
415,45.36082474,0,40.20618557,41.2371134,37
416,45.36082474,0,40.20618557,41.2371134,37
417,45.83333333,0,40.625,41.66666667,37
418,45.26315789,0,40,41.05263158,36
419,45.74468085,0,40.42553191,41.4893617,35
420,46.23655914,0,40.86021505,41.93548387,35
421,46.73913043,0,41.30434783,42.39130435,35
422,47.82608696,0,42.39130435,43.47826087,35
423,47.82608696,0,43.47826087,43.47826087,35
424,47.82608696,0,43.47826087,43.47826087,34
425,47.82608696,0,42.39130435,43.47826087,33
426,47.82608696,0,42.39130435,43.47826087,34
427,46.73913043,0,41.30434783,42.39130435,34
428,46.73913043,0,41.30434783,42.39130435,34
429,47.82608696,0,41.30434783,42.39130435,34
430,46.73913043,0,40.2173913,42.39130435,34
431,46.73913043,0,40.2173913,42.39130435,34
432,45.65217391,0,39.13043478,42.39130435,34
433,44.56521739,0,38.04347826,41.30434783,34
434,44.56521739,0,38.04347826,41.30434783,34
435,45.65217391,0,39.13043478,42.39130435,35
436,45.65217391,0,39.13043478,42.39130435,34
437,44.56521739,0,38.04347826,41.30434783,34
438,45.65217391,0,38.04347826,42.39130435,34
439,45.65217391,0,38.04347826,43.47826087,34
440,45.65217391,0,39.13043478,44.56521739,34
441,45.65217391,0,40.2173913,45.65217391,35
442,45.65217391,0,39.13043478,45.65217391,35
443,45.65217391,0,39.13043478,45.65217391,36
444,46.73913043,0,39.13043478,45.65217391,36
445,46.73913043,0,39.13043478,44.56521739,37
446,47.82608696,0,40.2173913,45.65217391,37
447,48.91304348,0,41.30434783,46.73913043,36
448,47.82608696,0,40.2173913,45.65217391,35
449,47.82608696,0,40.2173913,45.65217391,34
450,47.82608696,0,41.30434783,45.65217391,34
451,47.82608696,0,41.30434783,45.65217391,35
452,46.73913043,0,40.2173913,44.56521739,35
453,46.73913043,0,40.2173913,44.56521739,35
454,45.65217391,0,41.30434783,45.65217391,35
455,45.65217391,0,41.30434783,45.65217391,36
456,46.73913043,0,42.39130435,46.73913043,37
457,47.82608696,0,42.39130435,46.73913043,37
458,47.82608696,0,42.39130435,46.73913043,37
459,46.73913043,0,42.39130435,45.65217391,38
460,45.65217391,0,42.39130435,45.65217391,38
461,45.65217391,0,43.47826087,46.73913043,38
462,46.73913043,0,44.56521739,47.82608696,39
463,46.73913043,0,44.56521739,47.82608696,39
464,46.73913043,0,44.56521739,48.91304348,40
465,46.73913043,0,44.56521739,48.91304348,41
466,46.73913043,0,44.56521739,50,42
467,46.73913043,0,44.56521739,51.08695652,42
468,47.82608696,0,45.65217391,52.17391304,43
469,47.82608696,0,46.73913043,52.17391304,43
470,47.82608696,0,47.82608696,53.26086957,43
471,48.91304348,0,48.91304348,54.34782609,44
472,50,0,48.91304348,55.43478261,43
473,50,0,48.91304348,55.43478261,43
474,50,0,48.91304348,55.43478261,44
475,50,0,48.91304348,54.34782609,43
476,50,0,47.82608696,53.26086957,43
477,50,0,46.73913043,53.26086957,43
478,48.91304348,0,45.65217391,53.26086957,42
479,50,0,45.65217391,53.26086957,41
480,51.08695652,0,46.73913043,53.26086957,42
481,51.08695652,0,46.73913043,53.26086957,42
482,51.08695652,0,46.73913043,53.26086957,41
483,51.08695652,0,46.73913043,53.26086957,42
484,50,0,45.65217391,52.17391304,42
485,48.91304348,0,44.56521739,51.08695652,42
486,47.82608696,0,44.56521739,51.08695652,42
487,47.82608696,0,44.56521739,51.08695652,42
488,48.91304348,0,44.56521739,51.08695652,41
489,50,0,44.56521739,51.08695652,42
490,48.91304348,0,43.47826087,50,41
491,47.82608696,0,42.39130435,48.91304348,40
492,46.73913043,0,42.39130435,50,40
493,47.82608696,0,42.39130435,51.08695652,41
494,48.91304348,0,43.47826087,52.17391304,41
495,48.91304348,0,44.56521739,52.17391304,42
496,47.82608696,0,44.56521739,51.08695652,41
497,48.91304348,0,44.56521739,51.08695652,40
498,50,0,44.56521739,52.17391304,39
499,51.08695652,0,44.56521739,52.17391304,40
500,50,0,44.56521739,53.26086957,39
501,50,0,45.65217391,54.34782609,40
502,50,0,46.73913043,55.43478261,40
503,50,0,46.73913043,55.43478261,40
504,51.08695652,0,47.82608696,56.52173913,39
505,52.17391304,0,48.91304348,57.60869565,38
506,52.17391304,0,48.91304348,57.60869565,38
507,53.26086957,0,48.91304348,57.60869565,37
508,52.68817204,0,48.38709677,56.98924731,38
509,53.19148936,0,48.93617021,57.44680851,39
510,53.68421053,0,49.47368421,57.89473684,40
511,52.63157895,0,49.47368421,57.89473684,40
512,52.63157895,0,49.47368421,57.89473684,41
513,52.63157895,0,49.47368421,57.89473684,42
514,53.68421053,0,50.52631579,57.89473684,42
515,53.68421053,0,50.52631579,57.89473684,42
516,53.68421053,0,50.52631579,57.89473684,42
517,54.16666667,0,50,57.29166667,42
518,53.60824742,0,49.48453608,57.73195876,42
519,53.06122449,0,48.97959184,57.14285714,42
520,52.52525253,0,48.48484848,56.56565657,43
521,52,0,48,57,44
522,52,0,48,57,43
523,52,0,47,56,42
524,53,0,48,57,43
525,53,0,49,57,43
526,54,0,50,57,42
527,55,0,50,57,42
528,54,0,49,56,41
529,54,0,49,56,40
530,55,0,50,57,40
531,55,0,50,57,41
532,55,0,50,57,41
533,56,0,51,58,40
534,56,0,51,58,40
535,55,0,50,57,40
536,55,0,50,57,41
537,55,0,50,57,41
538,54,0,49,56,41
539,54,0,49,55,41
540,54,0,48,54,42
541,53,0,47,53,41
542,53,0,48,53,41
543,53,0,48,53,41
544,52,0,49,53,40
545,52,0,50,54,40
546,51,0,50,54,41
547,50,0,49,53,41
548,50.50505051,0,49.49494949,53.53535354,41
549,50,0,48.97959184,53.06122449,41
550,49.48453608,0,48.45360825,52.57731959,41
551,49.48453608,0,48.45360825,52.57731959,41
552,49.48453608,0,48.45360825,52.57731959,42
553,50.51546392,0,49.48453608,53.60824742,43
554,50.51546392,0,48.45360825,52.57731959,44
555,50.51546392,0,49.48453608,53.60824742,44
556,50.51546392,0,49.48453608,53.60824742,44
557,49.48453608,0,49.48453608,53.60824742,44
558,49.48453608,0,49.48453608,53.60824742,44
559,49.48453608,0,49.48453608,53.60824742,43
560,49.48453608,0,49.48453608,52.57731959,44
561,49.48453608,0,48.45360825,51.54639175,44
562,48.45360825,0,47.42268041,50.51546392,44
563,49.48453608,0,48.45360825,50.51546392,44
564,49.48453608,0,48.45360825,49.48453608,44
565,49.48453608,0,48.45360825,49.48453608,43
566,50.51546392,0,48.45360825,49.48453608,42
567,50.51546392,0,48.45360825,49.48453608,42
568,49.48453608,0,47.42268041,48.45360825,41
569,49.48453608,0,46.39175258,49.48453608,41
570,48.45360825,0,46.39175258,49.48453608,41
571,47.42268041,0,46.39175258,49.48453608,40
572,47.42268041,0,47.42268041,49.48453608,41
573,48.45360825,0,48.45360825,50.51546392,41
574,49.48453608,0,48.45360825,50.51546392,40
575,48.45360825,0,48.45360825,50.51546392,41
576,47.42268041,0,48.45360825,50.51546392,41
577,47.42268041,0,48.45360825,50.51546392,41
578,47.42268041,0,48.45360825,50.51546392,41
579,47.42268041,0,48.45360825,50.51546392,41
580,46.39175258,0,47.42268041,49.48453608,40
581,45.36082474,0,47.42268041,48.45360825,40
582,46.39175258,0,48.45360825,49.48453608,41
583,46.39175258,0,48.45360825,49.48453608,40
584,47.42268041,0,49.48453608,49.48453608,40
585,47.42268041,0,49.48453608,49.48453608,40
586,47.42268041,0,49.48453608,49.48453608,40
587,47.42268041,0,49.48453608,49.48453608,41
588,47.42268041,0,48.45360825,48.45360825,42
589,47.42268041,0,47.42268041,47.42268041,41
590,48.45360825,0,48.45360825,48.45360825,41
591,48.45360825,0,48.45360825,48.45360825,42
592,48.45360825,0,48.45360825,47.42268041,42
593,48.45360825,0,49.48453608,47.42268041,41
594,48.45360825,0,49.48453608,47.42268041,41
595,47.42268041,0,48.45360825,46.39175258,40
596,47.42268041,0,47.42268041,46.39175258,41
597,46.39175258,0,47.42268041,46.39175258,42
598,45.36082474,0,47.42268041,45.36082474,42
599,44.32989691,0,48.45360825,44.32989691,42
600,44.32989691,0,48.45360825,43.29896907,42
601,44.32989691,0,47.42268041,42.26804124,41
602,45.36082474,0,46.39175258,41.2371134,41
603,46.39175258,0,46.39175258,41.2371134,40
604,45.36082474,0,45.36082474,40.20618557,40
605,45.36082474,0,45.36082474,39.17525773,40
606,45.36082474,0,45.36082474,40.20618557,40
607,44.32989691,0,44.32989691,39.17525773,40
608,44.32989691,0,44.32989691,39.17525773,40
609,43.29896907,0,43.29896907,38.1443299,39
610,42.26804124,0,42.26804124,37.11340206,38
611,43.29896907,0,42.26804124,37.11340206,38
612,43.29896907,0,42.26804124,37.11340206,38
613,43.29896907,0,42.26804124,37.11340206,37
614,43.29896907,0,41.2371134,38.1443299,36
615,43.29896907,0,41.2371134,38.1443299,35
616,42.26804124,0,41.2371134,37.11340206,34
617,41.2371134,0,41.2371134,37.11340206,34
618,41.2371134,0,41.2371134,36.08247423,35
619,41.2371134,0,42.26804124,37.11340206,35
620,41.2371134,0,42.26804124,37.11340206,34
621,41.2371134,0,42.26804124,36.08247423,33
622,40.20618557,0,41.2371134,35.05154639,33
623,40.20618557,0,41.2371134,35.05154639,33
624,39.17525773,0,40.20618557,35.05154639,33
625,38.1443299,0,39.17525773,34.02061856,33
626,37.11340206,0,38.1443299,34.02061856,33
627,36.08247423,0,39.17525773,35.05154639,33
628,36.08247423,0,39.17525773,35.05154639,34
629,35.05154639,0,38.1443299,34.02061856,34
630,34.02061856,0,37.11340206,32.98969072,35
631,34.02061856,0,36.08247423,31.95876289,35
632,35.05154639,0,37.11340206,32.98969072,35
633,35.05154639,0,37.11340206,32.98969072,36
634,35.05154639,0,36.08247423,31.95876289,36
635,36.08247423,0,36.08247423,31.95876289,35
636,36.08247423,0,35.05154639,30.92783505,34
637,36.08247423,0,35.05154639,30.92783505,34
638,36.08247423,0,35.05154639,30.92783505,34
639,36.08247423,0,35.05154639,30.92783505,34
640,37.11340206,0,35.05154639,31.95876289,34
641,38.1443299,0,36.08247423,32.98969072,35
642,38.1443299,0,36.08247423,32.98969072,35
643,37.11340206,0,35.05154639,31.95876289,34
644,37.11340206,0,34.02061856,31.95876289,34
645,37.11340206,0,32.98969072,30.92783505,33
646,37.11340206,0,31.95876289,29.89690722,33
647,37.11340206,0,31.95876289,30.92783505,33
648,36.73469388,0,31.63265306,30.6122449,34
649,36.36363636,0,31.31313131,30.3030303,34
650,37,0,32,31,35
651,37,0,32,31,35
652,38,0,33,32,35
653,38,0,32,31,35
654,39,0,33,31,35
655,38,0,33,30,34
656,37,0,32,29,33
657,37,0,32,29,33
658,37,0,32,29,33
659,37,0,32,29,33
660,37,0,32,29,33
661,36,0,33,30,33
662,36,0,33,30,33
663,36,0,33,31,34
664,37,0,34,32,33
665,38,0,35,33,33
666,37,0,35,33,34
667,36,0,34,32,34
668,36,0,34,32,35
669,35,0,34,31,35
670,35,0,33,30,35
671,36,0,32,30,35
672,36,0,31,29,34
673,35,0,31,28,33
674,34,0,32,28,33
675,34,0,32,28,33
676,34,0,32,28,33
677,34,0,32,28,34
678,35,0,33,28,34
679,34,0,32,27,34
680,34,0,32,27,35
681,35,0,31,27,36
682,34,0,30,26,36
683,35,0,31,26,37
684,35,0,31,27,37
685,36,0,31,27,37
686,37,0,31,27,37
687,37,0,31,27,37
688,36,0,31,27,36
689,35.35353535,0,31,27,36
690,34.69387755,0,30,26,36
691,35.71428571,0,30,27,36
