pointer,OQ818318,OR951334,PP711948,OQ818324,PV788826
143,10.63829787,5.681818182,10,64.77272727,64.77272727
144,10.63829787,5.681818182,10,65.90909091,65.90909091
145,11.70212766,6.818181818,11,67.04545455,67.04545455
146,11.70212766,6.818181818,11,67.04545455,67.04545455
147,11.70212766,6.818181818,11,67.04545455,67.04545455
148,11.57894737,6.741573034,11,67.41573034,67.41573034
149,12.5,6.666666667,12,67.77777778,67.77777778
150,12.5,6.666666667,12,67.77777778,67.77777778
151,12.5,6.666666667,12,67.77777778,67.77777778
152,12.5,6.666666667,12,67.77777778,67.77777778
153,11.45833333,6.666666667,12,67.77777778,67.77777778
154,11.45833333,6.666666667,12,67.77777778,67.77777778
155,11.45833333,6.666666667,12,68.88888889,68.88888889
156,11.45833333,6.666666667,12,68.88888889,68.88888889
157,11.45833333,6.666666667,12,70,70
158,11.45833333,6.666666667,12,70,70
159,11.45833333,6.666666667,12,71.11111111,71.11111111
160,11.45833333,6.666666667,12,72.22222222,72.22222222
161,11.45833333,6.666666667,12,73.33333333,73.33333333
162,11.45833333,6.666666667,12,73.33333333,73.33333333
163,11.45833333,6.666666667,12,72.22222222,72.22222222
164,12.5,7.777777778,13,72.22222222,72.22222222
165,13.54166667,7.777777778,13,73.33333333,73.33333333
166,12.5,7.777777778,12,73.33333333,73.33333333
167,12.5,7.777777778,12,73.33333333,73.33333333
168,12.5,7.777777778,12,72.22222222,72.22222222
169,13.54166667,7.777777778,12,73.33333333,73.33333333
170,13.54166667,8.888888889,12,73.33333333,73.33333333
171,13.54166667,8.888888889,12,74.44444444,74.44444444
172,13.54166667,8.888888889,12,75.55555556,75.55555556
173,13.54166667,8.888888889,12,75.55555556,75.55555556
174,14.58333333,8.888888889,13,74.44444444,74.44444444
175,14.58333333,8.888888889,13,75.55555556,75.55555556
176,14.58333333,8.888888889,13,75.55555556,75.55555556
177,14.58333333,8.888888889,13,75.55555556,75.55555556
178,14.58333333,8.888888889,12,75.55555556,75.55555556
179,14.58333333,8.888888889,13,76.66666667,76.66666667
180,14.43298969,8.791208791,13,76.92307692,76.92307692
181,14.28571429,8.695652174,13,76.08695652,76.08695652
182,14.14141414,8.602150538,13,75.2688172,75.2688172
183,14,8.510638298,13,74.46808511,74.46808511
184,14,8.510638298,13,74.46808511,74.46808511
185,14,8.510638298,13,75.53191489,75.53191489
186,14,8.510638298,13,75.53191489,75.53191489
187,14,8.510638298,13,76.59574468,76.59574468
188,14,8.510638298,13,75.53191489,75.53191489
189,15,9.574468085,12,75.53191489,75.53191489
190,15,9.574468085,12,75.53191489,75.53191489
191,15,9.574468085,12,75.53191489,75.53191489
192,16,10.52631579,13,75.78947368,75.78947368
193,16,10.41666667,13,75,75
194,16,10.41666667,13,75,75
195,16,10.41666667,13,75,75
196,16,10.41666667,13,75,75
197,17,11.45833333,14,73.95833333,73.95833333
198,16,11.45833333,13,73.95833333,73.95833333
199,16,11.45833333,13,75,75
200,16,11.45833333,13,75,75
201,17,12.5,14,76.04166667,76.04166667
202,16,12.5,13,75,75
203,16,12.37113402,13,75.25773196,75.25773196
204,16,12.24489796,13,74.48979592,74.48979592
205,16,12.12121212,13,73.73737374,73.73737374
206,16,12,13,73,73
207,16,13,13,73,73
208,16,14,13,72,72
209,16,14,13,71,71
210,16,14,13,71,71
211,16,14,13,71,71
212,16,14,13,70,70
213,16,14,13,69,69
214,17,14,13,68,68
215,17,14,13,68,68
216,17,14,13,67,67
217,18,14,14,66,66
218,18,14,14,66,66
219,18,14,14,65,65
220,18,14,14,64,64
221,18,14,14,63,63
222,18,15,15,63,63
223,19,16,16,64,64
224,20,16,17,64,64
225,21,17,18,64,64
226,22,18,19,64,64
227,22,18,19,65,65
228,22,18,19,65,65
229,22,18,19,65,65
230,23,19,20,65,65
231,24,19,21,65,65
232,25,20,22,65,65
233,26,21,23,66,66
234,26,21,23,67,67
235,27,22,24,67,67
236,28,23,25,67,67
237,28,23,25,67,67
238,29,24,26,67,67
239,29,24,26,67,67
240,30,25,27,67,67
241,31,26,28,67,67
242,32,27,29,67,67
243,32,27,29,67,67
244,33,28,30,67,67
245,33,28,30,67,67
246,34,29,31,67,67
247,35,30,32,67,67
248,36,31,33,67,67
249,36,32,33,67,67
250,37,33,34,67,67
251,38,34,35,67,67
252,39,35,36,67,67
253,40,36,37,67,67
254,40,36,37,68,68
255,41,37,38,68,68
256,42,38,39,69,69
257,43,39,40,69,69
258,43,39,40,70,70
259,44,39,41,70,70
260,45,40,42,70,70
261,46,41,42,70,70
262,47,42,43,71,71
263,48,43,44,72,72
264,48,43,44,72,72
265,47,43,44,72,72
266,48,43,45,73,73
267,48,44,45,72,72
268,49,44,46,73,73
269,48,44,46,73,73
270,49,44,47,73,73
271,49,44,47,73,73
272,50,45,48,73,73
273,51,46,49,73,73
274,50,46,48,74,74
275,51,47,49,74,74
276,52,48,50,75,75
277,53,49,51,76,76
278,53,50,52,76,76
279,54,51,52,76,76
280,54,51,52,76,76
281,54,52,53,77,77
282,54,52,53,78,78
283,54,52,54,79,79
284,54,52,54,80,80
285,54,53,55,80,80
286,54,53,55,80,80
287,54,53,55,80,80
288,55,54,56,81,81
289,54,53,56,81,81
290,54,53,56,81,81
291,54,53,56,81,81
292,54,53,56,81,81
293,55,54,57,82,82
294,56,55,58,82,82
295,57,55,59,82,82
296,58,55,59,82,82
297,58,55,59,83,83
298,59,55,59,83,83
299,60,56,60,83,83
300,61,57,61,84,84
301,61,56,60,84,84
302,62,57,61,85,85
303,62,57,61,85,85
304,62,57,61,86,86
305,63,58,62,87,87
306,64,59,63,88,88
307,64,59,63,88,88
308,64,59,63,89,89
309,65,60,64,90,90
310,66,61,65,90,90
311,67,62,66,90,90
312,68,62,67,91,91
313,69,63,68,92,92
314,69,64,69,93,93
315,70,65,70,93,93
316,71,66,71,94,94
317,70,66,70,94,94
318,70,66,70,94,94
319,71,67,71,95,95
320,72,68,72,96,96
321,73,69,73,97,97
322,73,69,73,97,97
323,73,68,72,96,96
324,73,67,71,95,95
325,72,67,70,94,94
326,72,67,70,94,94
327,72,67,70,94,94
328,72,67,70,94,94
329,73,68,71,94,94
330,73,68,71,94,94
331,73,68,71,94,94
332,72,68,71,94,94
333,71,67,70,93,93
334,72,67,70,93,93
335,72,67,70,93,93
336,72,67,70,93,93
337,73,68,70,93,93
338,73,68,70,93,93
339,73,68,70,93,93
340,73,68,70,93,93
341,73,68,70,93,93
342,73,68,70,93,93
343,73,68,70,93,93
344,73,67,70,93,93
345,72,67,69,93,93
346,71,66,68,92,92
347,70,65,67,92,92
348,70,65,67,92,92
349,70,65,67,92,92
350,69,64,66,91,91
351,69,64,66,91,91
352,68,63,65,91,91
353,68,63,65,91,91
354,69,64,66,90,90
355,69,64,66,90,90
356,69,64,66,90,90
357,69,64,66,90,90
358,70,65,67,90,90
359,70,66,67,89,89
360,70,66,67,89,89
361,70,66,68,89,89
362,69,65,67,88,88
363,69,65,67,88,88
364,69,65,67,88,88
365,70,66,68,88,88
366,69,66,67,88,88
367,70,66,68,89,89
368,69,66,67,89,89
369,70,67,68,89,89
370,69,66,67,89,89
371,69,66,67,89,89
372,69,66,67,89,89
373,68,65,66,88,88
374,68,65,66,87,87
375,68,65,66,87,87
376,67,65,66,87,87
377,66,64,65,86,86
378,67,64,65,86,86
379,67,64,65,86,86
380,68,64,66,86,86
381,69,63,66,85,85
382,70,64,67,85,85
383,70,64,66,85,85
384,71,65,67,85,85
385,72,65,67,85,85
386,72,65,68,85,85
387,73,66,69,85,85
388,73,66,69,85,85
389,74,67,70,85,85
390,74,67,70,85,85
391,75,68,71,85,85
392,75,68,71,85,85
393,75,68,71,85,85
394,74,67,70,85,85
395,73,67,69,84,84
396,72,67,69,84,84
397,71,67,69,84,84
398,70,67,69,84,84
399,70,67,69,84,84
400,70,67,69,84,84
401,69,68,70,84,84
402,69,68,70,84,84
403,70,69,71,84,84
404,70,69,71,84,84
405,69,68,70,84,84
406,68,67,69,84,84
407,68,67,68,84,84
408,68,67,68,84,84
409,67,66,68,84,84
410,67,66,68,84,84
411,67,66,68,84,84
412,67,67,68,84,84
413,67,67,68,84,84
414,66,66,67,84,84
415,66,66,67,84,84
416,66,66,67,84,84
417,67,67,68,85,85
418,68,68,69,86,86
419,67,67,68,86,86
420,66,67,68,86,86
421,66,67,68,86,86
422,66,67,68,86,86
423,66,68,69,87,87
424,65,68,70,87,87
425,66,68,71,88,88
426,66,68,71,88,88
427,67,69,72,88,88
428,67,69,72,88,88
429,67,69,72,88,88
430,67,69,72,88,88
431,67,69,72,88,88
432,68,69,72,88,88
433,69,70,73,89,89
434,69,71,74,89,89
435,69,71,74,89,89
436,68,71,74,88,88
437,68,71,75,88,88
438,67,71,75,87,87
439,66,71,75,87,87
440,66,71,75,87,87
441,66,71,75,87,87
442,66,71,75,87,87
443,65,70,74,87,87
444,64,70,73,87,87
445,64,69,73,87,87
446,64,69,73,88,88
447,64,69,73,87,87
448,63,68,72,86,86
449,62,67,71,86,86
450,62,68,71,86,86
451,61,67,70,86,86
452,61,67,70,85,85
453,61,66,70,85,85
454,60,65,69,85,85
455,59,64,68,85,85
456,58,64,67,85,85
457,57,63,66,84,84
458,57,63,66,84,84
459,56,62,65,85,85
460,55,61,64,85,85
461,55,61,64,85,85
462,55,61,65,85,85
463,54,61,64,84,84
464,54,61,64,84,84
465,54,61,64,83,83
466,54,61,64,83,83
467,54,60,63,83,83
468,54,60,63,82,82
469,53,59,62,82,82
470,53,60,63,82,82
471,54,61,64,82,82
472,53,61,63,82,82
473,53,61,63,83,83
474,53,61,63,84,84
475,52,60,62,84,84
476,52,59,61,84,84
477,52,59,61,84,84
478,51,58,60,84,84
479,50,57,59,83,83
480,49,57,58,82,82
481,48,57,57,82,82
482,47,56,56,81,81
483,47,56,56,81,81
484,46,55,55,80,80
485,45,54,54,79,79
486,46,55,53,79,79
487,45,54,52,79,79
488,44,53,51,79,79
489,43,52,51,78,78
490,43,52,51,78,78
491,42,51,50,77,77
492,41,50,49,77,77
493,40,49,48,77,77
494,40,49,48,77,77
495,40,49,49,78,78
496,40,49,50,78,78
497,40,48,49,78,78
498,41,49,49,78,78
499,40,48,48,78,78
500,40,48,48,78,78
501,41,48,48,78,78
502,40,47,48,78,78
503,40,47,48,78,78
504,41,48,49,78,78
505,41,48,49,78,78
506,42,49,50,78,78
507,42,49,51,78,78
508,42,49,51,78,78
509,43,50,51,78,78
510,43,50,51,78,78
511,43,49,51,78,78
512,43,49,51,78,78
513,43,49,51,78,78
514,44,50,52,78,78
515,44,50,52,78,78
516,44,50,52,78,78
517,44,50,52,78,78
518,44,50,52,78,78
519,45,51,53,78,78
520,45,50,52,78,78
521,44,49,51,78,78
522,43,48,51,78,78
523,43,48,51,78,78
524,44,49,51,79,79
525,44,49,51,79,79
526,44,49,51,79,79
527,44,49,51,79,79
528,44,49,51,79,79
529,43,48,50,79,79
530,43,48,50,79,79
531,42,47,49,79,79
532,41,46,48,79,79
533,41,46,48,79,79
534,40,45,48,79,79
535,40,45,47,79,79
536,41,44,47,80,80
537,41,44,47,80,80
538,42,44,47,81,81
539,43,44,47,81,81
540,43,44,47,81,81
541,43,44,47,80,80
542,43,43,46,80,80
543,44,44,47,80,80
544,44,44,47,80,80
545,45,45,48,80,80
546,46,46,49,80,80
547,47,47,50,81,81
548,48,48,51,82,82
549,49,49,52,82,82
550,50,49,53,83,83
551,51,50,54,83,83
552,52,51,55,84,84
553,52,52,55,84,84
554,52,52,55,84,84
555,53,53,56,84,84
556,54,53,57,84,84
557,55,54,58,85,85
558,55,53,58,85,85
559,55,53,59,85,85
560,56,54,60,85,85
561,56,54,60,85,85
562,57,55,60,85,85
563,58,55,61,86,86
564,58,55,61,86,86
565,58,55,61,87,87
566,58,55,62,87,87
567,58,56,63,86,86
568,59,57,64,87,87
569,59,57,64,86,86
570,59,57,64,86,86
571,59,57,64,86,86
572,60,56,64,85,85
573,61,57,65,85,85
574,62,58,66,85,85
575,63,59,67,85,85
576,64,60,68,85,85
577,65,61,69,86,86
578,66,62,70,86,86
579,66,63,71,87,87
580,66,63,72,88,88
581,66,64,72,89,89
582,66,64,72,90,90
583,66,65,72,90,90
584,66,65,72,91,91
585,67,66,73,92,92
586,67,66,74,92,92
587,67,66,74,92,92
588,67,66,74,92,92
589,68,67,74,93,93
590,69,68,75,93,93
591,70,69,76,94,94
592,71,70,77,93,93
593,72,71,77,93,93
594,72,72,78,92,92
595,73,73,78,91,91
596,74,74,78,91,91
597,75,75,79,91,91
598,74,74,79,90,90
599,75,75,80,90,90
600,75,74,79,90,90
601,75,74,79,90,90
602,76,75,79,90,90
603,76,75,79,90,90
604,76,75,79,90,90
605,77,76,79,90,90
606,76,76,78,90,90
607,75,75,78,90,90
608,75,75,78,90,90
609,75,75,78,90,90
610,75,74,78,90,90
611,75,75,78,90,90
612,75,75,78,90,90
613,74,74,77,90,90
614,74,74,77,90,90
615,74,74,77,89,89
616,73,74,76,88,88
617,73,73,75,88,88
618,73,72,74,88,88
619,72,71,73,88,88
620,72,71,73,87,87
621,73,72,74,87,87
622,73,72,73,86,86
623,73,72,73,86,86
624,72,71,72,86,86
625,71,70,71,85,85
626,70,69,70,85,84
627,69,68,69,85,84
628,69,68,69,85,84
629,70,69,70,85,84
630,69,68,69,85,84
631,70,69,70,85,84
632,71,70,71,84,83
633,70,69,71,84,83
634,71,69,71,84,83
635,70,68,71,84,83
636,70,69,71,84,83
637,70,69,71,84,83
638,70,69,71,84,83
639,69,68,70,83,82
640,69,67,70,83,82
641,68,66,70,83,82
642,68,67,71,83,82
643,67,66,70,82,81
644,68,67,71,81,80
645,68,67,71,81,80
646,68,66,71,81,80
647,67,65,70,80,79
648,67,65,70,80,79
649,67,64,70,80,79
650,67,64,70,80,79
651,66,63,69,79,78
652,66,62,68,78,77
653,65,61,67,77,76
654,66,62,68,78,77
655,66,62,68,78,77
656,65,61,67,78,77
657,64,60,67,77,76
658,64,61,67,77,76
659,65,62,67,77,76
660,65,62,67,77,76
661,64,61,66,77,76
662,64,61,66,78,77
663,64,61,66,78,77
664,63,61,65,78,77
665,62,61,65,77,76
666,62,61,64,77,76
667,61,60,63,78,77
668,61,60,63,78,77
669,61,60,63,78,77
670,62,60,63,78,77
671,61,59,62,78,77
672,61,60,63,79,78
673,61,60,63,79,78
674,61,59,63,78,77
675,61,59,63,78,77
676,60,59,63,78,77
677,60,59,63,78,77
678,60,58,62,78,77
679,61,57,61,78,77
680,61,57,60,78,77
681,62,57,61,78,77
682,63,58,62,78,77
683,64,58,63,78,77
684,65,59,64,78,77
685,65,59,63,78,77
686,65,58,63,78,77
687,65,58,63,78,77
688,66,59,64,78,77
689,66,59,64,78,77
690,66,59,64,78,77
691,66,59,64,78,77
692,66,59,64,79,78
693,66,59,65,79,78
694,67,59,65,80,79
695,67,59,65,81,80
696,67,59,65,81,80
697,67,59,65,81,80
698,68,60,66,82,81
699,68,60,66,82,81
700,68,61,67,82,81
701,68,61,67,82,81
702,68,60,67,82,81
703,68,60,67,82,81
704,68,60,67,81,80
705,68,60,68,81,80
706,69,60,69,81,80
707,70,61,69,81,80
708,70,61,69,81,80
709,70,61,69,81,80
710,70,62,69,81,80
711,69,61,68,81,80
712,68,60,67,81,80
713,69,61,68,81,80
714,68,60,67,81,80
715,67,59,66,81,80
716,68,59,67,82,81
717,67,59,68,82,81
718,67,59,68,82,81
719,68,60,69,82,81
720,68,61,70,83,82
721,67,61,70,83,82
722,68,62,71,84,83
723,68,62,71,84,83
724,68,63,72,84,83
725,69,64,73,85,84
726,70,64,73,85,85
727,71,65,74,85,85
728,70,64,73,84,84
729,70,64,73,83,83
730,70,64,73,83,83
731,70,64,73,83,83
732,70,64,73,84,84
733,71,65,73,84,84
734,71,66,73,84,84
735,72,67,74,84,84
736,72,67,74,84,84
737,72,66,74,84,84
738,72,65,74,84,84
739,72,66,74,85,85
740,72,67,74,85,85
741,72,67,73,86,86
742,71,67,73,86,86
743,72,68,74,87,87
744,72,68,74,88,88
745,72,68,74,88,88
746,72,69,74,88,88
747,73,70,75,89,89
748,73,70,75,89,89
749,73,71,75,89,89
750,73,71,75,89,89
751,74,72,76,90,90
752,74,73,77,91,91
753,75,74,78,92,92
754,74,73,77,92,92
755,73,72,76,92,92
756,73,72,76,92,92
757,73,72,75,93,93
758,73,72,75,93,93
759,73,72,75,93,93
760,72,71,74,92.92929293,92.92929293
761,72,71,74,91.91919192,91.91919192
762,71,70,73,90.90909091,90.90909091
763,70,69,72,90.90909091,90.90909091
764,70,68,72,90.90909091,90.90909091
765,70,67,71,91.91919192,91.91919192
766,71,67,71,91.91919192,91.91919192
767,71,68,72,91.91919192,91.91919192
768,70,67,71,91.91919192,91.91919192
769,70,67,71,92.92929293,92.92929293
770,69,66,70,92.92929293,92.92929293
771,70,67,71,92.92929293,92.92929293
772,70,67,71,92.92929293,92.92929293
773,70,67,70,92.92929293,92.92929293
774,70,68,70,93.93939394,93.93939394
775,70,68,70,93.93939394,93.93939394
776,71,68,70,93.93939394,93.93939394
777,71,68,70,93.93939394,93.93939394
778,71,69,71,93.93939394,93.93939394
779,71,70,72,93.93939394,93.93939394
780,72,71,73,93.93939394,93.93939394
781,72,71,73,93.93939394,93.93939394
782,72,71,73,93.93939394,93.93939394
783,72,71,73,93.93939394,93.93939394
784,72,71,73,93.93939394,93.93939394
785,72,71,74,93.93939394,93.93939394
786,72,72,74,93.93939394,93.93939394
787,73,73,75,93.93939394,93.93939394
788,72,72,74,93.93939394,93.93939394
789,72,72,74,93.93939394,93.93939394
790,72,72,74,92.92929293,92.92929293
791,72,72,74,92.92929293,92.92929293
792,72,72,74,92.92929293,92.92929293
793,71,71,73,92.92929293,92.92929293
794,71,71,73,92.92929293,92.92929293
795,71,71,73,92.92929293,92.92929293
796,71,71,73,92.92929293,92.92929293
797,71,71,73,92.92929293,92.92929293
798,71,70,72,92.92929293,92.92929293
799,71,70,72,92.92929293,92.92929293
800,71,70,72,92.92929293,92.92929293
801,71,70,72,92.92929293,92.92929293
802,71,71,72,92.92929293,92.92929293
803,71,71,72,92.92929293,92.92929293
804,70,71,71,93.93939394,93.93939394
805,70,71,71,93.93939394,93.93939394
806,69,70,70,93.93939394,93.93939394
807,69,70,70,93.93939394,93.93939394
808,69,70,70,93.93939394,93.93939394
809,69,70,70,93.93939394,93.93939394
810,68,69,69,93.93939394,93.93939394
811,68,69,69,93.93939394,93.93939394
812,68,70,70,93.93939394,93.93939394
813,67,69,69,92.92929293,92.92929293
814,67,69,69,92.92929293,92.92929293
815,67,69,69,93.93939394,93.93939394
816,66,69,68,92.92929293,92.92929293
817,67,70,68,92.92929293,92.92929293
818,67,71,69,91.91919192,91.91919192
819,66,70,68,91.91919192,91.91919192
820,66,69,67,90.90909091,90.90909091
821,66,68,66,89.8989899,89.8989899
822,65,68,65,89.8989899,89.8989899
823,64,67,64,89.8989899,89.8989899
824,64,66.66666667,63.63636364,89.79591837,89.79591837
825,63,66.32653061,63.26530612,89.69072165,89.69072165
826,62,67.01030928,63.91752577,89.58333333,89.58333333
827,61,66.66666667,63.54166667,89.47368421,89.47368421
828,62,67.70833333,64.58333333,90.52631579,90.52631579
829,62,67.70833333,64.58333333,91.57894737,91.57894737
830,62,67.70833333,64.58333333,91.57894737,91.57894737
831,62,67.70833333,64.58333333,91.57894737,91.57894737
832,62,67.70833333,64.58333333,91.57894737,91.57894737
833,62,67.70833333,64.58333333,91.57894737,91.57894737
834,62,67.70833333,64.58333333,91.57894737,91.57894737
835,62,67.70833333,64.58333333,91.57894737,91.57894737
836,61,67.70833333,64.58333333,90.52631579,90.52631579
837,60,67.70833333,63.54166667,90.52631579,90.52631579
838,59,67.70833333,62.5,90.52631579,90.52631579
839,60,66.66666667,62.5,90.52631579,90.52631579
840,59,65.625,61.45833333,90.52631579,90.52631579
841,59,65.625,62.5,90.52631579,90.52631579
842,59,64.58333333,61.45833333,89.47368421,89.47368421
843,59,63.54166667,60.41666667,89.47368421,89.47368421
844,58,62.5,59.375,89.47368421,89.47368421
845,58,62.5,58.33333333,89.47368421,89.47368421
846,58,61.45833333,58.33333333,89.47368421,89.47368421
847,57,60.41666667,57.29166667,88.42105263,88.42105263
848,56,59.375,56.25,88.42105263,88.42105263
849,56,58.33333333,56.25,88.42105263,88.42105263
850,55,58.33333333,55.20833333,88.42105263,88.42105263
851,54,58.33333333,54.16666667,88.42105263,88.42105263
852,54,58.33333333,54.16666667,88.42105263,88.42105263
853,54,58.33333333,54.16666667,88.42105263,88.42105263
854,54,58.33333333,54.16666667,88.42105263,88.42105263
855,54,58.33333333,54.16666667,88.42105263,88.42105263
856,55,59.375,55.20833333,88.42105263,88.42105263
857,55,59.375,55.20833333,88.42105263,88.42105263
858,54,58.33333333,54.16666667,87.36842105,87.36842105
859,53,57.29166667,53.125,87.36842105,87.36842105
860,54,58.33333333,54.16666667,87.5,87.5
861,55,59.375,55.20833333,88.54166667,88.54166667
862,55,59.375,55.20833333,89.58333333,89.58333333
863,55,59.375,56.25,88.54166667,88.54166667
864,55,59.375,56.25,87.5,87.5
865,55,59.375,57.29166667,87.5,87.5
866,55,60.41666667,58.33333333,87.5,87.5
867,56,59.375,57.29166667,87.5,87.5
868,57,60.41666667,58.33333333,87.5,87.5
869,57,60.41666667,58.33333333,87.5,87.5
870,58,61.45833333,59.375,87.5,87.5
871,58,61.45833333,59.375,87.5,87.5
872,57,60.41666667,58.33333333,87.5,87.5
873,56,59.375,58.33333333,86.45833333,86.45833333
874,55,58.33333333,57.29166667,86.45833333,86.45833333
875,54,57.29166667,56.25,85.41666667,85.41666667
876,53,56.25,55.20833333,84.375,84.375
877,52,55.20833333,54.16666667,84.375,84.375
878,51,54.16666667,53.125,84.375,84.375
879,51,54.16666667,52.08333333,84.375,84.375
880,50,54.16666667,52.08333333,84.375,84.375
881,49,53.125,52.08333333,84.375,84.375
882,49,53.125,51.04166667,83.33333333,83.33333333
883,48,52.08333333,50,83.33333333,83.33333333
884,48,52.08333333,50,83.33333333,83.33333333
885,47,51.04166667,48.95833333,82.29166667,82.29166667
886,46,50,47.91666667,82.29166667,82.29166667
887,45,48.95833333,46.875,82.29166667,82.29166667
888,46,50,47.91666667,82.29166667,82.29166667
889,46,50,47.91666667,82.29166667,82.29166667
890,46,50,47.91666667,83.33333333,83.33333333
891,45,48.95833333,46.875,83.33333333,83.33333333
892,44,47.91666667,46.875,83.33333333,83.33333333
893,45,47.91666667,46.875,83.33333333,83.33333333
