pointer,OQ818325,PP711945,PP711912,PP711930,PP766469,PV788825
174,96.90721649,52.04081633,59.18367347,54.08163265,12.37113402,70.70707071
175,96.90721649,53.06122449,60.20408163,55.10204082,13.40206186,71.71717172
176,96.90721649,53.06122449,60.20408163,55.10204082,13.40206186,71.71717172
177,96.90721649,52.04081633,59.18367347,54.08163265,14.43298969,70.70707071
178,96.90721649,53.06122449,60.20408163,55.10204082,15.46391753,71.71717172
179,96.90721649,53.06122449,60.20408163,55.10204082,16.49484536,72.72727273
180,96.90721649,53.06122449,60.20408163,55.10204082,17.5257732,72.72727273
181,96.90721649,52.04081633,59.18367347,55.10204082,18.55670103,72.72727273
182,96.90721649,53.06122449,59.18367347,56.12244898,19.58762887,72.72727273
183,96.90721649,53.06122449,59.18367347,56.12244898,20.6185567,73.73737374
184,96.90721649,52.04081633,59.18367347,56.12244898,20.6185567,72.72727273
185,96.90721649,52.04081633,59.18367347,57.14285714,21.64948454,72.72727273
186,96.90721649,52.04081633,59.18367347,57.14285714,22.68041237,72.72727273
187,96.90721649,52.04081633,59.18367347,57.14285714,23.71134021,72.72727273
188,96.90721649,52.04081633,59.18367347,57.14285714,24.74226804,72.72727273
189,96.90721649,51.02040816,58.16326531,56.12244898,24.74226804,71.71717172
190,96.90721649,51.02040816,58.16326531,56.12244898,25.77319588,71.71717172
191,96.90721649,52.04081633,58.16326531,56.12244898,26.80412371,71.71717172
192,96.90721649,52.04081633,58.16326531,56.12244898,27.83505155,71.71717172
193,96.90721649,52.04081633,58.16326531,56.12244898,28.86597938,71.71717172
194,96.90721649,52.04081633,58.16326531,56.12244898,29.89690722,71.71717172
195,96.90721649,51.02040816,57.14285714,55.10204082,30.92783505,71.71717172
196,96.90721649,51.02040816,57.14285714,55.10204082,31.95876289,71.71717172
197,96.93877551,51.51515152,57.57575758,55.55555556,32.65306122,72.72727273
198,95.91836735,51.51515152,56.56565657,54.54545455,33.67346939,71.71717172
199,95.91836735,51.51515152,56.56565657,54.54545455,34.69387755,71.71717172
200,96.93877551,52.52525253,56.56565657,55.55555556,35.71428571,72.72727273
201,96.93877551,52.52525253,56.56565657,54.54545455,36.73469388,72.72727273
202,96.93877551,52.52525253,55.55555556,53.53535354,36.73469388,71.71717172
203,96.93877551,52.52525253,55.55555556,53.53535354,37.75510204,72.72727273
204,96.93877551,52.52525253,55.55555556,53.53535354,37.75510204,72.72727273
205,96.93877551,52.52525253,54.54545455,52.52525253,37.75510204,71.71717172
206,96.93877551,52.52525253,54.54545455,52.52525253,37.75510204,70.70707071
207,96.93877551,51.51515152,53.53535354,51.51515152,37.75510204,69.6969697
208,96.93877551,51.51515152,52.52525253,51.51515152,37.75510204,68.68686869
209,96.93877551,50.50505051,51.51515152,50.50505051,37.75510204,67.67676768
210,96.93877551,51.51515152,52.52525253,51.51515152,38.7755102,68.68686869
211,96.93877551,50.50505051,51.51515152,50.50505051,39.79591837,69.6969697
212,96.93877551,50.50505051,50.50505051,49.49494949,39.79591837,68.68686869
213,96.93877551,49.49494949,49.49494949,48.48484848,39.79591837,67.67676768
214,96.93877551,49.49494949,50.50505051,48.48484848,39.79591837,67.67676768
215,97.95918367,50.50505051,51.51515152,49.49494949,40.81632653,68.68686869
216,97.95918367,51.51515152,51.51515152,49.49494949,40.81632653,68.68686869
217,97.97979798,52,52,50,40.4040404,68.68686869
218,97.97979798,53,53,51,41.41414141,68.68686869
219,97.97979798,53,53,51,42.42424242,68.68686869
220,97.97979798,54,54,52,43.43434343,68.68686869
221,96.96969697,54,54,52,43.43434343,67.67676768
222,96.96969697,53,53,51,44.44444444,67.67676768
223,96.96969697,53,53,51,45.45454545,67.67676768
224,96.96969697,53,53,51,46.46464646,67.67676768
225,96.96969697,52,52,50,47.47474747,67.67676768
226,96.96969697,52,53,50,48.48484848,67.67676768
227,96.96969697,52,53,50,49.49494949,67.67676768
228,96.96969697,52,53,49,49.49494949,66.66666667
229,96.96969697,51,52,48,49.49494949,65.65656566
230,96.96969697,50,51,47,49.49494949,64.64646465
231,96.96969697,50,51,47,49.49494949,63.63636364
232,96.96969697,50,51,47,50.50505051,63.63636364
233,96.96969697,49,50,46,50.50505051,62.62626263
234,96.96969697,49,50,47,50.50505051,61.61616162
235,96.96969697,48,49,46,50.50505051,60.60606061
236,96.96969697,48,49,46,51.51515152,60.60606061
237,96.96969697,48,49,46,52.52525253,60.60606061
238,96.96969697,48,49,46,52.52525253,60.60606061
239,96.96969697,48,49,46,52.52525253,60.60606061
240,96.96969697,47,48,45,53.53535354,60.60606061
241,96.96969697,46,47,44,53.53535354,59.5959596
242,96.96969697,45,46,43,54.54545455,59.5959596
243,96.96969697,44,45,42,55.55555556,59.5959596
244,96.96969697,44,45,42,56.56565657,59.5959596
245,96.96969697,43,44,41,57.57575758,59.5959596
246,96.96969697,43,44,41,57.57575758,58.58585859
247,96.96969697,43,44,41,58.58585859,58.58585859
248,96.96969697,43,44,41,59.5959596,59.5959596
249,96.96969697,44,45,42,60.60606061,59.5959596
250,96.96969697,44,45,42,61.61616162,59.5959596
251,96.96969697,44,45,42,61.61616162,59.5959596
252,96.96969697,45,46,43,61.61616162,59.5959596
253,96.96969697,45,46,43,61.61616162,59.5959596
254,96.96969697,46,47,44,62.62626263,60.60606061
255,96.96969697,46,47,44,62.62626263,60.60606061
256,96.96969697,46,47,44,62.62626263,60.60606061
257,97,47,47,45,63,61
258,97,47,47,45,63,61
259,97,47,47,45,63,61
260,97,47,47,45,63,61
261,97,46,46,44,62,60
262,97,46,46,43,61,59
263,97,47,47,44,62,60
264,97,46,46,43,62,60
265,97,46,46,43,61,59
266,98,47,47,44,62,60
267,98,48,48,45,63,61
268,98,49,48,46,63,62
269,98,49,48,46,64,63
270,98,48,47,46,63,62
271,98,47,46,46,62,61
272,98,47,46,46,62,61
273,98,48,47,47,62,61
274,98,48,46,46,61,60
275,98,48,45,46,61,60
276,98,49,46,47,62,61
277,98,50,47,48,62,62
278,98,50,47,48,62,62
279,98,50,47,48,62,62
280,98,50,47,48,62,62
281,98,51,48,49,62,62
282,98,51,48,49,62,62
283,98,51,48,49,62,62
284,98,51,48,49,62,62
285,98,51,48,49,62,62
286,98,50,47,48,62,62
287,98,50,47,48,62,62
288,98,50,47,48,62,62
289,98,50,47,48,63,63
290,98,50,47,48,63,63
291,98,50,47,48,63,63
292,98,51,47,49,63,63
293,98,51,47,49,63,63
294,98,51,47,49,63,63
295,98,51,47,49,63,63
296,98,51,47,49,63,63
297,98,51,47,49,63,63
298,99,52,48,50,63,64
299,99,51,47,49,62,63
300,99,50,46,48,61,62
301,99,49,45,48,61,62
302,99,49,46,49,62,63
303,99,49,46,49,62,63
304,99,49,46,49,63,64
305,99,48,46,50,64,65
306,99,49,47,51,65,66
307,99,50,48,52,66,67
308,99,50,49,52,67,68
309,99,51,50,52,67,68
310,99,50,49,51,66,67
311,99,51,50,52,66,67
312,99,52,51,53,67,68
313,99,52,51,53,67,68
314,99,52,51,53,67,68
315,99,52,51,53,67,68
316,99,52,51,53,68,69
317,99,51,50,52,68,69
318,99,50,49,51,67,68
319,99,49,48,50,67,68
320,99,49,48,50,67,68
321,100,50,48,51,68,69
322,100,50,48,51,67,68
323,100,50,48,51,67,68
324,100,50,48,51,67,68
325,100,50,48,51,67,68
326,100,49,47,50,67,68
327,100,49,47,50,67,68
328,100,49,47,51,68,69
329,100,50,47,52,69,70
330,100,51,48,53,70,71
331,100,52,49,54,71,72
332,100,53,50,55,71,72
333,100,54,51,56,72,73
334,100,54,52,56,72,73
335,100,54,52,56,73,74
336,100,55,53,57,73,74
337,100,56,54,58,73,74
338,100,57,55,59,74,75
339,100,58,56,60,75,76
340,100,59,57,61,75,76
341,100,60,58,62,75,76
342,100,61,59,63,75,76
343,100,62,60,64,75,76
344,100,62,60,64,75,76
345,100,63,61,65,75,76
346,100,64,62,66,76,77
347,100,64,62,66,76,77
348,100,64,62,66,75,76
349,100,63,61,65,75,76
350,100,63,61.61616162,65,74,75
351,100,62,60.60606061,64,74,75
352,100,62,60.60606061,64,74,75
353,100,63,61.61616162,65,74,75
354,100,63,61.61616162,65,74,75
355,100,62,60.60606061,64,74,75
356,100,62,60.60606061,64,74,75
357,100,62,61.61616162,64,74,75
358,100,62,61.61616162,64,74,75
359,100,62,61.61616162,64,74,75
360,100,62,61.61616162,64,74,75
361,100,62,61.61616162,64,74,75
362,100,62,61.61616162,64,75,76
363,100,61,60.60606061,63,74,75
364,100,61,60.60606061,64,74,75
365,100,62,61.61616162,64,75,76
366,100,61,60.60606061,63,74,75
367,98.96907216,60,59.5959596,62,73,74
368,98.96907216,60,59.5959596,62,73,73
369,98.96907216,60,59.5959596,62,72,72
370,98.96907216,60,59.5959596,63,72,72
371,98.96907216,60,59.5959596,63,72,72
372,98.96907216,60,59.5959596,63,73,73
373,98.96907216,59,58.58585859,62,73,73
374,98.96907216,60,59.5959596,63,74,74
375,98.96907216,60,60.60606061,62,73,73
376,98.96907216,60,60.60606061,62,73,73
377,98.96907216,59,59.5959596,61,72,72
378,98.96907216,59,59.5959596,61,72,72
379,98.96907216,59,59.5959596,61,72,72
380,98.96907216,59,59.5959596,61,72,72
381,98.96907216,59,59.5959596,61,72,72
382,98.96907216,59,59.5959596,61,72,72
383,98.96907216,59,59.5959596,61,72,72
384,98.96907216,60,60.60606061,62,73,73
385,98.96907216,60,60.60606061,62,72,72
386,98.96907216,61,61.61616162,63,71,71
387,98.96907216,60,60.60606061,62,70,70
388,98.96907216,60,60.60606061,62,70,70
389,98.96907216,60,60.60606061,62,70,70
390,98.96907216,59,59.5959596,61,69,69
391,98.96907216,58,58.58585859,60,68,68
392,98.96907216,58,59.5959596,60,68,68
393,98.96907216,58,59.5959596,60,68,68
394,98.96907216,57,58.58585859,59,67,67
395,98.96907216,58,58.58585859,60,66,66
396,98.96907216,58,58.58585859,60,65,65
397,98.96907216,57,57.57575758,59,64,64
398,98.96907216,57,56.56565657,58,63,63
399,98.96907216,57,56.56565657,58,63,63
400,98.96907216,58,57.57575758,59,64,64
401,98.96907216,58,57.57575758,59,64,64
402,98.96907216,58,56.56565657,58,63,63
403,98.96907216,57,55.55555556,57,62,62
404,98.96907216,56,54.54545455,56,62,62
405,98.96907216,57,55.55555556,56,62,62
406,98.96907216,57,55.55555556,56,62,62
407,98.96907216,56,54.54545455,55,62,62
408,98.96907216,56,54.54545455,55,62,62
409,98.96907216,56,54.54545455,56,63,63
410,98.96907216,56,54.54545455,57,64,64
411,98.96907216,56,54.54545455,57,64,64
412,98.96907216,55,53.53535354,56,63,63
413,98.96907216,56,54.54545455,56,63,63
414,98.96907216,56,53.53535354,57,64,64
415,98.96907216,56,53.53535354,56,64,64
416,98.96907216,55,52.52525253,55,63,63
417,98.96907216,55,52.52525253,55,64,64
418,98.96907216,56,53.53535354,56,65,65
419,98.96907216,57,54.54545455,57,65,65
420,98.96907216,57,54.54545455,57,65,65
421,98.96907216,56,54.54545455,56,65,65
422,98.97959184,57,55.55555556,57,66,66
423,98.97959184,57,55.55555556,57,66,66
424,98.97959184,57,55.55555556,57,66,66
425,98.97959184,58,56.56565657,58,66,66
426,98.97959184,59,57.57575758,59,66,66
427,98.97959184,58,56.56565657,58,66,66
428,98.97959184,58,56.56565657,58,66,66
429,98.97959184,58,57.57575758,58,66,66
430,98.97959184,57,56.56565657,57,66,66
431,98.97959184,57,56.56565657,57,66,66
432,98.97959184,57,56.56565657,57,66,66
433,98.97959184,56,55.55555556,56,66,66
434,98.97959184,57,55.55555556,56,67,67
435,98.97959184,58,56.56565657,57,67,67
436,98.97959184,58,56.56565657,57,67,67
437,98.97959184,58,56.56565657,57,67,67
438,98.97959184,58,56.56565657,57,66,66
439,98.97959184,58,56.56565657,57,66,66
440,98.97959184,58,56.56565657,57,66,66
441,98.97959184,58,56.56565657,57,67,67
442,98.97959184,58,56.56565657,57,67,67
443,98.97959184,58,56.56565657,57,67,67
444,98.97959184,58,56.56565657,57,67,67
445,98.97959184,57,55.55555556,57,66,66
446,98.97959184,57,54.54545455,57,66,65
447,98.97959184,57,53.53535354,56,65,64
448,98.97959184,57,53.53535354,56,65,64
449,98.97959184,58,54.54545455,56,65,64
450,98.98989899,58,55,57,66,65
451,98.98989899,58,56,57,65,64
452,98.98989899,57,55,56,64,63
453,98.98989899,56,54,56,64,62
454,98.98989899,55,53,55,63,61
455,98.98989899,56,53,56,62,60
456,98.98989899,56,53,56,62,60
457,98.98989899,56,53,56,62,60
458,99,56,53,56,62,60
459,99,57,54,57,63,61
460,99,58,55,58,64,62
461,99,59,56,59,65,63
462,99,59,56,59,64,62
463,99,59,56,59,64,62
464,99,59,56,59,64,61
465,99,58,56,59,63,60
466,99,58,56,59,63,60
467,100,58,57,60,64,61
468,100,57,56,59,64,62
469,100,57,56,59,64,62
470,100,57,56,58,64,63
471,100,57,56,58,64,63
472,100,57,56,58,63,62
473,100,58,57,59,64,63
474,100,57,56,58,64,63
475,100,57,56,59,65,64
476,100,57,56,59,65,64
477,100,57,56,59,66,65
478,100,57,56,59,66,65
479,100,57,56,59,66,65
480,100,56,55,58,66,64
481,100,56,55,58,66,64
482,100,56,55,58,66,64
483,100,56,55,58,66,64
484,100,55,54,57,65,63
485,100,55,54,57,66,64
486,100,55,54,57,67,65
487,100,56,55,58,68,66
488,100,55,54,57,68,66
489,100,56,55,58,68,66
490,100,56,55,58,69,67
491,100,57,56,59,70,68
492,100,57,56,59,69,67
493,100,57,56,59,69,67
494,100,58,57,60,69,67
495,100,57,57,59,69,67
496,100,58,58,60,70,68
497,100,59,59,61,71,69
498,100,59,60,62,72,70
499,100,60,61,63,73,71
500,100,60,61,63,73,71
501,100,61,62,64,73,71
502,100,62,63,65,74,72
503,100,63,64,66,75,73
504,100,64,65,67,75,73
505,100,63,64,66,75,73
506,100,63,64,66,75,73
507,100,64,65,67,75,73
508,100,63,64,66,75,73
509,100,62,63,65,75,73
510,100,62,63,64,75,73
511,100,61,62,63,74,72
512,100,62,63,63,75,73
513,100,61,62,64,76,74
514,100,61,62,63,75,73
515,100,61,62,63,74,72
516,100,62,63,63,74,72
517,100,63,64,64,73,71
518,100,62,63,64,73,71
519,100,62,63,64,73,71
520,100,61,62,63,73,71
521,100,62,63,64,73,71
522,100,61,62,63,73,71
523,100,60,61,62,73,71
524,100,59,60,61,73,71
525,100,59,60,61,73,71
526,100,58,59,60,72,71
527,100,58,59,60,71,70
528,100,57.57575758,58.58585859,59.5959596,70,69
529,100,56.56565657,57.57575758,58.58585859,70,69
530,100,56.56565657,57.57575758,58.58585859,69,69
531,100,55.55555556,56.56565657,57.57575758,69,69
532,100,55.55555556,56.56565657,56.56565657,69,69
533,100,55.55555556,56.56565657,56.56565657,68,68
534,100,54.54545455,55.55555556,55.55555556,68,67
535,100,53.53535354,54.54545455,54.54545455,67,66
536,100,52.52525253,53.53535354,53.53535354,67,66
537,100,51.51515152,52.52525253,52.52525253,67,66
538,100,50.50505051,51.51515152,51.51515152,68,67
539,100,50.50505051,50.50505051,51.51515152,67,66
540,100,49.49494949,49.49494949,50.50505051,66,65
541,100,48.48484848,48.48484848,49.49494949,66,65
542,100,47.47474747,47.47474747,48.48484848,65,64
543,100,46.46464646,46.46464646,47.47474747,64,63
544,100,45.45454545,45.45454545,46.46464646,64,63
545,100,46.46464646,46.46464646,46.46464646,65,64
546,100,45.45454545,46.46464646,45.45454545,64.64646465,64.64646465
547,100,44.44444444,46.46464646,45.91836735,65.30612245,65.30612245
548,100,44.44444444,46.46464646,46.39175258,65.97938144,65.97938144
549,100,44.44444444,45.45454545,47.42268041,64.94845361,64.94845361
550,100,44.44444444,44.44444444,46.39175258,64.94845361,64.94845361
551,100,44.44444444,43.43434343,46.39175258,65.97938144,65.97938144
552,100,45.45454545,44.44444444,47.42268041,67.01030928,67.01030928
553,100,45.45454545,44.44444444,46.39175258,67.01030928,68.04123711
554,100,46.46464646,45.45454545,47.42268041,68.04123711,69.07216495
555,100,46.46464646,46.46464646,47.42268041,69.07216495,70.10309278
556,100,45.45454545,45.45454545,46.39175258,69.07216495,70.10309278
557,100,45.45454545,45.45454545,46.39175258,69.07216495,70.10309278
558,100,46.46464646,46.46464646,47.42268041,70.10309278,71.13402062
559,100,46.46464646,46.46464646,47.42268041,70.10309278,71.13402062
560,100,46.46464646,46.46464646,47.42268041,70.10309278,71.13402062
561,100,46.46464646,46.46464646,47.42268041,70.10309278,71.13402062
562,100,47.47474747,47.47474747,48.45360825,71.13402062,72.16494845
563,100,48.48484848,48.48484848,49.48453608,71.13402062,72.16494845
564,100,49.49494949,49.49494949,49.48453608,71.13402062,73.19587629
565,100,49.49494949,48.48484848,49.48453608,72.16494845,74.22680412
566,100,50.50505051,49.49494949,50.51546392,73.19587629,75.25773196
567,100,51.51515152,49.49494949,50.51546392,73.19587629,75.25773196
568,100,52.52525253,50.50505051,51.54639175,74.22680412,75.25773196
569,98.95833333,52.52525253,51.51515152,51.54639175,75.25773196,76.28865979
570,98.95833333,53.53535354,51.51515152,51.54639175,75.25773196,75.25773196
571,98.95833333,53.53535354,51.51515152,51.54639175,76.28865979,76.28865979
572,97.91666667,53.53535354,51.51515152,51.54639175,76.28865979,76.28865979
573,97.91666667,53.53535354,51.51515152,51.54639175,75.25773196,75.25773196
574,97.91666667,54.54545455,52.52525253,52.57731959,74.22680412,74.22680412
575,97.91666667,54.54545455,52.52525253,52.57731959,73.19587629,73.19587629
576,97.91666667,54.54545455,52.52525253,52.57731959,73.19587629,73.19587629
577,97.91666667,55.55555556,53.53535354,53.60824742,73.19587629,73.19587629
578,97.91666667,54.54545455,52.52525253,52.57731959,73.19587629,73.19587629
579,97.91666667,54.54545455,52.52525253,52.57731959,73.19587629,73.19587629
580,97.91666667,54.54545455,52.52525253,52.57731959,73.19587629,74.22680412
581,97.91666667,53.53535354,51.51515152,51.54639175,73.19587629,74.22680412
582,97.91666667,52.52525253,50.50505051,50.51546392,73.19587629,74.22680412
583,97.91666667,51.51515152,49.49494949,49.48453608,72.16494845,73.19587629
584,97.91666667,52.52525253,50.50505051,50.51546392,72.16494845,74.22680412
585,97.91666667,52.52525253,50.50505051,50.51546392,72.16494845,74.22680412
586,97.91666667,52.52525253,50.50505051,50.51546392,72.16494845,74.22680412
587,97.91666667,52.52525253,50.50505051,50.51546392,72.16494845,74.22680412
588,97.91666667,52.52525253,50.50505051,51.54639175,72.16494845,74.22680412
589,97.91666667,51.51515152,49.49494949,51.54639175,72.16494845,74.22680412
590,97.91666667,52.52525253,50.50505051,51.54639175,71.13402062,73.19587629
591,97.91666667,51.51515152,49.49494949,50.51546392,70.10309278,72.16494845
592,97.91666667,51.51515152,49.49494949,49.48453608,71.13402062,73.19587629
593,97.91666667,51.51515152,49.49494949,48.45360825,71.13402062,72.16494845
594,97.91666667,51.51515152,49.49494949,48.45360825,72.16494845,73.19587629
595,97.91666667,51.51515152,49.49494949,48.45360825,73.19587629,74.22680412
596,97.91666667,51.51515152,48.48484848,47.42268041,72.16494845,73.19587629
597,97.91666667,50.50505051,47.47474747,46.39175258,72.16494845,73.19587629
598,97.91666667,49.49494949,46.46464646,45.36082474,71.13402062,72.16494845
599,97.91666667,49.49494949,46.46464646,45.36082474,70.10309278,72.16494845
600,97.91666667,49.49494949,46.46464646,45.36082474,70.10309278,72.16494845
601,97.91666667,49.49494949,46.46464646,45.36082474,70.10309278,72.16494845
602,97.91666667,48.48484848,46.46464646,44.32989691,69.07216495,71.13402062
603,97.91666667,48.48484848,46.46464646,44.32989691,69.07216495,71.13402062
604,97.91666667,47.47474747,45.45454545,43.29896907,69.07216495,71.13402062
605,96.875,47.47474747,45.45454545,43.29896907,69.07216495,71.13402062
606,96.875,46.46464646,44.44444444,42.26804124,69.07216495,71.13402062
607,96.875,45.45454545,43.43434343,41.2371134,68.04123711,70.10309278
