pointer,OQ818340,OQ818345,OQ818347,OQ818348,KX759618.1,KX759619.1,KX759621.1,KX759622.1,KX759623.1,NC_033776.1
1039,93.75,4.166666667,64.64646465,51.54639175,67.70833333,79.16666667,67.70833333,66.66666667,75,66.66666667
1040,92.70833333,4.166666667,64.64646465,52.57731959,67.70833333,80.20833333,67.70833333,66.66666667,76.04166667,66.66666667
1041,92.70833333,4.166666667,64.64646465,52.57731959,67.70833333,80.20833333,67.70833333,66.66666667,76.04166667,66.66666667
1042,92.70833333,4.166666667,65.65656566,53.60824742,67.70833333,80.20833333,67.70833333,66.66666667,76.04166667,66.66666667
1043,91.66666667,4.166666667,65.65656566,54.63917526,68.75,79.16666667,68.75,67.70833333,76.04166667,67.70833333
1044,91.66666667,4.166666667,65.65656566,54.63917526,68.75,79.16666667,68.75,67.70833333,76.04166667,67.70833333
1045,90.625,4.166666667,65.65656566,54.63917526,67.70833333,79.16666667,67.70833333,67.70833333,76.04166667,67.70833333
1046,89.58333333,4.166666667,66.66666667,54.63917526,68.75,80.20833333,68.75,68.75,77.08333333,68.75
1047,90.625,4.166666667,66.66666667,54.63917526,68.75,79.16666667,68.75,68.75,77.08333333,68.75
1048,90.625,4.166666667,65.65656566,53.60824742,67.70833333,79.16666667,67.70833333,67.70833333,77.08333333,67.70833333
1049,90.625,4.166666667,65.65656566,53.60824742,67.70833333,79.16666667,67.70833333,67.70833333,77.08333333,67.70833333
1050,91.66666667,4.166666667,65.65656566,54.63917526,67.70833333,78.125,67.70833333,67.70833333,77.08333333,67.70833333
1051,91.66666667,4.166666667,66.66666667,54.63917526,67.70833333,78.125,67.70833333,67.70833333,77.08333333,67.70833333
1052,91.66666667,4.166666667,66.66666667,54.63917526,67.70833333,77.08333333,67.70833333,67.70833333,76.04166667,67.70833333
1053,92.70833333,4.166666667,67.67676768,54.63917526,68.75,78.125,68.75,68.75,77.08333333,68.75
1054,91.66666667,4.166666667,66.66666667,53.60824742,68.75,78.125,68.75,68.75,77.08333333,68.75
1055,90.625,4.166666667,66.66666667,52.57731959,67.70833333,77.08333333,67.70833333,67.70833333,76.04166667,67.70833333
1056,90.72164948,4.12371134,66.66666667,52.04081633,68.04123711,76.28865979,68.04123711,68.04123711,75.25773196,68.04123711
1057,90.72164948,4.12371134,66.66666667,51.02040816,68.04123711,76.28865979,68.04123711,68.04123711,75.25773196,68.04123711
1058,90.72164948,4.12371134,66.66666667,50,68.04123711,76.28865979,68.04123711,68.04123711,75.25773196,68.04123711
1059,90.72164948,4.12371134,65.65656566,48.97959184,67.01030928,75.25773196,67.01030928,68.04123711,75.25773196,68.04123711
1060,90.72164948,4.12371134,64.64646465,48.97959184,67.01030928,75.25773196,67.01030928,68.04123711,75.25773196,68.04123711
1061,90.72164948,4.12371134,63.63636364,47.95918367,67.01030928,75.25773196,67.01030928,68.04123711,75.25773196,68.04123711
1062,90.72164948,4.12371134,63.63636364,47.95918367,68.04123711,76.28865979,68.04123711,69.07216495,76.28865979,69.07216495
1063,90.72164948,4.12371134,63.63636364,46.93877551,67.01030928,75.25773196,67.01030928,69.07216495,75.25773196,69.07216495
1064,89.69072165,4.12371134,62.62626263,45.91836735,65.97938144,74.22680412,65.97938144,69.07216495,74.22680412,69.07216495
1065,89.79591837,4.081632653,63,45.91836735,66.32653061,74.48979592,66.32653061,69.3877551,74.48979592,69.3877551
1066,89.79591837,4.081632653,62,44.89795918,66.32653061,74.48979592,66.32653061,69.3877551,74.48979592,69.3877551
1067,89.79591837,3.06122449,61,43.87755102,66.32653061,74.48979592,66.32653061,69.3877551,74.48979592,69.3877551
1068,89.8989899,3.03030303,61,43.43434343,66.66666667,74.74747475,66.66666667,69.6969697,74.74747475,69.6969697
1069,90,3,61,43,67,75,67,70,75,70
1070,91,3,61,43,68,75,68,71,76,71
1071,91,3,60,43,67,75,67,70,75,70
1072,90,3,59,42,66,74,66,69,74,69
1073,89,3,59,42,66,74,66,69,74,69
1074,89,3,60,43,67,74,67,70,74,70
1075,89,3,60,42,67,74,67,70,74,70
1076,89,3,59,41,66,74,66,69,74,69
1077,88,3,59,40,66,74,66,69,74,69
1078,88,3,59,40,66,74,66,69,74,69
1079,88,3,59,40,65,74,65,68,74,68
1080,87,3,58,39,64,73,64,67,73,67
1081,86,3,58,39,64,72,64,67,72,67
1082,86,3,58,40,63,71,63,66,71,66
1083,85,3,57,39,62,70,62,65,70,65
1084,85,3,57,40,63,71,63,66,71,66
1085,84,3,58,40,64,70,64,67,71,67
1086,84,3,58,40,64,70,64,67,72,67
1087,84,3,58,39,64,70,64,67,72,67
1088,84,3,58,39,64,70,64,67,72,67
1089,83,3,58,40,64,69,64,67,71,67
1090,83,3,58,40,65,69,65,68,71,68
1091,82,3,58,41,64,68,64,67,70,67
1092,82,3,59,42,65,69,65,68,71,68
1093,82,2,58,41,65,69,65,68,71,68
1094,82,2,59,41,66,69,66,69,71,69
1095,81,2,59,41,66,69,66,69,71,69
1096,81,2,59,41,65,69,65,68,70,68
1097,80,2,58,40,64,69,64,67,70,67
1098,80,1,59,40,65,69,65,68,70,68
1099,80,0,59,39,65,69,65,68,70,68
1100,80,0,60,39,66,70,66,69,71,69
1101,80,0,60,39,66,70,66,69,71,69
1102,80,0,60,40,67,71,67,70,72,70
1103,80,0,59,40,66,70,66,69,71,69
1104,79,0,58,39,65,69,65,68,70,68
1105,78,0,58,38,65,70,65,68,70,68
1106,78,0,58,38,65,70,65,68,70,68
1107,78,0,57,37,64,69,64,67,69,67
1108,78,0,57,37,64,68,64,67,69,67
1109,78,0,56,36,63,67,63,66,68,66
1110,78,0,55,35,62,67,62,65,68,65
1111,78,0,55,36,62,68,62,65,69,65
1112,77,0,54,36,62,68,62,65,69,65
1113,76,0,53,36,61,67,61,64,68,64
1114,76,0,53,36,61,67,61,64,68,64
1115,75,0,52,36,60,66,60,63,67,63
1116,74,0,51,36,60,65,60,63,66,63
1117,73,0,50,35,59,64,59,62,65,62
1118,72,0,49,34,58,63,58,61,64,61
1119,72,0,48,33,58,62,58,60,63,60
1120,71,0,47,34,57,61,57,59,62,59
1121,70,0,48,33,57,62,57,59,62,59
1122,70,0,48,34,57,62,57,59,62,59
1123,70,0,47,33,56,62,56,58,61,58
1124,69,0,47,33,56,61,56,58,60,58
1125,68,0,46,33,55,61,55,58,60,58
1126,68,0,45,32,54,60,54,57,59,57
1127,67,0,44,32,53,60,53,57,59,57
1128,68,0,45,33,53,61,53,57,59,57
1129,68,0,46,33,52,60,52,56,58,56
1130,68,0,45,32,53,61,53,56,57,56
1131,68,0,44,31,53,60,53,56,57,56
1132,68,0,44,31,53,60,53,56,57,56
1133,68,0,44,32,53,60,53,56,57,56
1134,68,0,45,33,54,61,54,57,58,57
1135,68,0,46,33,54,62,54,58,58,58
1136,68,0,46,33,54,62,54,58,59,58
1137,68,0,46,33,53,62,53,58,60,58
1138,68,0,46,33,53,62,53,58,60,58
1139,68,0,46,33,53,62,53,58,60,58
1140,68,0,46,32,53,61,53,58,59,58
1141,68,0,45,32,52,61,52,57,59,57
1142,68,0,45,32,52,61,52,57,59,57
1143,69,0,44,31,51,61,51,56,59,56
1144,69,0,43,31,51,61,51,56,59,56
1145,70,0,42,31,52,61,52,56,59,56
1146,71,0,41,31,52,61,52,56,59,56
1147,71,0,42,32,53,62,53,57,60,57
1148,71,0,42,32,53,62,53,57,60,57
1149,71,0,42,31,54,62,54,57,60,57
1150,71,0,42,30,54,62,54,57,60,57
1151,71,0,42,31,53,61,53,56,59,56
1152,70,0,43,31,54,62,54,57,59,57
1153,70,0,43,32,54,61,54,57,59,57
1154,70,0,43,32,53,60,53,56,58,56
1155,71,0,44,33,54,61,54,57,59,57
1156,71,0,45,33,54,62,54,57,60,57
1157,71,0,44,33,53,61,53,56,59,56
1158,71,1,44,34,53,61,53,55,59,55
1159,71,2,44,34,54,61,54,54,58,54
1160,71,2,45,34,54,61,54,54,58,54
1161,71,2,45,34,54,61,54,54,58,54
1162,71,2,46,35,54,61,54,54,58,54
1163,71,2,46,35,54,62,54,53,59,53
1164,72,2,46,35,54,62,54,52,59,52
1165,72,2,46,35,54,62,54,52,59,52
1166,72,2,47,36,54,61,54,52,59,52
1167,72,3,47,37,53,60,53,51,58,51
1168,72,3,47,37,52,59,52,50,57,50
1169,72,3,48,38,52,59,52,50,57,50
1170,72,3,49,39,52,59,52,50,57,50
1171,72,3,50,40,52,59,52,50,58,50
1172,72,3,51,40,53,59,53,50,58,50
1173,73,3,51,40,53,59,53,50,58,50
1174,73,3,51,40,52,59,52,50,58,50
1175,73,3,50,40,51,58,51,49,57,49
1176,73,3,50,41,51,57,51,49,56,49
1177,74,3,49,41,50,57,50,48,56,48
1178,74,3,48,40,49,56,49,47,55,47
1179,74,3,48,39,50,56,50,47,54,47
1180,75,3,49,40,51,57,51,48,55,48
1181,76,3,50,40,52,58,52,48,55,48
1182,76,3,50,40,53,59,53,49,56,49
1183,77,3,51,41,54,60,54,50,57,50
1184,77,3,51,40,54,60,54,50,57,50
1185,78,3,51,41,54,61,54,50,57,50
1186,78,3,51,41,54,61,54,50,57,50
1187,78,3,51,42,54,61,54,50,57,50
1188,78,3,51,42,54,61,54,50,57,50
1189,79,3,51,42,54,62,54,50,58,50
1190,79,3,51,43,54,62,54,50,58,50
1191,80,3,51,42,54,63,54,50,59,50
1192,80,3,50,41,53,62,53,49,58,49
1193,79,3,50,42,52,61,52,48,57,48
1194,79,3,50,42,52,60,52,48,56,48
1195,80,3,50,42,53,60,53,49,56,49
1196,80,3,50,41,54,60,54,50,57,50
1197,81,3,51,42,55,60,55,51,57,51
1198,81,3,51,42,55,60,55,51,57,51
1199,81,3,51,42,55,60,55,50,57,50
1200,81,3,51,42,55,60,55,50,57,50
1201,81,3,50,42,55,60,55,50,57,50
1202,81,3,50,41,55,60,55,50,57,50
1203,81,3,50,41,56,61,56,51,58,51
1204,82,3,51,41,57,62,57,52,59,52
1205,83,3,51,41,57,61,57,52,59,52
1206,83,3,50,41,56,61,56,51,59,51
1207,83,3,51,42,57,62,57,52,60,52
1208,83,3,51,42,57,62,57,52,60,52
1209,83,3,52,43,58,63,58,53,61,53
1210,83,3,53,44,59,63,59,54,61,54
1211,83,3,54,43,60,63,60,55,61,55
1212,83,3,55,44,61,64,61,56,62,56
1213,84,3,55,45,62,65,62,57,63,57
1214,83,3,54,44,61,64,61,56,62,56
1215,84,3,54,43,61,64,61,56,62,56
1216,85,3,54,43,60,65,60,55,63,55
1217,86,3,54,43,60,65,60,55,64,55
1218,86.86868687,3.03030303,54.54545455,43,60.60606061,65.65656566,60.60606061,55.55555556,64.64646465,55.55555556
1219,86.73469388,3.06122449,55.10204082,43,60.20408163,66.32653061,60.20408163,56.12244898,65.30612245,56.12244898
1220,87.75510204,3.06122449,55.10204082,42,60.20408163,66.32653061,60.20408163,56.12244898,65.30612245,56.12244898
1221,88.7755102,3.06122449,55.10204082,42,61.2244898,66.32653061,61.2244898,57.14285714,66.32653061,57.14285714
1222,88.7755102,3.06122449,55.10204082,41,60.20408163,66.32653061,60.20408163,56.12244898,66.32653061,56.12244898
1223,88.7755102,3.06122449,56.12244898,41,61.2244898,66.32653061,61.2244898,56.12244898,67.34693878,56.12244898
1224,89.79591837,3.06122449,55.10204082,41,61.2244898,67.34693878,61.2244898,56.12244898,67.34693878,56.12244898
1225,89.79591837,3.06122449,55.10204082,41,61.2244898,66.32653061,61.2244898,55.10204082,66.32653061,55.10204082
1226,88.7755102,3.06122449,55.10204082,41,61.2244898,66.32653061,61.2244898,55.10204082,66.32653061,55.10204082
1227,88.7755102,3.06122449,55.10204082,41,62.24489796,65.30612245,62.24489796,55.10204082,65.30612245,55.10204082
1228,88.7755102,3.06122449,55.10204082,41,63.26530612,65.30612245,63.26530612,56.12244898,65.30612245,56.12244898
1229,88.7755102,3.06122449,55.10204082,41,64.28571429,66.32653061,64.28571429,56.12244898,66.32653061,56.12244898
1230,88.7755102,3.06122449,56.12244898,42,64.28571429,66.32653061,64.28571429,57.14285714,67.34693878,57.14285714
1231,88.7755102,3.06122449,57.14285714,43,64.28571429,67.34693878,64.28571429,57.14285714,67.34693878,57.14285714
1232,88.7755102,3.06122449,57.14285714,43,64.28571429,67.34693878,64.28571429,57.14285714,67.34693878,57.14285714
1233,88.7755102,3.06122449,57.14285714,43,64.28571429,67.34693878,64.28571429,57.14285714,67.34693878,57.14285714
1234,87.75510204,3.06122449,56.12244898,43,63.26530612,66.32653061,63.26530612,56.12244898,66.32653061,56.12244898
1235,87.75510204,3.06122449,56.12244898,44,63.26530612,66.32653061,63.26530612,56.12244898,66.32653061,56.12244898
1236,86.73469388,3.06122449,56.12244898,45,62.24489796,66.32653061,62.24489796,55.10204082,65.30612245,55.10204082
1237,86.73469388,3.06122449,57.14285714,46,63.26530612,67.34693878,63.26530612,55.10204082,65.30612245,55.10204082
1238,86.73469388,3.06122449,57.14285714,45,63.26530612,67.34693878,63.26530612,54.08163265,65.30612245,54.08163265
1239,86.73469388,3.06122449,57.14285714,45,63.26530612,67.34693878,63.26530612,54.08163265,65.30612245,54.08163265
1240,87.75510204,3.06122449,57.14285714,45,63.26530612,67.34693878,63.26530612,54.08163265,65.30612245,54.08163265
1241,87.75510204,3.06122449,58.16326531,45,63.26530612,66.32653061,63.26530612,54.08163265,64.28571429,54.08163265
1242,87.75510204,3.06122449,58.16326531,45,63.26530612,66.32653061,63.26530612,54.08163265,64.28571429,54.08163265
1243,87.75510204,3.06122449,59.18367347,46,64.28571429,67.34693878,64.28571429,55.10204082,65.30612245,55.10204082
1244,87.75510204,3.06122449,60.20408163,46,64.28571429,67.34693878,64.28571429,55.10204082,65.30612245,55.10204082
1245,87.75510204,3.06122449,61.2244898,46,64.28571429,67.34693878,64.28571429,55.10204082,65.30612245,55.10204082
1246,87.75510204,3.06122449,62.24489796,46,64.28571429,67.34693878,64.28571429,55.10204082,65.30612245,55.10204082
1247,87.75510204,3.06122449,62.24489796,46,63.26530612,67.34693878,63.26530612,54.08163265,65.30612245,54.08163265
1248,87.75510204,3.06122449,63.26530612,47,64.28571429,67.34693878,64.28571429,55.10204082,65.30612245,55.10204082
1249,87.75510204,3.06122449,64.28571429,48,64.28571429,68.36734694,64.28571429,56.12244898,66.32653061,56.12244898
1250,87.75510204,3.06122449,65.30612245,49,64.28571429,69.3877551,64.28571429,57.14285714,67.34693878,57.14285714
1251,87.75510204,3.06122449,65.30612245,49,65.30612245,70.40816327,65.30612245,58.16326531,68.36734694,58.16326531
1252,88.7755102,3.06122449,65.30612245,50,65.30612245,70.40816327,65.30612245,58.16326531,69.3877551,58.16326531
1253,88.7755102,3.06122449,65.30612245,50,65.30612245,71.42857143,65.30612245,58.16326531,69.3877551,58.16326531
1254,89.79591837,3.06122449,66.32653061,51,66.32653061,72.44897959,66.32653061,59.18367347,70.40816327,59.18367347
1255,89.79591837,3.06122449,66.32653061,51,66.32653061,72.44897959,66.32653061,59.18367347,70.40816327,59.18367347
1256,89.79591837,3.06122449,66.32653061,51,66.32653061,72.44897959,66.32653061,59.18367347,70.40816327,59.18367347
1257,89.79591837,3.06122449,67.34693878,51,67.34693878,73.46938776,67.34693878,60.20408163,71.42857143,60.20408163
1258,88.7755102,2.040816327,66.32653061,50,66.32653061,72.44897959,66.32653061,60.20408163,70.40816327,60.20408163
1259,87.75510204,1.020408163,67.34693878,50,65.30612245,72.44897959,65.30612245,60.20408163,70.40816327,60.20408163
1260,86.73469388,1.020408163,67.34693878,50,65.30612245,72.44897959,65.30612245,60.20408163,69.3877551,60.20408163
1261,86.73469388,1.020408163,68.36734694,50,65.30612245,72.44897959,65.30612245,60.20408163,68.36734694,60.20408163
1262,86.73469388,1.020408163,68.36734694,49,65.30612245,71.42857143,65.30612245,59.18367347,68.36734694,59.18367347
1263,86.73469388,1.020408163,68.36734694,50,66.32653061,71.42857143,66.32653061,60.20408163,68.36734694,60.20408163
1264,86.73469388,1.020408163,69.3877551,50,67.34693878,72.44897959,67.34693878,61.2244898,69.3877551,61.2244898
1265,86.73469388,1.020408163,69.3877551,50,67.34693878,72.44897959,67.34693878,61.2244898,69.3877551,61.2244898
1266,86.73469388,1.020408163,69.3877551,50,67.34693878,72.44897959,67.34693878,61.2244898,68.36734694,61.2244898
1267,86.73469388,1.020408163,70.40816327,50,68.36734694,73.46938776,68.36734694,62.24489796,69.3877551,62.24489796
1268,86.73469388,1.020408163,71.42857143,51,69.3877551,74.48979592,69.3877551,63.26530612,70.40816327,63.26530612
1269,86.73469388,2.040816327,71.42857143,51,69.3877551,74.48979592,69.3877551,63.26530612,70.40816327,63.26530612
1270,86.73469388,2.040816327,70.40816327,51,68.36734694,74.48979592,68.36734694,63.26530612,70.40816327,63.26530612
1271,86.73469388,2.040816327,70.40816327,51,69.3877551,74.48979592,69.3877551,64.28571429,70.40816327,64.28571429
1272,86.73469388,2.040816327,69.3877551,51,68.36734694,75.51020408,68.36734694,65.30612245,71.42857143,65.30612245
1273,86.73469388,2.040816327,69.3877551,51,68.36734694,75.51020408,68.36734694,65.30612245,71.42857143,65.30612245
1274,86.73469388,2.040816327,69.3877551,51,69.3877551,75.51020408,69.3877551,65.30612245,71.42857143,65.30612245
1275,85.71428571,2.040816327,69.3877551,51,69.3877551,75.51020408,69.3877551,65.30612245,71.42857143,65.30612245
1276,85.71428571,2.040816327,70.40816327,51,70.40816327,76.53061224,70.40816327,66.32653061,72.44897959,66.32653061
1277,85.71428571,2.040816327,71.42857143,52,71.42857143,76.53061224,71.42857143,67.34693878,72.44897959,67.34693878
1278,85.71428571,2.040816327,71.42857143,53,72.44897959,76.53061224,72.44897959,67.34693878,72.44897959,67.34693878
1279,85.71428571,2.040816327,71.42857143,54,72.44897959,75.51020408,72.44897959,68.36734694,72.44897959,68.36734694
1280,85.71428571,2.040816327,71.42857143,54,72.44897959,74.48979592,72.44897959,68.36734694,71.42857143,68.36734694
1281,85.71428571,2.040816327,71.42857143,54,72.44897959,74.48979592,72.44897959,69.3877551,72.44897959,69.3877551
1282,85.71428571,2.040816327,71.42857143,54,72.44897959,74.48979592,72.44897959,69.3877551,72.44897959,69.3877551
1283,85.71428571,2.040816327,70.40816327,53,72.44897959,74.48979592,72.44897959,69.3877551,72.44897959,69.3877551
1284,85.71428571,2.040816327,70.40816327,54,72.44897959,74.48979592,72.44897959,69.3877551,72.44897959,69.3877551
1285,85.71428571,2.040816327,69.3877551,53,72.44897959,74.48979592,72.44897959,69.3877551,72.44897959,69.3877551
1286,85.71428571,2.040816327,69.3877551,53,72.44897959,74.48979592,72.44897959,69.3877551,72.44897959,69.3877551
1287,85.71428571,2.040816327,68.36734694,53,71.42857143,74.48979592,71.42857143,68.36734694,72.44897959,68.36734694
1288,85.71428571,2.040816327,67.34693878,53,71.42857143,74.48979592,71.42857143,68.36734694,72.44897959,68.36734694
1289,85.71428571,2.040816327,67.34693878,53,71.42857143,74.48979592,71.42857143,68.36734694,72.44897959,68.36734694
1290,85.71428571,2.040816327,67.34693878,52,70.40816327,74.48979592,70.40816327,67.34693878,72.44897959,67.34693878
1291,85.71428571,2.040816327,68.36734694,53,71.42857143,74.48979592,71.42857143,68.36734694,72.44897959,68.36734694
1292,85.71428571,2.040816327,69.3877551,54,72.44897959,75.51020408,72.44897959,69.3877551,73.46938776,69.3877551
