pointer,NC_033818.1
500,68.0
501,69.0
502,69.0
503,69.0
504,70.0
505,71.0
506,70.0
507,69.0
508,69.0
509,69.0
510,68.0
511,69.0
512,69.0
513,68.0
514,68.0
515,68.0
516,68.0
517,68.0
518,68.0
519,69.0
520,68.0
521,67.0
522,68.0
523,67.0
524,66.0
525,66.0
526,65.0
527,66.0
528,65.0
529,64.0
530,64.0
531,64.0
532,64.0
533,63.0
534,63.0
535,62.0
536,61.0
537,61.0
538,61.0
539,61.0
540,60.0
541,60.0
542,61.0
543,60.0
544,61.0
545,62.0
546,62.0
547,63.0
548,63.0
549,62.0
550,62.0
551,62.0
552,61.0
553,62.0
554,62.0
555,61.0
556,61.0
557,62.0
558,61.0
559,61.0
560,61.0
561,62.0
562,61.0
563,62.0
564,62.0
565,62.0
566,61.0
567,60.0
568,60.0
569,60.0
570,60.0
571,60.0
572,60.0
573,60.0
574,60.0
575,60.0
576,59.0
577,57.99999999999999
578,57.99999999999999
579,56.99999999999999
580,57.99999999999999
581,57.99999999999999
582,59.0
583,57.99999999999999
584,56.99999999999999
585,56.99999999999999
586,57.99999999999999
587,57.99999999999999
588,57.99999999999999
589,59.0
590,59.0
591,60.0
592,61.0
593,61.0
594,60.0
595,61.0
596,62.0
597,62.0
598,63.0
599,63.0
600,62.0
601,62.0
602,62.0
603,61.0
604,61.0
605,60.0
606,60.0
607,60.0
608,60.0
609,60.0
610,61.0
611,61.0
612,60.0
613,61.0
614,61.0
615,61.0
616,61.0
617,61.0
618,60.0
619,59.0
620,59.0
621,59.0
622,59.0
623,59.0
624,59.0
625,59.0
626,60.0
627,60.0
628,61.0
629,62.0
630,62.0
631,62.0
632,62.0
633,62.0
634,63.0
635,64.0
636,64.0
637,64.0
638,64.0
639,64.0
640,64.0
641,64.0
642,63.0
643,64.0
644,64.0
645,63.0
646,63.0
647,62.0
648,61.0
649,62.0
650,62.0
651,62.0
652,63.0
653,63.0
654,63.0
655,64.0
656,63.0
657,62.0
658,62.0
659,61.0
660,61.0
661,60.0
662,61.0
663,61.0
664,61.0
665,61.0
666,61.0
667,61.0
668,60.0
669,59.0
670,57.99999999999999
671,57.99999999999999
672,59.0
673,59.0
674,59.0
675,57.99999999999999
676,59.0
677,60.0
678,59.0
679,60.0
680,60.0
681,60.0
682,60.0
683,61.0
684,62.0
685,61.0
686,61.0
687,60.0
688,60.0
689,60.0
690,60.0
691,60.0
692,60.0
693,61.0
694,62.0
695,62.0
696,61.0
697,62.0
698,62.0
699,61.0
700,61.0
701,60.0
702,59.0
703,60.0
704,59.0
705,60.0
706,61.0
707,61.0
708,60.0
709,59.0
710,57.99999999999999
711,56.99999999999999
712,57.99999999999999
713,57.99999999999999
714,57.99999999999999
715,57.99999999999999
716,57.99999999999999
717,57.99999999999999
718,59.0
719,60.0
720,61.0
721,61.0
722,61.0
723,61.0
724,62.0
725,61.0
726,60.0
727,60.0
728,60.0
729,59.0
730,59.0
731,57.99999999999999
732,56.99999999999999
733,57.99999999999999
734,57.99999999999999
735,56.99999999999999
736,57.99999999999999
737,57.99999999999999
738,56.99999999999999
739,56.99999999999999
740,56.99999999999999
741,56.00000000000001
742,56.99999999999999
743,56.99999999999999
744,56.00000000000001
745,56.99999999999999
746,56.99999999999999
747,56.99999999999999
748,57.99999999999999
749,57.99999999999999
750,56.99999999999999
751,56.99999999999999
752,56.00000000000001
753,55.00000000000001
754,55.00000000000001
755,55.00000000000001
756,55.00000000000001
757,56.00000000000001
758,56.99999999999999
759,56.99999999999999
760,57.99999999999999
761,59.0
762,57.99999999999999
763,56.99999999999999
764,56.99999999999999
765,56.00000000000001
766,56.99999999999999
767,57.99999999999999
768,57.99999999999999
769,57.99999999999999
770,59.0
771,57.99999999999999
772,56.99999999999999
773,57.99999999999999
774,57.99999999999999
775,59.0
776,59.0
777,57.99999999999999
778,57.99999999999999
779,57.99999999999999
780,57.99999999999999
781,56.99999999999999
782,56.00000000000001
783,55.00000000000001
784,55.00000000000001
785,56.00000000000001
786,56.00000000000001
787,56.99999999999999
788,56.99999999999999
789,56.00000000000001
790,56.99999999999999
791,56.99999999999999
792,56.00000000000001
793,56.00000000000001
794,56.00000000000001
795,55.00000000000001
796,56.00000000000001
797,56.00000000000001
798,55.00000000000001
799,56.00000000000001
800,56.99999999999999
801,57.99999999999999
802,59.0
803,59.0
804,59.0
805,59.0
806,59.0
807,59.0
808,60.0
809,61.0
810,62.0
811,63.0
812,63.0
813,62.0
814,62.0
815,62.0
816,61.0
817,61.0
818,60.0
819,59.0
820,59.0
821,59.0
822,57.99999999999999
823,59.0
824,57.99999999999999
825,57.99999999999999
826,57.99999999999999
827,56.99999999999999
828,56.00000000000001
829,56.99999999999999
830,56.99999999999999
831,57.99999999999999
832,59.0
833,59.0
834,59.0
835,60.0
836,60.0
837,60.0
838,60.0
839,60.0
840,60.0
841,60.0
842,59.0
843,57.99999999999999
844,59.0
845,59.0
846,57.99999999999999
847,59.0
848,59.0
849,59.0
850,60.0
851,60.0
852,61.0
853,62.0
854,61.0
855,60.0
856,60.0
857,60.0
858,60.0
859,61.0
860,61.0
861,60.0
862,61.0
863,62.0
864,62.0
865,62.0
866,61.0
867,61.0
868,62.0
869,63.0
870,63.0
871,64.0
872,65.0
873,64.0
874,65.0
875,65.0
876,64.0
877,64.0
878,64.0
879,64.0
880,64.0
881,65.0
882,65.0
883,66.0
884,66.0
885,66.0
886,66.0
887,66.0
888,66.0
889,66.0
890,65.0
891,65.0
892,66.0
893,66.0
894,66.0
895,67.0
896,67.0
897,67.0
898,68.0
899,67.0
900,67.0
901,67.0
902,67.0
903,66.0
904,67.0
905,67.0
906,66.0
907,67.0
908,67.0
909,66.0
910,66.0
911,66.0
912,65.0
913,65.0
914,65.0
915,65.0
916,66.0
917,65.0
918,65.0
919,66.0
920,66.0
921,67.0
922,68.0
923,68.0
924,68.0
925,69.0
926,70.0
927,70.0
928,71.0
929,71.0
930,70.0
931,70.0
932,70.0
933,70.0
934,69.0
935,68.0
936,67.0
937,67.0
938,68.0
939,67.0
940,68.0
941,69.0
942,69.0
943,70.0
944,69.0
945,68.0
946,69.0
947,68.0
948,67.0
949,67.0
950,67.0
951,66.0
952,66.0
953,65.0
954,65.0
955,66.0
956,67.0
957,66.0
958,66.0
959,65.0
960,64.0
961,65.0
962,65.0
963,64.0
964,64.0
965,65.0
966,65.0
967,65.0
968,65.0
969,64.0
970,63.0
971,63.0
972,62.0
973,62.0
974,62.0
975,61.0
976,62.0
977,62.0
978,63.0
979,63.0
980,63.0
981,62.0
982,62.0
983,62.0
984,62.0
985,62.0
986,62.0
987,61.0
988,61.0
989,62.0
990,63.0
991,63.0
992,63.0
993,63.0
994,63.0
995,63.0
996,63.0
997,63.0
998,63.0
999,64.0
1000,63.0
1001,62.0
1002,61.0
1003,62.0
1004,62.0
1005,61.0
1006,62.0
1007,62.0
1008,61.0
1009,62.0
1010,62.0
1011,62.0
1012,63.0
1013,63.0
1014,63.0
1015,62.0
1016,61.0
1017,61.0
1018,62.0
1019,61.0
1020,60.0
1021,60.0
1022,60.0
1023,59.0
1024,59.0
1025,59.0
1026,57.99999999999999
1027,59.0
1028,57.99999999999999
1029,56.99999999999999
1030,57.99999999999999
1031,57.99999999999999
1032,57.99999999999999
1033,57.99999999999999
1034,59.0
1035,60.0
1036,61.0
1037,61.0
1038,61.0
1039,61.0
1040,60.0
1041,59.0
1042,60.0
1043,59.0
1044,59.0
1045,60.0
1046,60.0
1047,61.0
1048,62.0
1049,62.0
1050,62.0
1051,63.0
1052,62.0
1053,63.0
1054,64.0
1055,64.0
1056,64.0
1057,65.0
1058,64.0
1059,65.0
1060,66.0
1061,66.0
1062,65.0
1063,66.0
1064,66.0
1065,65.0
1066,66.0
1067,66.0
1068,65.0
1069,66.0
1070,66.0
1071,66.0
1072,67.0
1073,68.0
1074,67.0
1075,67.0
1076,67.0
1077,67.0
1078,67.0
1079,67.0
1080,67.0
1081,68.0
1082,69.0
1083,69.0
1084,69.0
1085,68.0
1086,67.0
1087,68.0
1088,67.0
1089,67.0
1090,67.0
1091,66.0
1092,65.0
1093,65.0
1094,65.0
1095,64.0
1096,63.0
1097,63.0
1098,63.0
1099,62.0
1100,63.0
1101,63.0
1102,64.0
1103,63.0
1104,63.0
1105,64.0
1106,64.0
1107,63.0
1108,64.0
1109,64.0
1110,63.0
1111,62.0
1112,61.0
1113,61.0
1114,61.0
1115,61.0
1116,62.0
1117,63.0
1118,63.0
1119,63.0
1120,64.0
1121,64.0
1122,64.0
1123,65.0
1124,66.0
1125,66.0
1126,66.0
1127,66.0
1128,66.0
1129,67.0
1130,67.0
1131,67.0
1132,67.0
1133,67.0
1134,67.0
1135,67.0
1136,67.0
1137,66.0
1138,66.0
1139,67.0
1140,67.0
1141,68.0
1142,67.0
1143,67.0
1144,67.0
1145,66.0
1146,66.0
1147,66.0
1148,66.0
1149,66.0
1150,65.0
1151,65.0
1152,65.0
1153,65.0
1154,65.0
1155,64.0
1156,64.0
1157,64.0
1158,65.0
1159,65.0
1160,64.0
1161,64.0
1162,65.0
1163,64.0
1164,64.0
1165,65.0
1166,64.0
1167,63.0
1168,64.0
1169,64.0
1170,64.0
1171,64.0
1172,63.0
1173,62.0
1174,63.0
1175,64.0
1176,64.0
1177,65.0
1178,65.0
1179,64.0
1180,64.0
1181,64.0
1182,63.0
1183,62.0
1184,62.0
1185,62.0
1186,63.0
1187,63.0
1188,63.0
1189,63.0
1190,63.0
1191,64.0
1192,65.0
1193,64.0
1194,63.0
1195,63.0
1196,63.0
1197,63.0
1198,63.0
1199,63.0
1200,62.0
1201,63.0
1202,62.0
1203,62.0
1204,62.0
1205,62.0
1206,61.0
1207,61.0
1208,61.0
1209,60.0
1210,61.0
1211,62.0
1212,62.0
1213,62.0
1214,62.0
1215,63.0
1216,63.0
1217,63.0
1218,62.0
1219,63.0
1220,63.0
1221,62.0
1222,62.0
1223,62.0
1224,61.0
1225,60.0
1226,60.0
1227,59.0
1228,60.0
1229,59.0
1230,57.99999999999999
1231,57.99999999999999
1232,57.99999999999999
1233,56.99999999999999
1234,56.99999999999999
1235,56.00000000000001
1236,55.00000000000001
1237,56.00000000000001
1238,56.00000000000001
1239,56.00000000000001
1240,56.00000000000001
1241,56.00000000000001
1242,56.00000000000001
1243,56.99999999999999
1244,57.99999999999999
1245,59.0
1246,59.0
1247,59.0
1248,59.0
1249,59.0
1250,59.0
1251,59.0
1252,60.0
1253,60.0
1254,59.0
1255,59.0
1256,59.0
1257,59.0
1258,57.99999999999999
1259,56.99999999999999
1260,56.99999999999999
1261,56.99999999999999
1262,56.99999999999999
1263,56.99999999999999
1264,56.99999999999999
1265,56.00000000000001
1266,56.99999999999999
1267,57.99999999999999
1268,56.99999999999999
1269,56.99999999999999
1270,57.99999999999999
1271,57.99999999999999
1272,57.99999999999999
1273,59.0
1274,57.99999999999999
1275,57.99999999999999
1276,57.99999999999999
1277,57.99999999999999
1278,56.99999999999999
1279,57.99999999999999
1280,57.99999999999999
1281,57.99999999999999
1282,57.99999999999999
1283,57.99999999999999
1284,57.99999999999999
1285,59.0
1286,59.0
1287,57.99999999999999
1288,57.99999999999999
1289,57.99999999999999
1290,57.99999999999999
1291,57.99999999999999
1292,57.99999999999999
1293,57.99999999999999
1294,59.0
1295,60.0
1296,60.0
1297,60.0
1298,60.0
1299,60.0
1300,61.0
1301,61.0
1302,61.0
1303,61.0
1304,61.0
1305,60.0
1306,61.0
1307,62.0
1308,61.0
1309,62.0
1310,62.0
1311,62.0
1312,63.0
1313,63.0
1314,62.0
1315,62.0
1316,62.0
1317,61.0
1318,61.0
1319,60.0
1320,59.0
1321,60.0
1322,59.0
1323,59.0
1324,60.0
1325,61.0
1326,61.0
1327,61.0
1328,61.0
1329,61.0
1330,61.0
1331,60.0
1332,59.0
1333,60.0
1334,60.0
1335,60.0
1336,61.0
1337,61.0
1338,60.0
1339,60.0
1340,60.0
1341,59.0
1342,60.0
1343,60.0
1344,59.0
1345,57.99999999999999
1346,57.99999999999999
1347,56.99999999999999
1348,56.99999999999999
1349,56.00000000000001
1350,56.00000000000001
1351,56.00000000000001
1352,55.00000000000001
1353,55.00000000000001
1354,55.00000000000001
1355,56.00000000000001
1356,55.00000000000001
1357,54.0
1358,55.00000000000001
1359,56.00000000000001
1360,56.99999999999999
1361,56.99999999999999
1362,56.99999999999999
1363,57.99999999999999
1364,57.99999999999999
1365,57.99999999999999
1366,57.99999999999999
1367,57.99999999999999
1368,57.99999999999999
1369,57.99999999999999
1370,57.99999999999999
1371,57.99999999999999
1372,59.0
1373,59.0
1374,59.0
1375,59.0
1376,59.0
1377,57.99999999999999
1378,59.0
1379,57.99999999999999
1380,56.99999999999999
1381,56.00000000000001
1382,56.00000000000001
1383,56.99999999999999
1384,56.00000000000001
1385,56.00000000000001
1386,55.00000000000001
1387,56.00000000000001
1388,56.99999999999999
1389,56.99999999999999
1390,56.00000000000001
1391,55.00000000000001
1392,54.0
1393,55.00000000000001
1394,55.00000000000001
1395,54.0
1396,54.0
1397,54.0
1398,53.0
1399,54.0
1400,54.0
1401,53.0
1402,54.0
1403,55.00000000000001
1404,55.00000000000001
1405,56.00000000000001
1406,56.00000000000001
1407,56.00000000000001
1408,56.00000000000001
1409,56.00000000000001
1410,55.00000000000001
1411,55.00000000000001
1412,54.0
1413,54.0
1414,55.00000000000001
1415,54.0
1416,53.0
1417,54.0
1418,55.00000000000001
1419,55.00000000000001
1420,56.00000000000001
1421,55.00000000000001
1422,56.00000000000001
1423,56.00000000000001
1424,56.00000000000001
1425,55.00000000000001
1426,56.00000000000001
1427,56.99999999999999
1428,56.00000000000001
1429,56.99999999999999
1430,57.99999999999999
1431,57.99999999999999
1432,57.99999999999999
1433,57.99999999999999
1434,57.99999999999999
1435,57.99999999999999
1436,56.99999999999999
1437,56.99999999999999
1438,57.99999999999999
1439,57.99999999999999
1440,59.0
1441,60.0
1442,59.0
1443,57.99999999999999
1444,59.0
1445,60.0
1446,60.0
1447,61.0
1448,61.0
1449,61.0
1450,61.0
1451,61.0
1452,61.0
1453,61.0
1454,62.0
1455,61.0
1456,62.0
1457,62.0
1458,61.0
1459,60.0
1460,60.0
1461,60.0
1462,60.0
1463,60.0
1464,59.0
1465,60.0
1466,60.0
1467,59.0
1468,60.0
1469,60.0
1470,60.0
1471,60.0
1472,60.0
1473,60.0
1474,60.0
1475,60.0
1476,59.0
1477,59.0
1478,57.99999999999999
1479,59.0
1480,59.0
1481,60.0
1482,60.0
1483,60.0
1484,60.0
1485,59.0
1486,60.0
1487,60.0
1488,59.0
1489,59.0
1490,60.0
1491,60.0
1492,61.0
1493,61.0
1494,61.0
1495,62.0
1496,63.0
1497,63.0
1498,63.0
1499,62.0
1500,62.0
1501,63.0
1502,63.0
1503,63.0
1504,63.0
1505,62.0
1506,61.0
1507,61.0
1508,62.0
1509,61.0
1510,62.0
1511,62.0
1512,62.0
1513,63.0
1514,63.0
1515,64.0
1516,65.0
1517,65.0
1518,65.0
1519,66.0
1520,66.0
1521,66.0
1522,66.0
1523,66.0
1524,65.0
1525,66.0
1526,66.0
1527,65.0
1528,66.0
1529,66.0
1530,66.0
1531,67.0
1532,68.0
1533,67.0
1534,67.0
1535,68.0
1536,68.0
1537,68.0
1538,67.0
1539,66.0
1540,66.0
1541,66.0
1542,66.0
1543,67.0
1544,67.0
1545,66.0
1546,65.0
1547,64.0
1548,64.0
1549,65.0
1550,66.0
1551,65.0
1552,65.0
1553,65.0
1554,65.0
1555,65.0
1556,64.0
1557,65.0
1558,66.0
1559,67.0
1560,66.0
1561,66.0
1562,65.0
1563,65.0
1564,66.0
1565,66.0
1566,66.0
1567,67.0
1568,67.0
1569,66.0
1570,66.0
1571,66.0
1572,66.0
1573,65.0
1574,66.0
1575,65.0
1576,66.0
1577,67.0
1578,67.0
1579,67.0
1580,68.0
1581,67.0
1582,68.0
1583,68.0
1584,68.0
1585,68.0
1586,68.0
1587,68.0
1588,68.0
1589,68.0
1590,68.0
1591,68.0
1592,68.0
1593,68.0
1594,67.0
1595,66.0
1596,65.0
1597,65.0
1598,66.0
1599,66.0
1600,65.0
1601,65.0
1602,65.0
1603,65.0
1604,65.0
1605,66.0
1606,67.0
1607,67.0
1608,66.0
1609,67.0
1610,67.0
1611,67.0
1612,68.0
1613,67.0
1614,66.0
1615,65.0
1616,64.0
1617,63.0
1618,63.0
1619,63.0
1620,62.0
1621,63.0
1622,63.0
1623,63.0
1624,63.0
1625,62.0
1626,61.0
1627,62.0
1628,62.0
1629,61.0
1630,60.0
1631,59.0
1632,57.99999999999999
1633,57.99999999999999
1634,56.99999999999999
1635,56.00000000000001
1636,56.99999999999999
1637,56.99999999999999
1638,56.99999999999999
1639,56.99999999999999
1640,56.99999999999999
1641,56.99999999999999
1642,57.99999999999999
1643,57.99999999999999
1644,57.99999999999999
1645,59.0
1646,59.0
1647,59.0
1648,59.0
1649,59.0
1650,59.0
1651,60.0
1652,60.0
1653,59.0
1654,59.0
1655,60.0
1656,60.0
1657,60.0
1658,59.0
1659,57.99999999999999
1660,57.99999999999999
1661,57.99999999999999
1662,57.99999999999999
1663,57.99999999999999
1664,56.99999999999999
1665,56.00000000000001
1666,56.00000000000001
1667,56.00000000000001
1668,56.00000000000001
1669,56.99999999999999
1670,56.99999999999999
1671,56.00000000000001
1672,55.00000000000001
1673,55.00000000000001
1674,55.00000000000001
1675,56.00000000000001
1676,56.00000000000001
1677,56.00000000000001
1678,56.99999999999999
1679,56.00000000000001
1680,56.00000000000001
1681,56.99999999999999
1682,56.00000000000001
1683,55.00000000000001
1684,56.00000000000001
1685,56.99999999999999
1686,56.00000000000001
1687,56.00000000000001
1688,56.99999999999999
1689,56.99999999999999
1690,56.00000000000001
1691,56.99999999999999
1692,56.00000000000001
1693,55.00000000000001
1694,55.00000000000001
1695,55.00000000000001
1696,56.00000000000001
1697,56.00000000000001
1698,56.00000000000001
1699,56.00000000000001
1700,56.99999999999999
1701,56.99999999999999
1702,56.99999999999999
1703,56.99999999999999
1704,56.00000000000001
1705,56.00000000000001
1706,56.00000000000001
1707,55.00000000000001
1708,56.00000000000001
1709,56.00000000000001
1710,55.00000000000001
1711,54.0
1712,54.0
1713,55.00000000000001
1714,56.00000000000001
1715,56.00000000000001
1716,56.00000000000001
1717,56.99999999999999
1718,56.99999999999999
1719,56.99999999999999
1720,57.99999999999999
1721,56.99999999999999
1722,56.99999999999999
1723,56.99999999999999
1724,57.99999999999999
1725,57.99999999999999
1726,59.0
1727,57.99999999999999
1728,56.99999999999999
1729,57.99999999999999
1730,57.99999999999999
1731,59.0
1732,60.0
1733,60.0
1734,60.0
1735,61.0
1736,61.0
1737,61.0
1738,61.0
1739,62.0
1740,61.0
1741,61.0
1742,61.0
1743,60.0
1744,60.0
1745,59.0
1746,60.0
1747,60.0
1748,59.0
1749,59.0
1750,59.0
1751,59.0
1752,59.0
1753,60.0
1754,60.0
1755,59.0
1756,60.0
1757,60.0
1758,61.0
1759,62.0
1760,63.0
1761,63.0
1762,63.0
1763,62.0
1764,63.0
1765,64.0
1766,64.0
1767,63.0
1768,63.0
1769,62.0
1770,61.0
1771,62.0
1772,63.0
1773,63.0
1774,63.0
1775,63.0
1776,62.0
1777,62.0
1778,62.0
1779,63.0
1780,63.0
1781,63.0
1782,63.0
1783,64.0
1784,64.0
1785,63.0
1786,64.0
1787,64.0
1788,63.0
1789,63.0
1790,64.0
1791,63.0
1792,64.0
1793,65.0
1794,66.0
1795,66.0
1796,65.0
1797,64.0
1798,63.0
1799,63.0
1800,62.0
1801,62.0
1802,62.0
1803,62.0
1804,63.0
1805,63.0
1806,62.0
1807,63.0
1808,63.0
1809,63.0
1810,63.0
1811,64.0
1812,63.0
1813,62.0
1814,62.0
1815,62.0
1816,63.0
1817,62.0
1818,62.0
1819,62.0
1820,62.0
1821,62.0
1822,62.0
1823,61.0
1824,60.0
1825,60.0
1826,59.0
1827,60.0
1828,60.0
1829,59.0
1830,59.0
1831,59.0
1832,59.0
1833,60.0
1834,61.0
1835,60.0
1836,59.0
1837,59.0
1838,59.0
1839,57.99999999999999
1840,59.0
1841,59.0
1842,59.0
1843,60.0
1844,59.0
1845,59.0
1846,57.99999999999999
1847,59.0
1848,60.0
1849,59.0
1850,59.0
1851,59.0
1852,59.0
1853,59.0
1854,57.99999999999999
1855,59.0
1856,59.0
1857,59.0
1858,59.0
1859,59.0
1860,57.99999999999999
1861,57.99999999999999
1862,59.0
1863,60.0
1864,60.0
1865,60.0
1866,59.0
1867,60.0
1868,59.0
1869,60.0
1870,61.0
1871,61.0
1872,60.0
1873,61.0
1874,60.0
1875,59.0
1876,60.0
1877,60.0
1878,59.0
1879,57.99999999999999
1880,57.99999999999999
1881,57.99999999999999
1882,59.0
1883,59.0
1884,59.0
1885,59.0
1886,59.0
1887,59.0
1888,60.0
1889,60.0
1890,60.0
1891,61.0
1892,61.0
1893,60.0
1894,59.0
1895,60.0
1896,61.0
1897,61.0
1898,61.0
1899,61.0
1900,62.0
1901,62.0
1902,61.0
1903,61.0
1904,61.0
1905,61.0
1906,62.0
1907,61.0
1908,61.0
1909,61.0
1910,62.0
1911,61.0
1912,62.0
1913,63.0
1914,62.0
1915,62.0
1916,62.0
1917,63.0
1918,62.0
1919,61.0
1920,60.0
1921,60.0
1922,60.0
1923,61.0
1924,62.0
1925,62.0
1926,62.0
1927,62.0
1928,63.0
1929,63.0
1930,64.0
1931,63.0
1932,62.0
1933,62.0
1934,62.0
1935,63.0
1936,64.0
1937,63.0
1938,63.0
1939,63.0
1940,62.0
1941,61.0
1942,61.0
1943,60.0
1944,61.0
1945,62.0
1946,63.0
1947,63.0
1948,63.0
1949,64.0
1950,63.0
1951,63.0
1952,64.0
1953,63.0
1954,63.0
1955,62.0
1956,61.0
1957,61.0
1958,61.0
1959,60.0
1960,60.0
1961,59.0
1962,57.99999999999999
1963,57.99999999999999
1964,57.99999999999999
1965,56.99999999999999
1966,57.99999999999999
1967,57.99999999999999
1968,57.99999999999999
1969,57.99999999999999
1970,57.99999999999999
1971,57.99999999999999
