pointer,MG888045.1,NC_026470.1
200,11.25,31.0
201,11.25,31.0
202,11.25,31.0
203,11.25,30.0
204,11.25,30.0
205,11.25,30.0
206,11.25,31.0
207,11.25,31.0
208,11.25,32.0
209,11.25,33.0
210,12.5,32.0
211,13.750000000000002,32.0
212,15.0,32.0
213,15.0,32.0
214,15.0,32.0
215,15.0,31.0
216,15.0,31.0
217,15.0,31.0
218,15.0,30.0
219,15.0,28.999999999999996
220,15.0,28.000000000000004
221,15.0,28.999999999999996
222,16.25,28.999999999999996
223,16.25,28.999999999999996
224,17.28395061728395,30.0
225,17.073170731707318,30.0
226,18.072289156626507,31.0
227,17.857142857142858,31.0
228,17.647058823529413,32.0
229,17.441860465116278,32.0
230,17.24137931034483,32.0
231,16.091954022988507,32.0
232,16.091954022988507,32.0
233,14.942528735632186,31.0
234,13.953488372093023,30.0
235,14.117647058823529,30.0
236,13.953488372093023,31.0
237,13.793103448275861,32.0
238,12.643678160919542,31.0
239,12.643678160919542,32.0
240,12.643678160919542,32.0
241,11.494252873563218,32.0
242,11.627906976744185,32.0
243,11.76470588235294,32.0
244,11.904761904761903,32.0
245,12.048192771084338,32.0
246,10.975609756097562,31.0
247,9.876543209876543,30.0
248,10.0,30.0
249,8.75,28.999999999999996
250,7.5,28.999999999999996
251,7.5,28.999999999999996
252,7.5,28.999999999999996
253,7.5,28.999999999999996
254,7.5,30.0
255,7.4074074074074066,31.0
256,7.317073170731707,31.0
257,7.228915662650602,31.0
258,7.142857142857142,31.0
259,7.0588235294117645,31.0
260,6.976744186046512,31.0
261,6.896551724137931,32.0
262,6.8181818181818175,32.0
263,6.8181818181818175,33.0
264,6.8181818181818175,34.0
265,6.8181818181818175,33.0
266,6.8181818181818175,33.0
267,6.8181818181818175,32.0
268,6.8181818181818175,32.0
269,6.741573033707865,33.0
270,6.666666666666667,34.0
271,6.666666666666667,33.0
272,6.666666666666667,33.0
273,6.666666666666667,32.0
274,6.666666666666667,32.0
275,6.666666666666667,31.0
276,6.593406593406594,31.0
277,6.666666666666667,31.0
278,6.741573033707865,31.0
279,6.8181818181818175,31.0
280,6.896551724137931,30.0
281,6.896551724137931,30.0
282,6.896551724137931,31.0
283,6.896551724137931,30.0
284,6.896551724137931,30.0
285,6.896551724137931,30.0
286,6.896551724137931,30.0
287,6.896551724137931,31.0
288,6.896551724137931,32.0
289,6.896551724137931,31.0
290,6.896551724137931,31.0
291,6.896551724137931,31.0
292,6.896551724137931,32.0
293,6.896551724137931,32.0
294,6.896551724137931,32.0
295,6.896551724137931,33.0
296,6.896551724137931,34.0
297,6.896551724137931,35.0
298,6.896551724137931,35.0
299,6.896551724137931,35.0
300,6.896551724137931,35.0
301,6.896551724137931,35.0
302,6.896551724137931,35.0
303,6.896551724137931,35.0
304,6.896551724137931,35.0
305,6.896551724137931,34.0
306,6.896551724137931,34.0
307,6.896551724137931,33.0
308,6.896551724137931,32.0
309,6.896551724137931,31.0
310,5.747126436781609,32.0
311,4.597701149425287,31.0
312,3.4482758620689653,31.0
313,3.4482758620689653,31.0
314,3.4482758620689653,32.0
315,3.4482758620689653,32.0
316,3.4482758620689653,32.0
317,3.4482758620689653,33.0
318,3.4482758620689653,34.0
319,3.488372093023256,34.0
320,3.5294117647058822,34.0
321,3.571428571428571,33.0
322,2.4096385542168677,32.0
323,2.4390243902439024,32.0
324,1.2345679012345678,31.0
325,1.25,31.0
326,0.0,30.0
327,0.0,30.0
328,0.0,28.999999999999996
329,0.0,30.0
330,0.0,30.0
331,0.0,31.0
332,0.0,31.0
333,0.0,31.0
334,0.0,32.0
335,0.0,33.0
336,0.0,33.0
337,0.0,32.0
338,0.0,33.0
339,0.0,33.0
340,0.0,33.0
341,0.0,33.0
342,0.0,33.0
343,0.0,33.0
344,0.0,34.0
345,0.0,34.0
346,0.0,34.0
347,0.0,35.0
348,0.0,35.0
349,0.0,35.0
350,0.0,35.0
351,0.0,35.0
352,0.0,35.0
353,0.0,35.0
354,0.0,35.0
355,0.0,34.0
356,0.0,34.0
357,0.0,34.0
358,0.0,35.0
359,0.0,35.0
360,0.0,36.0
361,0.0,36.0
362,0.0,36.0
363,0.0,35.0
364,0.0,34.0
365,0.0,34.0
366,0.0,33.0
367,0.0,34.0
368,0.0,33.0
369,0.0,32.0
370,0.0,32.0
371,0.0,32.0
372,0.0,32.0
373,0.0,32.0
374,0.0,31.0
375,0.0,31.0
376,0.0,32.0
377,0.0,33.0
378,0.0,34.0
379,0.0,34.0
380,0.0,35.0
381,0.0,35.0
382,0.0,34.0
383,0.0,35.0
384,0.0,34.0
385,0.0,33.0
386,0.0,33.0
387,0.0,32.0
388,0.0,31.0
389,0.0,31.0
390,0.0,30.0
391,0.0,30.0
392,0.0,30.0
393,0.0,30.0
394,0.0,30.0
395,0.0,28.999999999999996
396,0.0,28.999999999999996
397,0.0,28.000000000000004
398,0.0,28.999999999999996
399,0.0,30.0
400,0.0,30.0
401,0.0,30.0
402,0.0,30.0
403,0.0,30.0
404,0.0,30.0
405,0.0,31.0
406,0.0,31.0
407,0.0,32.0
408,0.0,32.0
409,0.0,32.0
410,0.0,31.0
411,0.0,31.0
412,0.0,30.0
413,0.0,30.0
414,0.0,28.999999999999996
415,0.0,28.999999999999996
416,0.0,30.0
417,0.0,30.0
418,0.0,28.999999999999996
419,0.0,28.999999999999996
420,0.0,28.999999999999996
421,0.0,28.999999999999996
422,0.0,28.999999999999996
423,0.0,30.0
424,0.0,30.0
425,0.0,30.0
426,0.0,30.0
427,0.0,30.0
428,0.0,30.0
429,0.0,28.999999999999996
430,0.0,28.999999999999996
431,0.0,28.000000000000004
432,0.0,28.000000000000004
433,0.0,28.000000000000004
434,0.0,27.0
435,0.0,26.0
436,0.0,25.0
437,0.0,25.0
438,0.0,24.0
439,0.0,23.0
440,1.3333333333333335,24.0
441,1.3157894736842104,24.0
442,1.2987012987012987,25.0
443,1.282051282051282,25.0
444,2.564102564102564,25.0
445,3.8461538461538463,25.0
446,3.8461538461538463,26.0
447,5.128205128205128,26.0
448,5.128205128205128,27.0
449,5.128205128205128,27.0
450,5.128205128205128,27.0
451,5.128205128205128,28.000000000000004
452,5.128205128205128,28.000000000000004
453,5.128205128205128,28.999999999999996
454,5.128205128205128,28.000000000000004
455,5.128205128205128,28.000000000000004
456,5.128205128205128,28.000000000000004
457,5.128205128205128,28.000000000000004
458,5.128205128205128,27.0
459,5.063291139240507,27.0
460,5.063291139240507,26.0
461,5.063291139240507,25.0
462,5.063291139240507,25.0
463,5.063291139240507,25.0
464,5.063291139240507,25.0
465,5.063291139240507,26.0
466,5.063291139240507,26.0
467,5.063291139240507,25.0
468,5.063291139240507,25.0
469,5.063291139240507,25.0
470,5.063291139240507,24.0
471,5.063291139240507,24.0
472,5.063291139240507,24.0
473,5.063291139240507,24.0
474,5.063291139240507,25.0
475,5.063291139240507,26.0
476,5.063291139240507,25.0
477,5.063291139240507,25.0
478,5.063291139240507,25.0
479,5.063291139240507,25.0
480,5.063291139240507,24.0
481,5.063291139240507,24.0
482,5.063291139240507,24.0
483,5.063291139240507,23.0
484,5.063291139240507,23.0
485,5.063291139240507,23.0
486,5.063291139240507,23.0
487,5.063291139240507,23.0
488,5.063291139240507,23.0
489,5.063291139240507,23.0
490,5.063291139240507,24.0
491,5.063291139240507,24.0
492,5.063291139240507,23.0
493,5.063291139240507,23.0
494,5.063291139240507,23.0
495,5.063291139240507,24.0
496,5.063291139240507,24.0
497,5.063291139240507,24.0
498,5.063291139240507,24.0
499,5.063291139240507,23.0
500,5.063291139240507,23.0
501,5.063291139240507,23.0
502,5.063291139240507,24.0
503,5.063291139240507,24.0
504,5.063291139240507,24.0
505,5.063291139240507,24.0
506,5.063291139240507,23.0
507,5.063291139240507,22.0
508,6.25,23.0
509,6.172839506172839,23.0
510,6.097560975609756,23.0
511,6.024096385542169,24.0
512,7.142857142857142,25.0
513,8.235294117647058,26.0
514,8.13953488372093,26.0
515,8.045977011494253,26.0
516,8.045977011494253,25.0
517,8.045977011494253,25.0
518,8.045977011494253,25.0
519,8.045977011494253,25.0
520,8.045977011494253,25.0
521,8.045977011494253,25.0
522,8.045977011494253,25.0
523,8.13953488372093,24.0
524,8.235294117647058,24.0
525,8.333333333333332,24.0
526,8.333333333333332,24.0
527,8.333333333333332,24.0
528,8.333333333333332,24.0
529,8.333333333333332,24.0
530,8.333333333333332,24.0
531,8.333333333333332,24.0
532,8.333333333333332,24.0
533,8.333333333333332,24.0
534,8.333333333333332,24.0
535,8.333333333333332,24.0
536,8.333333333333332,24.0
537,8.333333333333332,24.0
538,8.333333333333332,24.0
539,8.433734939759036,24.0
540,7.317073170731707,23.0
541,7.317073170731707,24.0
542,7.317073170731707,23.0
543,7.317073170731707,23.0
544,6.097560975609756,22.0
545,4.878048780487805,23.0
546,4.878048780487805,23.0
547,3.6585365853658534,23.0
548,3.6585365853658534,22.0
549,3.6585365853658534,23.0
550,3.6585365853658534,24.0
551,3.6585365853658534,23.0
552,3.6585365853658534,23.0
553,3.6585365853658534,23.0
554,3.6585365853658534,23.0
555,3.6585365853658534,24.0
556,3.6585365853658534,24.0
557,3.6585365853658534,25.0
558,3.6585365853658534,25.0
559,3.6585365853658534,25.0
560,3.6585365853658534,26.0
561,3.6585365853658534,26.0
562,3.6585365853658534,27.0
563,3.6585365853658534,28.000000000000004
564,3.6585365853658534,28.000000000000004
565,3.6585365853658534,27.0
566,3.6585365853658534,28.000000000000004
567,3.6585365853658534,28.000000000000004
568,3.6585365853658534,28.000000000000004
569,3.6585365853658534,28.000000000000004
570,3.6585365853658534,28.000000000000004
571,3.6585365853658534,28.999999999999996
572,3.6585365853658534,28.999999999999996
573,3.6585365853658534,28.999999999999996
574,3.6585365853658534,28.999999999999996
575,3.6585365853658534,28.999999999999996
576,3.6585365853658534,28.999999999999996
577,3.6585365853658534,28.000000000000004
578,3.6585365853658534,28.000000000000004
579,3.6585365853658534,28.999999999999996
580,3.6585365853658534,28.999999999999996
581,3.6585365853658534,30.0
582,3.6585365853658534,30.0
583,3.6585365853658534,30.0
584,3.6585365853658534,30.0
585,3.6585365853658534,30.0
586,3.6585365853658534,31.0
587,3.6585365853658534,31.0
588,3.6585365853658534,31.0
589,3.6585365853658534,31.0
590,3.6585365853658534,30.0
591,3.6585365853658534,30.0
592,3.6585365853658534,30.0
593,3.6585365853658534,31.0
594,3.6585365853658534,31.0
595,3.6585365853658534,30.0
596,3.6585365853658534,30.0
597,3.6585365853658534,31.0
598,3.6585365853658534,31.0
599,3.6585365853658534,32.0
600,3.6585365853658534,32.0
601,3.6585365853658534,32.0
602,3.6585365853658534,32.0
603,3.6585365853658534,32.0
604,3.6585365853658534,33.0
605,3.6585365853658534,33.0
606,3.6585365853658534,33.0
607,3.6585365853658534,34.0
608,2.4390243902439024,33.0
609,2.4390243902439024,33.0
610,2.4390243902439024,33.0
611,2.4390243902439024,32.0
612,1.2195121951219512,31.0
613,0.0,30.0
614,0.0,30.0
615,0.0,30.0
616,0.0,30.0
617,0.0,28.999999999999996
618,0.0,28.999999999999996
619,0.0,28.999999999999996
620,0.0,28.999999999999996
621,0.0,28.999999999999996
622,0.0,28.999999999999996
623,0.0,28.999999999999996
624,0.0,28.999999999999996
625,0.0,28.999999999999996
626,0.0,28.999999999999996
627,0.0,28.999999999999996
628,0.0,28.999999999999996
629,0.0,28.999999999999996
630,0.0,30.0
631,0.0,30.0
632,0.0,30.0
633,0.0,30.0
634,0.0,30.0
635,0.0,30.0
636,0.0,30.0
637,0.0,30.0
638,0.0,30.0
639,0.0,30.0
640,0.0,30.0
641,0.0,30.0
642,0.0,31.0
643,0.0,32.0
644,0.0,32.0
645,0.0,32.0
646,0.0,31.0
647,0.0,31.0
648,0.0,32.0
649,0.0,32.0
650,0.0,32.0
651,0.0,32.0
652,0.0,33.0
653,0.0,32.0
654,0.0,32.0
655,0.0,31.0
656,0.0,31.0
657,0.0,31.0
658,0.0,32.0
659,0.0,33.0
660,0.0,33.0
661,0.0,34.0
662,0.0,33.0
663,0.0,32.0
664,0.0,33.0
665,0.0,33.0
666,0.0,33.0
667,0.0,34.0
668,0.0,35.0
669,0.0,35.0
670,0.0,35.0
671,0.0,35.0
672,0.0,36.0
673,0.0,36.0
674,0.0,36.0
675,0.0,36.0
676,0.0,37.0
677,0.0,37.0
678,0.0,36.0
679,0.0,35.0
680,0.0,36.0
681,0.0,35.0
682,0.0,35.0
683,0.0,35.0
684,0.0,35.0
685,0.0,36.0
686,0.0,36.0
687,0.0,36.0
688,0.0,36.0
689,0.0,36.0
690,0.0,36.0
691,0.0,36.0
692,0.0,36.0
693,0.0,35.0
694,0.0,35.0
695,0.0,35.0
696,0.0,34.0
697,0.0,33.0
698,0.0,32.0
699,0.0,31.0
700,0.0,31.0
701,0.0,32.0
702,0.0,31.0
703,0.0,31.0
704,0.0,31.0
705,0.0,31.0
706,0.0,31.0
707,0.0,30.0
708,0.0,30.0
709,0.0,30.0
710,0.0,30.0
711,0.0,30.0
712,0.0,30.0
713,0.0,30.0
714,0.0,31.0
715,0.0,32.0
716,0.0,32.0
717,0.0,32.0
718,0.0,32.0
719,0.0,32.0
720,0.0,32.0
721,0.0,33.0
722,0.0,33.0
723,0.0,33.0
724,0.0,33.0
725,0.0,33.0
726,0.0,33.0
727,0.0,33.0
728,0.0,33.0
729,0.0,33.0
730,0.0,33.0
731,0.0,34.0
732,0.0,34.0
733,0.0,34.0
734,0.0,34.0
735,0.0,35.0
736,0.0,35.0
737,0.0,35.0
738,0.0,35.0
739,0.0,36.0
740,0.0,37.0
741,0.0,37.0
742,0.0,36.0
743,0.0,35.0
744,0.0,36.0
745,0.0,36.0
746,0.0,37.0
747,0.0,37.0
748,0.0,37.0
749,0.0,36.0
750,0.0,35.0
751,0.0,35.0
752,0.0,35.0
753,0.0,35.0
754,0.0,35.0
755,0.0,36.0
756,0.0,36.0
757,0.0,35.0
758,0.0,34.0
759,0.0,34.0
760,0.0,34.0
761,0.0,33.0
762,0.0,34.0
763,0.0,34.0
764,0.0,33.0
765,0.0,33.0
766,0.0,32.0
767,0.0,31.0
768,0.0,30.0
769,0.0,30.0
770,0.0,30.0
771,0.0,30.0
772,0.0,30.0
773,0.0,31.0
774,0.0,31.0
775,0.0,30.0
776,0.0,28.999999999999996
777,1.098901098901099,30.0
778,2.197802197802198,30.0
779,2.197802197802198,30.0
780,3.296703296703297,30.0
781,3.296703296703297,30.0
782,4.395604395604396,30.0
783,4.395604395604396,30.0
784,4.395604395604396,30.0
785,4.395604395604396,28.999999999999996
786,4.395604395604396,28.000000000000004
787,4.395604395604396,28.000000000000004
788,4.395604395604396,28.000000000000004
789,4.395604395604396,28.000000000000004
790,4.395604395604396,28.000000000000004
791,4.395604395604396,28.000000000000004
792,5.4945054945054945,28.999999999999996
793,5.4945054945054945,28.999999999999996
794,6.593406593406594,30.0
795,6.593406593406594,30.0
796,7.6923076923076925,30.0
797,8.791208791208792,31.0
798,9.89010989010989,32.0
799,9.89010989010989,32.0
800,9.89010989010989,33.0
801,10.989010989010989,33.0
802,10.989010989010989,33.0
803,11.11111111111111,33.0
804,11.11111111111111,33.0
805,11.11111111111111,33.0
806,11.11111111111111,34.0
807,11.11111111111111,34.0
808,11.11111111111111,34.0
809,11.235955056179774,34.0
810,11.235955056179774,34.0
811,11.235955056179774,34.0
812,11.235955056179774,34.0
813,11.235955056179774,34.0
814,11.235955056179774,33.0
815,11.235955056179774,32.0
816,11.235955056179774,32.0
817,11.235955056179774,33.0
818,11.235955056179774,34.0
819,11.235955056179774,34.0
820,11.235955056179774,35.0
821,11.235955056179774,35.0
822,11.235955056179774,36.0
823,11.235955056179774,36.0
824,11.235955056179774,36.0
825,11.235955056179774,37.0
826,11.235955056179774,37.0
827,11.235955056179774,37.0
828,11.235955056179774,37.0
829,11.235955056179774,37.0
830,11.235955056179774,36.0
831,11.235955056179774,35.0
832,11.235955056179774,36.0
833,11.235955056179774,37.0
834,11.235955056179774,37.0
835,11.235955056179774,36.0
836,11.235955056179774,36.0
837,11.363636363636363,36.0
838,11.494252873563218,36.0
839,12.643678160919542,36.0
840,13.793103448275861,36.0
841,14.942528735632186,35.0
842,15.909090909090908,35.0
843,15.730337078651685,35.0
844,15.730337078651685,34.0
845,15.730337078651685,33.0
846,15.730337078651685,32.0
847,15.730337078651685,31.0
848,15.730337078651685,30.0
849,15.730337078651685,30.0
850,15.730337078651685,30.0
851,15.730337078651685,30.0
852,15.730337078651685,28.999999999999996
853,15.730337078651685,28.999999999999996
854,15.730337078651685,28.999999999999996
855,15.730337078651685,28.999999999999996
856,15.730337078651685,28.999999999999996
857,15.730337078651685,30.0
858,15.730337078651685,30.0
859,15.730337078651685,28.999999999999996
860,15.730337078651685,28.000000000000004
861,15.730337078651685,28.000000000000004
862,15.730337078651685,27.0
863,15.555555555555555,27.0
864,15.384615384615385,27.0
865,15.217391304347828,27.0
866,15.053763440860216,27.0
867,14.893617021276595,27.0
868,14.736842105263156,27.0
869,14.736842105263156,28.000000000000004
870,14.736842105263156,28.000000000000004
871,14.736842105263156,27.0
872,14.736842105263156,26.0
873,14.736842105263156,26.0
874,14.736842105263156,25.0
875,14.736842105263156,25.0
876,14.736842105263156,25.0
877,13.684210526315791,24.0
878,12.631578947368421,24.0
879,12.631578947368421,25.0
880,11.578947368421053,25.0
881,11.578947368421053,25.0
882,10.526315789473683,26.0
883,10.526315789473683,26.0
884,10.526315789473683,27.0
885,10.526315789473683,28.000000000000004
886,10.526315789473683,28.999999999999996
887,10.526315789473683,30.0
888,10.526315789473683,31.0
889,10.526315789473683,32.0
890,10.526315789473683,33.0
891,10.526315789473683,33.0
892,9.473684210526317,32.0
893,9.473684210526317,32.0
894,8.421052631578947,31.0
895,8.421052631578947,31.0
896,7.368421052631578,31.0
897,6.315789473684211,30.0
898,5.263157894736842,28.999999999999996
899,5.263157894736842,30.0
900,5.263157894736842,30.0
901,4.2105263157894735,28.999999999999996
902,4.166666666666666,30.0
903,4.123711340206185,31.0
904,4.123711340206185,31.0
905,4.123711340206185,31.0
906,4.123711340206185,31.0
907,4.123711340206185,31.0
908,4.123711340206185,31.0
909,4.081632653061225,31.0
910,4.081632653061225,32.0
911,4.081632653061225,33.0
912,4.081632653061225,34.0
913,4.081632653061225,34.0
914,4.123711340206185,34.0
915,4.123711340206185,35.0
916,4.123711340206185,35.0
917,4.123711340206185,34.0
918,4.123711340206185,33.0
919,4.123711340206185,34.0
920,4.123711340206185,34.0
921,4.123711340206185,33.0
922,4.123711340206185,33.0
923,4.123711340206185,33.0
924,4.123711340206185,33.0
925,4.123711340206185,32.0
926,4.123711340206185,33.0
927,4.123711340206185,33.0
928,4.123711340206185,34.0
929,4.123711340206185,35.0
930,4.123711340206185,36.0
931,4.123711340206185,36.0
932,4.123711340206185,36.0
933,5.154639175257731,36.0
934,5.154639175257731,37.0
935,6.185567010309279,38.0
936,6.185567010309279,39.0
937,7.142857142857142,40.0
938,7.07070707070707,41.0
939,7.07070707070707,41.0
940,7.07070707070707,41.0
941,7.07070707070707,42.0
942,6.0606060606060606,43.0
943,7.07070707070707,44.0
944,7.07070707070707,45.0
945,7.07070707070707,46.0
946,8.080808080808081,47.0
947,9.090909090909092,48.0
948,9.090909090909092,49.0
949,9.090909090909092,50.0
950,9.090909090909092,51.0
951,9.090909090909092,51.0
952,9.090909090909092,51.0
953,9.090909090909092,51.0
954,9.090909090909092,51.0
955,9.090909090909092,50.0
956,9.090909090909092,50.0
957,9.090909090909092,49.0
958,9.090909090909092,50.0
959,9.090909090909092,50.0
960,9.090909090909092,51.0
961,9.090909090909092,51.0
962,9.090909090909092,52.0
963,9.090909090909092,53.0
964,9.090909090909092,53.0
965,9.090909090909092,53.0
966,9.090909090909092,53.0
967,9.090909090909092,53.0
968,9.090909090909092,54.0
969,9.090909090909092,53.0
970,9.090909090909092,53.0
971,9.090909090909092,53.0
972,9.090909090909092,54.0
973,9.090909090909092,54.0
974,9.090909090909092,55.00000000000001
975,9.090909090909092,56.00000000000001
976,9.090909090909092,56.99999999999999
977,9.090909090909092,57.99999999999999
978,9.090909090909092,59.0
979,9.090909090909092,57.99999999999999
980,9.090909090909092,56.99999999999999
981,9.090909090909092,56.99999999999999
982,9.090909090909092,56.99999999999999
983,9.090909090909092,57.99999999999999
984,9.090909090909092,57.99999999999999
985,9.090909090909092,56.99999999999999
986,9.090909090909092,56.99999999999999
987,9.090909090909092,56.00000000000001
988,9.090909090909092,56.00000000000001
989,9.090909090909092,56.00000000000001
990,9.090909090909092,56.00000000000001
991,9.090909090909092,56.99999999999999
992,9.090909090909092,56.99999999999999
993,9.090909090909092,57.99999999999999
994,9.090909090909092,57.99999999999999
995,9.090909090909092,57.99999999999999
996,9.090909090909092,57.99999999999999
997,9.090909090909092,57.99999999999999
998,10.1010101010101,59.0
999,10.1010101010101,57.99999999999999
1000,11.11111111111111,57.99999999999999
1001,11.11111111111111,57.99999999999999
1002,11.11111111111111,56.99999999999999
1003,12.121212121212121,56.00000000000001
1004,12.121212121212121,55.00000000000001
1005,12.121212121212121,54.0
1006,13.131313131313133,54.0
1007,13.131313131313133,54.0
1008,13.131313131313133,54.0
1009,13.131313131313133,54.0
1010,13.131313131313133,53.0
1011,13.131313131313133,52.0
1012,13.131313131313133,51.0
1013,13.131313131313133,51.0
1014,13.131313131313133,51.0
1015,13.131313131313133,50.0
1016,13.131313131313133,50.0
1017,13.131313131313133,51.0
1018,14.14141414141414,52.0
1019,14.14141414141414,52.0
1020,14.14141414141414,51.0
1021,14.14141414141414,52.0
1022,14.14141414141414,51.0
1023,14.14141414141414,51.0
1024,14.14141414141414,51.0
1025,14.14141414141414,51.0
1026,14.14141414141414,50.0
1027,14.14141414141414,50.0
1028,14.14141414141414,49.0
1029,14.14141414141414,48.0
1030,15.151515151515152,48.0
1031,15.151515151515152,48.0
1032,15.151515151515152,47.0
1033,14.14141414141414,46.0
1034,14.14141414141414,45.0
1035,14.14141414141414,45.0
1036,14.14141414141414,44.0
1037,13.131313131313133,44.0
1038,13.131313131313133,43.0
1039,12.121212121212121,43.0
1040,11.11111111111111,42.0
1041,10.1010101010101,41.0
1042,10.1010101010101,40.0
1043,9.090909090909092,39.0
1044,9.090909090909092,38.0
1045,9.090909090909092,37.0
1046,9.090909090909092,36.0
1047,8.080808080808081,35.0
1048,8.16326530612245,34.0
1049,8.24742268041237,33.0
1050,8.333333333333332,32.0
1051,8.421052631578947,32.0
1052,8.51063829787234,32.0
1053,8.60215053763441,32.0
1054,8.695652173913043,32.0
1055,8.791208791208792,32.0
1056,8.88888888888889,32.0
1057,8.98876404494382,32.0
1058,8.98876404494382,32.0
1059,8.98876404494382,32.0
1060,8.98876404494382,31.0
1061,8.98876404494382,32.0
1062,8.98876404494382,31.0
1063,8.98876404494382,30.0
1064,10.112359550561797,31.0
1065,10.112359550561797,32.0
1066,10.112359550561797,32.0
1067,10.112359550561797,33.0
1068,10.112359550561797,32.0
1069,10.112359550561797,32.0
1070,11.235955056179774,33.0
1071,12.359550561797752,34.0
1072,12.359550561797752,33.0
1073,13.48314606741573,33.0
1074,14.606741573033707,33.0
1075,15.730337078651685,33.0
1076,15.730337078651685,32.0
1077,16.853932584269664,32.0
1078,16.853932584269664,31.0
1079,17.97752808988764,32.0
1080,17.97752808988764,32.0
1081,19.101123595505616,33.0
1082,20.224719101123593,33.0
1083,20.224719101123593,32.0
1084,20.224719101123593,32.0
1085,21.34831460674157,32.0
1086,22.47191011235955,32.0
1087,23.595505617977526,33.0
1088,23.595505617977526,33.0
1089,23.595505617977526,32.0
1090,23.595505617977526,32.0
1091,23.595505617977526,32.0
1092,23.595505617977526,33.0
1093,23.595505617977526,33.0
1094,23.595505617977526,34.0
1095,23.595505617977526,35.0
1096,23.595505617977526,35.0
1097,23.595505617977526,35.0
1098,22.47191011235955,34.0
1099,22.47191011235955,34.0
1100,21.59090909090909,33.0
1101,21.59090909090909,33.0
1102,21.59090909090909,34.0
1103,20.454545454545457,35.0
1104,20.454545454545457,36.0
