pointer,OQ818341,KX644943
861,86,88
862,86,88
863,86,88
864,86,88
865,86,88
866,86,88
867,86,88
868,86,88
869,86,88
870,86,88
871,86,88
872,86,88
873,86,88
874,85,87
875,85,87
876,84,86
877,84,86
878,84,86
879,83,85
880,83,85
881,83,85
882,83,85
883,83,85
884,83,85
885,83,85
886,82,85
887,82,85
888,82,85
889,82,85
890,82,85
891,82,85
892,81,84
893,81,84
894,80,84
895,80,83
896,79,83
897,78,83
898,77,82
899,76,81
900,75,80
901,75,80
902,75,80
903,75,80
904,75,80
905,75,80
906,74,79
907,73,78
908,73,78
909,73,78
910,72,77
911,72,77
912,72,77
913,72,77
914,71,76
915,72,77
916,72,77
917,72,77
918,73,78
919,72,77
920,71,76
921,71,76
922,71,76
923,72,77
924,71,76
925,71,76
926,70,75
927,70,75
928,70,75
929,70,75
930,70,75
931,70,75
932,70,75
933,70,75
934,70,75
935,70,75
936,70,75
937,70,75
938,70,75
939,71,75
940,71,75
941,72,76
942,73,77
943,73,77
944,73,77
945,73,77
946,74,78
947,75,79
948,75,79
949,76,80
950,77,80
951,76,79
952,76,79
953,76,79
954,76,79
955,76,79
956,76,79
957,75,78
958,75,78
959,74,77
960,74,77
961,74,77
962,74,77
963,74,77
964,74,77
965,74,77
966,73,76
967,72,75
968,72,75
969,72,75
970,72,75
971,72,75
972,72,75
973,72,75
974,73,76
975,73,76
976,74,77
977,74,77
978,74,77
979,75,78
980,74,78
981,73,77
982,73,77
983,73,77
984,73,77
985,73,77
986,74,77
987,74,77
988,74,76
989,74,76
990,74,76
991,74,76
992,75,77
993,75,77
994,76,77
995,76,78
996,77,78
997,77,77
998,78,78
999,79,79
1000,80,80
1001,80,80
1002,80,80
1003,80,80
1004,80,80
1005,79,79
1006,80,80
1007,81,81
1008,81,81
1009,81,81
1010,81,81
1011,80,80
1012,80,80
1013,80,80
1014,81,81
1015,80,80
1016,80,80
1017,80,80
1018,79,79
1019,80,80
1020,80,80
1021,81,81
1022,81,81
1023,81,81
1024,82,82
1025,82,82
1026,83,83
1027,83,83
1028,82,82
1029,82,82
1030,82,82
1031,82,82
1032,82,82
1033,82,82
1034,81,81
1035,81,81
1036,82,82
1037,82,82
1038,82,82
1039,82,82
1040,82,82
1041,82,82
1042,82,82
1043,82,82
1044,83,83
1045,83,83
1046,83,83
1047,83,83
1048,83,83
1049,83,83
1050,83,83
1051,84,83
1052,84,83
1053,85,84
1054,85,84
1055,85,84
1056,85,84
1057,86,85
1058,86,85
1059,87,86
1060,87,86
1061,87,86
1062,87,86
1063,87,86
1064,86,85
1065,86,85
1066,87,86
1067,88,87
1068,88,87
1069,88,87
1070,88,87
1071,88,87
1072,88,87
1073,88,87
1074,88,87
1075,88,87
1076,88,87
1077,88,87
1078,88,87
1079,88,87
1080,89,87
1081,90,88
1082,90,88
1083,89,87
1084,89,87
1085,89,87
1086,89,87
1087,89,87
1088,89,88
1089,89,88
1090,89,88
1091,89,88
1092,89,88
1093,89,88
1094,89,88
1095,88,87
1096,87,86
1097,88,87
1098,88,87
1099,88,87
1100,88,87
1101,88,87
1102,88,87
1103,87,86
1104,87,86
1105,88,87
1106,88,87
1107,87,86
1108,87,86
1109,87,86
1110,88,87
1111,89,88
1112,89,88
1113,89,88
1114,89,88
1115,90,89
1116,90,89
1117,90,89
1118,91,90
1119,91,90
1120,92,91
1121,91,90
1122,91,90
1123,91,90
1124,91,90
1125,91,90
1126,91,90
1127,91,90
1128,92,91
1129,92,91
1130,92,91
1131,92,91
1132,92,91
1133,92,91
1134,93,92
1135,93,92
1136,93,92
1137,93,92
1138,93,92
1139,93,92
1140,93,92
1141,93,92
1142,93,92
1143,93,92
1144,93,91
1145,93,91
1146,92,90
1147,92,90
1148,92,90
1149,92,90
1150,92,90
1151,92,91
1152,92,91
1153,92,91
1154,92,91
1155,92,91
1156,92,91
1157,92,91
1158,92,91
1159,92,91
1160,92,91
1161,92,91
1162,92,91
1163,92,91
1164,93,92
1165,93,92
1166,93,92
1167,93,92
1168,93,92
1169,93,92
1170,93,92
1171,93,92
1172,93,92
1173,93,92
1174,93,92
1175,92,91
1176,92,91
1177,92,91
1178,92,91
1179,92,91
1180,92,91
1181,92,91
1182,92,91
1183,93,92
1184,93,92
1185,93,92
1186,93,92
1187,93,92
1188,93,92
1189,93,92
1190,93,92
1191,93,92
1192,93,92
1193,92,91
1194,92,91
1195,93,92
1196,94,93
1197,94,93
1198,94,93
1199,94,93
1200,94,93
1201,94,93
1202,94,93
1203,95,94
1204,95,94
1205,95,94
1206,95,94
1207,96,95
1208,96,95
1209,96,95
1210,96,95
1211,96,95
1212,96,95
1213,96,95
1214,96,95
1215,96,95
1216,96,95
1217,96,95
1218,96,95
1219,96,95
1220,96,95
1221,97,96
1222,97,96
1223,97,96
1224,97,96
1225,97,96
1226,97,96
1227,97,96
1228,97,96
1229,97,96
1230,97,96
1231,97,96
1232,97,96
1233,97,96
1234,97,96
1235,97,96
1236,97,96
1237,97,96
1238,97,96
1239,97,96
1240,97,96
1241,97,96
1242,97,96
1243,97,96
1244,96,96
1245,96,96
1246,97,97
1247,97,97
1248,97,97
1249,96,97
1250,96,97
1251,96,97
1252,96,97
1253,95,97
1254,95,97
1255,95,97
1256,95,97
1257,95,97
1258,95,97
1259,95,97
1260,95,97
1261,95,97
1262,95,97
1263,95,97
1264,94,97
1265,94,97
1266,94,97
1267,94,97
1268,94,97
1269,93,96
1270,93,96
1271,93,96
1272,93,96
1273,92,96
1274,92,96
1275,93,97
1276,93,97
1277,93,97
1278,93,97
1279,93,97
1280,93,97
1281,93,97
1282,93,97
1283,93,97
1284,93,97
1285,93,97
1286,93,97
1287,93,97
1288,93,97
1289,93,97
1290,93,97
1291,93,97
1292,92,96
1293,92,96
1294,92,96
1295,91,95
1296,91,95
1297,90,94
1298,90,94
1299,90,94
1300,90,94
1301,90,94
1302,90,94
1303,90,94
1304,90,94
1305,90,94
1306,90,94
1307,89,93
1308,89,93
1309,89,93
1310,89,93
1311,88,92
1312,88,92
1313,88,92
1314,88,92
1315,87,91
1316,87,91
1317,86,90
1318,86,90
1319,86,90
1320,86,90
1321,86,90
1322,86,90
1323,86,90
1324,86,90
1325,86,90
1326,86,90
1327,86,90
1328,85,89
1329,84,89
1330,84,89
1331,84,89
1332,84,89
1333,84,88
1334,83,87
1335,83,87
1336,83,87
1337,83,87
1338,83,87
1339,83,87
1340,83,87
1341,83,87
1342,83,87
1343,83,87
1344,84,88
1345,84,88
1346,84,88
1347,84,88
1348,84,88
1349,85,88
1350,85,88
1351,85,88
1352,85,88
1353,85,87
1354,84,86
1355,84,86
1356,84,86
1357,84,86
1358,84,86
1359,84,86
1360,83,85
1361,83,85
1362,83,85
1363,83,85
1364,84,85
1365,84,85
1366,84,85
1367,84,85
1368,84,85
1369,85,86
1370,85,86
1371,84,86
1372,84,86
1373,85,86
1374,85,86
1375,85,86
1376,85,86
1377,85,86
1378,85,86
1379,85,86
1380,85,86
1381,85,86
1382,85,86
1383,84,85
1384,84,85
1385,84,85
1386,84,85
1387,84,85
1388,84,85
1389,84,85
1390,83,85
1391,83,85
1392,84,86
1393,85,87
1394,85,87
1395,86,88
1396,85,87
1397,86,88
1398,86,88
1399,86,88
1400,86,88
1401,86,88
1402,86,88
1403,86,88
1404,86,88
1405,86,88
1406,86,88
1407,87,89
1408,87,89
1409,87,89
1410,87,89
1411,88,90
1412,88,90
1413,88,90
1414,88,90
1415,89,91
1416,89,91
1417,90,92
1418,90,92
1419,90,92
1420,90,92
1421,90,92
1422,90,92
1423,89,91
1424,89,91
1425,89,91
1426,89,91
1427,89,91
1428,90,92
1429,91,92
1430,91,92
1431,90,91
1432,90,90
1433,90,91
1434,91,92
1435,90,91
1436,90,91
1437,90,91
1438,90,91
1439,90,91
1440,90,91
1441,90,91
1442,90,91
1443,90,91
1444,90,91
1445,90,91
1446,90,91
1447,90,91
1448,90,91
1449,90,91
1450,90,91
1451,90,91
1452,90,91
1453,91,92
1454,92,93
1455,92,93
1456,92,93
1457,92,92
1458,91,91
1459,91,91
1460,92,92
1461,92,92
1462,92,92
1463,92,92
1464,92,92
1465,92,92
1466,92,92
1467,92,92
1468,92,92
1469,92,92
1470,92,92
1471,93,92
1472,93,92
1473,93,92
1474,93,92
1475,93,92
1476,93,92
1477,93,92
1478,93,92
1479,93,92
1480,93,92
1481,93,92
1482,93,92
1483,94,93
1484,94,93
1485,94,93
1486,94,93
1487,94,93
1488,94,93
1489,94,93
1490,94,92
1491,94,92
1492,94,92
1493,94,92
1494,94,92
1495,94,92
1496,95,93
1497,95,93
1498,95,93
1499,95,93
1500,95,93
1501,95,93
1502,95,93
1503,95,93
1504,95,93
1505,95,93
1506,95,93
1507,95,93
1508,95,93
1509,95,93
1510,95,93
1511,94,92
1512,94,92
1513,94,92
1514,94,92
1515,94,92
1516,94,92
1517,94,92
1518,94,92
1519,94,92
1520,93,91
1521,93,91
1522,93,91
1523,94,92
1524,94,92
1525,94,92
1526,94,92
1527,94,92
1528,94,92
1529,94,92
1530,94,92
1531,95,93
1532,95,94
1533,95,94
1534,95,94
1535,96,95
1536,96,95
1537,96,95
1538,96,95
1539,96,95
1540,96,95
1541,96,95
1542,96,95
1543,96,95
1544,96,95
1545,95,94
1546,95,94
1547,95,94
1548,95,94
1549,95,94
1550,95,94
1551,95,94
1552,94,94
1553,93,93
1554,93,93
1555,93,92
1556,92,92
1557,92,93
1558,93,94
1559,92,93
1560,92,93
1561,92,93
1562,91,92
1563,90,92
1564,90,92
1565,90,92
1566,90,92
1567,90,92
1568,90,92
1569,90,92
1570,90,92
1571,90,92
1572,90,92
1573,90,92
1574,90,92
1575,89,91
1576,89,91
1577,89,91
1578,89,91
1579,89,91
1580,89,91
1581,89,91
1582,89,91
1583,89,91
1584,89,91
1585,89,91
1586,89,91
1587,89,91
1588,89,91
1589,89,91
1590,90,92
1591,90,92
1592,90,92
1593,90,92
1594,90,92
1595,90,92
1596,90,92
1597,90,92
1598,90,92
1599,90,92
1600,90,92
1601,90,92
1602,90,92
1603,90,92
1604,90,92
1605,90,92
1606,90,92
1607,90,91
1608,90,91
1609,90,91
1610,90,90
1611,91,91
1612,90,90
1613,90,90
1614,90,90
1615,90,90
1616,89,90
1617,89,90
1618,89,90
1619,89,90
1620,90,90
1621,90,90
1622,90,90
1623,90,90
1624,90,90
1625,90,90
1626,90,90
1627,90,90
1628,90,90
1629,90,90
1630,90,90
1631,90,90
1632,90,90
1633,90,90
1634,90,90
1635,90,90
1636,90,90
1637,90,90
1638,90,90
1639,90,90
1640,90,90
1641,89,90
1642,89,90
1643,89,90
1644,89,90
1645,90,91
1646,90,91
1647,90,91
1648,90,91
1649,90,91
1650,90,91
1651,89,91
1652,90,91
1653,91,92
1654,91,92
1655,91,93
1656,92,93
1657,92,93
1658,92,93
1659,93,94
1660,92,94
1661,91,94
1662,91,95
1663,91,95
