pointer,OQ818321,OQ818329,OQ818343,NC_033820.1
484,76,70,98,96
485,76,70,98,96
486,76,70,98,97
487,75,70,98,97
488,76,70,98,97
489,77,71,98,97
490,76,70,98,97
491,76,71,99,97
492,77,72,99,97
493,78,73,99,97
494,78,73,99,97
495,78,73,99,97
496,78,73,99,97
497,79,73,99,98
498,79,74,99,98
499,78,75,99,98
500,79,76,99,98
501,80,77,99,98
502,80,77,99,98
503,80,77,99,98
504,80,77,99,98
505,79,76,99,99
506,80,76,99,99
507,80,76,99,99
508,81,75,99,99
509,81,75,99,99
510,82,75,99,99
511,82,75,99,99
512,82,75,99,99
513,82,75,99,99
514,82,76,99,99
515,83,75,99,99
516,84,76,99,99
517,83,75,99,99
518,82,74,99,99
519,82,74,99,99
520,81,73,99,99
521,80,72,99,99
522,80,72,99,99
523,80,72,99,99
524,80,72,99,99
525,80,72,99,99
526,80,72,99,99
527,80,73,99,99
528,81,73,99,99
529,80,73,99,99
530,80,74,99,99
531,80,74,99,99
532,80,75,99,99
533,80,75,99,99
534,80,75,99,99
535,80,75,99,99
536,79,75,99,99
537,79,76,99,99
538,79,77,99,99
539,79,77,99,99
540,79,77,99,99
541,80,76,99,99
542,80,76,99,99
543,79,76,99,99
544,79,76,99,99
545,78,76,99,99
546,77,75,99,99
547,77,74,99,99
548,76,73,99,99
549,76,72,99,99
550,76,71,99,99
551,75,70,99,99
552,74,70,99,98
553,74,71,99,98
554,74,70,99,98
555,74,69,99,98
556,75,69,99,98
557,74,69,99,98
558,74,69,99,98
559,74,69,99,98
560,74,69,99,98
561,74,69,99,98
562,73,68,99,98
563,73,68,99,98
564,74,69,99,98
565,74,68,99,98
566,73,67,99,98
567,72.72727273,66,98.98989899,97.97979798
568,72.44897959,65,98.97959184,97.95918367
569,72.44897959,66,98.97959184,97.95918367
570,72.44897959,66,98.97959184,97.95918367
571,73.46938776,67,98.97959184,97.95918367
572,73.46938776,67,98.97959184,97.95918367
573,73.46938776,67,98.97959184,97.95918367
574,72.44897959,67,98.97959184,97.95918367
575,73.46938776,68,97.95918367,97.95918367
576,73.46938776,68,96.93877551,97.95918367
577,73.46938776,68,95.91836735,97.95918367
