pointer,OQ818340,OQ818345,OQ818347,OQ818348,KX759618.1,KX759619.1,KX759621.1,KX759622.1,KX759623.1,KX759624.1,NC_033776.1
2720,71.13402062,16.49484536,59.79381443,38,32.98969072,38.1443299,32.98969072,36.08247423,35.05154639,0,36.08247423
2721,70.10309278,16.49484536,59.79381443,38,32.98969072,38.1443299,32.98969072,36.08247423,35.05154639,0,36.08247423
2722,69.07216495,16.49484536,60.82474227,37,32.98969072,38.1443299,32.98969072,36.08247423,35.05154639,0,36.08247423
2723,69.07216495,16.49484536,60.82474227,38,31.95876289,37.11340206,31.95876289,35.05154639,34.02061856,0,35.05154639
2724,68.04123711,15.46391753,59.79381443,38,31.95876289,36.08247423,31.95876289,34.02061856,34.02061856,0,34.02061856
2725,69.07216495,15.46391753,60.82474227,39,32.98969072,36.08247423,32.98969072,34.02061856,34.02061856,0,34.02061856
2726,69.07216495,14.43298969,61.8556701,40,32.98969072,36.08247423,32.98969072,34.02061856,34.02061856,0,34.02061856
2727,68.04123711,13.40206186,60.82474227,39,32.98969072,36.08247423,32.98969072,34.02061856,34.02061856,0,34.02061856
2728,69.07216495,12.37113402,59.79381443,39,34.02061856,36.08247423,34.02061856,34.02061856,34.02061856,0,34.02061856
2729,70.10309278,12.37113402,58.7628866,40,32.98969072,35.05154639,32.98969072,32.98969072,32.98969072,0,32.98969072
2730,70.10309278,12.37113402,58.7628866,39,31.95876289,36.08247423,31.95876289,31.95876289,34.02061856,0,31.95876289
2731,71.13402062,12.37113402,57.73195876,39,30.92783505,36.08247423,30.92783505,30.92783505,34.02061856,0,30.92783505
2732,71.13402062,11.34020619,57.73195876,39,29.89690722,35.05154639,29.89690722,29.89690722,32.98969072,0,29.89690722
2733,70.10309278,10.30927835,56.70103093,39,29.89690722,35.05154639,29.89690722,28.86597938,31.95876289,0,28.86597938
2734,71.13402062,10.30927835,56.70103093,40,30.92783505,36.08247423,30.92783505,29.89690722,32.98969072,0,29.89690722
2735,71.13402062,10.30927835,57.73195876,41,31.95876289,36.08247423,31.95876289,30.92783505,32.98969072,0,30.92783505
2736,71.13402062,10.30927835,58.7628866,41,31.95876289,35.05154639,31.95876289,30.92783505,31.95876289,0,30.92783505
2737,72.16494845,10.30927835,58.7628866,41,32.98969072,36.08247423,32.98969072,31.95876289,32.98969072,0,31.95876289
2738,72.16494845,10.30927835,59.79381443,42,31.95876289,35.05154639,31.95876289,30.92783505,32.98969072,0,30.92783505
2739,72.16494845,10.30927835,59.79381443,41,30.92783505,34.02061856,30.92783505,29.89690722,31.95876289,0,29.89690722
2740,72.44897959,10.20408163,59.18367347,41,30.6122449,33.67346939,30.6122449,29.59183673,31.63265306,0,29.59183673
2741,72.72727273,10.1010101,58.58585859,41,30.3030303,34.34343434,30.3030303,29.29292929,32.32323232,0,29.29292929
2742,72,10,59,42,30,34,30,30,32,0,30
2743,73,10,60,42,30,34,30,30,32,0,30
2744,73,10,61,42,30,34,30,30,32,0,30
2745,72,10,60,43,30,33,30,30,31,0,30
2746,71,10,60,42,30,32,30,30,30,0,30
2747,71,10,61,42,29,31,29,29,29,0,29
2748,71,9,60,42,28,30,28,28,28,0,28
2749,72,9,60,42,27,30,27,27,28,0,27
2750,72,9,59,42,27,30,27,27,28,0,27
2751,72,8,58,41,26,29,26,26,27,0,26
2752,71,8,58,41,26,30,26,26,27,0,26
2753,71,7,57,40,26,31,26,26,28,0,26
2754,71,6,56,39,25,31,25,25,27,0,25
2755,70,5,56,39,24,30,24,24,27,0,24
2756,70,4,56,39,25,31,25,25,28,0,25
2757,69,4,55,39,25,31,25,25,29,0,25
2758,70,3,54,39,25,31,25,25,29,0,25
2759,70,3,54,39,24,30,24,24,28,0,24
2760,69,2,54,38,23,29,23,23,27,0,23
2761,69,2,54,38,23,30,23,23,27,0,23
2762,69,2,54,38,24,31,24,24,28,0,24
2763,68,1,54,37,24,31,24,24,28,0,24
2764,67,1,54,37,24,31,24,24,29,0,24
2765,67,1,54,36,25,32,25,25,30,0,25
2766,67,0,54,35,25,32,25,25,30,0,25
2767,68,0,53,36,26,33,26,26,31,0,26
2768,68,0,52,36,26,34,26,26,32,0,26
2769,67,0,52,37,26,34,26,26,32,0,26
2770,67,0,52,37,26,34,26,26,32,0,26
2771,67,0,52,37,26,34,26,26,32,0,26
2772,66,0,52,37,25,33,25,25,32,0,25
2773,67,0,53,37,26,34,26,26,33,0,26
2774,67,0,54,38,27,35,27,27,34,0,27
2775,67,0,54,38,27,36,27,28,35,0,28
2776,68,0,55,39,28,37,28,29,36,0,29
2777,67.67676768,0,54,38.38383838,28.28282828,37.37373737,28.28282828,29.29292929,36.36363636,0,29.29292929
2778,67.34693878,0,53,37.75510204,28.57142857,37.75510204,28.57142857,29.59183673,36.73469388,0,29.59183673
2779,67.01030928,0,53,37.11340206,28.86597938,38.1443299,28.86597938,29.89690722,37.11340206,0,29.89690722
2780,67.01030928,0,53,37.11340206,28.86597938,38.1443299,28.86597938,29.89690722,37.11340206,0,29.89690722
2781,65.97938144,0,52,36.08247423,27.83505155,37.11340206,27.83505155,29.89690722,36.08247423,0,29.89690722
2782,65.97938144,0,53,37.11340206,28.86597938,38.1443299,28.86597938,29.89690722,37.11340206,0,29.89690722
2783,67.01030928,0,54,38.1443299,29.89690722,38.1443299,29.89690722,30.92783505,37.11340206,0,30.92783505
2784,67.01030928,0,54,37.11340206,30.92783505,39.17525773,30.92783505,31.95876289,38.1443299,0,31.95876289
2785,67.01030928,0,54,37.11340206,31.95876289,40.20618557,31.95876289,32.98969072,39.17525773,0,32.98969072
2786,67.01030928,0,54,37.11340206,32.98969072,41.2371134,32.98969072,34.02061856,40.20618557,0,34.02061856
2787,65.97938144,0,54,36.08247423,34.02061856,41.2371134,34.02061856,35.05154639,41.2371134,0,35.05154639
2788,67.01030928,0,54,37.11340206,35.05154639,41.2371134,35.05154639,36.08247423,42.26804124,0,36.08247423
2789,68.04123711,0,55,38.1443299,36.08247423,41.2371134,36.08247423,37.11340206,42.26804124,0,37.11340206
2790,69.07216495,0,55,37.11340206,36.08247423,42.26804124,36.08247423,38.1443299,42.26804124,0,38.1443299
2791,69.07216495,0,55,38.1443299,37.11340206,43.29896907,37.11340206,38.1443299,42.26804124,0,38.1443299
2792,70.10309278,0,56,38.1443299,37.11340206,44.32989691,37.11340206,39.17525773,43.29896907,0,39.17525773
2793,70.10309278,0,56,38.1443299,37.11340206,43.29896907,37.11340206,38.1443299,42.26804124,0,38.1443299
2794,70.10309278,0,57,39.17525773,38.1443299,44.32989691,38.1443299,38.1443299,42.26804124,0,38.1443299
2795,70.10309278,0,58,40.20618557,39.17525773,45.36082474,39.17525773,39.17525773,43.29896907,0,39.17525773
2796,70.10309278,0,57,40.20618557,39.17525773,45.36082474,39.17525773,40.20618557,44.32989691,0,40.20618557
2797,71.13402062,0,57,40.20618557,39.17525773,45.36082474,39.17525773,40.20618557,44.32989691,0,40.20618557
2798,71.13402062,0,57,40.20618557,39.17525773,44.32989691,39.17525773,40.20618557,44.32989691,0,40.20618557
2799,70.10309278,0,57,39.17525773,39.17525773,44.32989691,39.17525773,40.20618557,44.32989691,0,40.20618557
2800,70.10309278,0,57,40.20618557,40.20618557,45.36082474,40.20618557,41.2371134,45.36082474,0,41.2371134
2801,71.13402062,0,57,40.20618557,41.2371134,46.39175258,41.2371134,42.26804124,46.39175258,0,42.26804124
2802,70.10309278,0,57,40.20618557,41.2371134,46.39175258,41.2371134,42.26804124,46.39175258,0,42.26804124
2803,71.13402062,0,57,41.2371134,42.26804124,47.42268041,42.26804124,43.29896907,47.42268041,0,43.29896907
2804,71.13402062,0,57,42.26804124,42.26804124,47.42268041,42.26804124,43.29896907,47.42268041,0,43.29896907
2805,70.10309278,0,56,43.29896907,42.26804124,46.39175258,42.26804124,43.29896907,46.39175258,0,43.29896907
2806,71.13402062,0,57,44.32989691,42.26804124,47.42268041,42.26804124,44.32989691,47.42268041,0,44.32989691
2807,71.13402062,0,57,44.32989691,43.29896907,48.45360825,43.29896907,45.36082474,48.45360825,0,45.36082474
2808,70.10309278,0,56,43.29896907,42.26804124,47.42268041,42.26804124,44.32989691,47.42268041,0,44.32989691
2809,70.10309278,0,56,42.26804124,43.29896907,48.45360825,43.29896907,45.36082474,48.45360825,0,45.36082474
2810,71.13402062,0,57,43.29896907,44.32989691,49.48453608,44.32989691,46.39175258,49.48453608,0,46.39175258
2811,70.10309278,0,56,43.29896907,44.32989691,49.48453608,44.32989691,46.39175258,49.48453608,0,46.39175258
2812,70.83333333,0,55,43.75,44.79166667,50,44.79166667,45.83333333,50,0,45.83333333
2813,70.52631579,0,54,44.21052632,44.21052632,49.47368421,44.21052632,45.26315789,49.47368421,0,45.26315789
2814,70.21276596,0,53,44.68085106,43.61702128,48.93617021,43.61702128,44.68085106,48.93617021,0,44.68085106
2815,70.96774194,0,53,45.16129032,44.08602151,49.46236559,44.08602151,45.16129032,49.46236559,0,45.16129032
2816,71.73913043,0,53,45.16129032,44.56521739,50,44.56521739,45.65217391,50,0,45.65217391
2817,71.42857143,0,52,45.16129032,45.05494505,50.54945055,45.05494505,46.15384615,50.54945055,0,46.15384615
2818,72.52747253,0,52,45.16129032,45.05494505,50.54945055,45.05494505,46.15384615,50.54945055,0,46.15384615
2819,72.52747253,0,52,44.08602151,45.05494505,50.54945055,45.05494505,46.15384615,50.54945055,0,46.15384615
2820,71.42857143,0,52,44.08602151,45.05494505,50.54945055,45.05494505,46.15384615,50.54945055,0,46.15384615
2821,72.52747253,0,52,45.16129032,46.15384615,51.64835165,46.15384615,47.25274725,51.64835165,0,47.25274725
2822,73.62637363,0,52,46.23655914,47.25274725,52.74725275,47.25274725,48.35164835,52.74725275,0,48.35164835
2823,73.33333333,0,51.51515152,45.16129032,47.77777778,53.33333333,47.77777778,48.88888889,53.33333333,0,48.88888889
2824,73.33333333,0,52.52525253,46.23655914,46.66666667,53.33333333,46.66666667,48.88888889,52.22222222,0,48.88888889
2825,73.33333333,0,52.52525253,46.23655914,46.66666667,54.44444444,46.66666667,50,53.33333333,0,50
2826,73.33333333,0,52.52525253,46.23655914,46.66666667,54.44444444,46.66666667,50,53.33333333,0,50
2827,73.33333333,0,52.52525253,46.23655914,45.55555556,53.33333333,45.55555556,48.88888889,52.22222222,0,48.88888889
2828,72.22222222,0,53.53535354,46.23655914,44.44444444,52.22222222,44.44444444,47.77777778,51.11111111,0,47.77777778
2829,72.22222222,0,54.54545455,46.23655914,44.44444444,52.22222222,44.44444444,47.77777778,51.11111111,0,47.77777778
2830,71.11111111,0,55.55555556,46.23655914,44.44444444,51.11111111,44.44444444,47.77777778,50,0,47.77777778
2831,71.11111111,0,55.55555556,46.23655914,44.44444444,52.22222222,44.44444444,47.77777778,51.11111111,0,47.77777778
2832,71.11111111,0,55.55555556,46.23655914,44.44444444,53.33333333,44.44444444,47.77777778,52.22222222,0,47.77777778
2833,71.11111111,0,55.55555556,47.31182796,44.44444444,52.22222222,44.44444444,48.88888889,52.22222222,0,48.88888889
2834,71.11111111,0,55.55555556,47.31182796,44.44444444,52.22222222,44.44444444,48.88888889,52.22222222,0,48.88888889
2835,71.11111111,0,55.55555556,47.31182796,44.44444444,52.22222222,44.44444444,48.88888889,52.22222222,0,48.88888889
2836,71.11111111,0,55.55555556,48.38709677,44.44444444,52.22222222,44.44444444,48.88888889,52.22222222,0,48.88888889
2837,71.11111111,0,56.56565657,49.46236559,44.44444444,52.22222222,44.44444444,48.88888889,52.22222222,0,48.88888889
2838,71.11111111,0,56.56565657,49.46236559,45.55555556,53.33333333,45.55555556,50,53.33333333,0,50
2839,71.11111111,0,57.57575758,50.53763441,45.55555556,53.33333333,45.55555556,50,53.33333333,0,50
2840,71.11111111,0,58.58585859,51.61290323,46.66666667,54.44444444,46.66666667,51.11111111,54.44444444,0,51.11111111
2841,71.11111111,0,59.5959596,52.68817204,47.77777778,54.44444444,47.77777778,52.22222222,54.44444444,0,52.22222222
2842,72.22222222,0,58.58585859,51.61290323,47.77777778,54.44444444,47.77777778,52.22222222,54.44444444,0,52.22222222
2843,72.22222222,0,58.58585859,52.68817204,47.77777778,54.44444444,47.77777778,52.22222222,54.44444444,0,52.22222222
2844,72.22222222,0,58.58585859,53.76344086,47.77777778,54.44444444,47.77777778,52.22222222,54.44444444,0,52.22222222
2845,73.33333333,0,59.5959596,53.76344086,47.77777778,54.44444444,47.77777778,52.22222222,54.44444444,0,52.22222222
2846,74.44444444,0,60.60606061,54.83870968,48.88888889,55.55555556,48.88888889,53.33333333,55.55555556,0,53.33333333
2847,74.44444444,0,60.60606061,54.83870968,50,56.66666667,50,54.44444444,56.66666667,0,54.44444444
2848,73.33333333,0,61.61616162,54.83870968,51.11111111,56.66666667,51.11111111,55.55555556,57.77777778,0,55.55555556
2849,73.33333333,0,61.61616162,54.83870968,52.22222222,57.77777778,52.22222222,56.66666667,58.88888889,0,56.66666667
2850,73.33333333,0,62.62626263,55.91397849,53.33333333,58.88888889,53.33333333,57.77777778,60,0,57.77777778
2851,73.33333333,0,63.63636364,55.91397849,53.33333333,58.88888889,53.33333333,58.88888889,61.11111111,0,58.88888889
2852,74.44444444,0,64.64646465,56.98924731,53.33333333,57.77777778,53.33333333,58.88888889,61.11111111,0,58.88888889
2853,74.44444444,0,64.64646465,56.98924731,53.33333333,57.77777778,53.33333333,58.88888889,61.11111111,0,58.88888889
2854,74.44444444,0,64.64646465,56.98924731,53.33333333,56.66666667,53.33333333,58.88888889,61.11111111,0,58.88888889
2855,75.55555556,0,64.64646465,56.98924731,54.44444444,56.66666667,54.44444444,60,61.11111111,0,60
2856,75.55555556,0,64.64646465,55.91397849,54.44444444,56.66666667,54.44444444,60,61.11111111,0,60
2857,76.66666667,0,65.65656566,54.83870968,54.44444444,56.66666667,54.44444444,60,60,0,60
2858,76.66666667,0,66.66666667,54.83870968,55.55555556,57.77777778,55.55555556,61.11111111,61.11111111,0,61.11111111
2859,76.66666667,0,66.66666667,54.83870968,56.66666667,58.88888889,56.66666667,62.22222222,62.22222222,0,62.22222222
2860,77.77777778,0,66.66666667,54.83870968,56.66666667,58.88888889,56.66666667,62.22222222,62.22222222,0,62.22222222
2861,77.77777778,0,67.67676768,54.83870968,56.66666667,57.77777778,56.66666667,62.22222222,62.22222222,0,62.22222222
2862,77.77777778,0,67.67676768,55.91397849,55.55555556,56.66666667,55.55555556,61.11111111,61.11111111,0,61.11111111
2863,77.77777778,0,66.66666667,56.98924731,55.55555556,56.66666667,55.55555556,61.11111111,61.11111111,0,61.11111111
2864,78.88888889,0,65.65656566,56.98924731,54.44444444,56.66666667,54.44444444,60,61.11111111,0,60
2865,78.88888889,0,65.65656566,58.06451613,53.33333333,56.66666667,53.33333333,58.88888889,61.11111111,0,58.88888889
2866,77.77777778,0,64.64646465,58.06451613,53.33333333,56.66666667,53.33333333,58.88888889,61.11111111,0,58.88888889
2867,77.77777778,0,64.64646465,56.98924731,52.22222222,55.55555556,52.22222222,58.88888889,61.11111111,0,58.88888889
2868,77.77777778,0,65.65656566,58.06451613,53.33333333,55.55555556,53.33333333,60,60,0,60
2869,77.77777778,0,64.64646465,56.98924731,53.33333333,55.55555556,53.33333333,61.11111111,61.11111111,0,61.11111111
2870,78.88888889,0,65.65656566,58.06451613,54.44444444,56.66666667,54.44444444,62.22222222,62.22222222,0,62.22222222
2871,78.88888889,0,66.66666667,59.13978495,55.55555556,57.77777778,55.55555556,63.33333333,63.33333333,0,63.33333333
2872,80,0,65.65656566,59.13978495,55.55555556,57.77777778,55.55555556,63.33333333,63.33333333,0,63.33333333
2873,80,0,65.65656566,59.13978495,54.44444444,56.66666667,54.44444444,62.22222222,62.22222222,0,62.22222222
2874,80,0,65.65656566,59.13978495,54.44444444,56.66666667,54.44444444,62.22222222,62.22222222,0,62.22222222
2875,80,0,65.65656566,59.13978495,55.55555556,56.66666667,55.55555556,62.22222222,62.22222222,0,62.22222222
2876,78.88888889,0,65.65656566,58.06451613,55.55555556,56.66666667,55.55555556,62.22222222,62.22222222,0,62.22222222
2877,79.12087912,0,66.66666667,57.44680851,56.04395604,57.14285714,56.04395604,62.63736264,62.63736264,0,62.63736264
2878,78.26086957,0,66.66666667,56.84210526,56.52173913,57.60869565,56.52173913,63.04347826,61.95652174,0,63.04347826
2879,78.49462366,0,67.67676768,56.25,55.91397849,58.06451613,55.91397849,62.3655914,62.3655914,0,62.3655914
2880,78.49462366,0,68.68686869,55.20833333,54.83870968,58.06451613,54.83870968,61.29032258,62.3655914,0,61.29032258
