pointer,OQ818341,KX644943
178,85.0,82.0
179,85.0,81.0
180,85.0,82.0
181,85.0,82.0
182,84.0,81.0
183,84.0,81.0
184,84.0,82.0
185,83.0,81.0
186,84.0,82.0
187,84.0,82.0
188,84.0,82.0
189,84.0,82.0
190,84.0,82.0
191,83.0,81.0
192,82.0,81.0
193,82.0,81.0
194,81.0,80.0
195,82.0,81.0
196,82.0,81.0
197,81.0,81.0
198,82.0,82.0
199,82.0,82.0
200,81.0,81.0
201,81.0,81.0
202,81.0,81.0
203,80.0,80.0
204,81.0,80.0
205,81.0,80.0
206,81.0,80.0
207,81.0,80.0
208,81.0,80.0
209,80.0,80.0
210,81.0,81.0
211,81.0,81.0
212,80.0,80.0
213,81.0,80.0
214,81.0,80.0
215,80.0,79.0
216,79.0,80.0
217,79.0,80.0
218,78.0,79.0
219,79.0,80.0
220,79.0,80.0
221,78.0,79.0
222,79.0,80.0
223,79.0,80.0
224,78.0,79.0
225,78.0,79.0
226,78.0,79.0
227,78.0,78.0
228,79.0,78.0
229,79.0,78.0
230,79.0,77.0
231,79.0,77.0
232,79.0,77.0
233,78.0,77.0
234,78.0,77.0
235,78.0,77.0
236,78.0,77.0
237,79.0,78.0
238,79.0,78.0
239,78.0,78.0
240,78.0,79.0
241,78.0,79.0
242,78.0,78.0
243,78.0,78.0
244,78.0,78.0
245,77.0,77.0
246,78.0,78.0
247,78.0,78.0
248,77.0,77.0
249,78.0,77.0
250,78.0,77.0
251,78.0,76.0
252,77.0,76.0
253,77.0,76.0
254,76.0,75.0
255,75.0,74.0
256,75.0,74.0
257,74.0,73.0
258,74.0,73.0
259,74.0,73.0
260,74.0,72.0
261,75.0,73.0
262,75.0,73.0
263,75.0,73.0
264,75.0,72.0
265,75.0,72.0
266,74.0,71.0
267,75.0,71.0
268,75.0,71.0
269,75.0,71.0
270,75.0,72.0
271,75.0,72.0
272,74.0,71.0
273,74.0,72.0
274,74.0,72.0
275,73.0,71.0
276,73.0,71.0
277,73.0,71.0
278,73.0,71.0
279,73.0,72.0
280,73.0,72.0
281,72.0,71.0
282,73.0,72.0
283,74.0,73.0
284,74.0,73.0
285,75.0,74.0
286,75.0,74.0
287,75.0,74.0
288,75.0,74.0
289,75.0,74.0
290,75.0,73.0
291,76.0,74.0
292,77.0,75.0
293,76.0,74.0
294,76.0,74.0
295,76.0,74.0
296,75.0,73.0
297,76.0,73.0
298,76.0,73.0
299,76.0,73.0
300,77.0,74.0
301,77.0,74.0
302,76.0,73.0
303,77.0,73.0
304,77.0,73.0
305,76.0,73.0
306,76.0,73.0
307,75.0,72.0
308,75.0,72.0
309,75.0,71.0
310,74.0,70.0
311,74.0,69.0
312,75.0,70.0
313,75.0,70.0
314,74.0,70.0
315,75.0,71.0
316,76.0,71.0
317,75.0,70.0
318,75.0,70.0
319,75.0,70.0
320,74.0,69.0
321,75.0,70.0
322,75.0,70.0
323,75.0,69.0
324,76.0,69.0
325,76.0,69.0
326,76.0,68.0
327,76.0,69.0
328,76.0,69.0
329,76.0,69.0
330,76.0,70.0
331,76.0,71.0
332,76.0,70.0
333,77.0,70.0
334,77.0,70.0
335,77.0,70.0
336,77.0,70.0
337,77.0,70.0
338,77.0,69.0
339,78.0,69.0
340,78.0,69.0
341,77.0,68.0
342,77.0,69.0
343,77.0,69.0
344,77.0,68.0
345,78.0,69.0
346,78.0,69.0
347,77.0,68.0
348,78.0,69.0
349,78.0,69.0
350,78.0,69.0
351,78.0,70.0
352,79.0,70.0
353,79.0,70.0
354,80.0,71.0
355,81.0,72.0
356,80.0,71.0
357,81.0,72.0
358,81.0,72.0
359,81.0,72.0
360,81.0,73.0
361,81.0,73.0
362,81.0,72.0
363,81.0,72.0
364,81.0,73.0
365,80.0,72.0
366,81.0,73.0
367,81.0,73.0
368,81.0,73.0
369,81.0,73.0
370,81.0,73.0
371,80.0,73.0
372,81.0,74.0
373,81.0,74.0
374,81.0,74.0
375,82.0,75.0
376,82.0,75.0
377,82.0,74.0
378,82.0,74.0
379,82.0,74.0
380,81.0,73.0
381,82.0,74.0
382,82.0,74.0
383,82.0,74.0
384,82.0,74.0
385,82.0,74.0
386,81.0,73.0
387,81.0,73.0
388,81.0,73.0
389,81.0,72.0
390,81.0,73.0
391,81.0,73.0
392,81.0,73.0
393,82.0,74.0
394,83.0,75.0
395,83.0,74.0
396,84.0,75.0
397,84.0,75.0
398,84.0,74.0
399,84.0,74.0
400,84.0,74.0
401,84.0,73.0
402,85.0,74.0
403,85.0,75.0
404,85.0,75.0
405,86.0,75.0
406,86.0,75.0
407,87.0,76.0
408,87.0,76.0
409,88.0,77.0
410,89.0,78.0
411,89.0,79.0
412,89.0,79.0
413,88.0,79.0
414,89.0,79.0
415,89.0,79.0
416,88.0,78.0
417,89.0,79.0
418,90.0,80.0
419,90.0,80.0
420,91.0,81.0
421,91.0,81.0
422,90.0,81.0
423,90.0,82.0
424,90.0,83.0
425,90.0,83.0
426,90.0,84.0
427,90.0,84.0
428,90.0,84.0
429,90.0,84.0
430,90.0,84.0
431,89.0,83.0
432,89.0,84.0
433,89.0,84.0
434,89.0,84.0
435,89.0,84.0
436,89.0,84.0
437,89.0,84.0
438,89.0,85.0
439,89.0,85.0
440,88.0,84.0
441,89.0,85.0
442,89.0,85.0
443,88.0,84.0
444,87.0,84.0
445,87.0,84.0
446,86.0,83.0
447,87.0,84.0
448,87.0,84.0
449,87.0,84.0
450,87.0,84.0
451,87.0,84.0
452,87.0,84.0
453,87.0,84.0
454,87.0,84.0
455,87.0,84.0
456,88.0,85.0
457,88.0,85.0
458,87.0,84.0
459,87.0,84.0
460,87.0,84.0
461,87.0,84.0
462,87.0,85.0
463,87.0,85.0
464,87.0,85.0
465,88.0,86.0
466,88.0,86.0
467,88.0,85.0
468,87.0,84.0
469,87.0,84.0
470,86.0,83.0
471,87.0,83.0
472,87.0,83.0
473,86.0,82.0
474,86.0,82.0
475,86.0,82.0
476,85.0,81.0
477,85.0,82.0
478,85.0,82.0
479,84.0,81.0
480,85.0,82.0
481,85.0,82.0
482,85.0,82.0
483,85.0,82.0
484,85.0,82.0
485,85.0,82.0
486,86.0,83.0
487,86.0,83.0
488,86.0,83.0
489,86.0,84.0
490,86.0,84.0
491,85.0,84.0
492,85.0,84.0
493,85.0,84.0
494,85.0,84.0
495,84.0,85.0
496,84.0,85.0
497,84.0,85.0
498,84.0,86.0
499,84.0,86.0
500,84.0,86.0
501,84.0,87.0
502,84.0,87.0
503,84.0,86.0
504,84.0,86.0
505,84.0,86.0
506,84.0,86.0
507,84.0,86.0
508,84.0,86.0
509,84.0,85.0
510,84.0,85.0
511,84.0,85.0
512,84.0,85.0
513,85.0,85.0
514,85.0,85.0
515,85.0,84.0
516,86.0,85.0
517,86.0,85.0
518,85.0,85.0
519,85.0,85.0
520,85.0,85.0
521,84.0,84.0
522,85.0,84.0
523,85.0,84.0
524,84.0,83.0
525,84.0,83.0
526,84.0,83.0
527,84.0,82.0
528,84.0,82.0
529,84.0,82.0
530,83.0,81.0
531,84.0,82.0
532,84.0,82.0
533,84.0,82.0
534,84.0,82.0
535,84.0,82.0
536,84.0,81.0
537,84.0,81.0
538,84.0,81.0
539,84.0,81.0
540,85.0,82.0
541,85.0,82.0
542,84.0,82.0
543,85.0,83.0
544,86.0,84.0
545,86.0,83.0
546,87.0,84.0
547,87.0,84.0
548,87.0,84.0
549,87.0,84.0
550,87.0,84.0
551,86.0,84.0
552,86.0,84.0
553,86.0,84.0
554,85.0,83.0
555,85.0,83.0
556,85.0,83.0
557,85.0,83.0
558,86.0,84.0
559,86.0,84.0
560,86.0,83.0
561,85.0,82.0
562,85.0,82.0
563,84.0,82.0
564,84.0,82.0
565,84.0,82.0
566,83.0,82.0
567,83.0,83.0
568,84.0,84.0
569,84.0,84.0
570,85.0,85.0
571,85.0,85.0
572,85.0,84.0
573,86.0,85.0
574,86.0,85.0
575,86.0,85.0
576,87.0,86.0
577,87.0,86.0
578,86.0,86.0
579,87.0,87.0
580,87.0,87.0
581,87.0,87.0
582,87.0,87.0
583,87.0,87.0
584,87.0,87.0
585,87.0,87.0
586,87.0,87.0
587,87.0,87.0
588,87.0,87.0
589,87.0,87.0
590,87.0,87.0
591,88.0,87.0
592,88.0,87.0
593,87.0,87.0
594,87.0,87.0
595,88.0,87.0
596,87.0,86.0
597,87.0,86.0
598,87.0,86.0
599,87.0,86.0
600,87.0,86.0
601,87.0,86.0
602,86.0,85.0
603,86.0,86.0
604,86.0,86.0
605,85.0,85.0
606,85.0,85.0
607,85.0,85.0
608,85.0,85.0
609,85.0,86.0
610,85.0,86.0
611,84.0,86.0
612,84.0,86.0
613,84.0,86.0
614,84.0,86.0
615,84.0,87.0
616,84.0,87.0
617,84.0,87.0
618,85.0,87.0
619,85.0,87.0
620,85.0,87.0
621,86.0,88.0
622,86.0,88.0
623,85.0,88.0
624,86.0,89.0
625,86.0,89.0
626,85.0,88.0
627,85.0,89.0
628,85.0,89.0
629,84.0,89.0
630,85.0,90.0
631,85.0,90.0
632,85.0,90.0
633,85.0,90.0
634,85.0,90.0
635,85.0,89.0
636,85.0,90.0
637,85.0,90.0
638,85.0,89.0
639,85.0,89.0
640,85.0,89.0
641,85.0,89.0
642,86.0,89.0
643,86.0,89.0
644,86.0,88.0
645,86.0,89.0
646,86.0,89.0
647,85.0,88.0
648,85.0,88.0
649,85.0,88.0
650,85.0,88.0
651,86.0,88.0
652,86.0,88.0
653,85.0,87.0
654,86.0,88.0
655,86.0,88.0
656,86.0,88.0
657,86.0,88.0
658,86.0,88.0
659,86.0,88.0
660,86.0,89.0
661,87.0,90.0
662,86.0,90.0
663,87.0,90.0
664,87.0,90.0
665,87.0,90.0
666,88.0,90.0
667,88.0,90.0
668,88.0,90.0
669,88.0,90.0
670,88.0,90.0
671,88.0,89.0
672,88.0,90.0
673,88.0,90.0
674,87.0,90.0
675,87.0,90.0
676,87.0,90.0
677,86.0,89.0
678,87.0,89.0
679,87.0,89.0
680,86.0,89.0
681,86.0,89.0
682,86.0,89.0
683,85.0,88.0
684,85.0,88.0
685,85.0,88.0
686,84.0,87.0
687,84.0,87.0
688,84.0,87.0
689,84.0,86.0
690,84.0,86.0
691,84.0,86.0
692,84.0,86.0
693,85.0,86.0
694,85.0,86.0
695,85.0,86.0
696,86.0,87.0
697,86.0,87.0
698,85.0,86.0
699,85.0,86.0
700,85.0,86.0
701,84.0,86.0
702,85.0,87.0
703,85.0,87.0
704,84.0,87.0
705,85.0,88.0
706,85.0,88.0
707,85.0,88.0
708,85.0,88.0
709,85.0,88.0
710,84.0,87.0
711,85.0,87.0
712,85.0,87.0
713,85.0,86.0
714,84.0,86.0
715,84.0,86.0
716,83.0,85.0
717,83.0,85.0
718,83.0,85.0
719,83.0,84.0
720,83.0,84.0
721,83.0,84.0
722,83.0,84.0
723,84.0,84.0
724,84.0,84.0
725,84.0,84.0
726,85.0,85.0
727,85.0,85.0
728,85.0,85.0
729,86.0,85.0
730,86.0,85.0
731,85.0,84.0
732,84.0,83.0
733,84.0,83.0
734,84.0,83.0
735,84.0,84.0
736,84.0,84.0
737,84.0,84.0
738,84.0,85.0
739,84.0,85.0
740,83.0,84.0
741,83.0,84.0
742,83.0,84.0
743,83.0,84.0
744,83.0,85.0
745,83.0,85.0
746,83.0,85.0
747,84.0,86.0
748,84.0,86.0
749,84.0,85.0
750,84.0,85.0
751,84.0,85.0
752,84.0,85.0
753,85.0,86.0
754,85.0,86.0
755,85.0,86.0
756,85.0,86.0
757,85.0,86.0
758,85.0,85.0
759,85.0,85.0
760,85.0,85.0
761,84.0,85.0
762,85.0,85.0
763,85.0,85.0
764,84.0,84.0
765,84.0,84.0
766,84.0,84.0
767,84.0,84.0
768,84.0,84.0
769,84.0,84.0
770,83.0,83.0
771,83.0,84.0
772,83.0,84.0
773,83.0,84.0
774,84.0,84.0
775,84.0,84.0
776,84.0,83.0
777,85.0,84.0
778,85.0,84.0
779,85.0,84.0
780,86.0,84.0
781,86.0,84.0
782,85.0,83.0
783,85.0,84.0
784,85.0,84.0
785,84.0,83.0
786,85.0,84.0
787,85.0,84.0
788,84.0,84.0
789,83.0,84.0
790,83.0,84.0
791,83.0,83.0
792,82.0,82.0
793,82.0,82.0
794,82.0,82.0
795,82.0,82.0
796,82.0,82.0
797,82.0,82.0
798,83.0,83.0
799,83.0,83.0
800,83.0,83.0
801,83.0,82.0
802,83.0,82.0
803,83.0,81.0
804,84.0,81.0
805,84.0,81.0
806,84.0,81.0
807,84.0,81.0
808,84.0,81.0
809,84.0,80.0
810,85.0,81.0
811,85.0,81.0
812,84.0,80.0
813,84.0,81.0
814,85.0,81.0
815,84.0,80.0
816,85.0,81.0
817,85.0,81.0
818,85.0,81.0
819,84.0,82.0
820,83.0,81.0
821,83.0,80.0
822,83.0,80.0
823,83.0,80.0
824,82.0,79.0
825,81.0,78.0
826,81.0,78.0
827,80.0,77.0
828,79.0,76.0
829,79.0,76.0
830,78.0,75.0
831,79.0,76.0
832,80.0,77.0
833,79.0,76.0
834,79.0,76.0
835,79.0,76.0
836,78.0,75.0
837,78.0,75.0
838,78.0,75.0
839,77.0,74.0
840,78.0,75.0
841,78.0,75.0
842,78.0,75.0
843,78.0,75.0
844,78.0,75.0
845,78.0,75.0
846,78.0,75.0
847,78.0,75.0
848,78.0,75.0
849,78.0,76.0
850,78.0,76.0
851,78.0,75.0
852,78.0,75.0
853,78.0,75.0
854,78.0,75.0
855,78.0,75.0
856,78.0,75.0
857,78.0,75.0
858,78.0,76.0
859,78.0,76.0
860,77.0,75.0
861,78.0,75.0
862,78.0,75.0
863,78.0,75.0
864,78.0,75.0
865,77.0,74.0
866,76.0,73.0
867,76.0,73.0
868,76.0,73.0
869,75.0,72.0
870,76.0,73.0
871,76.0,73.0
872,76.0,72.0
873,75.0,72.0
874,75.0,72.0
875,74.0,71.0
876,74.0,72.0
877,74.0,72.0
878,73.0,72.0
879,73.0,72.0
880,72.0,71.0
881,71.0,71.0
882,72.0,72.0
883,72.0,71.0
884,72.0,70.0
885,72.0,70.0
886,71.0,69.0
887,70.0,68.0
888,70.0,67.0
889,71.0,68.0
890,71.0,68.0
891,71.0,69.0
892,72.0,70.0
893,72.0,69.0
894,71.0,68.0
895,71.0,68.0
896,71.0,67.0
897,71.0,67.0
898,70.0,66.0
899,69.0,65.0
900,69.0,65.0
901,70.0,66.0
902,69.0,66.0
903,68.0,66.0
904,68.0,66.0
905,67.0,65.0
906,66.0,65.0
907,66.0,65.0
908,65.0,64.0
909,65.0,65.0
910,65.0,65.0
911,65.0,65.0
912,66.0,66.0
913,66.0,66.0
914,66.0,66.0
915,67.0,67.0
916,66.0,66.0
917,65.0,65.0
918,64.0,64.0
919,65.0,64.0
920,65.0,64.0
921,65.0,65.0
922,65.0,65.0
923,65.0,65.0
924,66.0,66.0
925,67.0,67.0
926,67.0,66.0
927,68.0,67.0
928,69.0,68.0
929,69.0,68.0
930,69.0,68.0
931,69.0,68.0
932,68.0,67.0
933,69.0,68.0
934,69.0,68.0
935,69.0,67.0
936,70.0,68.0
937,70.0,68.0
938,69.0,67.0
939,70.0,68.0
940,70.0,68.0
941,70.0,68.0
942,70.0,68.0
943,70.0,68.0
944,69.0,67.0
945,69.0,67.0
946,69.0,67.0
947,69.0,67.0
948,69.0,67.0
949,69.0,67.0
950,69.0,67.0
951,69.0,68.0
952,69.0,68.0
953,69.0,68.0
954,69.0,68.0
955,69.0,68.0
956,69.0,68.0
957,69.0,68.0
958,69.0,68.0
959,69.0,68.0
960,70.0,69.0
961,70.0,69.0
962,70.0,69.0
963,70.0,69.0
964,71.0,70.0
965,71.0,70.0
966,72.0,71.0
967,72.0,71.0
968,72.0,71.0
969,72.0,71.0
970,71.0,70.0
971,71.0,70.0
972,71.0,71.0
973,72.0,71.0
974,72.0,71.0
975,73.0,72.0
976,73.0,72.0
977,73.0,72.0
978,73.0,71.0
979,72.0,70.0
980,73.0,71.0
981,74.0,71.0
982,74.0,71.0
983,75.0,72.0
984,74.0,72.0
985,75.0,73.0
986,76.0,74.0
987,77.0,75.0
988,78.0,76.0
989,77.0,76.0
990,77.0,76.0
991,77.0,76.0
992,77.0,75.0
993,77.0,75.0
994,77.0,75.0
995,76.0,74.0
996,76.0,75.0
997,76.0,75.0
998,76.0,76.0
999,77.0,77.0
1000,77.0,77.0
1001,77.0,77.0
1002,78.0,77.0
1003,79.0,78.0
1004,79.0,78.0
1005,80.0,79.0
1006,81.0,79.0
1007,81.0,79.0
1008,82.0,80.0
1009,82.0,80.0
1010,82.0,79.0
1011,82.0,79.0
1012,82.0,79.0
1013,82.0,79.0
1014,82.0,79.0
1015,81.0,79.0
1016,81.0,79.0
1017,82.0,80.0
1018,83.0,81.0
1019,82.0,80.0
1020,83.0,81.0
1021,83.0,81.0
1022,82.0,81.0
1023,82.0,81.0
1024,82.0,81.0
1025,82.0,81.0
1026,82.0,82.0
1027,82.0,82.0
1028,82.0,82.0
1029,82.0,82.0
1030,83.0,83.0
1031,83.0,82.0
1032,83.0,82.0
1033,83.0,82.0
1034,83.0,81.0
1035,83.0,82.0
1036,83.0,82.0
1037,82.0,81.0
1038,83.0,82.0
1039,83.0,82.0
1040,82.0,82.0
1041,82.0,82.0
1042,82.0,82.0
1043,81.0,81.0
1044,82.0,82.0
1045,82.0,82.0
1046,81.0,81.0
1047,81.0,81.0
1048,81.0,81.0
1049,80.0,81.0
1050,79.0,81.0
1051,78.0,81.0
1052,78.0,80.0
1053,78.0,79.0
1054,77.0,78.0
1055,76.0,77.0
1056,75.0,76.0
1057,74.0,75.0
1058,73.0,74.0
1059,73.0,74.0
1060,73.0,74.0
1061,72.0,74.0
1062,72.0,74.0
1063,72.0,74.0
1064,72.0,73.0
1065,73.0,74.0
1066,73.0,74.0
1067,72.0,74.0
1068,72.0,74.0
1069,73.0,75.0
1070,73.0,75.0
1071,73.0,75.0
1072,73.0,75.0
1073,72.0,74.0
1074,71.0,74.0
1075,71.0,74.0
1076,70.0,73.0
1077,69.0,72.0
1078,69.0,73.0
1079,70.0,74.0
1080,70.0,74.0
1081,70.0,74.0
1082,70.0,74.0
1083,70.0,74.0
1084,71.0,75.0
1085,70.0,74.0
1086,69.0,73.0
1087,69.0,73.0
1088,69.0,73.0
1089,70.0,73.0
1090,70.0,73.0
1091,69.0,73.0
1092,69.0,74.0
1093,69.0,75.0
1094,69.0,76.0
1095,70.0,77.0
1096,70.0,77.0
1097,70.0,77.0
1098,70.0,76.0
1099,70.0,76.0
1100,69.0,75.0
1101,69.0,75.0
1102,69.0,75.0
1103,69.0,75.0
1104,69.0,75.0
1105,69.0,75.0
1106,69.0,75.0
1107,69.0,75.0
1108,69.0,75.0
1109,69.0,75.0
1110,69.0,76.0
1111,69.0,76.0
1112,68.0,75.0
1113,67.0,74.0
1114,66.0,74.0
1115,66.0,73.0
1116,66.0,73.0
1117,65.0,72.0
1118,64.0,72.0
1119,64.0,72.0
1120,64.0,72.0
1121,64.0,71.0
1122,65.0,71.0
1123,65.0,71.0
1124,65.0,71.0
1125,65.0,71.0
1126,65.0,71.0
1127,64.0,70.0
1128,63.0,69.0
1129,62.0,68.0
1130,62.0,68.0
1131,62.0,69.0
1132,63.0,70.0
1133,63.0,70.0
1134,63.0,71.0
1135,62.0,70.0
1136,61.0,70.0
1137,62.0,71.0
1138,62.0,71.0
1139,62.0,71.0
1140,63.0,71.0
1141,63.0,71.0
1142,63.0,71.0
1143,64.0,72.0
1144,64.0,72.0
1145,64.0,72.0
1146,64.0,72.0
1147,64.0,72.0
1148,64.0,72.0
1149,65.0,72.0
1150,66.0,72.0
1151,66.0,71.0
1152,66.0,72.0
1153,66.0,73.0
1154,66.0,74.0
1155,67.0,75.0
1156,68.0,76.0
1157,68.0,76.0
1158,69.0,77.0
1159,69.0,77.0
1160,69.0,76.0
1161,70.0,76.0
1162,70.0,76.0
1163,70.0,75.0
1164,70.0,76.0
1165,69.0,75.0
1166,69.0,75.0
1167,70.0,75.0
1168,70.0,75.0
1169,69.0,75.0
1170,70.0,76.0
1171,70.0,76.0
1172,70.0,76.0
1173,71.0,77.0
1174,72.0,77.0
1175,72.0,77.0
1176,73.0,78.0
1177,74.0,79.0
1178,74.0,78.0
1179,74.0,78.0
1180,74.0,78.0
1181,74.0,78.0
1182,74.0,78.0
1183,74.0,78.0
1184,74.0,78.0
1185,75.0,79.0
1186,76.0,80.0
1187,75.0,79.0
1188,75.0,78.0
1189,75.0,77.0
1190,74.0,76.0
1191,75.0,76.0
1192,75.0,76.0
1193,75.0,76.0
1194,76.0,76.0
1195,76.0,76.0
1196,75.0,75.0
1197,75.0,75.0
1198,76.0,76.0
1199,76.0,76.0
1200,76.0,76.0
1201,76.0,76.0
1202,76.0,76.0
1203,76.0,76.0
1204,76.0,76.0
1205,76.0,76.0
1206,76.0,76.0
1207,76.0,76.0
1208,76.0,76.0
1209,75.0,75.0
1210,75.0,75.0
1211,74.0,74.0
1212,74.0,74.0
1213,75.0,75.0
1214,75.0,74.0
1215,75.0,74.0
1216,76.0,75.0
1217,77.0,76.0
1218,78.0,76.0
1219,79.0,77.0
1220,79.0,76.0
1221,79.0,77.0
1222,79.0,77.0
1223,79.0,76.0
1224,79.0,76.0
1225,79.0,76.0
1226,79.0,76.0
1227,79.0,76.0
1228,80.0,77.0
1229,81.0,78.0
1230,81.0,78.0
1231,81.0,78.0
1232,81.0,78.0
1233,81.0,78.0
1234,80.0,77.0
1235,80.0,77.0
1236,81.0,77.0
1237,81.0,77.0
1238,81.0,77.0
1239,81.0,77.0
1240,81.0,77.0
1241,81.0,77.0
1242,81.0,77.0
1243,81.0,77.0
1244,81.0,77.0
1245,81.0,77.0
1246,82.0,78.0
1247,82.0,78.0
1248,82.0,78.0
1249,82.0,78.0
1250,82.0,77.0
1251,83.0,77.0
1252,83.0,77.0
1253,83.0,77.0
1254,83.0,76.0
1255,83.0,76.0
1256,82.0,76.0
1257,82.0,76.0
1258,82.0,76.0
1259,81.0,75.0
1260,81.0,76.0
1261,81.0,76.0
1262,81.0,76.0
1263,81.0,77.0
1264,81.0,77.0
1265,82.0,78.0
1266,82.0,78.0
1267,82.0,78.0
1268,82.0,77.0
1269,83.0,77.0
1270,83.0,77.0
1271,82.0,76.0
1272,82.0,76.0
1273,82.0,76.0
1274,81.0,76.0
1275,81.0,76.0
1276,81.0,76.0
1277,81.0,76.0
1278,82.0,77.0
1279,82.0,77.0
1280,81.0,76.0
1281,81.0,76.0
1282,81.0,76.0
1283,80.0,75.0
1284,79.0,75.0
1285,79.0,75.0
1286,79.0,75.0
1287,80.0,76.0
1288,80.0,77.0
1289,80.0,78.0
1290,81.0,79.0
1291,81.0,79.0
1292,81.0,78.0
1293,81.0,78.0
1294,81.0,78.0
1295,81.0,78.0
1296,81.0,79.0
1297,81.0,79.0
1298,81.0,78.0
1299,81.0,78.0
1300,81.0,78.0
1301,81.0,78.0
1302,81.0,78.0
1303,81.0,78.0
1304,80.0,78.0
1305,80.0,78.0
1306,80.0,78.0
1307,80.0,77.0
1308,80.0,77.0
1309,81.0,78.0
1310,81.0,78.0
1311,82.0,79.0
1312,83.0,80.0
1313,82.0,79.0
1314,83.0,79.0
1315,84.0,80.0
1316,84.0,79.0
1317,84.0,79.0
1318,84.0,79.0
1319,84.0,79.0
1320,84.0,79.0
1321,84.0,79.0
1322,84.0,79.0
1323,84.0,80.0
1324,84.0,80.0
1325,83.0,80.0
1326,83.0,80.0
1327,84.0,81.0
1328,84.0,81.0
1329,84.0,81.0
1330,84.0,81.0
1331,84.0,81.0
1332,84.0,81.0
1333,84.0,81.0
1334,85.0,82.0
1335,86.0,83.0
1336,86.0,83.0
1337,86.0,83.0
1338,86.0,83.0
1339,86.0,83.0
1340,85.0,83.0
1341,85.0,83.0
1342,85.0,83.0
1343,84.0,83.0
1344,84.0,83.0
1345,84.0,83.0
1346,83.0,82.0
1347,82.0,81.0
1348,81.0,80.0
1349,80.0,79.0
1350,80.0,80.0
1351,80.0,81.0
1352,80.0,81.0
1353,80.0,81.0
1354,81.0,82.0
1355,80.0,81.0
1356,81.0,81.0
1357,82.0,82.0
1358,82.0,82.0
1359,83.0,83.0
1360,83.0,83.0
1361,82.0,82.0
1362,82.0,82.0
1363,82.0,82.0
1364,82.0,82.0
1365,82.0,82.0
1366,82.0,82.0
1367,82.0,82.0
1368,82.0,83.0
1369,82.0,83.0
1370,82.0,83.0
1371,82.0,83.0
1372,82.0,83.0
1373,81.0,82.0
1374,82.0,82.0
1375,82.0,82.0
1376,82.0,82.0
1377,82.0,82.0
1378,82.0,82.0
1379,82.0,82.0
1380,83.0,83.0
1381,83.0,83.0
1382,82.0,82.0
1383,83.0,83.0
1384,84.0,83.0
1385,84.0,82.0
1386,83.0,81.0
1387,83.0,81.0
1388,82.0,80.0
1389,81.0,79.0
1390,81.0,79.0
1391,80.0,78.0
1392,80.0,79.0
1393,80.0,79.0
1394,80.0,78.0
1395,79.0,77.0
1396,80.0,77.0
1397,79.0,76.0
1398,79.0,77.0
1399,79.0,77.0
1400,80.0,77.0
1401,79.0,76.0
1402,79.0,76.0
1403,78.0,75.0
1404,79.0,75.0
