pointer,KT452712.1,KT452713.1,KT452729.1,KT452731.1,KT452732.1,KT452743.1,KT452744.1,NC_028366.1,NC_038313.1,NC_038316.1
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.95505617977528,28.999999999999996
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.95505617977528,28.999999999999996
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.831460674157306,28.999999999999996
110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.831460674157306,28.999999999999996
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.70786516853933,28.000000000000004
112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.70786516853933,28.000000000000004
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.70786516853933,28.999999999999996
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.58426966292135,28.999999999999996
115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.58426966292135,30.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.58426966292135,30.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.46067415730337,31.0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.337078651685395,31.0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.337078651685395,31.0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.337078651685395,31.0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.213483146067414,31.0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.08988764044944,30.0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.96629213483146,28.999999999999996
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.96629213483146,28.999999999999996
125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.96629213483146,30.0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.96629213483146,31.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.842696629213485,30.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1235955056179776,25.842696629213485,31.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.247191011235955,25.842696629213485,31.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.247191011235955,25.842696629213485,31.0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3707865168539324,25.842696629213485,31.0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3707865168539324,25.842696629213485,31.0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3707865168539324,25.842696629213485,31.0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3707865168539324,25.842696629213485,31.0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49438202247191,25.842696629213485,31.0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49438202247191,24.719101123595504,31.0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.617977528089887,23.595505617977526,31.0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.617977528089887,22.47191011235955,30.0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.617977528089887,23.595505617977526,31.0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.617977528089887,23.595505617977526,31.0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.741573033707865,22.47191011235955,31.0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.865168539325842,22.47191011235955,31.0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.98876404494382,21.34831460674157,30.0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.112359550561797,21.34831460674157,30.0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.235955056179774,21.34831460674157,31.0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.359550561797752,21.34831460674157,32.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.48314606741573,21.34831460674157,33.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.606741573033707,21.34831460674157,34.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.606741573033707,20.224719101123593,33.0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.606741573033707,19.318181818181817,32.0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.772727272727273,18.39080459770115,32.0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090908,18.39080459770115,33.0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090908,17.24137931034483,33.0
154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090908,17.24137931034483,33.0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090908,17.24137931034483,33.0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090908,17.24137931034483,33.0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.909090909090908,17.24137931034483,33.0
158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.045454545454543,17.24137931034483,34.0
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.181818181818183,16.091954022988507,35.0
160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.318181818181817,16.091954022988507,36.0
161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.454545454545457,16.091954022988507,37.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.59090909090909,14.942528735632186,38.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.59090909090909,14.942528735632186,38.0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.727272727272727,14.942528735632186,39.0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.863636363636363,14.942528735632186,40.0
166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,14.942528735632186,41.0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,14.942528735632186,40.0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.136363636363637,14.942528735632186,41.0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.27272727272727,14.942528735632186,42.0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.40909090909091,14.942528735632186,43.0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.545454545454547,14.942528735632186,43.0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.681818181818183,14.942528735632186,42.0
173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.681818181818183,14.942528735632186,42.0
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.681818181818183,14.942528735632186,42.0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.681818181818183,14.942528735632186,42.0
176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.681818181818183,14.942528735632186,42.0
177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.818181818181817,14.942528735632186,42.0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.46067415730337,14.772727272727273,42.0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.22222222222222,14.606741573033707,43.0
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.967032967032964,14.444444444444443,44.0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.69565217391305,14.285714285714285,45.0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.40860215053764,14.130434782608695,46.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.1063829787234,13.978494623655912,47.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.78947368421053,13.829787234042554,48.0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.41666666666667,13.684210526315791,48.0
186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.051546391752574,13.541666666666666,48.0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.69387755102041,13.402061855670103,48.0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.35353535353536,13.26530612244898,48.0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363636363637,13.26530612244898,49.0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.36363636363637,12.244897959183673,48.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.37373737373738,12.244897959183673,48.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.37373737373738,11.224489795918368,47.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.38383838383838,11.224489795918368,47.0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.38383838383838,10.204081632653061,46.0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.39393939393939,10.204081632653061,47.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4040404040404,10.204081632653061,47.0
197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4040404040404,10.204081632653061,47.0
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.4040404040404,10.204081632653061,47.0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.41414141414141,9.183673469387756,46.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.42424242424242,8.16326530612245,45.0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.42424242424242,8.16326530612245,45.0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.43434343434344,8.16326530612245,45.0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.43434343434344,8.16326530612245,45.0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.43434343434344,7.142857142857142,44.0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.44444444444444,7.142857142857142,45.0
206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45454545454545,6.122448979591836,45.0
207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.464646464646464,5.1020408163265305,45.0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.474747474747474,4.081632653061225,45.0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.484848484848484,4.081632653061225,45.0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.494949494949495,3.061224489795918,45.0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.494949494949495,3.061224489795918,45.0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.494949494949495,3.061224489795918,45.0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.494949494949495,3.061224489795918,44.0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.505050505050505,3.061224489795918,44.0
215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.505050505050505,3.061224489795918,43.0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.515151515151516,3.061224489795918,43.0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.52525252525253,3.061224489795918,42.0
218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.52525252525253,3.061224489795918,42.0
219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.52525252525253,3.061224489795918,42.0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.52525252525253,3.061224489795918,42.0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.52525252525253,3.061224489795918,41.0
222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.535353535353536,3.061224489795918,42.0
223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545454545454,3.061224489795918,43.0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555555555556,3.061224489795918,44.0
225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555555555556,3.061224489795918,43.0
226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.56565656565656,3.061224489795918,43.0
227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575757575758,3.061224489795918,43.0
228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575757575758,3.061224489795918,43.0
229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575757575758,2.0408163265306123,43.0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.58585858585859,2.0408163265306123,44.0
231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575757575758,1.0204081632653061,43.0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575757575758,1.0204081632653061,43.0
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575757575758,1.0204081632653061,43.0
234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.58585858585859,1.0204081632653061,44.0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575757575758,1.0204081632653061,44.0
236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575757575758,1.0204081632653061,44.0
237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.56565656565656,1.0204081632653061,43.0
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.56565656565656,1.0204081632653061,44.0
239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.56565656565656,0.0,43.0
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575757575758,0.0,43.0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575757575758,0.0,43.0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575757575758,0.0,43.0
243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575757575758,0.0,44.0
244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.57575757575758,0.0,44.0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.56565656565656,0.0,44.0
246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.55555555555556,0.0,43.0
247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.54545454545454,0.0,42.0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.535353535353536,0.0,41.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.535353535353536,0.0,41.0
250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.535353535353536,0.0,41.0
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.535353535353536,0.0,41.0
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.06122448979592,0.0,40.0
253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.08163265306123,0.0,41.0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.08163265306123,0.0,41.0
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.08163265306123,0.0,41.0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.10204081632652,0.0,41.0
257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.10204081632652,0.0,41.0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.08163265306123,0.0,40.0
259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.06122448979592,0.0,39.0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.06122448979592,0.0,39.0
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.04081632653062,0.0,38.0
262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.04081632653062,0.0,38.0
263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.04081632653062,0.0,38.0
264,0.0,0.0,1.0204081632653061,0.0,0.0,0.0,0.0,52.04081632653062,0.0,38.0
265,0.0,0.0,1.0204081632653061,0.0,0.0,0.0,0.0,52.04081632653062,1.0204081632653061,37.0
266,0.0,0.0,1.0204081632653061,0.0,0.0,0.0,0.0,51.02040816326531,1.0204081632653061,36.0
267,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,0.0,52.04081632653062,1.0204081632653061,37.0
268,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,0.0,51.02040816326531,1.0204081632653061,36.0
269,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,0.0,50.0,1.0204081632653061,35.0
270,0.0,0.0,2.0618556701030926,0.0,0.0,0.0,0.0,49.48453608247423,1.0204081632653061,34.0
271,0.0,0.0,2.0618556701030926,0.0,0.0,0.0,0.0,48.45360824742268,1.0204081632653061,34.0
272,0.0,0.0,2.0618556701030926,0.0,0.0,0.0,0.0,47.42268041237113,1.0204081632653061,34.0
273,0.0,0.0,2.0618556701030926,0.0,0.0,0.0,0.0,47.42268041237113,1.0204081632653061,34.0
274,0.0,0.0,2.0618556701030926,0.0,0.0,0.0,0.0,47.42268041237113,1.0204081632653061,34.0
275,0.0,0.0,3.0927835051546393,0.0,0.0,0.0,0.0,48.45360824742268,1.0204081632653061,35.0
276,0.0,0.0,4.123711340206185,0.0,0.0,0.0,0.0,49.48453608247423,1.0204081632653061,36.0
277,0.0,0.0,5.154639175257731,0.0,0.0,0.0,0.0,49.48453608247423,1.0204081632653061,37.0
278,0.0,0.0,6.185567010309279,0.0,0.0,0.0,0.0,50.51546391752577,1.0204081632653061,38.0
279,0.0,0.0,7.216494845360824,0.0,0.0,0.0,0.0,50.51546391752577,1.0204081632653061,38.0
280,0.0,0.0,8.24742268041237,0.0,0.0,0.0,0.0,50.51546391752577,2.0408163265306123,38.0
281,0.0,0.0,8.24742268041237,0.0,0.0,0.0,0.0,49.48453608247423,2.0408163265306123,37.0
282,0.0,0.0,9.278350515463918,0.0,0.0,0.0,0.0,49.48453608247423,3.061224489795918,37.0
283,0.0,0.0,9.278350515463918,0.0,0.0,0.0,0.0,48.45360824742268,3.061224489795918,36.0
284,0.0,0.0,10.309278350515463,0.0,0.0,0.0,0.0,48.45360824742268,3.061224489795918,36.0
285,0.0,0.0,10.309278350515463,0.0,0.0,0.0,0.0,49.48453608247423,4.081632653061225,36.0
286,0.0,0.0,10.309278350515463,0.0,0.0,0.0,0.0,50.51546391752577,5.1020408163265305,36.0
287,0.0,0.0,10.309278350515463,0.0,0.0,0.0,0.0,51.546391752577314,6.122448979591836,36.0
288,0.0,0.0,11.34020618556701,0.0,0.0,0.0,0.0,51.546391752577314,7.142857142857142,37.0
289,0.0,0.0,11.34020618556701,0.0,0.0,0.0,0.0,50.51546391752577,7.142857142857142,36.0
290,0.0,0.0,12.371134020618557,0.0,0.0,0.0,0.0,51.546391752577314,7.142857142857142,37.0
291,0.0,0.0,13.402061855670103,0.0,0.0,0.0,0.0,51.546391752577314,7.142857142857142,38.0
292,0.0,0.0,14.432989690721648,0.0,0.0,0.0,0.0,52.57731958762887,7.142857142857142,39.0
293,0.0,0.0,15.463917525773196,0.0,0.0,0.0,0.0,52.57731958762887,7.142857142857142,39.0
294,0.0,0.0,16.49484536082474,0.0,0.0,0.0,0.0,53.608247422680414,7.142857142857142,40.0
295,0.0,0.0,16.49484536082474,0.0,0.0,0.0,0.0,52.57731958762887,7.142857142857142,39.0
296,0.0,0.0,17.525773195876287,0.0,0.0,0.0,0.0,52.57731958762887,7.142857142857142,39.0
297,0.0,0.0,18.556701030927837,0.0,0.0,0.0,0.0,53.608247422680414,7.142857142857142,40.0
298,0.0,0.0,18.556701030927837,0.0,0.0,0.0,0.0,54.63917525773196,7.142857142857142,41.0
299,0.0,0.0,18.556701030927837,0.0,0.0,0.0,0.0,54.63917525773196,7.142857142857142,41.0
300,0.0,0.0,19.587628865979383,0.0,0.0,0.0,0.0,54.63917525773196,7.142857142857142,41.0
301,0.0,0.0,20.618556701030926,0.0,0.0,0.0,0.0,55.670103092783506,7.142857142857142,42.0
302,0.0,0.0,21.649484536082475,0.0,0.0,0.0,0.0,55.670103092783506,7.142857142857142,43.0
303,0.0,0.0,22.68041237113402,0.0,0.0,0.0,0.0,56.70103092783505,7.142857142857142,44.0
304,0.0,0.0,23.711340206185564,0.0,0.0,0.0,0.0,57.73195876288659,7.142857142857142,45.0
305,0.0,0.0,23.711340206185564,0.0,0.0,0.0,0.0,57.73195876288659,7.142857142857142,44.0
306,0.0,0.0,24.742268041237114,0.0,0.0,0.0,0.0,57.73195876288659,8.16326530612245,44.0
307,0.0,0.0,24.742268041237114,0.0,0.0,0.0,0.0,56.70103092783505,8.16326530612245,43.0
308,0.0,0.0,25.773195876288657,0.0,0.0,0.0,0.0,56.70103092783505,9.183673469387756,43.0
309,0.0,0.0,26.804123711340207,0.0,0.0,0.0,0.0,56.70103092783505,10.204081632653061,43.0
310,0.0,0.0,27.835051546391753,0.0,0.0,0.0,0.0,56.70103092783505,10.204081632653061,43.0
311,0.0,0.0,28.865979381443296,0.0,0.0,0.0,0.0,57.73195876288659,11.224489795918368,44.0
312,0.0,0.0,28.865979381443296,0.0,0.0,0.0,0.0,58.76288659793815,12.244897959183673,44.0
313,0.0,0.0,29.896907216494846,0.0,0.0,0.0,0.0,59.79381443298969,12.244897959183673,45.0
314,0.0,0.0,30.927835051546392,0.0,0.0,0.0,0.0,59.79381443298969,13.26530612244898,45.0
315,0.0,0.0,30.927835051546392,0.0,0.0,0.0,0.0,59.79381443298969,13.26530612244898,45.0
316,0.0,0.0,30.927835051546392,0.0,0.0,0.0,0.0,59.79381443298969,13.26530612244898,45.0
317,0.0,0.0,31.958762886597935,0.0,0.0,0.0,0.0,59.79381443298969,14.285714285714285,46.0
318,0.0,0.0,32.98969072164948,0.0,0.0,0.0,0.0,60.824742268041234,14.285714285714285,47.0
319,0.0,0.0,34.02061855670103,0.0,0.0,0.0,0.0,61.855670103092784,14.285714285714285,48.0
320,0.0,0.0,35.051546391752574,0.0,0.0,0.0,0.0,62.88659793814433,14.285714285714285,49.0
321,0.0,0.0,35.051546391752574,0.0,0.0,0.0,0.0,62.88659793814433,14.285714285714285,49.0
322,0.0,0.0,35.051546391752574,0.0,0.0,0.0,0.0,61.855670103092784,14.285714285714285,48.0
323,0.0,0.0,36.08247422680412,0.0,0.0,0.0,0.0,61.855670103092784,14.285714285714285,48.0
324,0.0,0.0,37.11340206185567,0.0,0.0,0.0,0.0,61.855670103092784,14.285714285714285,48.0
325,0.0,0.0,38.144329896907216,0.0,0.0,0.0,0.0,62.88659793814433,14.285714285714285,49.0
326,0.0,0.0,38.144329896907216,0.0,0.0,0.0,0.0,61.855670103092784,14.285714285714285,48.0
