pointer,KX759623
514,73.0
515,72.0
516,72.0
517,72.0
518,72.0
519,72.0
520,71.0
521,71.0
522,71.0
523,71.0
524,71.0
525,72.0
526,72.0
527,72.0
528,72.0
529,73.0
530,74.0
531,74.0
532,74.0
533,74.0
534,74.0
535,73.0
536,74.0
537,74.0
538,74.0
539,74.0
540,74.0
541,74.0
542,74.0
543,73.0
544,74.0
545,74.0
546,73.0
547,72.0
548,72.0
549,72.0
550,72.0
551,71.0
552,71.0
553,70.0
554,70.0
555,69.0
556,70.0
557,69.0
558,70.0
559,70.0
560,70.0
561,70.0
562,70.0
563,70.0
564,70.0
565,70.0
566,70.0
567,70.0
568,70.0
569,71.0
570,70.0
571,70.0
572,70.0
573,69.0
574,70.0
575,70.0
576,71.0
577,72.0
578,73.0
579,73.0
580,73.0
581,74.0
582,74.0
583,75.0
584,74.0
585,74.0
586,74.0
587,73.0
588,73.0
589,73.0
590,72.0
591,72.0
592,71.0
593,70.0
594,69.0
595,69.0
596,69.0
597,69.0
598,70.0
599,69.0
600,69.0
601,69.0
602,70.0
603,71.0
604,71.0
605,70.0
606,69.0
607,69.0
608,69.0
609,69.0
610,69.0
611,69.0
612,69.0
613,70.0
614,69.0
615,70.0
616,70.0
617,70.0
618,70.0
619,69.0
620,69.0
621,68.0
622,68.0
623,67.0
624,66.0
625,65.0
626,65.0
627,66.0
628,66.0
629,66.0
630,66.0
631,66.0
632,66.0
633,67.0
634,66.0
635,67.0
636,66.0
637,67.0
638,66.0
639,66.0
640,67.0
641,66.0
642,66.0
643,66.0
644,66.0
645,66.0
646,67.0
647,67.0
648,66.0
649,66.0
650,65.0
651,66.0
652,65.0
653,66.0
654,66.0
655,67.0
656,66.0
657,67.0
658,67.0
659,67.0
660,67.0
661,67.0
662,67.0
663,67.0
664,67.0
665,67.0
666,66.0
667,67.0
668,67.0
669,66.0
670,67.0
671,68.0
672,67.0
673,67.0
674,66.0
675,67.0
676,67.0
677,67.0
678,67.0
679,67.0
680,67.0
681,66.0
682,65.0
683,64.0
684,64.0
685,64.0
686,64.0
687,64.0
688,64.0
689,64.0
690,65.0
691,65.0
692,66.0
693,67.0
694,68.0
695,68.0
696,68.0
697,68.0
698,68.0
699,68.0
700,69.0
701,69.0
702,68.0
703,68.0
704,68.0
705,69.0
706,70.0
707,70.0
708,69.0
709,69.0
710,69.0
711,68.0
712,68.0
713,67.0
714,68.0
715,68.0
716,68.0
717,68.0
718,68.0
719,69.0
720,70.0
721,70.0
722,70.0
723,71.0
724,72.0
725,73.0
726,72.0
727,71.0
728,71.0
729,70.0
730,70.0
731,69.0
732,69.0
733,68.0
734,69.0
735,69.0
736,70.0
737,69.0
738,69.0
739,69.0
740,69.0
741,70.0
742,70.0
743,71.0
744,71.0
745,71.0
746,71.0
747,71.0
748,71.0
749,70.0
750,71.0
751,71.0
752,72.0
753,72.0
754,72.0
755,72.0
756,73.0
757,73.0
758,73.0
759,73.0
760,73.0
761,73.0
762,73.0
763,73.0
764,73.0
765,72.0
766,72.0
767,72.0
768,71.0
769,71.0
770,71.0
771,70.0
772,71.0
773,71.0
774,72.0
775,71.0
776,71.0
777,71.0
778,71.0
779,71.0
780,71.0
781,71.0
782,71.0
783,71.0
784,72.0
785,71.0
786,70.0
787,70.0
788,70.0
789,69.0
790,69.0
791,68.0
792,68.0
793,68.0
794,68.0
795,68.0
796,68.0
797,68.0
798,68.0
799,69.0
800,69.0
801,69.0
802,70.0
803,70.0
804,70.0
805,70.0
806,69.0
807,69.0
808,70.0
809,70.0
810,70.0
811,71.0
812,71.0
813,72.0
814,72.0
815,71.0
816,71.0
817,71.0
818,71.0
819,71.0
820,71.0
821,71.0
822,70.0
823,70.0
824,70.0
825,70.0
826,71.0
827,72.0
828,72.0
829,73.0
830,72.0
831,73.0
832,74.0
833,74.0
834,74.0
835,74.0
836,74.0
837,74.0
838,75.0
839,75.0
840,75.0
841,75.0
842,75.0
843,74.0
844,74.0
845,74.0
846,74.0
847,75.0
848,76.0
849,76.0
850,76.0
851,75.0
852,74.0
853,74.0
854,74.0
855,74.0
856,73.0
857,72.0
858,71.0
859,70.0
860,70.0
861,70.0
862,70.0
863,69.0
864,69.0
865,70.0
866,70.0
867,69.0
868,69.0
869,70.0
870,69.0
871,70.0
872,70.0
873,70.0
874,70.0
875,71.0
876,70.0
877,69.0
878,69.0
879,68.0
880,67.0
881,68.0
882,69.0
883,69.0
884,69.0
885,70.0
886,71.0
887,72.0
888,72.0
889,73.0
890,73.0
891,73.0
892,73.0
893,73.0
894,73.0
895,73.0
896,72.0
897,72.0
898,72.0
899,72.0
900,72.0
901,72.0
902,72.0
903,72.0
904,72.0
905,72.0
906,73.0
907,73.0
908,73.0
909,73.0
910,72.0
911,72.0
912,71.0
913,71.0
914,71.0
915,72.0
916,72.0
917,72.0
918,71.0
919,71.0
920,71.0
921,71.0
922,72.0
923,72.0
924,72.0
925,72.0
926,71.0
927,71.0
928,70.0
929,70.0
930,71.0
931,70.0
932,70.0
933,71.0
934,70.0
935,70.0
936,70.0
937,70.0
938,69.0
939,69.0
940,69.0
941,69.0
942,69.0
943,70.0
944,70.0
945,70.0
946,70.0
947,69.0
948,69.0
949,70.0
950,70.0
951,71.0
952,72.0
953,72.0
954,72.0
955,72.0
956,73.0
957,74.0
958,75.0
959,76.0
960,75.0
961,75.0
962,74.0
963,74.0
964,74.0
965,73.0
966,74.0
967,75.0
968,76.0
969,75.0
970,76.0
971,76.0
972,76.0
973,76.0
974,76.0
975,75.0
976,75.0
977,76.0
978,75.0
979,76.0
980,77.0
981,76.0
982,75.0
983,76.0
984,76.0
985,76.0
986,76.0
987,76.0
988,76.0
989,75.0
990,74.0
991,75.0
992,75.0
993,75.0
994,75.0
995,75.0
996,76.0
997,75.0
998,74.0
999,74.0
1000,74.0
1001,74.0
1002,74.0
1003,74.0
1004,74.0
1005,74.0
1006,73.0
1007,72.0
1008,71.0
1009,70.0
1010,71.0
1011,71.0
1012,72.0
1013,72.0
1014,72.0
1015,71.0
1016,71.0
1017,70.0
1018,71.0
1019,71.0
1020,71.0
1021,71.0
1022,70.0
1023,70.0
1024,70.0
1025,70.0
1026,71.0
1027,71.0
1028,72.0
1029,71.0
1030,70.0
1031,70.0
1032,70.0
1033,69.0
1034,69.0
1035,68.0
1036,68.0
1037,69.0
1038,69.0
1039,68.0
1040,68.0
1041,67.0
1042,66.0
1043,65.0
1044,64.0
1045,63.0
1046,62.0
1047,62.0
1048,62.0
1049,61.0
1050,60.0
1051,60.0
1052,59.0
1053,59.0
1054,59.0
1055,57.99999999999999
1056,56.99999999999999
1057,56.99999999999999
1058,56.99999999999999
1059,56.99999999999999
1060,57.99999999999999
1061,57.99999999999999
1062,59.0
1063,60.0
1064,60.0
1065,60.0
1066,59.0
1067,59.0
1068,59.0
1069,59.0
1070,59.0
1071,59.0
1072,59.0
1073,60.0
1074,60.0
1075,60.0
1076,60.0
1077,59.0
1078,59.0
1079,59.0
1080,57.99999999999999
1081,59.0
1082,60.0
1083,59.0
1084,59.0
1085,57.99999999999999
1086,57.99999999999999
1087,57.99999999999999
1088,57.99999999999999
1089,59.0
1090,59.0
1091,59.0
1092,59.0
1093,57.99999999999999
1094,56.99999999999999
1095,56.99999999999999
1096,56.99999999999999
1097,57.99999999999999
1098,57.99999999999999
1099,57.99999999999999
1100,57.99999999999999
1101,56.99999999999999
1102,56.00000000000001
1103,56.00000000000001
1104,55.00000000000001
1105,54.0
1106,55.00000000000001
1107,55.00000000000001
1108,56.00000000000001
1109,56.99999999999999
1110,56.99999999999999
1111,56.99999999999999
1112,56.99999999999999
1113,56.99999999999999
1114,56.99999999999999
1115,57.99999999999999
1116,57.99999999999999
1117,59.0
1118,57.99999999999999
1119,56.99999999999999
1120,56.00000000000001
1121,56.00000000000001
1122,56.99999999999999
1123,56.99999999999999
1124,56.99999999999999
1125,56.99999999999999
1126,56.99999999999999
1127,56.99999999999999
1128,56.99999999999999
1129,57.99999999999999
1130,59.0
1131,59.0
1132,59.0
1133,60.0
1134,60.0
1135,61.0
1136,61.0
1137,61.0
1138,62.0
1139,63.0
1140,62.0
1141,62.0
1142,63.0
1143,64.0
1144,64.0
1145,65.0
1146,66.0
1147,67.0
1148,66.0
1149,66.0
1150,66.0
1151,65.0
1152,66.0
1153,66.0
1154,66.0
1155,67.0
1156,68.0
1157,68.0
1158,67.0
1159,67.0
1160,66.0
1161,66.0
1162,66.0
1163,65.0
1164,64.0
1165,64.0
1166,65.0
1167,65.0
1168,65.0
1169,66.0
1170,66.0
1171,66.0
1172,66.0
1173,66.0
1174,66.0
1175,67.0
1176,68.0
1177,69.0
1178,70.0
1179,70.0
1180,71.0
1181,71.0
1182,70.0
1183,70.0
1184,69.0
1185,69.0
1186,69.0
1187,69.0
1188,69.0
1189,69.0
1190,69.0
1191,69.0
1192,69.0
1193,70.0
1194,71.0
1195,71.0
1196,71.0
1197,71.0
1198,72.0
1199,71.0
1200,71.0
1201,72.0
1202,72.0
1203,71.0
1204,71.0
1205,72.0
1206,72.0
1207,73.0
1208,73.0
1209,73.0
1210,73.0
1211,73.0
1212,73.0
1213,73.0
1214,73.0
1215,73.0
1216,73.0
1217,73.0
1218,74.0
1219,75.0
1220,76.0
1221,76.0
1222,76.0
1223,75.0
1224,75.0
1225,75.0
1226,74.0
1227,74.0
1228,74.0
1229,74.0
1230,74.0
1231,75.0
1232,75.0
1233,75.0
1234,75.0
1235,75.0
1236,75.0
1237,75.0
1238,74.0
1239,73.0
1240,74.0
1241,74.0
1242,73.0
1243,73.0
1244,74.0
1245,74.0
1246,74.0
1247,74.0
1248,74.0
1249,75.0
1250,76.0
1251,77.0
1252,77.0
1253,77.0
1254,77.0
1255,76.0
1256,76.0
1257,75.0
1258,75.0
1259,74.0
1260,74.0
1261,74.0
1262,74.0
1263,75.0
1264,76.0
1265,77.0
1266,77.0
1267,76.0
1268,76.0
1269,76.0
1270,76.0
1271,76.0
1272,76.0
1273,76.0
1274,75.0
1275,75.0
1276,74.0
1277,74.0
1278,74.0
1279,74.0
1280,74.0
1281,74.0
1282,75.0
1283,75.0
1284,75.0
1285,75.0
1286,74.0
1287,73.0
1288,73.0
1289,72.0
1290,73.0
1291,72.0
1292,71.0
1293,71.0
1294,70.0
1295,69.0
1296,68.0
1297,67.0
1298,67.0
1299,68.0
1300,67.0
1301,66.0
1302,66.0
1303,67.0
1304,68.0
1305,68.0
1306,68.0
1307,68.0
1308,67.0
1309,67.0
1310,67.0
1311,67.0
1312,67.0
1313,67.0
1314,67.0
1315,67.0
1316,67.0
1317,67.0
1318,67.0
1319,67.0
1320,67.0
1321,68.0
1322,68.0
1323,69.0
1324,69.0
1325,69.0
1326,69.0
1327,68.0
1328,68.0
1329,68.0
1330,68.0
1331,68.0
1332,68.0
1333,68.0
1334,69.0
1335,69.0
1336,69.0
1337,69.0
1338,70.0
1339,71.0
1340,71.0
1341,72.0
1342,72.0
1343,71.0
1344,70.0
1345,69.0
1346,69.0
1347,68.0
1348,68.0
1349,68.0
1350,67.0
1351,67.0
1352,67.0
1353,67.0
1354,67.0
1355,68.0
1356,68.0
1357,69.0
1358,69.0
1359,70.0
1360,71.0
1361,70.0
1362,69.0
1363,69.0
1364,69.0
1365,69.0
1366,69.0
1367,70.0
1368,70.0
1369,70.0
1370,70.0
1371,70.0
1372,70.0
1373,69.0
1374,70.0
1375,70.0
1376,71.0
1377,71.0
1378,71.0
1379,71.0
1380,70.0
1381,70.0
1382,70.0
1383,70.0
1384,71.0
1385,72.0
1386,72.0
1387,72.0
1388,72.0
1389,72.0
1390,71.0
1391,72.0
1392,73.0
1393,73.0
1394,74.0
1395,75.0
1396,76.0
1397,77.0
1398,77.0
1399,77.0
1400,78.0
1401,79.0
1402,79.0
1403,79.0
1404,79.0
1405,78.0
1406,77.0
1407,77.0
1408,77.0
1409,76.0
1410,76.0
1411,76.0
1412,75.0
1413,75.0
1414,75.0
1415,74.0
1416,74.0
1417,74.0
1418,74.0
1419,74.0
1420,73.0
1421,73.0
1422,73.0
1423,72.0
1424,72.0
1425,71.0
1426,71.0
1427,71.0
1428,71.0
1429,70.0
1430,70.0
1431,69.0
1432,69.0
1433,68.0
1434,68.0
1435,67.0
1436,67.0
1437,67.0
1438,67.0
1439,67.0
1440,66.0
1441,66.0
1442,67.0
1443,67.0
1444,67.0
1445,68.0
1446,68.0
1447,69.0
1448,70.0
1449,70.0
1450,71.0
1451,71.0
1452,71.0
1453,71.0
1454,71.0
1455,71.0
1456,71.0
1457,71.0
1458,72.0
1459,72.0
1460,71.0
1461,72.0
1462,73.0
1463,73.0
1464,73.0
1465,73.0
1466,73.0
1467,73.0
1468,73.0
1469,73.0
1470,73.0
1471,73.0
1472,72.0
1473,72.0
1474,72.0
1475,71.0
1476,70.0
1477,69.0
1478,69.0
1479,69.0
1480,70.0
1481,70.0
1482,70.0
1483,71.0
1484,70.0
1485,70.0
1486,71.0
1487,71.0
1488,71.0
1489,72.0
1490,73.0
1491,73.0
1492,73.0
1493,73.0
1494,73.0
1495,73.0
1496,73.0
1497,73.0
1498,73.0
1499,73.0
1500,73.0
1501,73.0
1502,73.0
1503,73.0
1504,72.0
1505,73.0
1506,74.0
1507,73.0
1508,74.0
1509,75.0
1510,75.0
1511,74.0
1512,74.0
1513,74.0
1514,73.0
1515,73.0
1516,72.0
1517,72.0
1518,71.0
1519,70.0
1520,70.0
1521,70.0
1522,70.0
1523,71.0
1524,71.0
1525,72.0
1526,73.0
1527,73.0
1528,73.0
1529,74.0
1530,74.0
1531,74.0
1532,73.0
1533,74.0
1534,73.0
1535,74.0
1536,74.0
1537,74.0
1538,73.0
1539,73.0
1540,73.0
1541,73.0
1542,73.0
1543,74.0
1544,75.0
1545,75.0
1546,75.0
1547,75.0
1548,74.0
1549,74.0
1550,74.0
1551,73.0
1552,73.0
1553,73.0
1554,73.0
1555,73.0
1556,73.0
1557,73.0
1558,73.0
1559,73.0
1560,74.0
1561,74.0
1562,74.0
1563,73.0
1564,73.0
1565,73.0
1566,73.0
1567,73.0
1568,73.0
1569,72.0
1570,72.0
1571,72.0
1572,73.0
1573,74.0
1574,73.0
1575,74.0
1576,75.0
1577,75.0
1578,75.0
1579,75.0
1580,75.0
1581,75.0
1582,74.0
1583,73.0
1584,74.0
1585,73.0
1586,72.0
1587,73.0
1588,73.0
1589,72.0
1590,72.0
1591,72.0
1592,72.0
1593,71.0
1594,71.0
1595,71.0
1596,71.0
1597,71.0
1598,71.0
1599,71.0
1600,70.0
1601,70.0
1602,71.0
1603,71.0
1604,71.0
1605,71.0
1606,71.0
1607,72.0
1608,71.0
1609,70.0
1610,69.0
1611,69.0
1612,69.0
1613,68.0
1614,69.0
1615,69.0
1616,70.0
1617,70.0
1618,70.0
1619,70.0
1620,71.0
1621,71.0
1622,71.0
1623,70.0
1624,69.0
1625,69.0
1626,68.0
1627,68.0
1628,67.0
1629,67.0
1630,66.0
1631,67.0
1632,68.0
1633,67.0
1634,67.0
1635,66.0
1636,66.0
1637,65.0
1638,65.0
1639,65.0
1640,66.0
1641,65.0
1642,65.0
1643,64.0
1644,63.0
1645,62.0
1646,61.0
1647,60.0
1648,60.0
1649,59.0
1650,57.99999999999999
1651,57.99999999999999
1652,57.99999999999999
1653,57.99999999999999
1654,57.99999999999999
1655,57.99999999999999
1656,56.99999999999999
1657,56.99999999999999
1658,56.99999999999999
1659,56.99999999999999
1660,56.99999999999999
1661,56.99999999999999
1662,56.99999999999999
1663,57.99999999999999
1664,57.99999999999999
1665,56.99999999999999
1666,56.00000000000001
1667,56.00000000000001
1668,55.00000000000001
1669,55.00000000000001
1670,55.00000000000001
1671,54.0
1672,53.0
1673,53.0
1674,54.0
1675,53.0
1676,53.0
1677,54.0
1678,53.0
1679,53.0
1680,53.0
1681,52.0
1682,53.0
1683,54.0
1684,54.0
1685,55.00000000000001
1686,56.00000000000001
1687,56.00000000000001
1688,56.00000000000001
1689,56.99999999999999
1690,56.99999999999999
1691,56.99999999999999
1692,56.00000000000001
1693,56.99999999999999
1694,56.99999999999999
1695,56.99999999999999
1696,56.99999999999999
1697,56.99999999999999
1698,56.99999999999999
1699,56.00000000000001
1700,56.99999999999999
1701,56.99999999999999
1702,56.99999999999999
1703,56.99999999999999
1704,57.99999999999999
1705,56.99999999999999
1706,56.99999999999999
1707,56.99999999999999
1708,56.99999999999999
1709,57.99999999999999
1710,59.0
1711,60.0
1712,60.0
1713,60.0
1714,60.0
1715,61.0
1716,61.0
1717,61.0
1718,61.0
1719,61.0
1720,61.0
1721,61.0
1722,61.0
1723,62.0
1724,63.0
1725,63.0
1726,64.0
1727,65.0
1728,66.0
1729,66.0
1730,67.0
1731,67.0
1732,67.0
1733,68.0
1734,68.0
1735,69.0
1736,68.0
1737,69.0
1738,70.0
1739,69.0
1740,69.0
1741,69.0
1742,68.0
1743,69.0
1744,70.0
1745,71.0
1746,72.0
1747,72.0
1748,72.0
1749,73.0
1750,74.0
1751,75.0
1752,74.0
1753,74.0
1754,74.0
1755,74.0
1756,75.0
1757,75.0
1758,75.0
1759,75.0
1760,75.0
1761,75.0
1762,75.0
1763,75.0
1764,75.0
1765,76.0
1766,76.0
1767,75.0
1768,76.0
1769,77.0
1770,76.0
1771,77.0
1772,77.0
1773,77.0
1774,77.0
1775,78.0
1776,78.0
1777,78.0
1778,79.0
1779,79.0
1780,79.0
1781,80.0
1782,80.0
1783,80.0
1784,79.0
1785,79.0
1786,78.0
1787,78.0
1788,78.0
1789,78.0
1790,78.0
1791,77.0
1792,77.0
1793,76.0
1794,75.0
1795,74.0
1796,74.0
1797,74.0
1798,73.0
1799,74.0
1800,74.0
1801,73.0
1802,73.0
1803,73.0
1804,73.0
1805,74.0
1806,73.0
1807,73.0
1808,74.0
1809,74.0
1810,74.0
1811,74.0
1812,75.0
1813,75.0
1814,75.0
1815,74.0
1816,74.0
1817,74.0
1818,74.0
1819,75.0
1820,75.0
1821,75.0
1822,75.0
1823,75.0
1824,74.0
1825,74.0
1826,73.0
1827,72.0
1828,72.0
1829,72.0
1830,72.0
1831,72.0
1832,72.0
1833,71.0
1834,71.0
1835,70.0
1836,70.0
1837,70.0
1838,69.0
1839,69.0
1840,69.0
1841,70.0
1842,71.0
1843,71.0
1844,71.0
1845,71.0
1846,70.0
1847,71.0
1848,72.0
1849,72.0
1850,72.0
1851,72.0
1852,73.0
1853,72.0
1854,71.0
1855,71.0
1856,70.0
1857,70.0
1858,69.0
1859,69.0
1860,69.0
1861,69.0
1862,68.0
1863,68.0
1864,67.0
1865,67.0
1866,67.0
1867,68.0
1868,68.0
1869,67.0
1870,68.0
1871,67.0
1872,68.0
1873,67.0
1874,67.0
1875,67.0
1876,67.0
1877,67.0
1878,67.0
1879,67.0
1880,67.0
1881,67.0
1882,67.0
1883,67.0
1884,68.0
1885,68.0
1886,68.0
1887,67.0
1888,67.0
1889,66.0
1890,66.0
1891,66.0
1892,66.0
1893,67.0
1894,68.0
1895,69.0
1896,69.0
1897,69.0
1898,70.0
1899,69.0
1900,68.0
1901,69.0
1902,69.0
1903,69.0
1904,69.0
1905,69.0
1906,69.0
1907,69.0
1908,69.0
1909,68.0
1910,67.0
1911,66.0
1912,66.0
1913,66.0
1914,65.0
1915,66.0
1916,66.0
1917,66.0
1918,66.0
1919,65.0
1920,64.0
1921,64.0
1922,63.0
1923,63.0
1924,64.0
1925,64.0
1926,65.0
1927,65.0
1928,65.0
1929,64.0
1930,64.0
1931,64.0
1932,64.0
1933,65.0
1934,66.0
1935,67.0
1936,68.0
1937,67.0
1938,68.0
1939,69.0
1940,69.0
1941,69.0
1942,68.0
1943,68.0
1944,67.0
1945,67.0
1946,68.0
1947,68.0
1948,68.0
1949,68.0
1950,67.0
1951,66.0
1952,66.0
1953,66.0
1954,66.0
1955,65.0
1956,65.0
1957,64.0
1958,65.0
1959,64.0
1960,64.0
1961,63.0
1962,64.0
1963,63.0
1964,64.0
1965,63.0
1966,64.0
1967,63.0
1968,62.0
1969,62.0
1970,62.0
1971,62.0
1972,62.0
1973,63.0
1974,63.0
1975,63.0
1976,63.0
1977,63.0
1978,62.0
1979,62.0
1980,62.0
1981,62.0
1982,61.0
1983,61.0
1984,60.0
1985,59.0
1986,60.0
1987,60.0
1988,59.0
1989,59.0
1990,57.99999999999999
1991,59.0
1992,59.0
1993,57.99999999999999
1994,56.99999999999999
1995,56.00000000000001
1996,55.00000000000001
1997,55.00000000000001
1998,54.0
1999,54.0
2000,54.0
2001,53.0
2002,52.0
2003,51.0
2004,50.0
2005,50.0
2006,51.0
2007,51.0
2008,51.0
2009,51.0
2010,52.0
2011,52.0
2012,52.0
2013,53.0
2014,54.0
2015,54.0
2016,53.0
2017,52.0
2018,52.0
2019,53.0
2020,53.0
2021,53.0
2022,54.0
2023,53.0
2024,52.0
2025,51.0
2026,50.0
2027,50.0
2028,50.0
2029,51.0
2030,51.0
2031,50.0
2032,49.0
2033,49.0
2034,48.0
2035,47.0
2036,46.0
2037,46.0
2038,46.0
2039,45.0
2040,45.0
2041,44.0
2042,45.0
2043,44.0
2044,44.0
2045,43.0
2046,43.0
2047,42.0
2048,42.0
2049,42.0
2050,43.0
2051,44.0
2052,43.0
2053,43.0
2054,43.0
2055,44.0
2056,44.0
2057,45.0
2058,44.0
2059,45.0
2060,45.0
2061,45.0
2062,44.0
2063,44.0
2064,43.0
2065,43.0
2066,43.0
2067,44.0
2068,45.0
2069,45.0
2070,44.0
2071,45.0
2072,44.0
2073,44.0
2074,43.0
2075,43.0
2076,42.0
2077,42.0
2078,43.0
2079,42.0
2080,41.0
2081,40.0
2082,40.0
2083,40.0
2084,40.0
2085,41.0
2086,40.0
2087,40.0
2088,40.0
2089,40.0
2090,41.0
2091,41.0
2092,41.0
2093,41.0
2094,41.0
2095,42.0
2096,43.0
2097,43.0
2098,44.0
2099,45.0
