pointer,MK153132
239,9.0
240,8.0
241,8.0
242,7.000000000000001
243,6.0
244,5.0
245,4.0
246,4.0
247,3.0
248,2.0
249,1.0
250,0.0
251,0.0
252,0.0
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.0
259,0.0
260,0.0
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,0.0
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.0
277,0.0
278,0.0
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,0.0
291,0.0
292,0.0
293,0.0
294,0.0
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,1.0
320,2.0
321,3.0
322,3.0
323,4.0
324,5.0
325,6.0
326,7.000000000000001
327,7.000000000000001
328,8.0
329,9.0
330,10.0
331,11.0
332,12.0
333,13.0
334,13.0
335,14.000000000000002
336,15.0
337,16.0
338,16.0
339,16.0
340,16.0
341,17.0
342,18.0
343,19.0
344,20.0
345,20.0
346,21.0
347,22.0
348,23.0
349,24.0
350,24.0
351,25.0
352,25.0
353,26.0
354,26.0
355,26.0
356,26.0
357,27.0
358,28.000000000000004
359,28.999999999999996
360,28.999999999999996
361,28.999999999999996
362,28.999999999999996
363,28.999999999999996
364,30.0
365,31.0
366,32.0
367,33.0
368,33.0
369,34.0
370,35.0
371,36.0
372,37.0
373,37.0
374,37.0
375,37.0
376,37.0
377,37.0
378,38.0
379,38.0
380,38.0
381,39.0
382,40.0
383,40.0
384,40.0
385,40.0
386,40.0
387,41.0
388,41.0
389,41.0
390,42.0
391,43.0
392,43.0
393,44.0
394,45.0
395,45.0
396,46.0
397,47.0
398,47.0
399,48.0
400,48.0
401,48.0
402,49.0
403,50.0
404,50.0
405,51.0
406,52.0
407,52.0
408,53.0
409,53.0
410,53.0
411,53.0
412,54.0
413,55.00000000000001
414,56.00000000000001
415,56.99999999999999
416,56.99999999999999
417,57.99999999999999
418,59.0
419,57.99999999999999
420,56.99999999999999
421,56.00000000000001
422,56.99999999999999
423,56.99999999999999
424,56.99999999999999
425,56.99999999999999
426,56.00000000000001
427,56.99999999999999
428,56.99999999999999
429,56.99999999999999
430,56.99999999999999
431,56.99999999999999
432,56.99999999999999
433,56.99999999999999
434,56.99999999999999
435,56.99999999999999
436,56.99999999999999
437,56.00000000000001
438,56.00000000000001
439,56.99999999999999
440,56.99999999999999
441,56.99999999999999
442,56.99999999999999
443,56.99999999999999
444,56.99999999999999
445,57.99999999999999
446,57.99999999999999
447,57.99999999999999
448,57.99999999999999
449,56.99999999999999
450,57.99999999999999
451,57.99999999999999
452,57.99999999999999
453,57.99999999999999
454,59.0
455,59.0
456,59.0
457,57.99999999999999
458,57.99999999999999
459,57.99999999999999
460,59.0
461,60.0
462,60.0
463,61.0
464,61.0
465,61.0
466,61.0
467,60.0
468,60.0
469,59.0
470,59.0
471,59.0
472,59.0
473,60.0
474,61.0
475,62.0
476,63.0
477,64.0
478,64.0
479,65.0
480,66.0
481,66.0
482,66.0
483,67.0
484,68.0
485,69.0
486,70.0
487,70.0
488,70.0
489,71.0
490,71.0
491,70.0
492,71.0
493,71.0
494,70.0
495,71.0
496,71.0
497,71.0
498,72.0
499,72.0
500,73.0
501,74.0
502,74.0
503,74.0
504,75.0
505,75.0
506,75.0
507,76.0
508,76.0
509,77.0
510,78.0
511,79.0
512,79.0
513,79.0
514,79.0
515,78.0
516,78.0
517,77.0
518,76.0
519,76.0
520,77.0
521,77.0
522,76.0
523,76.0
524,76.0
525,75.0
526,76.0
527,75.0
528,75.0
529,75.0
530,75.0
531,74.0
532,74.0
533,73.0
534,73.0
535,73.0
536,72.0
537,72.0
538,73.0
539,72.0
540,72.0
541,71.0
542,70.0
543,70.0
544,70.0
545,70.0
546,70.0
547,70.0
548,70.0
549,70.0
550,70.0
551,69.0
552,70.0
553,70.0
554,70.0
555,71.0
556,72.0
557,72.0
558,72.0
559,72.0
560,72.0
561,72.0
562,73.0
563,73.0
564,72.0
565,72.0
566,71.0
567,72.0
568,73.0
569,73.0
570,73.0
571,73.0
572,72.0
573,72.0
574,72.0
575,71.0
576,71.0
577,71.0
578,70.0
579,70.0
580,69.0
581,69.0
582,69.0
583,69.0
584,68.0
585,68.0
586,68.0
587,67.0
588,67.0
589,66.0
590,65.0
591,66.0
592,65.0
593,64.0
594,64.0
595,64.0
596,64.0
597,64.0
598,64.0
599,64.0
600,63.0
601,62.0
602,62.0
603,62.0
604,62.0
605,62.0
606,62.0
607,62.0
608,62.0
609,62.0
610,62.0
611,61.0
612,60.0
613,59.0
614,57.99999999999999
615,59.0
616,60.0
617,61.0
618,62.0
619,62.0
620,61.0
621,61.0
622,62.0
623,62.0
624,62.0
625,62.0
626,61.0
627,62.0
628,61.0
629,60.0
630,60.0
631,61.0
632,60.0
633,61.0
634,62.0
635,61.0
636,61.0
637,62.0
638,62.0
639,63.0
640,64.0
641,64.0
642,65.0
643,65.0
644,64.0
645,63.0
646,63.0
647,62.0
648,62.0
649,63.0
650,62.0
651,62.0
652,62.0
653,61.0
654,60.0
655,60.0
656,59.0
657,60.0
658,60.0
659,59.0
660,57.99999999999999
661,56.99999999999999
662,56.00000000000001
663,55.00000000000001
664,55.00000000000001
665,54.0
666,55.00000000000001
667,55.00000000000001
668,54.0
669,54.0
670,54.0
671,54.0
672,55.00000000000001
673,55.00000000000001
674,55.00000000000001
675,55.00000000000001
676,55.00000000000001
677,55.00000000000001
678,56.00000000000001
679,56.00000000000001
680,56.99999999999999
681,56.99999999999999
682,56.99999999999999
683,56.99999999999999
684,56.99999999999999
685,56.99999999999999
686,56.00000000000001
687,56.00000000000001
688,56.99999999999999
689,57.99999999999999
690,59.0
691,59.0
692,60.0
693,61.0
694,62.0
695,61.0
696,61.0
697,61.0
698,61.0
699,61.0
700,62.0
701,62.0
702,62.0
703,62.0
704,62.0
705,62.0
706,62.0
707,62.0
708,62.0
709,62.0
710,62.0
711,63.0
712,64.0
713,64.0
714,65.0
715,65.0
716,64.0
717,63.0
718,63.0
719,63.0
720,63.0
721,64.0
722,63.0
723,62.0
724,61.0
725,61.0
726,62.0
727,62.0
728,63.0
729,64.0
730,64.0
731,64.0
732,65.0
733,65.0
734,64.0
735,65.0
736,66.0
737,66.0
738,65.0
739,64.0
740,64.0
741,65.0
742,65.0
743,64.0
744,65.0
745,66.0
746,65.0
747,66.0
748,66.0
749,65.0
750,66.0
751,67.0
752,67.0
753,68.0
754,69.0
755,68.0
756,69.0
757,68.0
758,67.0
759,68.0
760,68.0
761,68.0
762,69.0
763,70.0
764,71.0
765,72.0
766,72.0
767,71.0
768,72.0
769,73.0
770,73.0
771,72.0
772,71.0
773,71.0
774,71.0
775,72.0
776,71.0
777,71.0
778,71.0
779,70.0
780,70.0
781,70.0
782,69.0
783,69.0
784,70.0
785,69.0
786,70.0
787,71.0
788,71.0
789,71.0
790,71.0
791,70.0
792,70.0
793,70.0
794,69.0
795,70.0
796,70.0
797,69.0
798,68.0
799,67.0
800,67.0
801,68.0
802,67.0
803,67.0
804,67.0
805,67.0
806,66.0
807,66.0
808,66.0
809,66.0
810,65.0
811,64.0
812,64.0
813,65.0
814,65.0
815,64.0
816,65.0
817,66.0
818,66.0
819,67.0
820,68.0
821,67.0
822,68.0
823,69.0
824,69.0
825,70.0
826,70.0
827,69.0
828,69.0
829,69.0
830,68.0
831,67.0
832,67.0
833,66.0
834,67.0
835,67.0
836,67.0
837,66.0
838,66.0
839,67.0
840,67.0
841,67.0
842,67.0
843,68.0
844,68.0
845,67.0
846,67.0
847,66.0
848,65.0
849,66.0
850,66.0
851,66.0
852,66.0
853,66.0
854,65.0
855,66.0
856,66.0
857,66.0
858,67.0
859,67.0
860,67.0
861,68.0
862,68.0
863,67.0
864,67.0
865,67.0
866,67.0
867,68.0
868,68.0
869,68.0
870,68.0
871,69.0
872,69.0
873,69.0
874,69.0
875,68.0
876,69.0
877,69.0
878,68.0
879,69.0
880,69.0
881,69.0
882,70.0
883,70.0
884,69.0
885,69.0
886,69.0
887,69.0
888,69.0
889,69.0
890,69.0
891,69.0
892,69.0
893,68.0
894,69.0
895,69.0
896,69.0
897,70.0
898,71.0
899,71.0
900,71.0
901,71.0
902,72.0
903,72.0
904,72.0
905,72.0
906,72.0
907,71.0
908,70.0
909,70.0
910,71.0
911,72.0
912,72.0
913,72.0
914,71.0
915,72.0
916,72.0
917,72.0
918,72.0
919,72.0
920,71.0
921,72.0
922,72.0
923,72.0
924,73.0
925,73.0
926,72.0
927,73.0
928,73.0
929,73.0
930,74.0
931,75.0
932,74.0
933,75.0
934,75.0
935,74.0
936,73.0
937,73.0
938,73.0
939,73.0
940,73.0
941,73.0
942,73.0
943,73.0
944,72.0
945,73.0
946,74.0
947,74.0
948,75.0
949,75.0
950,74.0
951,73.0
952,73.0
953,72.0
954,72.0
955,72.0
956,72.0
957,73.0
958,73.0
959,72.0
960,73.0
961,73.0
962,73.0
963,74.0
964,74.0
965,73.0
966,72.0
967,72.0
968,71.0
969,71.0
970,71.0
971,70.0
972,71.0
973,71.0
974,71.0
975,72.0
976,72.0
977,71.0
978,71.0
979,71.0
980,70.0
981,70.0
982,70.0
983,70.0
984,71.0
985,72.0
986,72.0
987,71.0
988,71.0
989,71.0
990,70.0
991,71.0
992,71.0
993,72.0
994,72.0
995,71.0
996,71.0
997,71.0
998,70.0
999,71.0
1000,71.0
1001,71.0
1002,70.0
1003,70.0
1004,69.0
1005,68.0
1006,68.0
1007,68.0
1008,69.0
1009,69.0
1010,69.0
1011,69.0
1012,69.0
1013,68.0
1014,69.0
1015,69.0
1016,68.0
1017,68.0
1018,68.0
1019,67.0
1020,68.0
1021,68.0
1022,67.0
1023,66.0
1024,66.0
1025,66.0
1026,67.0
1027,67.0
1028,66.0
1029,65.0
1030,64.0
1031,63.0
1032,63.0
1033,63.0
1034,62.0
1035,63.0
1036,63.0
1037,64.0
1038,65.0
1039,65.0
1040,65.0
1041,65.0
1042,65.0
1043,65.0
1044,66.0
1045,66.0
1046,65.0
1047,66.0
1048,66.0
1049,65.0
1050,66.0
1051,67.0
1052,67.0
1053,68.0
1054,69.0
1055,68.0
1056,67.0
1057,66.0
1058,65.0
1059,66.0
1060,65.0
1061,64.0
1062,64.0
1063,64.0
1064,64.0
1065,65.0
1066,66.0
1067,65.0
1068,66.0
1069,66.0
1070,66.0
1071,67.0
1072,67.0
1073,66.0
1074,66.0
1075,66.0
1076,65.0
1077,66.0
1078,67.0
1079,67.0
1080,67.0
1081,67.0
1082,66.0
1083,66.0
1084,66.0
1085,66.0
1086,66.0
1087,67.0
1088,67.0
1089,67.0
1090,68.0
1091,68.0
1092,67.0
1093,66.0
1094,65.0
1095,66.0
1096,66.0
1097,66.0
1098,67.0
1099,67.0
1100,66.0
1101,66.0
1102,67.0
1103,67.0
1104,67.0
1105,68.0
1106,68.0
1107,69.0
1108,68.0
1109,67.0
1110,66.0
1111,66.0
1112,65.0
1113,66.0
1114,66.0
1115,65.0
1116,66.0
1117,66.0
1118,65.0
1119,66.0
1120,66.0
1121,66.0
1122,67.0
1123,68.0
1124,68.0
1125,68.0
1126,68.0
1127,67.0
1128,67.0
1129,67.0
1130,67.0
1131,68.0
1132,69.0
1133,69.0
1134,69.0
1135,69.0
1136,70.0
1137,70.0
1138,69.0
1139,68.0
1140,68.0
1141,68.0
1142,68.0
1143,68.0
1144,68.0
1145,67.0
1146,68.0
1147,68.0
1148,67.0
1149,67.0
1150,66.0
1151,66.0
1152,65.0
1153,64.0
1154,63.0
1155,64.0
1156,65.0
1157,65.0
1158,66.0
1159,65.0
1160,66.0
1161,67.0
1162,67.0
1163,67.0
1164,66.0
1165,66.0
1166,66.0
1167,66.0
1168,66.0
1169,65.0
1170,64.0
1171,64.0
1172,63.0
1173,64.0
1174,64.0
1175,64.0
1176,64.0
1177,63.0
1178,62.0
1179,62.0
1180,63.0
1181,63.0
1182,64.0
1183,64.0
1184,63.0
1185,62.0
1186,61.0
1187,60.0
1188,60.0
1189,59.0
1190,59.0
1191,59.0
1192,60.0
1193,61.0
1194,62.0
1195,62.0
1196,62.0
1197,61.0
1198,60.0
1199,59.0
1200,60.0
1201,60.0
1202,59.0
1203,57.99999999999999
1204,59.0
1205,59.0
1206,59.0
1207,57.99999999999999
1208,57.99999999999999
1209,57.99999999999999
1210,59.0
1211,59.0
1212,60.0
1213,60.0
1214,59.0
1215,59.0
1216,59.0
1217,57.99999999999999
1218,59.0
1219,59.0
1220,57.99999999999999
1221,56.99999999999999
1222,56.00000000000001
1223,55.00000000000001
1224,54.0
1225,54.0
1226,53.0
1227,54.0
1228,55.00000000000001
1229,55.00000000000001
1230,56.00000000000001
1231,56.00000000000001
1232,55.00000000000001
1233,54.0
1234,54.0
1235,54.0
1236,54.0
1237,54.0
1238,54.0
1239,54.0
1240,54.0
1241,54.0
1242,53.0
1243,52.0
1244,51.0
1245,52.0
1246,52.0
1247,52.0
1248,53.0
1249,54.0
1250,54.0
1251,54.0
1252,55.00000000000001
1253,56.00000000000001
1254,56.99999999999999
1255,56.99999999999999
1256,56.00000000000001
1257,56.99999999999999
1258,56.99999999999999
1259,56.99999999999999
1260,56.00000000000001
1261,55.00000000000001
1262,55.00000000000001
1263,54.0
1264,55.00000000000001
1265,55.00000000000001
1266,54.0
1267,54.0
1268,53.0
1269,54.0
1270,54.0
1271,53.0
1272,53.0
1273,53.0
1274,53.0
1275,53.0
1276,54.0
1277,55.00000000000001
1278,56.00000000000001
1279,56.00000000000001
1280,55.00000000000001
1281,54.0
1282,54.0
1283,53.0
1284,54.0
1285,55.00000000000001
1286,55.00000000000001
1287,56.00000000000001
1288,56.00000000000001
1289,56.99999999999999
1290,56.99999999999999
1291,56.99999999999999
1292,56.99999999999999
1293,56.00000000000001
1294,55.00000000000001
1295,55.00000000000001
1296,55.00000000000001
1297,55.00000000000001
1298,56.00000000000001
1299,56.00000000000001
1300,56.00000000000001
1301,56.00000000000001
1302,56.00000000000001
1303,56.99999999999999
1304,56.99999999999999
1305,56.00000000000001
1306,56.00000000000001
1307,56.00000000000001
1308,56.00000000000001
1309,56.99999999999999
1310,56.00000000000001
1311,56.00000000000001
1312,56.00000000000001
1313,55.00000000000001
1314,55.00000000000001
1315,56.00000000000001
1316,56.00000000000001
1317,56.99999999999999
1318,56.99999999999999
1319,56.99999999999999
1320,57.99999999999999
1321,59.0
1322,59.0
1323,60.0
1324,61.0
1325,60.0
1326,61.0
1327,61.0
1328,61.0
1329,62.0
1330,62.0
1331,61.0
1332,62.0
1333,63.0
1334,63.0
1335,63.0
1336,63.0
1337,63.0
1338,63.0
1339,63.0
1340,62.0
1341,62.0
1342,63.0
1343,64.0
1344,65.0
1345,64.0
1346,64.0
1347,63.0
1348,62.0
1349,61.0
1350,62.0
1351,61.0
1352,61.0
1353,60.0
1354,60.0
1355,59.0
1356,60.0
1357,60.0
1358,60.0
1359,60.0
1360,61.0
1361,62.0
1362,61.0
1363,61.0
1364,60.0
1365,60.0
1366,61.0
1367,61.0
1368,62.0
1369,61.0
1370,61.0
1371,62.0
1372,63.0
1373,63.0
1374,63.0
1375,63.0
1376,62.0
1377,62.0
1378,62.0
1379,62.0
1380,62.0
1381,62.0
1382,61.0
1383,61.0
1384,61.0
1385,60.0
1386,60.0
1387,59.0
1388,57.99999999999999
1389,56.99999999999999
1390,56.99999999999999
1391,56.00000000000001
1392,56.00000000000001
1393,56.99999999999999
1394,57.99999999999999
1395,57.99999999999999
1396,57.99999999999999
1397,59.0
1398,57.99999999999999
1399,59.0
1400,57.99999999999999
1401,56.99999999999999
1402,56.99999999999999
1403,56.99999999999999
1404,56.99999999999999
1405,57.99999999999999
1406,57.99999999999999
1407,59.0
1408,60.0
1409,60.0
1410,61.0
1411,60.0
1412,60.0
1413,61.0
1414,62.0
1415,62.0
1416,62.0
1417,62.0
1418,61.0
1419,61.0
1420,61.0
1421,60.0
1422,60.0
1423,59.0
1424,57.99999999999999
1425,57.99999999999999
1426,57.99999999999999
1427,56.99999999999999
1428,56.99999999999999
1429,56.99999999999999
1430,56.99999999999999
1431,57.99999999999999
1432,57.99999999999999
1433,56.99999999999999
1434,57.99999999999999
1435,57.99999999999999
1436,57.99999999999999
1437,56.99999999999999
1438,57.99999999999999
1439,59.0
1440,59.0
1441,57.99999999999999
1442,56.99999999999999
1443,56.99999999999999
1444,56.00000000000001
1445,56.00000000000001
1446,55.00000000000001
1447,56.00000000000001
1448,56.00000000000001
1449,56.99999999999999
1450,56.99999999999999
1451,56.99999999999999
1452,56.99999999999999
1453,57.99999999999999
1454,56.99999999999999
1455,57.99999999999999
1456,57.99999999999999
1457,57.99999999999999
1458,56.99999999999999
1459,56.99999999999999
1460,56.00000000000001
1461,56.00000000000001
1462,56.00000000000001
1463,56.00000000000001
1464,56.99999999999999
1465,56.99999999999999
1466,56.99999999999999
1467,57.99999999999999
1468,57.99999999999999
1469,57.99999999999999
1470,59.0
1471,59.0
1472,59.0
1473,59.0
1474,59.0
1475,57.99999999999999
1476,59.0
1477,59.0
1478,59.0
1479,57.99999999999999
1480,57.99999999999999
1481,57.99999999999999
1482,57.99999999999999
1483,59.0
1484,59.0
1485,59.0
1486,60.0
1487,60.0
1488,60.0
1489,60.0
1490,59.0
1491,59.0
1492,59.0
1493,59.0
1494,57.99999999999999
1495,57.99999999999999
1496,56.99999999999999
1497,56.00000000000001
1498,56.00000000000001
1499,56.00000000000001
1500,56.99999999999999
1501,56.99999999999999
1502,56.99999999999999
1503,56.99999999999999
1504,56.00000000000001
1505,56.00000000000001
1506,56.99999999999999
1507,56.99999999999999
1508,56.00000000000001
1509,55.00000000000001
1510,55.00000000000001
1511,56.00000000000001
1512,56.00000000000001
1513,56.00000000000001
1514,55.00000000000001
1515,54.0
1516,53.0
1517,53.0
1518,53.0
1519,53.0
1520,52.0
1521,52.0
1522,53.0
1523,54.0
1524,55.00000000000001
1525,56.00000000000001
1526,55.00000000000001
1527,55.00000000000001
1528,55.00000000000001
1529,54.0
1530,53.0
1531,53.0
1532,53.0
1533,53.0
1534,52.0
1535,51.0
1536,50.0
1537,50.0
1538,49.0
1539,49.0
1540,50.0
1541,50.0
1542,50.0
1543,50.0
1544,51.0
1545,52.0
1546,53.0
1547,53.0
1548,54.0
1549,54.0
1550,53.0
1551,53.0
1552,53.0
1553,52.0
1554,52.0
1555,52.0
1556,51.0
1557,51.0
1558,52.0
1559,52.0
1560,52.0
1561,52.0
1562,52.0
1563,53.0
1564,52.0
1565,51.0
1566,51.0
1567,51.0
1568,51.0
1569,52.0
1570,52.0
1571,51.0
1572,51.0
1573,51.0
1574,50.0
1575,50.0
1576,49.0
1577,49.0
1578,49.0
1579,50.0
1580,51.0
1581,52.0
1582,52.0
1583,51.0
1584,50.0
1585,50.0
1586,50.0
1587,51.0
1588,52.0
1589,52.0
1590,52.0
1591,52.0
1592,52.0
1593,51.0
1594,52.0
1595,52.0
1596,53.0
1597,53.0
1598,53.0
1599,53.0
1600,53.0
1601,53.0
1602,54.0
1603,53.0
1604,54.0
1605,54.0
1606,54.0
1607,53.0
1608,53.0
1609,53.0
1610,52.0
1611,51.0
1612,50.0
1613,49.0
1614,49.0
1615,50.0
1616,50.0
1617,50.0
1618,50.0
1619,50.0
1620,51.0
1621,51.0
1622,51.0
1623,51.0
1624,50.0
1625,49.0
1626,50.0
1627,50.0
1628,49.0
1629,50.0
1630,50.0
1631,50.0
1632,49.0
1633,49.0
1634,49.0
1635,49.0
1636,50.0
1637,51.0
1638,52.0
1639,52.0
1640,52.0
1641,53.0
1642,53.0
1643,52.0
1644,52.0
1645,52.0
1646,52.0
1647,52.0
1648,51.0
1649,50.0
1650,50.0
1651,51.0
1652,50.0
1653,51.0
1654,52.0
1655,52.0
1656,53.0
1657,53.0
1658,52.0
1659,53.0
1660,54.0
1661,53.0
1662,53.0
1663,52.0
1664,53.0
1665,53.0
1666,53.0
1667,53.0
1668,52.0
1669,51.0
1670,51.0
1671,51.0
1672,51.0
1673,51.0
1674,51.0
1675,52.0
1676,52.0
1677,52.0
1678,52.0
1679,51.0
1680,51.0
1681,51.0
1682,51.0
1683,51.0
1684,52.0
1685,52.0
1686,51.0
1687,50.0
1688,49.0
1689,49.0
1690,50.0
1691,50.0
1692,50.0
1693,51.0
1694,50.0
1695,49.0
1696,49.0
1697,50.0
1698,51.0
1699,51.0
1700,50.0
1701,51.0
1702,51.0
1703,51.0
1704,50.0
1705,49.0
1706,49.0
1707,49.0
1708,49.0
1709,49.0
1710,50.0
1711,51.0
1712,51.0
1713,52.0
1714,53.0
1715,53.0
1716,54.0
1717,54.0
1718,54.0
1719,53.0
1720,53.0
1721,53.0
1722,52.0
1723,51.0
1724,52.0
1725,53.0
1726,53.0
1727,53.0
1728,54.0
1729,54.0
1730,54.0
1731,54.0
1732,55.00000000000001
1733,56.00000000000001
1734,56.99999999999999
1735,57.99999999999999
1736,57.99999999999999
1737,57.99999999999999
1738,57.99999999999999
1739,56.99999999999999
1740,56.99999999999999
1741,56.99999999999999
1742,56.99999999999999
1743,56.99999999999999
1744,56.99999999999999
1745,56.00000000000001
1746,56.00000000000001
1747,56.00000000000001
1748,56.99999999999999
1749,57.99999999999999
1750,59.0
1751,59.0
1752,60.0
1753,60.0
1754,59.0
1755,57.99999999999999
1756,56.99999999999999
1757,56.99999999999999
1758,57.99999999999999
1759,56.99999999999999
1760,56.00000000000001
1761,56.99999999999999
1762,57.99999999999999
1763,57.99999999999999
1764,57.99999999999999
1765,59.0
1766,59.0
1767,57.99999999999999
1768,57.99999999999999
1769,57.99999999999999
1770,57.99999999999999
1771,59.0
1772,57.99999999999999
1773,56.99999999999999
1774,57.99999999999999
1775,56.99999999999999
1776,57.99999999999999
1777,57.99999999999999
1778,56.99999999999999
1779,57.99999999999999
1780,57.99999999999999
1781,57.99999999999999
1782,57.99999999999999
1783,59.0
1784,57.99999999999999
1785,59.0
1786,60.0
1787,61.0
1788,61.0
1789,62.0
1790,61.0
1791,62.0
1792,62.0
1793,61.0
1794,61.0
1795,61.0
1796,60.0
1797,60.0
1798,60.0
1799,60.0
1800,61.0
1801,61.0
1802,60.0
1803,61.0
1804,61.0
1805,62.0
1806,62.0
1807,63.0
1808,63.0
1809,64.0
1810,64.0
1811,64.0
1812,65.0
1813,65.0
1814,65.0
1815,65.0
1816,65.0
1817,64.0
1818,65.0
1819,66.0
1820,66.0
1821,66.0
1822,67.0
1823,68.0
1824,67.0
1825,67.0
1826,67.0
1827,68.0
1828,68.0
1829,67.0
1830,67.0
1831,67.0
1832,66.0
1833,66.0
1834,66.0
1835,65.0
1836,64.0
1837,64.0
1838,63.0
1839,64.0
1840,64.0
1841,63.0
1842,64.0
1843,65.0
1844,64.0
1845,65.0
1846,65.0
1847,64.0
1848,64.0
1849,64.0
1850,64.0
1851,64.0
1852,64.0
1853,64.0
1854,65.0
1855,66.0
1856,66.0
1857,66.0
1858,66.0
1859,67.0
1860,68.0
1861,68.0
1862,67.0
1863,68.0
1864,67.0
1865,66.0
1866,66.0
1867,67.0
1868,67.0
1869,68.0
1870,68.0
1871,67.0
1872,67.0
1873,68.0
1874,67.0
1875,68.0
1876,68.0
1877,67.0
1878,68.0
1879,67.0
1880,67.0
1881,67.0
1882,67.0
1883,67.0
1884,68.0
1885,67.0
1886,66.0
1887,66.0
1888,67.0
1889,66.0
1890,66.0
1891,66.0
1892,65.0
1893,66.0
1894,67.0
1895,68.0
1896,69.0
1897,68.0
1898,67.0
1899,66.0
1900,66.0
1901,66.0
1902,67.0
1903,67.0
1904,68.0
1905,67.0
1906,67.0
1907,66.0
1908,67.0
1909,67.0
1910,67.0
1911,66.0
1912,65.0
1913,64.0
1914,63.0
1915,63.0
1916,62.0
1917,63.0
1918,63.0
1919,63.0
1920,62.0
1921,63.0
1922,62.0
1923,62.0
1924,63.0
1925,62.0
1926,62.0
1927,62.0
1928,61.0
1929,61.0
1930,61.0
1931,60.0
1932,60.0
1933,59.0
1934,59.0
1935,59.0
1936,60.0
1937,59.0
1938,60.0
1939,59.0
1940,57.99999999999999
1941,57.99999999999999
1942,56.99999999999999
1943,56.99999999999999
1944,57.99999999999999
1945,57.99999999999999
1946,57.99999999999999
1947,57.99999999999999
1948,56.99999999999999
1949,56.00000000000001
1950,55.00000000000001
1951,54.0
1952,54.0
1953,53.0
1954,52.0
1955,51.0
1956,51.0
1957,50.0
1958,49.0
1959,49.0
1960,49.0
1961,49.0
1962,49.0
1963,48.0
1964,49.0
1965,50.0
1966,49.0
1967,48.0
1968,49.0
1969,49.0
1970,49.0
1971,49.0
1972,49.0
1973,48.0
1974,48.0
1975,48.0
1976,47.0
1977,48.0
1978,48.0
1979,49.0
1980,49.0
1981,49.0
1982,49.0
1983,49.0
1984,49.0
1985,50.0
1986,50.0
1987,50.0
1988,50.0
1989,50.0
1990,50.0
1991,50.0
1992,50.0
1993,50.0
1994,49.0
1995,48.0
1996,47.0
1997,48.0
1998,48.0
1999,48.0
2000,48.0
2001,47.0
2002,46.0
2003,46.0
2004,46.0
2005,47.0
2006,46.0
2007,46.0
2008,45.0
2009,44.0
2010,44.0
2011,45.0
