pointer,OQ818328,NC_015934
336,100.0,67.0
337,100.0,68.0
338,100.0,68.0
339,100.0,67.0
340,100.0,67.0
341,100.0,66.0
342,100.0,65.0
343,100.0,65.0
344,100.0,65.0
345,100.0,65.0
346,100.0,65.0
347,100.0,65.0
348,100.0,65.0
349,100.0,64.0
350,100.0,64.0
351,100.0,64.0
352,100.0,65.0
353,100.0,65.0
354,100.0,66.0
355,100.0,65.0
356,100.0,65.0
357,100.0,65.0
358,100.0,64.0
359,100.0,63.0
360,98.94736842105263,64.0
361,98.94736842105263,64.0
362,98.94736842105263,64.0
363,98.94736842105263,64.0
364,98.94736842105263,64.0
365,98.94736842105263,64.0
366,98.94736842105263,64.0
367,98.94736842105263,63.0
368,98.94736842105263,63.0
369,98.94736842105263,62.0
370,98.94736842105263,62.0
371,98.94736842105263,62.0
372,98.94736842105263,62.0
373,98.94736842105263,62.0
374,98.94736842105263,63.0
375,98.94736842105263,64.0
376,98.94736842105263,65.0
377,98.94736842105263,65.0
378,98.94736842105263,65.0
379,98.94736842105263,64.0
380,98.94736842105263,63.0
381,98.94736842105263,62.0
382,98.94736842105263,62.0
383,98.94736842105263,61.0
384,98.94736842105263,60.0
385,98.94736842105263,60.0
386,98.94736842105263,60.0
387,98.94736842105263,60.0
388,98.94736842105263,60.0
389,98.94736842105263,59.0
390,98.94736842105263,60.0
391,98.94736842105263,61.0
392,98.94736842105263,61.0
393,98.94736842105263,61.0
394,98.94736842105263,60.0
395,98.94736842105263,60.0
396,98.94736842105263,60.0
397,98.94736842105263,59.0
398,98.94736842105263,60.0
399,98.94736842105263,61.0
400,98.94736842105263,61.0
401,98.94736842105263,62.0
402,98.94736842105263,62.0
403,98.94736842105263,62.0
404,98.94736842105263,63.0
405,98.94736842105263,62.0
406,98.94736842105263,62.0
407,98.94736842105263,62.0
408,98.94736842105263,63.0
409,98.94736842105263,62.0
410,98.94736842105263,63.0
411,98.94736842105263,64.0
412,98.94736842105263,64.0
413,98.94736842105263,64.0
414,98.94736842105263,64.0
415,98.94736842105263,64.0
416,98.95833333333334,65.0
417,98.95833333333334,65.0
418,98.95833333333334,65.0
419,98.95833333333334,65.0
420,98.95833333333334,65.0
421,98.95833333333334,65.0
422,98.95833333333334,65.0
423,98.95833333333334,65.0
424,98.95833333333334,65.0
425,98.95833333333334,65.0
426,98.96907216494846,65.0
427,98.96907216494846,65.0
428,98.96907216494846,65.0
429,98.96907216494846,66.0
430,98.96907216494846,66.0
431,98.96907216494846,66.0
432,98.96907216494846,66.0
433,98.96907216494846,66.0
434,98.96907216494846,67.0
435,98.96907216494846,67.0
436,98.96907216494846,68.0
437,98.96907216494846,68.0
438,98.96907216494846,67.0
439,98.96907216494846,68.0
440,98.96907216494846,68.0
441,98.96907216494846,68.0
442,98.96907216494846,69.0
443,98.96907216494846,68.0
444,98.96907216494846,67.0
445,98.96907216494846,66.0
446,98.96907216494846,65.0
447,98.96907216494846,64.0
448,98.96907216494846,63.0
449,98.9795918367347,63.0
450,98.98989898989899,64.0
451,99.0,64.0
452,99.0,64.0
453,99.0,64.0
454,99.0,64.0
455,99.0,64.0
456,99.0,64.0
457,99.0,63.0
458,99.0,63.0
459,99.0,63.0
460,100.0,62.0
461,100.0,62.0
462,100.0,62.0
463,100.0,63.0
464,100.0,64.0
465,100.0,63.0
466,100.0,63.0
467,100.0,64.0
468,100.0,64.0
469,100.0,65.0
470,100.0,65.0
471,100.0,65.0
472,100.0,65.0
473,100.0,65.0
474,100.0,65.0
475,100.0,64.0
476,100.0,64.0
477,100.0,64.0
478,100.0,64.0
479,100.0,65.0
480,100.0,65.0
481,100.0,66.0
482,100.0,66.0
483,100.0,67.0
484,100.0,68.0
485,100.0,68.0
486,100.0,68.0
487,100.0,69.0
488,100.0,69.0
489,100.0,70.0
490,100.0,70.0
491,100.0,70.0
492,100.0,70.0
493,100.0,71.0
494,100.0,72.0
495,100.0,72.0
496,100.0,73.0
497,100.0,74.0
498,100.0,74.0
499,100.0,74.0
500,100.0,74.0
501,100.0,74.0
502,100.0,74.0
503,100.0,74.0
504,100.0,73.0
505,100.0,73.0
506,100.0,73.0
507,100.0,73.0
508,100.0,73.0
509,100.0,74.0
510,100.0,73.0
511,100.0,73.0
512,100.0,73.0
513,100.0,73.0
514,100.0,73.0
515,100.0,73.0
516,100.0,73.0
517,100.0,73.0
518,100.0,73.0
519,100.0,73.0
520,100.0,73.0
521,100.0,72.0
522,100.0,72.0
523,100.0,72.0
524,100.0,71.0
525,100.0,71.0
526,100.0,72.0
527,100.0,72.0
528,100.0,72.0
529,100.0,72.0
530,100.0,71.0
531,100.0,71.0
532,100.0,71.0
533,100.0,71.0
534,100.0,70.0
535,100.0,69.0
536,100.0,69.0
537,100.0,68.0
538,100.0,68.0
539,100.0,67.0
540,100.0,66.0
541,100.0,67.0
542,100.0,67.0
543,100.0,68.0
544,100.0,69.0
545,100.0,70.0
546,100.0,71.0
547,100.0,72.0
548,100.0,72.0
549,100.0,73.0
550,100.0,73.0
551,100.0,74.0
552,100.0,74.0
553,100.0,74.0
554,100.0,74.0
555,100.0,74.0
556,100.0,74.0
557,100.0,74.0
558,100.0,74.0
559,100.0,74.0
560,100.0,74.0
561,100.0,73.0
562,100.0,73.0
563,100.0,72.0
564,100.0,71.0
565,100.0,71.0
566,100.0,70.0
567,100.0,69.0
568,100.0,68.0
569,100.0,67.0
570,100.0,66.0
571,100.0,65.0
572,100.0,64.0
573,100.0,63.0
574,100.0,62.0
575,100.0,62.0
576,100.0,61.0
577,100.0,61.0
578,100.0,60.0
579,100.0,59.0
580,100.0,59.0
581,100.0,57.99999999999999
582,100.0,56.99999999999999
583,100.0,56.00000000000001
584,100.0,55.00000000000001
585,100.0,54.0
586,100.0,53.0
587,100.0,52.0
588,100.0,52.0
589,100.0,51.0
590,100.0,50.0
591,100.0,49.0
592,100.0,48.0
593,100.0,47.0
594,100.0,46.0
595,100.0,45.0
596,100.0,44.0
597,100.0,43.0
598,100.0,42.0
599,100.0,41.0
600,100.0,40.0
601,100.0,39.0
602,100.0,38.0
603,100.0,37.0
604,100.0,37.0
605,100.0,37.0
606,100.0,36.0
607,100.0,35.0
608,100.0,35.0
609,100.0,34.0
610,100.0,34.0
611,100.0,33.0
612,100.0,32.0
613,97.82608695652173,31.0
614,97.82608695652173,31.0
615,97.82608695652173,31.0
616,95.65217391304348,31.0
617,95.65217391304348,31.0
618,95.65217391304348,30.0
619,95.65217391304348,30.0
620,95.65217391304348,28.999999999999996
621,95.65217391304348,28.999999999999996
622,95.65217391304348,28.999999999999996
623,95.65217391304348,28.999999999999996
624,95.65217391304348,30.0
625,95.65217391304348,30.0
626,95.65217391304348,28.999999999999996
627,95.65217391304348,28.999999999999996
628,95.65217391304348,28.000000000000004
629,95.65217391304348,28.000000000000004
630,95.74468085106383,28.000000000000004
631,95.74468085106383,28.000000000000004
632,95.74468085106383,27.0
633,95.74468085106383,26.0
634,95.74468085106383,26.0
635,95.74468085106383,26.0
636,95.74468085106383,26.0
637,95.74468085106383,26.0
638,95.74468085106383,27.0
639,95.74468085106383,28.000000000000004
640,95.74468085106383,28.000000000000004
641,95.74468085106383,28.000000000000004
642,95.74468085106383,27.0
643,95.74468085106383,27.0
644,95.65217391304348,26.0
645,95.55555555555556,25.0
646,95.45454545454545,24.0
647,95.34883720930233,23.0
648,95.23809523809523,23.0
649,95.1219512195122,22.0
650,95.1219512195122,22.0
651,95.1219512195122,22.0
652,95.1219512195122,21.0
653,95.1219512195122,20.0
654,95.1219512195122,20.0
655,92.85714285714286,20.0
656,93.02325581395348,21.0
657,93.18181818181817,22.0
658,91.11111111111111,23.0
659,91.30434782608695,24.0
660,91.48936170212765,25.0
661,91.66666666666666,26.0
662,91.83673469387756,26.0
663,92.0,26.0
664,92.15686274509804,26.0
665,92.3076923076923,27.0
666,92.45283018867924,28.000000000000004
667,92.5925925925926,28.999999999999996
668,92.72727272727272,28.999999999999996
669,92.85714285714286,28.999999999999996
670,92.98245614035088,28.999999999999996
671,93.10344827586206,30.0
672,93.22033898305084,31.0
673,93.33333333333333,32.0
674,93.44262295081968,32.0
675,93.54838709677419,32.0
676,93.65079365079364,32.0
677,93.75,33.0
678,93.84615384615384,34.0
679,93.93939393939394,34.0
680,94.02985074626866,34.0
681,94.11764705882352,34.0
682,94.20289855072464,34.0
683,94.28571428571428,34.0
684,94.36619718309859,35.0
685,94.44444444444444,36.0
686,94.52054794520548,37.0
687,94.5945945945946,37.0
688,94.66666666666667,37.0
689,94.73684210526315,38.0
690,94.8051948051948,39.0
691,94.87179487179486,39.0
692,94.9367088607595,39.0
693,95.0,39.0
694,95.06172839506173,40.0
695,95.1219512195122,40.0
696,95.18072289156626,41.0
697,95.23809523809523,41.0
698,95.29411764705881,42.0
699,95.34883720930233,43.0
700,95.40229885057471,44.0
701,95.45454545454545,44.0
702,95.45454545454545,44.0
703,95.45454545454545,44.0
704,95.45454545454545,44.0
705,95.50561797752809,44.0
706,95.55555555555556,45.0
707,95.6043956043956,46.0
708,95.6043956043956,46.0
709,95.6043956043956,47.0
710,95.6043956043956,47.0
711,95.6043956043956,48.0
712,95.6043956043956,48.0
713,96.7032967032967,49.0
714,96.7032967032967,49.0
715,96.7032967032967,49.0
716,97.8021978021978,48.0
717,97.8021978021978,48.0
718,97.8021978021978,48.0
719,97.8021978021978,48.0
720,97.8021978021978,49.0
721,97.8021978021978,49.0
722,97.8021978021978,49.0
723,97.8021978021978,49.0
724,97.8021978021978,49.0
725,97.8021978021978,49.0
726,97.8021978021978,50.0
727,96.7032967032967,49.0
728,96.7032967032967,50.0
729,96.7032967032967,50.0
730,95.6043956043956,50.0
731,95.6043956043956,49.0
732,95.6043956043956,49.0
733,95.6043956043956,49.0
734,95.6043956043956,49.0
735,95.6043956043956,50.0
736,95.6043956043956,50.0
737,95.6043956043956,51.0
738,95.6043956043956,51.0
739,95.6043956043956,50.0
740,95.6043956043956,50.0
741,95.6043956043956,50.0
742,95.6043956043956,50.0
743,95.6043956043956,49.0
744,95.65217391304348,50.0
745,95.6989247311828,50.0
746,95.74468085106383,50.0
747,94.73684210526315,50.0
748,94.79166666666666,51.0
749,94.84536082474226,51.0
750,94.84536082474226,50.0
751,94.84536082474226,50.0
752,94.84536082474226,51.0
753,94.84536082474226,52.0
754,94.84536082474226,52.0
755,95.87628865979381,53.0
756,95.87628865979381,52.0
757,95.87628865979381,52.0
758,96.90721649484536,51.0
759,96.90721649484536,51.0
760,96.90721649484536,50.0
761,96.90721649484536,49.0
762,96.90721649484536,50.0
763,96.90721649484536,50.0
764,96.90721649484536,51.0
765,96.90721649484536,50.0
766,96.90721649484536,49.0
767,96.90721649484536,49.0
768,96.90721649484536,49.0
769,96.90721649484536,50.0
770,96.90721649484536,50.0
771,96.90721649484536,50.0
772,96.90721649484536,49.0
773,96.90721649484536,49.0
774,96.90721649484536,49.0
775,96.90721649484536,49.0
776,96.90721649484536,49.0
777,96.90721649484536,48.0
778,96.90721649484536,48.0
779,96.90721649484536,49.0
780,96.90721649484536,49.0
781,96.90721649484536,49.0
782,96.90721649484536,50.0
783,96.90721649484536,50.0
784,96.90721649484536,49.0
785,96.90721649484536,48.0
786,96.90721649484536,47.0
787,96.90721649484536,47.0
788,96.90721649484536,48.0
789,96.90721649484536,48.0
790,96.90721649484536,47.0
791,96.90721649484536,47.0
792,96.90721649484536,48.0
793,96.90721649484536,48.0
794,96.90721649484536,48.0
795,96.90721649484536,49.0
796,95.87628865979381,49.0
797,95.87628865979381,50.0
798,95.87628865979381,50.0
799,94.84536082474226,49.0
800,94.84536082474226,49.0
801,94.84536082474226,50.0
802,93.87755102040816,50.0
803,93.93939393939394,51.0
804,94.0,52.0
805,94.0,52.0
806,94.0,52.0
807,94.0,52.0
808,94.0,51.0
809,94.0,51.0
810,94.0,52.0
811,94.0,51.0
812,94.0,52.0
813,94.0,52.0
814,94.0,51.0
815,94.0,51.0
816,94.0,52.0
817,94.0,51.0
818,94.0,52.0
819,94.0,52.0
820,94.0,52.0
821,94.0,52.0
822,94.0,52.0
823,94.0,51.0
824,94.0,51.0
825,94.0,52.0
826,94.0,52.0
827,95.0,53.0
828,95.0,53.0
829,95.0,52.0
830,96.0,52.0
831,96.0,53.0
832,96.0,53.0
833,96.0,53.0
834,96.0,53.0
835,96.0,52.0
836,96.0,51.0
837,96.0,50.0
838,96.0,50.0
839,96.0,50.0
840,96.0,50.0
841,96.0,49.0
842,96.0,50.0
843,96.0,51.0
844,96.0,51.0
845,96.0,52.0
846,96.0,53.0
847,97.0,54.0
848,97.0,54.0
849,97.0,55.00000000000001
850,97.0,56.00000000000001
851,97.0,56.00000000000001
852,97.0,56.00000000000001
853,97.0,55.00000000000001
854,97.0,55.00000000000001
855,97.0,55.00000000000001
856,97.0,55.00000000000001
857,97.0,55.00000000000001
858,97.0,56.00000000000001
859,97.0,56.00000000000001
860,97.0,56.99999999999999
861,97.0,57.99999999999999
862,97.0,56.99999999999999
863,97.0,57.99999999999999
864,97.0,57.99999999999999
865,97.0,57.99999999999999
866,97.0,59.0
867,97.0,59.0
868,97.0,59.0
869,97.0,59.0
870,97.0,60.0
871,97.0,60.0
872,97.0,61.0
873,97.0,61.0
874,96.0,62.0
875,96.0,63.0
876,96.0,64.0
877,96.0,65.0
878,96.0,65.0
879,96.0,65.0
880,95.0,65.0
881,95.0,66.0
882,95.0,66.0
883,95.0,66.0
884,95.0,66.0
885,95.0,67.0
886,95.0,68.0
887,95.0,69.0
888,95.0,69.0
889,95.0,69.0
890,95.0,69.0
891,95.0,70.0
892,95.0,69.0
893,95.0,70.0
894,95.0,70.0
895,95.0,69.0
896,96.0,69.0
897,96.0,69.0
898,96.0,69.0
899,97.0,70.0
900,97.0,70.0
901,97.0,70.0
902,98.0,71.0
903,98.0,71.0
904,98.0,71.0
905,98.0,72.0
906,98.0,72.0
907,97.0,71.0
908,97.0,71.0
909,97.0,71.0
910,97.0,70.0
911,97.0,71.0
912,97.0,71.0
913,97.0,70.0
914,97.0,71.0
915,97.0,71.0
916,97.0,71.0
917,97.0,72.0
918,97.0,72.0
919,97.0,72.0
920,97.0,72.0
921,97.0,73.0
922,97.0,72.0
923,97.0,73.0
924,97.0,73.0
925,97.0,73.0
926,97.0,73.0
927,97.0,73.0
928,96.0,72.0
929,96.0,73.0
930,96.0,74.0
931,96.0,74.0
932,96.0,75.0
933,96.0,76.0
934,96.0,76.0
935,96.0,77.0
936,96.0,78.0
937,96.0,78.0
938,96.0,78.0
939,96.0,79.0
940,96.0,79.0
941,96.0,79.0
942,96.0,79.0
943,95.0,78.0
944,95.0,78.0
945,95.0,78.0
946,95.0,77.0
947,95.0,77.0
948,95.0,77.0
949,95.0,77.0
950,95.0,77.0
951,95.0,77.0
952,95.0,77.0
953,95.0,78.0
954,95.0,78.0
955,95.0,77.0
956,95.0,77.0
957,95.0,76.0
958,94.0,76.0
959,94.0,75.0
960,94.0,74.0
961,94.0,74.0
962,94.0,75.0
963,94.0,74.0
964,94.0,74.0
965,94.0,74.0
966,94.0,74.0
967,94.0,74.0
968,94.0,75.0
969,94.0,75.0
970,94.0,74.0
971,94.0,74.0
972,94.0,74.0
973,94.0,73.0
974,95.0,73.0
975,95.0,73.0
976,95.0,72.0
977,95.0,71.0
978,95.0,71.0
979,95.0,70.0
980,96.0,71.0
981,96.0,71.0
982,96.0,70.0
983,96.0,71.0
984,96.0,72.0
985,95.0,72.0
986,95.0,72.0
987,95.0,72.0
988,95.0,71.0
989,95.0,71.0
990,95.0,71.0
991,95.0,71.0
992,95.0,72.0
993,95.0,72.0
994,95.0,71.0
995,95.0,72.0
996,95.0,72.0
997,95.0,71.0
998,95.0,71.0
999,95.0,71.0
1000,95.0,71.0
1001,95.0,71.0
1002,95.0,71.0
1003,95.0,71.0
1004,95.0,71.0
1005,95.0,71.0
1006,95.0,70.0
1007,96.0,71.0
1008,96.0,72.0
1009,96.0,72.0
1010,96.0,73.0
1011,96.0,73.0
1012,96.0,73.0
1013,96.0,74.0
1014,96.0,74.0
1015,95.0,73.0
1016,95.0,72.0
1017,95.0,72.0
1018,95.0,71.0
1019,95.0,71.0
1020,95.0,71.0
1021,94.0,70.0
1022,94.0,71.0
1023,94.0,71.0
1024,94.0,71.0
1025,94.0,71.0
1026,94.0,71.0
1027,93.0,70.0
1028,94.0,70.0
1029,94.0,70.0
1030,93.0,69.0
1031,93.0,69.0
1032,93.0,69.0
1033,93.0,68.0
1034,93.0,69.0
1035,93.0,69.0
1036,93.0,68.0
1037,93.0,69.0
1038,93.0,69.0
1039,93.0,68.0
1040,93.0,69.0
1041,93.0,70.0
1042,93.0,69.0
1043,94.0,70.0
1044,94.0,70.0
1045,93.0,69.0
1046,93.0,70.0
1047,93.0,69.0
1048,93.0,68.0
1049,93.0,67.0
1050,93.0,67.0
1051,93.0,67.0
1052,93.0,67.0
1053,93.0,67.0
1054,92.0,66.0
1055,92.0,67.0
1056,92.0,68.0
1057,91.0,68.0
1058,92.0,68.0
1059,92.0,69.0
1060,92.0,70.0
1061,92.0,70.0
1062,92.0,70.0
1063,92.0,71.0
1064,92.0,71.0
1065,92.0,71.0
1066,92.0,70.0
1067,92.0,70.0
1068,92.0,70.0
1069,92.0,69.0
1070,92.0,70.0
1071,92.0,70.0
1072,92.0,69.0
1073,92.0,70.0
1074,92.0,70.0
1075,91.0,69.0
1076,91.0,69.0
1077,91.0,70.0
1078,91.0,70.0
1079,91.0,71.0
1080,91.0,71.0
1081,91.0,70.0
1082,91.0,71.0
1083,91.0,71.0
1084,91.0,70.0
1085,92.0,70.0
1086,92.0,70.0
1087,92.0,70.0
1088,92.0,71.0
1089,92.0,71.0
1090,92.0,71.0
1091,92.0,71.0
1092,92.0,71.0
1093,92.0,71.0
1094,92.0,72.0
1095,92.0,72.0
1096,92.0,72.0
1097,92.0,73.0
1098,92.0,73.0
1099,92.0,73.0
1100,92.0,73.0
1101,92.0,73.0
1102,92.0,73.0
1103,92.0,73.0
1104,92.0,73.0
1105,92.0,73.0
1106,92.0,74.0
1107,92.0,74.0
1108,92.0,74.0
1109,92.0,73.0
1110,92.0,72.0
1111,92.0,71.0
1112,92.0,71.0
1113,92.0,71.0
1114,92.0,70.0
1115,93.0,71.0
1116,93.0,72.0
1117,93.0,72.0
1118,93.0,73.0
1119,93.0,73.0
1120,93.0,73.0
1121,94.0,73.0
1122,94.0,73.0
1123,93.0,73.0
1124,93.0,73.0
1125,93.0,73.0
1126,93.0,72.0
1127,94.0,73.0
1128,94.0,74.0
1129,94.0,73.0
1130,95.0,74.0
1131,95.0,74.0
1132,95.0,73.0
1133,95.0,73.0
1134,95.0,72.0
1135,95.0,71.0
1136,95.0,72.0
1137,95.0,72.0
1138,95.0,72.0
1139,95.0,72.0
1140,95.0,72.0
1141,94.0,71.0
1142,94.0,72.0
1143,94.0,72.0
1144,93.0,72.0
1145,94.0,73.0
1146,94.0,73.0
1147,94.0,73.0
1148,94.0,74.0
1149,94.0,75.0
1150,94.0,74.0
1151,94.0,74.0
1152,94.0,74.0
1153,94.0,73.0
1154,95.0,74.0
1155,95.0,74.0
1156,95.0,73.0
1157,96.0,74.0
1158,96.0,74.0
1159,96.0,73.0
1160,96.0,73.0
1161,96.0,73.0
1162,96.0,73.0
1163,96.0,72.0
1164,96.0,72.0
1165,96.0,72.0
1166,96.0,73.0
1167,96.0,73.0
1168,95.0,72.0
1169,95.0,73.0
1170,95.0,73.0
1171,95.0,73.0
1172,95.0,74.0
1173,95.0,74.0
1174,95.0,73.0
1175,96.0,74.0
1176,96.0,75.0
1177,95.0,74.0
1178,95.0,74.0
1179,95.0,74.0
1180,95.0,74.0
1181,95.0,74.0
1182,95.0,73.0
1183,95.0,72.0
1184,95.0,72.0
1185,95.0,71.0
1186,95.0,70.0
1187,95.0,69.0
1188,95.0,69.0
1189,95.0,68.0
1190,95.0,69.0
1191,95.0,69.0
1192,95.0,69.0
1193,95.0,69.0
1194,95.0,69.0
1195,95.0,69.0
1196,95.0,68.0
1197,95.0,68.0
1198,95.0,67.0
1199,95.0,66.0
1200,95.0,65.0
1201,94.0,64.0
1202,94.0,64.0
1203,94.0,63.0
1204,94.0,62.0
1205,94.0,61.0
1206,94.0,60.0
1207,94.0,60.0
1208,94.0,60.0
1209,94.0,61.0
1210,94.0,62.0
1211,94.0,63.0
1212,94.0,62.0
1213,94.0,62.0
1214,94.0,62.0
1215,94.0,61.0
1216,94.0,61.0
1217,94.0,60.0
1218,94.0,60.0
1219,94.0,60.0
1220,94.0,59.0
1221,94.0,59.0
1222,94.0,59.0
1223,95.0,59.0
1224,95.0,59.0
1225,94.0,59.0
1226,93.93939393939394,59.0
1227,93.93939393939394,59.0
1228,93.93939393939394,59.0
1229,93.93939393939394,60.0
1230,93.93939393939394,60.0
1231,93.93939393939394,60.0
1232,92.92929292929293,60.0
1233,92.92929292929293,60.0
1234,92.92929292929293,60.0
1235,92.92929292929293,61.0
1236,92.92929292929293,61.0
1237,92.92929292929293,61.0
1238,92.92929292929293,60.0
1239,92.92929292929293,60.0
1240,92.92929292929293,60.0
1241,93.93939393939394,60.0
1242,93.93939393939394,59.0
1243,93.93939393939394,59.0
1244,94.94949494949495,57.99999999999999
1245,94.94949494949495,56.99999999999999
1246,94.94949494949495,56.99999999999999
1247,94.94949494949495,56.99999999999999
1248,94.94949494949495,56.99999999999999
1249,94.94949494949495,56.99999999999999
