pointer,NC_026470
760,51.0
761,51.0
762,50.0
763,49.0
764,50.0
765,50.0
766,49.0
767,49.0
768,48.0
769,47.0
770,46.0
771,45.0
772,45.0
773,45.0
774,45.0
775,45.0
776,44.0
777,44.0
778,43.0
779,44.0
780,45.0
781,46.0
782,46.0
783,46.0
784,47.0
785,47.0
786,46.0
787,46.0
788,46.0
789,46.0
790,45.0
791,45.0
792,45.0
793,46.0
794,46.0
795,45.0
796,45.0
797,46.0
798,46.0
799,46.0
800,46.0
801,45.0
802,44.0
803,44.0
804,45.0
805,46.0
806,46.0
807,46.0
808,46.0
809,46.0
810,47.0
811,46.0
812,47.0
813,46.0
814,46.0
815,46.0
816,46.0
817,45.0
818,44.0
819,45.0
820,46.0
821,46.0
822,45.0
823,45.0
824,45.0
825,45.0
826,45.0
827,45.0
828,44.0
829,44.0
830,45.0
831,45.0
832,45.0
833,44.0
834,44.0
835,44.0
836,44.0
837,43.0
838,43.0
839,42.0
840,42.0
841,42.0
842,42.0
843,41.0
844,41.0
845,41.0
846,40.0
847,40.0
848,41.0
849,40.0
850,41.0
851,41.0
852,41.0
853,41.0
854,41.0
855,41.0
856,42.0
857,43.0
858,42.0
859,41.0
860,41.0
861,40.0
862,40.0
863,40.0
864,40.0
865,40.0
866,41.0
867,41.0
868,42.0
869,43.0
870,44.0
871,45.0
872,45.0
873,45.0
874,46.0
875,47.0
876,48.0
877,49.0
878,49.0
879,49.0
880,48.0
881,48.0
882,47.0
883,47.0
884,46.0
885,45.0
886,46.0
887,46.0
888,46.0
889,47.0
890,48.0
891,48.0
892,48.0
893,48.0
894,49.0
895,50.0
896,50.0
897,50.0
898,51.0
899,52.0
900,52.0
901,52.0
902,53.0
903,53.0
904,52.0
905,51.0
906,52.0
907,52.0
908,51.0
909,51.0
910,50.0
911,50.0
912,49.0
913,50.0
914,50.0
915,51.0
916,52.0
917,53.0
918,53.0
919,53.0
920,53.0
921,54.0
922,55.00000000000001
923,56.00000000000001
924,56.99999999999999
925,57.99999999999999
926,57.99999999999999
927,57.99999999999999
928,59.0
929,60.0
930,60.0
931,60.0
932,60.0
933,61.0
934,61.0
935,61.0
936,62.0
937,63.0
938,63.0
939,63.0
940,63.0
941,63.0
942,62.0
943,62.0
944,61.0
945,62.0
946,62.0
947,62.0
948,61.0
949,62.0
950,62.0
951,62.0
952,62.0
953,62.0
954,62.0
955,63.0
956,62.0
957,61.0
958,61.0
959,62.0
960,62.0
961,63.0
962,64.0
963,65.0
964,65.0
965,66.0
966,65.0
967,64.0
968,63.0
969,63.0
970,63.0
971,63.0
972,62.0
973,62.0
974,62.0
975,62.0
976,62.0
977,62.0
978,63.0
979,62.0
980,63.0
981,62.0
982,62.0
983,62.0
984,62.0
985,63.0
986,63.0
987,62.0
988,61.0
989,60.0
990,59.0
991,57.99999999999999
992,56.99999999999999
993,56.00000000000001
994,56.00000000000001
995,56.00000000000001
996,56.99999999999999
997,56.00000000000001
998,55.00000000000001
999,54.0
1000,54.0
1001,55.00000000000001
1002,55.00000000000001
1003,56.00000000000001
1004,56.99999999999999
1005,56.99999999999999
1006,56.99999999999999
1007,56.99999999999999
1008,56.99999999999999
1009,56.00000000000001
1010,56.00000000000001
1011,56.99999999999999
1012,56.99999999999999
1013,56.00000000000001
1014,56.99999999999999
1015,56.99999999999999
1016,56.99999999999999
1017,56.00000000000001
1018,56.99999999999999
1019,56.00000000000001
1020,55.00000000000001
1021,55.00000000000001
1022,55.00000000000001
1023,54.0
1024,54.0
1025,54.0
1026,54.0
1027,53.0
1028,53.0
1029,53.0
1030,52.0
1031,51.0
1032,50.0
1033,50.0
1034,49.0
1035,49.0
1036,48.0
1037,48.0
1038,48.0
1039,49.0
1040,50.0
1041,51.0
1042,51.0
1043,52.0
1044,53.0
1045,52.0
1046,53.0
1047,52.0
1048,52.0
1049,52.0
1050,52.0
1051,52.0
1052,53.0
1053,54.0
1054,55.00000000000001
1055,54.0
1056,55.00000000000001
1057,56.00000000000001
1058,56.99999999999999
1059,56.00000000000001
1060,56.00000000000001
1061,56.00000000000001
1062,56.00000000000001
1063,56.00000000000001
1064,55.00000000000001
1065,55.00000000000001
1066,56.00000000000001
1067,56.99999999999999
1068,57.99999999999999
1069,57.99999999999999
1070,57.99999999999999
1071,57.99999999999999
1072,59.0
1073,59.0
1074,59.0
1075,59.0
1076,59.0
1077,59.0
1078,59.0
1079,59.0
1080,59.0
1081,60.0
1082,61.0
1083,62.0
1084,63.0
1085,63.0
1086,63.0
1087,64.0
1088,65.0
1089,66.0
1090,66.0
1091,67.0
1092,68.0
1093,69.0
1094,69.0
1095,69.0
1096,69.0
1097,70.0
1098,71.0
1099,71.0
1100,72.0
1101,71.0
1102,70.0
1103,69.0
1104,68.0
1105,68.0
1106,67.0
1107,67.0
1108,67.0
1109,68.0
1110,69.0
1111,69.0
1112,69.0
1113,70.0
1114,69.0
1115,68.0
1116,67.0
1117,67.0
1118,66.0
1119,66.0
1120,67.0
1121,67.0
1122,66.0
1123,66.0
1124,66.0
1125,65.0
1126,64.0
1127,65.0
1128,64.0
1129,64.0
1130,65.0
1131,66.0
1132,67.0
1133,67.0
1134,68.0
1135,67.0
1136,67.0
1137,67.0
1138,68.0
1139,68.0
1140,68.0
1141,68.0
1142,69.0
1143,69.0
1144,68.0
1145,68.0
1146,68.0
1147,68.0
1148,69.0
1149,69.0
1150,69.0
1151,69.0
1152,68.0
1153,67.0
1154,66.0
1155,66.0
1156,65.0
1157,64.0
1158,63.0
1159,64.0
1160,64.0
1161,63.0
1162,62.0
1163,61.0
1164,62.0
1165,62.0
1166,61.0
1167,61.0
1168,60.0
1169,60.0
1170,60.0
1171,59.0
1172,57.99999999999999
1173,56.99999999999999
1174,56.00000000000001
1175,55.00000000000001
1176,54.0
1177,54.0
1178,53.0
1179,54.0
1180,54.0
1181,54.0
1182,54.0
1183,53.0
1184,52.0
1185,52.0
1186,52.0
1187,52.0
1188,51.0
1189,50.0
1190,51.0
1191,51.0
1192,51.0
1193,50.0
1194,50.0
1195,49.0
1196,48.0
1197,47.0
1198,46.0
1199,46.0
1200,46.0
1201,47.0
1202,48.0
1203,49.0
1204,50.0
1205,50.0
1206,50.0
1207,50.0
1208,51.0
1209,50.0
1210,50.0
1211,49.0
1212,50.0
1213,49.0
1214,49.0
1215,49.0
1216,49.0
1217,49.0
1218,49.0
1219,50.0
1220,49.0
1221,48.0
1222,48.0
1223,48.0
1224,48.0
1225,48.0
1226,49.0
1227,49.0
1228,49.0
1229,49.0
1230,48.0
1231,47.0
1232,47.0
1233,47.0
1234,46.0
1235,47.0
1236,48.0
1237,47.0
1238,46.0
1239,46.0
1240,45.0
1241,44.0
1242,44.0
1243,43.0
1244,43.0
1245,43.0
1246,42.0
1247,42.0
1248,41.0
1249,40.0
1250,39.0
1251,39.0
1252,39.0
1253,39.0
1254,39.0
1255,39.0
1256,39.0
1257,39.0
1258,40.0
1259,40.0
1260,39.0
1261,40.0
1262,41.0
1263,42.0
1264,41.0
1265,40.0
1266,40.0
1267,39.0
1268,40.0
1269,39.0
1270,38.0
1271,38.0
1272,38.0
1273,38.0
1274,38.0
1275,38.0
1276,38.0
1277,37.0
1278,38.0
1279,38.0
1280,37.0
1281,36.0
1282,36.0
1283,37.0
1284,37.0
1285,36.0
1286,35.0
1287,35.0
1288,36.0
1289,36.0
1290,36.0
1291,36.0
1292,35.0
1293,36.0
1294,35.0
1295,35.0
1296,35.0
1297,35.0
1298,36.0
1299,36.0
1300,35.0
1301,35.0
1302,34.0
1303,33.0
1304,33.0
1305,33.0
1306,33.0
1307,33.0
1308,33.0
1309,34.0
1310,34.0
1311,34.0
1312,33.0
1313,34.0
1314,34.0
1315,34.0
1316,35.0
1317,36.0
1318,36.0
1319,36.0
1320,36.0
1321,36.0
1322,37.0
1323,37.0
1324,37.0
1325,37.0
1326,36.0
1327,35.0
1328,36.0
1329,36.0
1330,36.0
1331,36.0
1332,35.0
1333,35.0
1334,36.0
1335,35.0
1336,34.0
1337,35.0
1338,36.0
1339,35.0
1340,36.0
1341,36.0
1342,35.0
1343,35.0
1344,35.0
1345,35.0
1346,35.0
1347,35.0
1348,35.0
1349,35.0
1350,35.0
1351,35.0
1352,35.0
1353,35.0
1354,35.0
1355,35.0
1356,36.0
1357,37.0
1358,36.0
1359,36.0
1360,37.0
1361,36.0
1362,35.0
1363,34.0
1364,34.0
1365,34.0
1366,35.0
1367,36.0
1368,36.0
1369,37.0
1370,37.0
1371,37.0
1372,37.0
1373,37.0
1374,38.0
1375,38.0
1376,38.0
1377,38.0
1378,38.0
1379,38.0
1380,39.0
1381,40.0
1382,40.0
1383,39.0
1384,40.0
1385,41.0
1386,42.0
1387,41.0
1388,41.0
1389,42.0
1390,41.0
1391,41.0
1392,42.0
1393,41.0
1394,41.0
1395,42.0
1396,43.0
1397,43.0
1398,43.0
1399,43.0
1400,43.0
1401,42.0
1402,42.0
1403,42.0
1404,41.0
1405,41.0
1406,41.0
1407,40.0
1408,39.0
1409,38.0
1410,37.0
1411,37.0
1412,37.0
1413,36.0
1414,36.0
1415,36.0
1416,35.0
1417,34.0
1418,34.0
1419,33.0
1420,33.0
1421,33.0
1422,32.0
1423,32.0
1424,31.0
1425,31.0
1426,31.0
1427,31.0
1428,30.0
1429,28.999999999999996
1430,28.999999999999996
1431,28.999999999999996
1432,28.999999999999996
1433,28.000000000000004
1434,27.0
1435,27.0
1436,27.0
1437,26.0
1438,25.0
1439,25.0
1440,24.0
1441,24.0
1442,24.0
1443,24.0
1444,24.0
1445,24.0
1446,24.0
1447,24.0
1448,24.0
1449,24.0
1450,24.0
1451,25.0
1452,25.0
1453,26.0
1454,26.0
1455,27.0
1456,27.0
1457,27.0
1458,27.0
1459,26.0
1460,25.0
1461,25.0
1462,25.0
1463,25.0
1464,25.0
1465,25.0
1466,24.0
1467,23.0
1468,22.0
1469,21.0
1470,21.0
1471,21.0
1472,21.0
1473,21.0
1474,20.0
1475,20.0
1476,20.0
1477,20.0
1478,19.0
1479,19.0
1480,19.0
1481,19.0
1482,18.0
1483,18.0
1484,18.0
1485,18.0
1486,17.0
1487,18.0
1488,18.0
1489,17.0
1490,18.0
1491,17.0
1492,17.0
1493,17.0
1494,17.0
1495,17.0
1496,16.0
1497,16.0
1498,15.0
1499,16.0
1500,17.0
1501,18.0
1502,19.0
1503,20.0
1504,21.0
1505,22.0
1506,22.0
1507,22.0
1508,23.0
1509,24.0
1510,24.0
1511,24.0
1512,24.0
1513,24.0
1514,24.0
1515,24.0
1516,24.0
1517,25.0
1518,25.0
1519,25.0
1520,26.0
1521,27.0
1522,27.0
1523,27.0
1524,28.000000000000004
1525,28.000000000000004
1526,28.000000000000004
1527,28.999999999999996
1528,28.999999999999996
1529,30.0
1530,31.0
1531,32.0
1532,33.0
1533,34.0
1534,35.0
1535,35.0
1536,35.0
1537,36.0
1538,37.0
1539,38.0
1540,38.0
1541,38.0
1542,38.0
1543,38.0
1544,38.0
1545,39.0
1546,39.0
1547,39.0
1548,39.0
1549,40.0
1550,41.0
1551,41.0
1552,42.0
1553,42.0
1554,43.0
1555,43.0
1556,43.0
1557,43.0
1558,44.0
1559,45.0
1560,46.0
1561,46.0
1562,47.0
1563,47.0
1564,48.0
1565,49.0
1566,50.0
1567,51.0
1568,51.0
1569,51.0
1570,51.0
1571,52.0
1572,53.0
1573,53.0
1574,53.0
1575,54.0
1576,54.0
1577,54.0
1578,54.0
1579,53.0
1580,53.0
1581,53.0
1582,53.0
1583,53.0
1584,53.0
1585,52.0
1586,53.0
1587,53.0
1588,53.0
1589,54.0
1590,54.0
1591,55.00000000000001
1592,55.00000000000001
1593,56.00000000000001
1594,56.99999999999999
1595,56.99999999999999
1596,57.99999999999999
1597,57.99999999999999
1598,59.0
1599,59.0
1600,57.99999999999999
1601,56.99999999999999
1602,56.00000000000001
1603,55.00000000000001
1604,54.0
1605,53.0
1606,53.0
1607,53.0
1608,52.0
1609,52.0
1610,52.0
1611,53.0
1612,54.0
1613,54.0
1614,55.00000000000001
1615,55.00000000000001
1616,55.00000000000001
1617,54.0
1618,54.0
1619,55.00000000000001
1620,55.00000000000001
1621,54.0
1622,54.0
1623,55.00000000000001
1624,55.00000000000001
1625,55.00000000000001
1626,56.00000000000001
1627,55.00000000000001
1628,56.00000000000001
1629,56.00000000000001
1630,55.00000000000001
1631,54.0
1632,53.0
1633,52.0
1634,52.0
1635,53.0
1636,53.0
1637,52.0
1638,52.0
1639,51.0
1640,52.0
1641,53.0
1642,54.0
1643,55.00000000000001
1644,56.00000000000001
1645,55.00000000000001
1646,55.00000000000001
1647,55.00000000000001
1648,56.00000000000001
1649,56.00000000000001
1650,56.00000000000001
1651,56.00000000000001
1652,56.00000000000001
1653,56.00000000000001
1654,56.00000000000001
1655,56.00000000000001
1656,56.00000000000001
1657,56.00000000000001
1658,55.00000000000001
1659,55.00000000000001
1660,54.0
1661,54.0
1662,53.0
1663,54.0
1664,54.0
1665,54.0
1666,53.0
1667,52.0
1668,53.0
1669,53.0
1670,54.0
1671,54.0
1672,54.0
1673,55.00000000000001
1674,55.00000000000001
1675,55.00000000000001
1676,55.00000000000001
1677,56.00000000000001
1678,56.00000000000001
1679,56.99999999999999
1680,56.99999999999999
1681,56.99999999999999
1682,56.99999999999999
1683,56.99999999999999
1684,56.99999999999999
1685,56.99999999999999
1686,56.99999999999999
1687,56.99999999999999
1688,56.99999999999999
1689,56.00000000000001
1690,56.00000000000001
1691,56.00000000000001
1692,56.00000000000001
1693,55.00000000000001
1694,54.0
1695,53.0
1696,52.0
1697,52.0
1698,51.0
1699,50.0
1700,50.0
1701,50.0
1702,50.0
1703,50.0
1704,50.0
1705,50.0
1706,50.0
1707,50.0
1708,51.0
1709,51.0
1710,52.0
1711,52.0
1712,52.0
1713,53.0
1714,53.0
1715,53.0
1716,53.0
1717,53.0
1718,53.0
1719,52.0
1720,52.0
1721,53.0
1722,53.0
1723,53.0
1724,53.0
1725,53.0
1726,53.0
1727,54.0
1728,54.0
1729,54.0
1730,55.00000000000001
1731,55.00000000000001
1732,56.00000000000001
1733,56.99999999999999
1734,56.99999999999999
1735,56.99999999999999
1736,57.99999999999999
1737,59.0
1738,57.99999999999999
1739,59.0
1740,57.99999999999999
1741,57.99999999999999
1742,57.99999999999999
1743,57.99999999999999
1744,57.99999999999999
1745,59.0
1746,59.0
1747,60.0
1748,60.0
1749,60.0
1750,60.0
1751,60.0
1752,59.0
1753,57.99999999999999
1754,56.99999999999999
1755,56.00000000000001
1756,56.00000000000001
1757,56.00000000000001
1758,56.00000000000001
1759,55.00000000000001
1760,55.00000000000001
1761,55.00000000000001
1762,56.00000000000001
1763,55.00000000000001
1764,54.0
1765,53.0
1766,54.0
1767,54.0
1768,54.0
1769,54.0
1770,53.0
1771,52.0
1772,51.0
1773,50.0
1774,50.0
1775,50.0
1776,51.0
1777,51.0
1778,52.0
1779,52.0
1780,51.0
1781,51.0
1782,52.0
1783,53.0
1784,53.0
1785,54.0
1786,54.0
1787,54.0
1788,54.0
1789,55.00000000000001
1790,55.00000000000001
1791,55.00000000000001
1792,54.0
1793,55.00000000000001
1794,56.00000000000001
1795,56.00000000000001
1796,56.99999999999999
1797,56.99999999999999
1798,57.99999999999999
1799,59.0
1800,59.0
1801,60.0
1802,61.0
1803,62.0
1804,62.0
1805,62.0
1806,62.0
1807,62.0
1808,62.0
1809,62.0
1810,61.0
1811,60.0
1812,59.0
1813,59.0
1814,57.99999999999999
1815,57.99999999999999
1816,59.0
1817,60.0
1818,60.0
1819,60.0
1820,59.0
1821,59.0
1822,60.0
1823,60.0
1824,59.0
1825,59.0
1826,59.0
1827,57.99999999999999
1828,56.99999999999999
1829,56.00000000000001
1830,55.00000000000001
1831,56.00000000000001
1832,56.00000000000001
1833,56.00000000000001
1834,56.00000000000001
1835,55.00000000000001
1836,54.0
1837,53.0
1838,53.0
1839,52.0
1840,53.0
1841,53.0
1842,52.0
1843,51.0
1844,50.0
1845,50.0
1846,51.0
1847,50.0
1848,49.0
1849,48.0
1850,48.0
1851,47.0
1852,47.0
1853,47.0
1854,48.0
1855,49.0
1856,48.0
1857,48.0
1858,49.0
1859,49.0
1860,50.0
1861,51.0
1862,51.0
1863,51.0
1864,52.0
1865,52.0
1866,52.0
1867,53.0
1868,52.0
1869,53.0
1870,54.0
1871,55.00000000000001
1872,55.00000000000001
1873,56.00000000000001
1874,56.00000000000001
1875,55.00000000000001
1876,55.00000000000001
1877,55.00000000000001
1878,55.00000000000001
1879,55.00000000000001
1880,55.00000000000001
1881,55.00000000000001
1882,55.00000000000001
1883,54.0
1884,54.0
1885,53.0
1886,52.0
1887,51.0
1888,50.0
1889,50.0
1890,49.0
1891,49.0
1892,50.0
1893,49.0
1894,49.0
1895,49.0
1896,49.0
1897,50.0
1898,50.0
1899,50.0
1900,50.0
1901,50.0
1902,50.0
1903,50.0
1904,50.0
1905,51.0
1906,51.0
1907,51.0
1908,50.0
1909,49.0
1910,49.0
1911,49.0
1912,49.0
1913,48.0
1914,49.0
1915,50.0
1916,50.0
1917,49.0
1918,49.0
1919,50.0
1920,51.0
1921,51.0
1922,51.0
1923,51.0
1924,52.0
1925,53.0
1926,52.0
1927,53.0
1928,54.0
1929,54.0
1930,55.00000000000001
1931,54.0
1932,53.0
1933,53.0
1934,52.0
1935,52.0
1936,53.0
1937,53.0
1938,53.0
1939,54.0
1940,54.0
1941,54.0
1942,54.0
1943,54.0
1944,54.0
1945,53.0
1946,52.0
1947,53.0
1948,54.0
1949,55.00000000000001
1950,55.00000000000001
1951,55.00000000000001
1952,56.00000000000001
1953,56.99999999999999
1954,56.99999999999999
1955,56.00000000000001
1956,56.99999999999999
1957,56.99999999999999
1958,56.99999999999999
1959,57.99999999999999
1960,57.99999999999999
1961,56.99999999999999
1962,56.99999999999999
1963,57.99999999999999
1964,56.99999999999999
1965,57.99999999999999
1966,57.99999999999999
1967,57.99999999999999
1968,57.99999999999999
1969,56.99999999999999
1970,56.00000000000001
1971,55.00000000000001
1972,56.00000000000001
1973,55.00000000000001
1974,55.00000000000001
1975,56.00000000000001
1976,56.00000000000001
1977,56.00000000000001
1978,55.00000000000001
1979,55.00000000000001
1980,55.00000000000001
1981,54.0
1982,53.0
1983,53.0
1984,53.0
1985,54.0
1986,55.00000000000001
1987,56.00000000000001
1988,56.99999999999999
1989,56.99999999999999
1990,56.99999999999999
1991,56.00000000000001
1992,56.00000000000001
1993,56.00000000000001
1994,56.00000000000001
1995,56.00000000000001
1996,55.00000000000001
1997,54.0
1998,53.0
