pointer,OQ818323,OQ818324,LC386158,MG875515,MT295502
95,38.54166666666667,37.0,0.0,1.1764705882352942,0.0
96,39.58333333333333,38.0,0.0,2.3529411764705883,0.0
97,39.58333333333333,39.0,0.0,2.3529411764705883,0.0
98,39.58333333333333,38.0,0.0,2.3529411764705883,0.0
99,39.58333333333333,38.0,0.0,3.5294117647058822,0.0
100,39.58333333333333,38.0,0.0,4.705882352941177,0.0
101,38.54166666666667,38.0,0.0,4.705882352941177,0.0
102,38.54166666666667,39.0,0.0,5.88235294117647,0.0
103,38.54166666666667,39.0,0.0,7.0588235294117645,0.0
104,39.58333333333333,39.0,0.0,7.0588235294117645,0.0
105,39.58333333333333,39.0,0.0,8.235294117647058,0.0
106,39.58333333333333,39.0,0.0,9.411764705882353,0.0
107,39.58333333333333,39.0,0.0,10.588235294117647,0.0
108,39.58333333333333,40.0,0.0,10.588235294117647,0.0
109,40.625,39.0,0.0,11.76470588235294,0.0
110,41.66666666666667,39.0,0.0,11.76470588235294,0.0
111,40.625,39.0,0.0,11.76470588235294,0.0
112,40.625,40.0,0.0,11.76470588235294,0.0
113,40.625,41.0,0.0,11.76470588235294,0.0
114,40.625,41.0,0.0,11.76470588235294,0.0
115,40.625,41.0,0.0,11.76470588235294,0.0
116,41.66666666666667,41.0,0.0,11.76470588235294,0.0
117,40.625,40.0,0.0,11.76470588235294,0.0
118,39.58333333333333,39.0,0.0,11.76470588235294,0.0
119,38.54166666666667,38.0,0.0,11.76470588235294,0.0
120,39.58333333333333,38.0,0.0,11.76470588235294,0.0
121,39.58333333333333,38.0,0.0,11.76470588235294,0.0
122,40.20618556701031,39.0,0.0,11.627906976744185,0.0
123,40.816326530612244,40.0,0.0,11.494252873563218,0.0
124,40.816326530612244,40.0,0.0,11.494252873563218,0.0
125,40.816326530612244,40.0,0.0,11.494252873563218,0.0
126,41.83673469387755,41.0,0.0,11.494252873563218,0.0
127,41.83673469387755,41.0,0.0,11.494252873563218,0.0
128,40.816326530612244,40.0,0.0,11.494252873563218,0.0
129,40.816326530612244,40.0,0.0,11.494252873563218,0.0
130,40.816326530612244,40.0,0.0,11.494252873563218,0.0
131,39.795918367346935,39.0,0.0,11.494252873563218,0.0
132,39.795918367346935,39.0,0.0,11.494252873563218,0.0
133,40.816326530612244,39.0,0.0,11.494252873563218,0.0
134,41.83673469387755,40.0,0.0,11.494252873563218,0.0
135,40.816326530612244,39.0,0.0,11.494252873563218,0.0
136,40.816326530612244,39.0,0.0,11.494252873563218,0.0
137,39.795918367346935,38.0,0.0,11.494252873563218,0.0
138,40.816326530612244,39.0,0.0,11.494252873563218,0.0
139,41.83673469387755,40.0,0.0,11.494252873563218,0.0
140,41.83673469387755,40.0,0.0,11.494252873563218,0.0
141,41.83673469387755,40.0,0.0,11.494252873563218,0.0
142,42.857142857142854,41.0,0.0,11.494252873563218,0.0
143,42.857142857142854,41.0,0.0,11.494252873563218,0.0
144,42.857142857142854,41.0,0.0,11.494252873563218,0.0
145,42.857142857142854,41.0,0.0,11.494252873563218,0.0
146,42.857142857142854,41.0,0.0,11.494252873563218,0.0
147,43.87755102040816,42.0,0.0,11.494252873563218,0.0
148,44.89795918367347,43.0,0.0,11.494252873563218,0.0
149,45.91836734693878,43.0,0.0,11.494252873563218,0.0
150,45.91836734693878,43.0,0.0,11.494252873563218,0.0
151,46.93877551020408,44.0,0.0,11.494252873563218,0.0
152,47.95918367346938,45.0,0.0,11.494252873563218,0.0
153,47.95918367346938,45.0,0.0,11.494252873563218,0.0
154,47.95918367346938,45.0,0.0,11.494252873563218,0.0
155,47.95918367346938,45.0,0.0,11.494252873563218,0.0
156,47.95918367346938,45.0,0.0,11.494252873563218,0.0
157,48.97959183673469,46.0,0.0,11.494252873563218,0.0
158,48.97959183673469,46.0,0.0,11.494252873563218,0.0
159,47.95918367346938,45.0,0.0,11.494252873563218,0.0
160,47.95918367346938,45.0,0.0,11.494252873563218,0.0
161,47.95918367346938,45.0,0.0,11.494252873563218,0.0
162,47.95918367346938,46.0,0.0,11.494252873563218,0.0
163,47.95918367346938,46.0,0.0,11.494252873563218,0.0
164,47.95918367346938,46.0,0.0,11.494252873563218,0.0
165,47.95918367346938,46.0,0.0,11.494252873563218,0.0
166,47.95918367346938,47.0,0.0,11.494252873563218,0.0
167,48.97959183673469,47.0,0.0,11.494252873563218,0.0
168,48.97959183673469,47.0,0.0,11.494252873563218,0.0
169,50.0,47.0,0.0,11.494252873563218,0.0
170,50.505050505050505,48.0,0.0,11.363636363636363,0.0
171,51.0,49.0,0.0,11.235955056179774,0.0
172,52.0,50.0,0.0,11.235955056179774,0.0
173,52.0,50.0,0.0,11.235955056179774,0.0
174,51.0,49.0,0.0,11.235955056179774,0.0
175,51.0,49.0,0.0,11.235955056179774,0.0
176,50.0,49.0,0.0,11.235955056179774,0.0
177,50.0,49.0,0.0,11.235955056179774,0.0
178,50.0,48.0,0.0,11.235955056179774,0.0
179,51.0,49.0,0.0,11.11111111111111,0.0
180,51.0,49.0,0.0,10.989010989010989,0.0
181,51.0,49.0,0.0,10.869565217391305,0.0
182,52.0,50.0,0.0,10.75268817204301,0.0
183,52.0,50.0,0.0,10.638297872340425,0.0
184,52.0,50.0,0.0,10.526315789473683,0.0
185,52.0,50.0,0.0,10.416666666666668,0.0
186,52.0,50.0,0.0,10.309278350515463,0.0
187,53.0,50.0,0.0,10.204081632653061,0.0
188,53.0,51.0,0.0,10.1010101010101,0.0
189,53.0,52.0,0.0,10.0,0.0
190,53.0,52.0,0.0,10.0,0.0
191,53.0,51.0,0.0,10.0,0.0
192,52.0,50.0,0.0,10.0,0.0
193,52.0,49.0,0.0,10.0,0.0
194,53.0,48.0,0.0,10.0,0.0
195,53.0,48.0,0.0,9.0,0.0
196,52.0,47.0,0.0,8.0,0.0
197,52.0,47.0,0.0,9.0,0.0
198,52.0,47.0,0.0,10.0,0.0
199,53.0,47.0,0.0,10.0,0.0
200,53.0,47.0,0.0,9.090909090909092,0.0
201,53.0,47.0,0.0,9.183673469387756,0.0
202,52.0,46.0,0.0,8.24742268041237,0.0
203,51.0,45.0,0.0,7.291666666666667,0.0
204,50.0,44.44444444444444,0.0,7.368421052631578,0.0
205,49.0,43.87755102040816,0.0,6.382978723404255,0.0
206,49.0,44.329896907216494,0.0,5.376344086021505,0.0
207,48.0,43.75,0.0,4.3478260869565215,0.0
208,48.0,43.75,0.0,5.434782608695652,0.0
209,47.0,43.75,0.0,4.3478260869565215,0.0
210,46.0,44.79166666666667,0.0,4.3478260869565215,0.0
211,47.0,45.83333333333333,0.0,5.434782608695652,0.0
212,46.0,44.79166666666667,0.0,6.521739130434782,0.0
213,46.0,43.75,0.0,7.608695652173914,0.0
214,46.0,43.75,0.0,8.695652173913043,0.0
215,45.0,43.75,0.0,8.695652173913043,0.0
216,44.0,43.75,0.0,9.782608695652174,0.0
217,45.0,44.79166666666667,0.0,10.869565217391305,0.0
218,46.0,45.83333333333333,0.0,10.869565217391305,0.0
219,46.0,45.83333333333333,0.0,10.869565217391305,0.0
220,46.0,46.875,0.0,10.869565217391305,0.0
221,46.0,46.875,0.0,10.869565217391305,0.0
222,45.0,46.875,0.0,10.869565217391305,0.0
223,44.0,45.83333333333333,0.0,10.869565217391305,0.0
224,45.0,44.79166666666667,0.0,10.869565217391305,0.0
225,45.0,44.79166666666667,0.0,10.869565217391305,0.0
226,45.0,44.79166666666667,0.0,10.869565217391305,0.0
227,46.0,45.83333333333333,0.0,10.869565217391305,0.0
228,47.0,46.875,0.0,10.869565217391305,0.0
229,48.0,46.875,0.0,10.869565217391305,0.0
230,49.0,46.875,0.0,10.869565217391305,0.0
231,50.0,47.91666666666667,0.0,10.869565217391305,0.0
232,50.0,47.91666666666667,0.0,10.869565217391305,0.0
233,50.0,47.91666666666667,0.0,10.869565217391305,0.0
234,50.0,47.91666666666667,0.0,10.869565217391305,0.0
235,51.0,48.95833333333333,0.0,10.869565217391305,0.0
236,51.0,48.95833333333333,0.0,10.869565217391305,0.0
237,52.0,50.0,0.0,11.956521739130435,0.0
238,51.0,50.0,0.0,11.956521739130435,0.0
239,50.0,50.0,0.0,11.956521739130435,0.0
240,50.0,51.041666666666664,0.0,13.043478260869565,0.0
241,50.0,51.041666666666664,0.0,14.130434782608695,0.0
242,50.0,51.041666666666664,0.0,15.217391304347828,0.0
243,51.0,51.041666666666664,0.0,15.217391304347828,0.0
244,51.0,51.041666666666664,0.0,16.304347826086957,0.0
245,52.0,52.083333333333336,0.0,16.304347826086957,0.0
246,53.0,53.125,0.0,17.391304347826086,0.0
247,53.0,53.125,0.0,18.478260869565215,0.0
248,53.0,53.125,0.0,18.478260869565215,0.0
249,52.0,53.125,0.0,18.478260869565215,0.0
250,53.0,54.166666666666664,0.0,18.478260869565215,0.0
251,53.0,54.166666666666664,0.0,19.565217391304348,0.0
252,53.0,54.166666666666664,0.0,19.565217391304348,0.0
253,53.0,54.166666666666664,0.0,19.565217391304348,0.0
254,54.0,54.166666666666664,0.0,19.565217391304348,0.0
255,54.0,54.166666666666664,0.0,19.565217391304348,0.0
256,55.00000000000001,55.208333333333336,0.0,19.565217391304348,0.0
257,54.0,54.166666666666664,0.0,20.652173913043477,0.0
258,54.0,54.166666666666664,0.0,21.73913043478261,0.0
259,54.0,54.166666666666664,0.0,21.73913043478261,0.0
260,55.00000000000001,55.208333333333336,0.0,22.82608695652174,0.0
261,55.00000000000001,55.208333333333336,0.0,23.91304347826087,0.0
262,55.00000000000001,55.208333333333336,0.0,25.0,0.0
263,55.00000000000001,55.208333333333336,0.0,26.08695652173913,0.0
264,54.0,54.166666666666664,0.0,27.173913043478258,0.0
265,54.0,54.166666666666664,0.0,28.26086956521739,0.0
266,54.0,54.166666666666664,0.0,29.347826086956523,0.0
267,54.0,54.166666666666664,0.0,30.434782608695656,0.0
268,53.0,53.125,0.0,31.521739130434785,0.0
269,53.0,52.083333333333336,0.0,32.608695652173914,0.0
270,52.0,52.083333333333336,0.0,33.69565217391305,0.0
271,51.0,51.041666666666664,0.0,33.69565217391305,0.0
272,50.0,50.0,0.0,33.69565217391305,0.0
273,50.0,50.0,0.0,33.69565217391305,0.0
274,50.0,50.0,0.0,33.69565217391305,0.0
275,49.0,50.0,0.0,33.69565217391305,0.0
276,49.0,50.0,0.0,33.69565217391305,0.0
277,48.0,51.041666666666664,0.0,33.69565217391305,0.0
278,48.0,52.083333333333336,0.0,33.69565217391305,0.0
279,47.0,51.041666666666664,0.0,33.69565217391305,0.0
280,48.0,51.041666666666664,0.0,33.69565217391305,0.0
281,49.0,51.041666666666664,0.0,33.69565217391305,0.0
282,49.0,50.0,0.0,33.69565217391305,0.0
283,49.0,51.041666666666664,0.0,33.69565217391305,0.0
284,50.0,52.083333333333336,0.0,33.69565217391305,0.0
285,50.0,53.125,0.0,33.69565217391305,0.0
286,51.0,54.166666666666664,0.0,33.69565217391305,0.0
287,50.0,54.166666666666664,0.0,33.69565217391305,0.0
288,50.0,53.125,0.0,33.69565217391305,0.0
289,51.0,52.083333333333336,0.0,33.69565217391305,0.0
290,50.0,51.041666666666664,0.0,34.065934065934066,0.0
291,50.0,51.041666666666664,0.0,34.44444444444444,0.0
292,50.0,51.041666666666664,0.0,34.831460674157306,0.0
293,50.0,51.041666666666664,0.0,35.22727272727273,0.0
294,49.0,51.041666666666664,0.0,35.63218390804598,0.0
295,48.0,50.0,0.0,36.04651162790697,0.0
296,48.0,50.0,0.0,36.470588235294116,0.0
297,47.0,48.95833333333333,0.0,35.714285714285715,0.0
298,47.0,48.95833333333333,0.0,34.523809523809526,0.0
299,47.0,50.0,0.0,33.33333333333333,0.0
300,48.0,51.041666666666664,0.0,32.94117647058823,0.0
301,49.0,52.083333333333336,0.0,32.55813953488372,0.0
302,50.0,53.125,0.0,32.18390804597701,0.0
303,51.0,54.166666666666664,0.0,31.818181818181817,0.0
304,51.0,53.608247422680414,0.0,31.46067415730337,0.0
305,51.0,53.06122448979592,0.0,31.11111111111111,0.0
306,52.0,52.52525252525253,0.0,30.76923076923077,0.0
307,52.0,53.0,0.0,30.434782608695656,0.0
308,51.0,53.0,0.0,29.347826086956523,0.0
309,51.0,53.0,0.0,29.347826086956523,0.0
310,51.0,52.0,0.0,29.347826086956523,0.0
311,51.0,52.0,0.0,29.347826086956523,0.0
312,52.0,53.0,0.0,29.347826086956523,0.0
313,51.0,53.0,0.0,28.26086956521739,0.0
314,51.0,53.0,0.0,27.173913043478258,0.0
315,52.0,53.0,0.0,27.173913043478258,0.0
316,53.0,53.0,0.0,26.08695652173913,0.0
317,52.0,52.0,0.0,25.274725274725274,0.0
318,52.0,52.0,0.0,26.373626373626376,0.0
319,52.0,52.0,0.0,26.373626373626376,0.0
320,51.0,51.0,0.0,27.472527472527474,0.0
321,51.0,52.0,0.0,28.57142857142857,0.0
322,51.0,52.0,0.0,29.67032967032967,0.0
323,52.0,52.0,0.0,29.67032967032967,0.0
324,52.0,52.0,0.0,29.67032967032967,0.0
325,53.0,53.0,0.0,30.76923076923077,0.0
326,53.0,53.0,0.0,30.76923076923077,0.0
327,53.0,53.0,0.0,31.868131868131865,0.0
328,53.0,53.0,0.0,31.868131868131865,0.0
329,53.0,54.0,0.0,31.868131868131865,0.0
330,53.0,55.00000000000001,0.0,31.868131868131865,0.0
331,53.0,55.00000000000001,0.0,31.868131868131865,0.0
332,52.0,54.0,0.0,31.868131868131865,0.0
333,51.0,53.0,0.0,31.868131868131865,0.0
334,50.0,53.0,0.0,31.868131868131865,0.0
335,50.0,52.0,0.0,31.868131868131865,0.0
336,49.0,51.0,0.0,31.868131868131865,0.0
337,48.0,50.0,0.0,30.76923076923077,0.0
338,49.0,49.0,0.0,30.76923076923077,0.0
339,49.0,48.0,0.0,30.76923076923077,0.0
340,49.0,47.0,0.0,29.67032967032967,0.0
341,49.0,47.0,0.0,28.57142857142857,0.0
342,49.0,47.0,0.0,27.472527472527474,0.0
343,48.0,47.0,0.0,27.472527472527474,0.0
344,48.0,48.0,0.0,26.373626373626376,0.0
345,48.0,48.0,0.0,26.373626373626376,0.0
346,47.0,48.0,0.0,25.274725274725274,0.0
347,46.0,47.0,0.0,24.175824175824175,0.0
348,45.0,47.0,0.0,24.175824175824175,0.0
349,46.0,48.0,0.0,24.175824175824175,0.0
350,46.0,47.0,0.0,24.175824175824175,0.0
351,45.0,46.0,0.0,23.076923076923077,0.0
352,44.0,45.0,0.0,23.076923076923077,0.0
353,45.0,45.0,0.0,23.076923076923077,0.0
354,44.0,46.0,0.0,24.175824175824175,0.0
355,45.0,46.0,0.0,25.274725274725274,0.0
356,44.0,45.0,0.0,26.373626373626376,0.0
357,45.0,46.0,0.0,26.373626373626376,0.0
358,45.0,46.0,0.0,26.373626373626376,0.0
359,46.0,47.0,0.0,27.472527472527474,0.0
360,46.0,46.0,0.0,27.472527472527474,0.0
361,46.0,46.0,0.0,27.472527472527474,0.0
362,45.0,45.0,0.0,26.373626373626376,0.0
363,44.0,44.0,0.0,25.274725274725274,0.0
364,44.0,44.0,0.0,25.274725274725274,0.0
365,44.0,44.0,0.0,24.175824175824175,0.0
366,44.0,44.0,0.0,23.076923076923077,0.0
367,43.0,43.0,0.0,21.978021978021978,0.0
368,43.0,43.0,0.0,21.978021978021978,0.0
369,43.0,44.0,0.0,21.978021978021978,0.0
370,44.0,44.0,0.0,21.978021978021978,0.0
371,44.0,44.0,0.0,21.978021978021978,0.0
372,45.0,45.0,0.0,23.076923076923077,0.0
373,46.0,46.0,0.0,24.175824175824175,0.0
374,47.0,47.0,0.0,25.274725274725274,0.0
375,48.0,48.0,0.0,26.373626373626376,0.0
376,49.0,49.0,0.0,26.373626373626376,0.0
377,50.0,49.0,0.0,26.373626373626376,0.0
378,51.0,49.0,0.0,27.472527472527474,0.0
379,52.0,50.0,0.0,28.57142857142857,0.0
380,52.0,51.0,0.0,28.57142857142857,0.0
381,52.0,52.0,0.0,29.67032967032967,0.0
382,51.515151515151516,52.52525252525253,0.0,29.67032967032967,0.0
383,52.52525252525253,52.52525252525253,0.0,29.67032967032967,0.0
384,51.515151515151516,51.515151515151516,0.0,30.76923076923077,0.0
385,52.52525252525253,51.515151515151516,0.0,30.76923076923077,0.0
386,52.52525252525253,51.515151515151516,0.0,30.76923076923077,0.0
387,53.535353535353536,52.52525252525253,0.0,31.868131868131865,0.0
388,53.535353535353536,52.52525252525253,0.0,31.868131868131865,0.0
389,52.52525252525253,52.52525252525253,0.0,31.868131868131865,0.0
390,53.535353535353536,52.52525252525253,0.0,32.608695652173914,0.0
391,54.54545454545454,52.52525252525253,0.0,33.33333333333333,0.0
392,55.55555555555556,53.535353535353536,0.0,34.04255319148936,0.0
393,56.56565656565656,54.54545454545454,0.0,34.73684210526316,0.0
394,56.56565656565656,55.55555555555556,0.0,35.41666666666667,0.0
395,57.57575757575758,56.56565656565656,0.0,36.08247422680412,0.0
396,58.58585858585859,57.57575757575758,0.0,36.734693877551024,0.0
397,59.59595959595959,58.58585858585859,0.0,37.37373737373738,0.0
398,60.60606060606061,58.58585858585859,0.0,38.38383838383838,0.0
399,60.60606060606061,58.58585858585859,0.0,39.39393939393939,0.0
400,60.60606060606061,58.58585858585859,0.0,40.4040404040404,0.0
401,60.60606060606061,58.58585858585859,0.0,41.41414141414141,0.0
402,60.60606060606061,58.58585858585859,0.0,42.42424242424242,0.0
403,60.60606060606061,58.58585858585859,0.0,43.43434343434344,0.0
404,61.61616161616161,59.59595959595959,0.0,44.44444444444444,0.0
405,62.62626262626263,60.60606060606061,0.0,45.45454545454545,0.0
406,61.61616161616161,60.60606060606061,0.0,45.45454545454545,0.0
407,62.62626262626263,60.60606060606061,0.0,46.464646464646464,0.0
408,63.63636363636363,60.60606060606061,0.0,47.474747474747474,0.0
409,64.64646464646465,61.61616161616161,0.0,48.484848484848484,0.0
410,65.65656565656566,62.62626262626263,0.0,49.494949494949495,0.0
411,65.65656565656566,62.62626262626263,0.0,49.494949494949495,0.0
412,65.65656565656566,62.62626262626263,0.0,49.494949494949495,0.0
413,66.66666666666666,63.63636363636363,0.0,50.505050505050505,0.0
414,66.66666666666666,63.63636363636363,0.0,51.515151515151516,0.0
415,66.66666666666666,63.63636363636363,0.0,52.52525252525253,0.0
416,66.66666666666666,63.63636363636363,0.0,53.535353535353536,0.0
417,67.67676767676768,63.63636363636363,0.0,54.0,0.0
418,67.67676767676768,63.63636363636363,0.0,54.0,0.0
419,68.68686868686868,64.64646464646465,0.0,55.00000000000001,0.0
420,68.68686868686868,64.64646464646465,0.0,54.0,0.0
421,69.6969696969697,64.64646464646465,0.0,53.0,0.0
422,70.70707070707071,64.64646464646465,0.0,52.0,0.0
423,69.6969696969697,64.64646464646465,0.0,52.0,0.0
424,68.68686868686868,64.64646464646465,0.0,52.0,0.0
425,68.68686868686868,64.64646464646465,0.0,52.0,1.0101010101010102
426,67.67676767676768,63.63636363636363,0.0,53.0,2.0202020202020203
427,67.67676767676768,63.63636363636363,0.0,53.0,3.0303030303030303
428,67.67676767676768,63.63636363636363,0.0,54.0,4.040404040404041
429,67.67676767676768,63.63636363636363,0.0,55.00000000000001,5.05050505050505
430,67.67676767676768,63.63636363636363,0.0,56.00000000000001,6.0606060606060606
431,67.67676767676768,63.63636363636363,0.0,56.99999999999999,7.07070707070707
432,68.68686868686868,64.64646464646465,0.0,57.99999999999999,8.080808080808081
433,69.6969696969697,65.65656565656566,0.0,59.0,9.090909090909092
434,70.70707070707071,65.65656565656566,0.0,60.0,10.1010101010101
435,69.6969696969697,66.66666666666666,0.0,61.0,11.11111111111111
436,70.70707070707071,67.67676767676768,0.0,62.0,12.121212121212121
437,71.71717171717171,68.68686868686868,0.0,63.0,13.131313131313133
438,71.71717171717171,69.6969696969697,0.0,64.0,14.14141414141414
439,72.72727272727273,70.70707070707071,0.0,65.0,15.151515151515152
440,73.73737373737373,71.71717171717171,0.0,66.0,16.161616161616163
441,74.74747474747475,72.72727272727273,1.0101010101010102,67.0,17.17171717171717
442,74.74747474747475,72.72727272727273,1.0101010101010102,68.0,18.181818181818183
443,75.51020408163265,73.46938775510205,1.0204081632653061,68.0,18.181818181818183
444,76.28865979381443,73.19587628865979,1.0309278350515463,68.0,18.181818181818183
445,76.04166666666666,72.91666666666666,1.0309278350515463,68.0,18.181818181818183
446,77.08333333333334,72.91666666666666,2.0618556701030926,69.0,19.19191919191919
447,78.125,73.95833333333334,2.0618556701030926,69.0,19.19191919191919
448,79.16666666666666,73.95833333333334,3.0927835051546393,70.0,20.2020202020202
449,78.125,72.91666666666666,3.0927835051546393,70.0,20.2020202020202
450,77.08333333333334,72.91666666666666,3.0927835051546393,70.0,20.2020202020202
451,78.125,73.95833333333334,4.123711340206185,71.0,21.21212121212121
452,79.16666666666666,75.0,4.123711340206185,71.0,21.21212121212121
453,79.16666666666666,75.0,5.154639175257731,72.0,22.22222222222222
454,80.20833333333334,73.95833333333334,6.185567010309279,72.0,23.232323232323232
455,79.16666666666666,73.95833333333334,6.185567010309279,71.0,23.232323232323232
456,79.16666666666666,73.95833333333334,6.185567010309279,70.0,23.232323232323232
457,79.16666666666666,73.95833333333334,6.185567010309279,69.0,23.232323232323232
458,79.16666666666666,73.95833333333334,6.185567010309279,68.0,23.232323232323232
459,79.16666666666666,73.95833333333334,6.185567010309279,67.0,23.232323232323232
460,79.16666666666666,75.0,7.216494845360824,67.0,24.242424242424242
461,78.125,73.95833333333334,7.216494845360824,66.0,24.242424242424242
462,79.16666666666666,75.0,8.24742268041237,67.0,25.252525252525253
463,80.20833333333334,76.04166666666666,8.24742268041237,67.0,25.252525252525253
464,81.25,76.04166666666666,9.278350515463918,67.0,26.262626262626267
465,80.20833333333334,75.0,9.278350515463918,67.0,26.262626262626267
466,80.20833333333334,73.95833333333334,9.278350515463918,67.0,26.262626262626267
467,81.25,75.0,9.278350515463918,67.0,26.262626262626267
468,82.29166666666666,76.04166666666666,9.278350515463918,66.0,26.262626262626267
469,82.29166666666666,76.04166666666666,10.309278350515463,66.0,27.27272727272727
470,81.25,75.0,10.309278350515463,65.0,27.27272727272727
471,81.25,75.0,10.309278350515463,65.0,27.27272727272727
472,81.25,75.0,11.34020618556701,65.0,28.28282828282828
473,81.25,75.0,12.371134020618557,65.0,29.292929292929294
474,81.25,75.0,13.402061855670103,65.0,30.303030303030305
475,81.25,75.0,14.432989690721648,65.0,31.313131313131315
476,81.25,75.0,15.463917525773196,66.0,32.323232323232325
477,80.20833333333334,73.95833333333334,15.463917525773196,66.0,32.323232323232325
478,79.16666666666666,72.91666666666666,16.49484536082474,66.0,33.33333333333333
479,79.16666666666666,72.91666666666666,16.49484536082474,65.0,33.33333333333333
480,79.16666666666666,72.91666666666666,17.525773195876287,66.0,34.34343434343434
481,79.16666666666666,72.91666666666666,18.556701030927837,66.0,35.35353535353536
482,79.38144329896907,72.16494845360825,18.367346938775512,66.0,35.0
483,78.35051546391753,71.1340206185567,18.367346938775512,66.0,35.0
484,79.38144329896907,71.1340206185567,19.387755102040817,66.0,36.0
485,79.38144329896907,71.1340206185567,20.408163265306122,67.0,37.0
486,79.38144329896907,71.1340206185567,21.428571428571427,68.0,38.0
487,78.35051546391753,71.1340206185567,21.428571428571427,67.0,38.0
488,79.38144329896907,71.1340206185567,21.428571428571427,67.0,38.0
489,80.41237113402062,72.16494845360825,22.448979591836736,68.0,39.0
490,80.41237113402062,73.19587628865979,22.448979591836736,67.0,39.0
491,80.41237113402062,74.22680412371135,23.46938775510204,67.0,40.0
492,80.41237113402062,74.22680412371135,24.489795918367346,67.0,41.0
493,80.41237113402062,74.22680412371135,24.489795918367346,66.0,41.0
494,81.44329896907216,74.22680412371135,24.489795918367346,65.0,41.0
495,81.44329896907216,74.22680412371135,25.510204081632654,65.0,42.0
496,81.44329896907216,74.22680412371135,25.510204081632654,64.0,42.0
497,81.44329896907216,74.22680412371135,26.53061224489796,64.0,43.0
498,81.44329896907216,75.25773195876289,27.55102040816326,64.0,44.0
499,81.44329896907216,75.25773195876289,28.57142857142857,64.0,45.0
500,81.44329896907216,75.25773195876289,28.57142857142857,63.0,45.0
501,81.44329896907216,75.25773195876289,29.591836734693878,63.0,46.0
502,81.44329896907216,75.25773195876289,30.612244897959183,63.0,47.0
503,81.44329896907216,75.25773195876289,31.63265306122449,63.0,48.0
504,81.44329896907216,75.25773195876289,32.6530612244898,63.0,49.0
505,81.44329896907216,75.25773195876289,32.6530612244898,62.0,49.0
506,82.4742268041237,76.28865979381443,33.6734693877551,63.0,50.0
507,82.4742268041237,76.28865979381443,34.69387755102041,63.0,51.0
508,82.4742268041237,76.28865979381443,35.714285714285715,63.0,52.0
509,82.4742268041237,76.28865979381443,35.714285714285715,62.0,52.0
510,82.4742268041237,76.28865979381443,35.714285714285715,61.0,52.0
511,82.4742268041237,76.28865979381443,36.734693877551024,61.0,53.0
512,82.4742268041237,76.28865979381443,37.755102040816325,61.0,54.0
513,82.4742268041237,76.28865979381443,38.775510204081634,61.0,55.00000000000001
514,82.4742268041237,76.28865979381443,39.795918367346935,61.0,56.00000000000001
515,82.4742268041237,76.28865979381443,40.816326530612244,61.0,56.99999999999999
516,82.4742268041237,76.28865979381443,41.83673469387755,61.0,57.99999999999999
517,82.4742268041237,77.31958762886599,42.857142857142854,61.0,59.0
518,82.4742268041237,77.31958762886599,43.87755102040816,61.0,60.0
519,82.4742268041237,77.31958762886599,44.89795918367347,61.0,61.0
