pointer,NC_028366
890,100.0
891,100.0
892,100.0
893,100.0
894,100.0
895,100.0
896,100.0
897,100.0
898,100.0
899,100.0
900,100.0
901,100.0
902,100.0
903,100.0
904,100.0
905,100.0
906,100.0
907,100.0
908,100.0
909,100.0
910,100.0
911,100.0
912,100.0
913,100.0
914,100.0
915,100.0
916,100.0
917,100.0
918,100.0
919,100.0
920,100.0
921,100.0
922,100.0
923,100.0
924,100.0
925,100.0
926,100.0
927,100.0
928,100.0
929,100.0
930,100.0
931,100.0
932,100.0
933,100.0
934,100.0
935,100.0
936,100.0
937,100.0
938,100.0
939,100.0
940,100.0
941,100.0
942,100.0
943,100.0
944,100.0
945,100.0
946,100.0
947,100.0
948,100.0
949,100.0
950,100.0
951,100.0
952,100.0
953,100.0
954,100.0
955,100.0
956,99.0
957,99.0
958,99.0
959,99.0
960,99.0
961,99.0
962,98.0
963,98.0
964,98.0
965,98.0
966,97.0
967,97.0
968,97.0
969,97.0
970,97.0
971,96.0
972,96.0
973,96.0
974,95.0
975,95.0
976,95.0
977,94.0
978,94.0
979,94.0
980,94.0
981,93.0
982,93.0
983,93.0
984,93.0
985,93.0
986,92.0
987,92.0
988,91.0
989,91.0
990,91.0
991,90.0
992,90.0
993,90.0
994,90.0
995,90.0
996,90.0
997,90.0
998,90.0
999,90.0
1000,90.0
1001,90.0
1002,90.0
1003,90.0
1004,90.0
1005,90.0
1006,90.0
1007,90.0
1008,90.0
1009,90.0
1010,90.0
1011,90.0
1012,90.0
1013,90.0
1014,90.0
1015,90.0
1016,90.0
1017,90.0
1018,90.0
1019,90.0
1020,90.0
1021,90.0
1022,90.0
1023,90.0
1024,90.0
1025,90.0
1026,89.0
1027,89.0
1028,89.0
1029,88.0
1030,88.0
1031,88.0
1032,88.0
1033,87.0
1034,87.0
1035,87.0
1036,87.0
1037,87.0
1038,87.0
1039,87.0
1040,87.0
1041,87.0
1042,87.0
1043,87.0
1044,87.0
1045,87.0
1046,87.0
1047,87.0
1048,86.0
1049,85.0
1050,85.0
1051,85.0
1052,85.0
1053,85.0
1054,85.0
1055,85.0
1056,86.0
1057,86.0
1058,86.0
1059,86.0
1060,86.0
1061,86.0
1062,87.0
1063,87.0
1064,87.0
1065,87.0
1066,88.0
1067,88.0
1068,88.0
1069,88.0
1070,88.0
1071,89.0
1072,89.0
1073,88.0
1074,89.0
1075,89.0
1076,89.0
1077,90.0
1078,90.0
1079,90.0
1080,89.0
1081,90.0
1082,90.0
1083,90.0
1084,90.0
1085,90.0
1086,90.0
1087,90.0
1088,91.0
1089,91.0
1090,91.0
1091,92.0
1092,92.0
1093,92.0
1094,92.0
1095,91.0
1096,91.0
1097,90.0
1098,90.0
1099,90.0
1100,90.0
1101,90.0
1102,90.0
1103,90.0
1104,90.0
1105,90.0
1106,90.0
1107,90.0
1108,90.0
1109,90.0
1110,90.0
1111,90.0
1112,90.0
1113,90.0
1114,90.0
1115,90.0
1116,90.0
1117,90.0
1118,90.0
1119,90.0
1120,90.0
1121,90.0
1122,90.0
1123,89.0
1124,89.0
1125,88.0
1126,89.0
1127,89.0
1128,89.0
1129,90.0
1130,89.0
1131,89.0
1132,88.0
1133,89.0
1134,89.0
1135,89.0
1136,89.0
1137,89.0
1138,89.0
1139,89.0
1140,89.0
1141,89.0
1142,88.0
1143,88.0
1144,88.0
1145,88.0
1146,88.0
1147,88.0
1148,89.0
1149,90.0
1150,90.0
1151,90.0
1152,89.0
1153,88.0
1154,88.0
1155,88.0
1156,88.0
1157,88.0
1158,88.0
1159,88.0
1160,88.0
1161,88.0
1162,88.0
1163,88.0
1164,88.0
1165,88.0
1166,88.0
1167,88.0
1168,88.0
1169,88.0
1170,88.0
1171,87.0
1172,87.0
1173,88.0
1174,88.0
1175,88.0
1176,88.0
1177,88.0
1178,88.0
1179,88.0
1180,89.0
1181,89.0
1182,89.0
1183,89.0
1184,89.0
1185,88.0
1186,89.0
1187,89.0
1188,89.0
1189,88.0
1190,88.0
1191,88.0
1192,88.0
1193,88.0
1194,88.0
1195,89.0
1196,89.0
1197,90.0
1198,90.0
1199,90.0
1200,89.0
1201,89.0
1202,89.0
1203,89.0
1204,89.0
1205,89.0
1206,89.0
1207,89.0
1208,89.0
1209,89.0
1210,88.0
1211,88.0
1212,88.0
1213,88.0
1214,88.0
1215,88.0
1216,88.0
1217,88.0
1218,88.0
1219,88.0
1220,88.0
1221,88.0
1222,88.0
1223,89.0
1224,89.0
1225,90.0
1226,90.0
1227,90.0
1228,90.0
1229,90.0
1230,91.0
1231,91.0
1232,92.0
1233,92.0
1234,92.0
1235,92.0
1236,92.0
1237,92.0
1238,92.0
1239,92.0
1240,92.0
1241,92.0
1242,93.0
1243,93.0
1244,93.0
1245,93.0
1246,93.0
1247,93.0
1248,93.0
1249,93.0
1250,93.0
1251,93.0
1252,94.0
1253,95.0
1254,94.0
1255,94.0
1256,94.0
1257,94.0
1258,94.0
1259,93.0
1260,93.0
1261,93.0
1262,93.0
1263,93.0
1264,93.0
1265,93.0
1266,93.0
1267,93.0
1268,93.0
1269,93.0
1270,93.0
1271,94.0
1272,94.0
1273,94.0
1274,94.0
1275,94.0
1276,93.0
1277,93.0
1278,93.0
1279,93.0
1280,92.0
1281,92.0
1282,92.0
1283,92.0
1284,92.0
1285,93.0
1286,93.0
1287,93.0
1288,93.0
1289,94.0
1290,94.0
1291,94.0
1292,94.0
1293,94.0
1294,94.0
1295,94.0
1296,94.0
1297,94.0
1298,94.0
1299,94.0
1300,95.0
1301,95.0
1302,95.0
1303,95.0
1304,94.0
1305,94.0
1306,94.0
1307,94.0
1308,94.0
1309,94.0
1310,95.0
1311,95.0
1312,95.0
1313,95.0
1314,95.0
1315,95.0
1316,95.0
1317,95.0
1318,95.0
1319,94.0
1320,94.0
1321,94.0
1322,94.0
1323,94.0
1324,94.0
1325,94.0
1326,94.0
1327,94.0
1328,94.0
1329,93.0
1330,93.0
1331,93.0
1332,93.0
1333,92.0
1334,92.0
1335,92.0
1336,92.0
1337,92.0
1338,92.0
1339,92.0
1340,92.0
1341,92.0
1342,92.0
1343,91.0
1344,91.0
1345,91.0
1346,91.0
1347,91.0
1348,91.0
1349,91.0
1350,91.0
1351,91.0
1352,91.0
1353,90.0
1354,91.0
1355,90.0
1356,90.0
1357,90.0
1358,90.0
1359,91.0
1360,91.0
1361,91.0
1362,91.0
1363,91.0
1364,91.0
1365,91.0
1366,91.0
1367,91.0
1368,91.0
1369,91.0
1370,91.0
1371,91.0
1372,91.0
1373,91.0
1374,91.0
1375,91.0
1376,92.0
1377,92.0
1378,92.0
1379,92.0
1380,93.0
1381,93.0
1382,92.0
1383,92.0
1384,92.0
1385,92.0
1386,92.0
1387,92.0
1388,92.0
1389,92.0
1390,92.0
1391,92.0
1392,92.0
1393,92.0
1394,92.0
1395,92.0
1396,92.0
1397,92.0
1398,92.0
1399,92.0
1400,92.0
1401,92.0
1402,92.0
1403,92.0
1404,93.0
1405,93.0
1406,93.0
1407,93.0
1408,93.0
1409,93.0
1410,93.0
1411,93.0
1412,93.0
1413,93.0
1414,93.0
1415,93.0
1416,93.0
1417,93.0
1418,92.0
1419,93.0
1420,93.0
1421,93.0
1422,93.0
1423,93.0
1424,93.0
1425,93.0
1426,93.0
1427,93.0
1428,93.0
1429,94.0
1430,94.0
1431,94.0
1432,94.0
1433,95.0
1434,95.0
1435,95.0
1436,95.0
1437,95.0
1438,95.0
1439,95.0
1440,95.0
1441,95.0
1442,95.0
1443,96.0
1444,96.0
1445,96.0
1446,96.0
1447,96.0
1448,96.0
1449,96.0
1450,96.0
1451,96.0
1452,96.0
1453,97.0
1454,97.0
1455,98.0
1456,98.0
1457,98.0
1458,98.0
1459,98.0
1460,98.0
1461,98.0
1462,98.0
1463,98.0
1464,98.0
1465,98.0
1466,98.0
1467,98.0
1468,98.0
1469,98.0
1470,98.0
1471,98.0
1472,98.0
1473,98.0
1474,98.0
1475,98.0
1476,98.0
1477,98.0
1478,98.0
1479,98.0
1480,98.0
1481,98.0
1482,99.0
1483,99.0
1484,99.0
1485,99.0
1486,99.0
1487,99.0
1488,99.0
1489,99.0
1490,99.0
1491,99.0
1492,99.0
1493,99.0
1494,99.0
1495,99.0
1496,99.0
1497,99.0
1498,99.0
1499,99.0
1500,99.0
1501,99.0
1502,99.0
1503,99.0
1504,99.0
1505,99.0
1506,99.0
1507,99.0
1508,99.0
1509,99.0
1510,99.0
1511,99.0
1512,99.0
1513,99.0
1514,99.0
1515,99.0
1516,99.0
1517,99.0
1518,100.0
1519,100.0
1520,100.0
1521,100.0
1522,100.0
1523,100.0
1524,100.0
1525,100.0
1526,100.0
1527,100.0
1528,100.0
1529,100.0
1530,100.0
1531,100.0
1532,100.0
1533,100.0
1534,100.0
1535,100.0
1536,100.0
1537,100.0
1538,100.0
1539,100.0
1540,100.0
1541,100.0
1542,100.0
1543,99.0
1544,99.0
1545,99.0
1546,99.0
1547,99.0
1548,99.0
1549,99.0
1550,99.0
1551,99.0
1552,99.0
1553,99.0
1554,99.0
1555,99.0
1556,99.0
1557,99.0
1558,99.0
1559,99.0
1560,99.0
1561,99.0
1562,99.0
1563,99.0
1564,99.0
1565,99.0
1566,99.0
1567,99.0
1568,99.0
1569,99.0
1570,99.0
1571,99.0
1572,99.0
1573,99.0
1574,99.0
1575,99.0
1576,98.0
1577,98.0
1578,98.0
1579,98.0
1580,97.0
1581,97.0
1582,97.0
1583,97.0
1584,97.0
1585,97.0
1586,97.0
1587,97.0
1588,97.0
1589,97.0
1590,97.0
1591,97.0
1592,97.0
1593,97.0
1594,97.0
1595,96.0
1596,96.0
1597,96.0
1598,96.0
1599,96.0
1600,96.0
1601,96.0
1602,96.0
1603,96.0
1604,96.0
1605,95.0
1606,95.0
1607,95.0
1608,95.0
1609,95.0
1610,95.0
1611,95.0
1612,95.0
1613,95.0
1614,95.0
1615,94.0
1616,94.0
1617,94.0
1618,94.0
1619,94.0
1620,93.0
1621,93.0
1622,93.0
1623,92.0
1624,92.0
1625,92.0
1626,92.0
1627,91.0
1628,91.0
1629,91.0
1630,91.0
1631,91.0
1632,90.0
1633,89.0
1634,88.0
1635,88.0
1636,88.0
1637,88.0
1638,88.0
1639,88.0
1640,87.0
1641,87.0
1642,87.0
1643,88.0
1644,88.0
1645,88.0
1646,88.0
1647,88.0
1648,88.0
1649,88.0
1650,88.0
1651,88.0
1652,88.0
1653,88.0
1654,88.0
1655,88.0
1656,88.0
1657,88.0
1658,87.0
1659,87.0
1660,87.0
1661,87.0
1662,87.0
1663,87.0
1664,87.0
1665,87.0
1666,87.0
1667,87.0
1668,87.0
1669,87.0
1670,87.0
1671,87.0
1672,87.0
1673,87.0
1674,87.0
1675,87.0
1676,88.0
1677,88.0
1678,88.0
1679,88.0
1680,89.0
1681,88.0
1682,88.0
1683,88.0
1684,87.0
1685,86.0
1686,85.0
1687,84.0
1688,84.0
1689,84.0
1690,83.0
1691,82.0
1692,81.0
1693,81.0
1694,81.0
1695,82.0
1696,82.0
1697,82.0
1698,81.0
1699,81.0
1700,80.0
1701,80.0
1702,80.0
1703,80.0
1704,80.0
1705,81.0
1706,81.0
1707,81.0
1708,81.0
1709,81.0
1710,81.0
1711,81.0
1712,81.0
1713,81.0
1714,80.0
1715,81.0
1716,81.0
1717,81.0
1718,81.0
1719,81.0
1720,82.0
1721,82.0
1722,82.0
1723,83.0
1724,83.0
1725,83.0
1726,82.0
1727,83.0
1728,83.0
1729,83.0
1730,83.0
1731,83.0
1732,84.0
1733,85.0
1734,86.0
1735,86.0
1736,86.0
1737,86.0
1738,86.0
1739,86.0
1740,87.0
1741,87.0
1742,87.0
1743,87.0
1744,87.0
1745,87.0
1746,87.0
1747,87.0
1748,87.0
1749,87.0
1750,87.0
1751,87.0
1752,87.0
1753,87.0
1754,87.0
1755,87.0
1756,87.0
1757,87.0
1758,88.0
1759,88.0
1760,88.0
1761,88.0
1762,88.0
1763,88.0
1764,88.0
1765,88.0
1766,88.0
1767,88.0
1768,88.0
1769,88.0
1770,88.0
1771,87.0
1772,87.0
1773,87.0
1774,87.0
1775,87.0
1776,87.0
1777,87.0
1778,87.0
1779,87.0
1780,87.0
1781,88.0
1782,88.0
1783,88.0
1784,89.0
1785,90.0
1786,91.0
1787,92.0
1788,92.0
1789,92.0
1790,93.0
1791,94.0
1792,95.0
1793,95.0
1794,95.0
1795,95.0
1796,95.0
1797,95.0
1798,96.0
1799,96.0
1800,97.0
1801,97.0
1802,97.0
1803,97.0
1804,97.0
1805,97.0
1806,97.0
1807,97.0
1808,97.0
1809,97.0
1810,97.0
1811,97.0
1812,97.0
1813,97.0
1814,98.0
1815,98.0
1816,98.0
1817,98.0
1818,98.0
1819,98.0
1820,98.0
1821,98.0
1822,97.0
1823,97.0
1824,97.0
1825,97.0
1826,98.0
1827,98.0
1828,98.0
1829,98.0
1830,98.0
1831,98.0
1832,98.0
1833,98.0
1834,98.0
1835,98.0
1836,98.0
1837,98.0
1838,98.0
1839,98.0
1840,98.0
1841,98.0
1842,98.0
1843,98.0
1844,98.0
1845,98.0
1846,98.0
1847,98.0
1848,98.0
1849,98.0
1850,98.0
1851,98.0
1852,98.0
1853,98.0
1854,97.0
1855,97.0
1856,97.0
1857,97.0
1858,97.0
1859,97.0
1860,97.0
1861,97.0
1862,97.0
1863,97.0
1864,97.0
1865,97.0
1866,97.0
1867,97.0
1868,97.0
1869,97.0
1870,97.0
1871,98.0
1872,98.0
1873,98.0
1874,98.0
1875,98.0
1876,98.0
1877,98.0
1878,98.0
1879,98.0
1880,98.0
1881,98.0
1882,98.0
1883,98.0
1884,98.0
1885,98.0
1886,98.0
1887,98.0
1888,98.0
1889,98.0
1890,98.0
1891,98.0
