pointer,OQ818321,OQ818329,NC_033820
419,84.375,71.0,98.94736842105263
420,84.375,70.0,98.94736842105263
421,84.375,70.0,98.94736842105263
422,84.375,69.0,98.94736842105263
423,83.33333333333334,68.0,98.94736842105263
424,82.29166666666666,67.0,98.94736842105263
425,82.29166666666666,67.0,98.94736842105263
426,82.29166666666666,67.0,98.94736842105263
427,82.29166666666666,67.0,98.94736842105263
428,82.29166666666666,66.0,98.94736842105263
429,82.29166666666666,66.0,98.94736842105263
430,82.29166666666666,66.0,98.94736842105263
431,82.10526315789474,65.0,98.93617021276596
432,82.10526315789474,64.0,98.93617021276596
433,81.05263157894737,63.0,98.93617021276596
434,81.05263157894737,63.0,98.93617021276596
435,81.05263157894737,62.0,98.93617021276596
436,81.05263157894737,62.0,98.93617021276596
437,81.05263157894737,63.0,98.93617021276596
438,82.10526315789474,64.0,98.93617021276596
439,82.10526315789474,64.0,98.93617021276596
440,82.10526315789474,65.0,98.93617021276596
441,82.10526315789474,64.0,98.93617021276596
442,82.10526315789474,64.0,98.93617021276596
443,82.10526315789474,63.0,98.93617021276596
444,82.10526315789474,63.0,98.93617021276596
445,82.10526315789474,62.0,98.93617021276596
446,82.10526315789474,61.0,98.93617021276596
447,82.10526315789474,61.0,98.93617021276596
448,82.10526315789474,60.0,98.93617021276596
449,82.10526315789474,59.0,98.93617021276596
450,82.10526315789474,59.0,98.93617021276596
451,82.10526315789474,59.0,98.93617021276596
452,82.10526315789474,59.0,98.93617021276596
453,81.05263157894737,57.99999999999999,98.93617021276596
454,81.05263157894737,56.99999999999999,98.93617021276596
455,81.05263157894737,56.00000000000001,98.93617021276596
456,81.05263157894737,56.00000000000001,98.93617021276596
457,81.05263157894737,55.00000000000001,98.93617021276596
458,80.0,54.0,98.93617021276596
459,80.0,55.00000000000001,100.0
460,80.0,55.00000000000001,100.0
461,80.0,55.00000000000001,100.0
462,80.0,55.00000000000001,100.0
463,80.20833333333334,55.00000000000001,100.0
464,81.25,56.00000000000001,100.0
465,81.25,56.99999999999999,98.95833333333334
466,81.25,56.00000000000001,98.95833333333334
467,80.20833333333334,55.00000000000001,98.95833333333334
468,80.20833333333334,54.0,97.91666666666666
469,80.20833333333334,54.0,97.91666666666666
470,80.20833333333334,54.0,97.91666666666666
471,80.20833333333334,54.0,97.91666666666666
472,79.16666666666666,53.0,97.91666666666666
473,78.125,52.0,97.91666666666666
474,79.16666666666666,52.0,97.91666666666666
475,79.16666666666666,52.0,97.91666666666666
476,79.16666666666666,52.0,97.91666666666666
477,79.16666666666666,52.0,96.875
478,79.16666666666666,52.0,96.875
479,79.16666666666666,52.0,96.875
480,80.20833333333334,52.0,96.875
481,80.20833333333334,51.0,96.875
482,80.20833333333334,51.0,96.875
483,80.20833333333334,51.0,96.875
484,80.20833333333334,50.0,96.875
485,80.20833333333334,50.0,96.875
486,79.16666666666666,50.0,96.875
487,80.20833333333334,51.0,96.875
488,80.20833333333334,51.0,96.875
489,79.16666666666666,51.0,96.875
490,79.38144329896907,51.0,96.90721649484536
491,79.59183673469387,52.0,96.93877551020408
492,78.78787878787878,52.0,96.96969696969697
493,78.78787878787878,51.0,96.96969696969697
494,79.7979797979798,51.0,96.96969696969697
495,80.8080808080808,51.0,96.96969696969697
496,80.8080808080808,51.0,96.96969696969697
497,81.81818181818183,52.0,96.96969696969697
498,81.81818181818183,52.0,96.96969696969697
499,82.82828282828282,53.0,96.96969696969697
500,83.83838383838383,52.0,96.96969696969697
501,83.83838383838383,51.0,96.96969696969697
502,83.83838383838383,50.0,96.96969696969697
503,83.83838383838383,50.0,96.96969696969697
504,83.83838383838383,50.0,96.96969696969697
505,82.82828282828282,50.0,96.96969696969697
506,82.82828282828282,51.0,96.96969696969697
507,83.83838383838383,51.0,96.96969696969697
508,84.84848484848484,50.0,96.96969696969697
509,84.84848484848484,50.0,96.96969696969697
510,84.84848484848484,51.0,96.96969696969697
511,84.84848484848484,52.0,96.96969696969697
512,84.84848484848484,52.0,96.96969696969697
513,84.84848484848484,53.0,96.96969696969697
514,84.84848484848484,52.0,96.96969696969697
515,84.84848484848484,52.0,96.96969696969697
516,83.83838383838383,51.0,96.96969696969697
517,83.83838383838383,51.0,96.96969696969697
518,83.83838383838383,51.0,96.96969696969697
519,82.82828282828282,50.0,96.96969696969697
520,82.82828282828282,50.0,96.96969696969697
521,82.82828282828282,49.0,96.96969696969697
522,82.82828282828282,50.0,95.95959595959596
523,83.83838383838383,50.0,95.95959595959596
524,84.84848484848484,51.0,95.95959595959596
525,84.84848484848484,50.0,95.95959595959596
526,84.84848484848484,50.0,95.95959595959596
527,84.84848484848484,50.0,95.95959595959596
528,84.84848484848484,50.0,95.95959595959596
529,83.83838383838383,50.0,95.95959595959596
530,83.83838383838383,49.0,95.95959595959596
531,83.0,50.0,96.0
532,83.0,50.0,96.0
533,84.0,51.0,96.0
534,83.0,50.0,95.0
535,83.0,51.0,95.0
536,83.0,50.0,95.0
537,83.0,49.0,95.0
538,82.82828282828282,48.0,94.94949494949495
539,82.6530612244898,48.0,94.89795918367348
540,82.4742268041237,47.0,94.84536082474226
541,82.29166666666666,47.0,94.79166666666666
542,82.10526315789474,46.0,94.73684210526315
543,82.10526315789474,46.0,94.73684210526315
544,82.10526315789474,46.0,94.73684210526315
545,81.05263157894737,47.0,94.73684210526315
546,81.05263157894737,47.0,94.73684210526315
547,81.05263157894737,46.0,94.73684210526315
548,80.0,47.0,94.73684210526315
549,78.94736842105263,47.0,94.73684210526315
550,77.89473684210526,46.0,94.73684210526315
551,76.84210526315789,45.0,94.73684210526315
552,76.84210526315789,45.0,94.73684210526315
553,77.89473684210526,45.0,94.73684210526315
554,76.84210526315789,45.0,94.73684210526315
555,76.84210526315789,46.0,94.73684210526315
556,76.84210526315789,46.0,94.73684210526315
557,76.84210526315789,47.0,94.73684210526315
558,77.89473684210526,48.0,94.73684210526315
559,78.72340425531915,47.0,94.68085106382979
560,78.72340425531915,46.0,94.68085106382979
561,78.72340425531915,46.0,93.61702127659575
562,78.72340425531915,46.0,93.61702127659575
563,78.72340425531915,47.0,93.61702127659575
564,78.72340425531915,46.0,93.61702127659575
565,78.72340425531915,45.0,94.68085106382979
566,78.72340425531915,46.0,94.68085106382979
567,79.7872340425532,47.0,94.68085106382979
568,79.7872340425532,48.0,95.74468085106383
569,79.7872340425532,48.0,95.74468085106383
570,78.72340425531915,47.0,95.74468085106383
571,78.72340425531915,47.0,95.74468085106383
572,78.72340425531915,47.0,95.74468085106383
573,79.7872340425532,48.0,95.74468085106383
574,79.7872340425532,49.0,95.74468085106383
575,79.7872340425532,49.0,95.74468085106383
576,79.7872340425532,48.0,95.74468085106383
577,79.7872340425532,48.0,96.80851063829788
578,79.56989247311827,47.0,96.7741935483871
579,79.56989247311827,46.0,96.7741935483871
580,78.49462365591397,46.0,96.7741935483871
581,78.49462365591397,47.0,96.7741935483871
582,78.49462365591397,47.0,96.7741935483871
583,77.41935483870968,47.0,96.7741935483871
584,77.41935483870968,47.0,96.7741935483871
585,76.34408602150538,46.0,96.73913043478261
586,76.34408602150538,46.0,96.7032967032967
587,75.26881720430107,45.0,96.66666666666667
588,75.26881720430107,45.0,96.66666666666667
589,76.34408602150538,45.0,96.66666666666667
590,76.34408602150538,45.0,96.66666666666667
591,76.34408602150538,45.0,96.66666666666667
592,77.41935483870968,46.0,96.66666666666667
593,77.41935483870968,46.0,96.66666666666667
594,76.34408602150538,46.0,96.66666666666667
595,76.34408602150538,46.0,95.55555555555556
596,76.34408602150538,46.0,95.55555555555556
597,76.34408602150538,45.0,95.55555555555556
598,77.41935483870968,45.0,95.55555555555556
599,77.41935483870968,45.0,95.55555555555556
600,77.41935483870968,45.0,95.55555555555556
601,77.41935483870968,46.0,95.55555555555556
602,77.41935483870968,46.0,95.55555555555556
603,77.41935483870968,46.0,95.55555555555556
604,76.34408602150538,45.0,95.55555555555556
605,76.34408602150538,45.0,95.55555555555556
606,76.34408602150538,44.0,95.55555555555556
607,76.34408602150538,45.0,94.44444444444444
608,76.34408602150538,46.0,94.44444444444444
609,76.34408602150538,47.0,94.44444444444444
610,76.34408602150538,47.0,93.33333333333333
611,76.34408602150538,47.0,93.33333333333333
612,76.34408602150538,47.0,93.33333333333333
613,75.26881720430107,46.0,93.33333333333333
614,75.26881720430107,46.0,93.33333333333333
615,75.26881720430107,45.0,93.33333333333333
616,76.34408602150538,46.0,93.33333333333333
617,75.26881720430107,46.0,93.33333333333333
618,75.26881720430107,46.0,93.33333333333333
619,75.26881720430107,46.0,93.33333333333333
620,75.26881720430107,46.0,93.33333333333333
621,75.26881720430107,46.0,93.33333333333333
622,74.19354838709677,45.0,94.44444444444444
623,74.19354838709677,46.0,94.44444444444444
624,74.19354838709677,45.0,94.44444444444444
625,74.19354838709677,45.0,94.44444444444444
626,73.11827956989248,45.0,94.44444444444444
627,73.11827956989248,45.0,94.44444444444444
628,72.04301075268818,45.0,94.44444444444444
629,72.04301075268818,44.0,94.44444444444444
630,72.04301075268818,44.0,94.44444444444444
631,72.04301075268818,43.0,94.44444444444444
632,70.96774193548387,44.0,94.44444444444444
633,69.89247311827957,43.0,94.44444444444444
634,70.96774193548387,44.0,95.55555555555556
635,70.96774193548387,44.0,95.55555555555556
636,70.96774193548387,44.0,95.55555555555556
637,69.89247311827957,44.0,95.55555555555556
638,69.14893617021278,44.0,95.6043956043956
639,69.47368421052632,45.0,95.65217391304348
640,68.75,46.0,95.6989247311828
641,69.0721649484536,47.0,95.74468085106383
642,69.38775510204081,47.0,95.78947368421052
643,69.38775510204081,48.0,95.78947368421052
644,69.38775510204081,47.0,95.78947368421052
645,70.40816326530613,47.0,95.78947368421052
646,69.38775510204081,47.0,95.78947368421052
647,68.36734693877551,48.0,95.78947368421052
648,69.38775510204081,48.0,95.78947368421052
649,69.38775510204081,49.0,94.73684210526315
650,70.40816326530613,50.0,93.6842105263158
651,71.42857142857143,51.0,93.6842105263158
652,70.40816326530613,50.0,93.6842105263158
653,70.40816326530613,51.0,93.6842105263158
654,71.42857142857143,52.0,93.6842105263158
655,70.40816326530613,51.0,92.63157894736842
656,70.40816326530613,51.0,92.63157894736842
657,70.40816326530613,51.0,92.63157894736842
658,70.10309278350515,50.0,92.5531914893617
659,70.10309278350515,50.0,92.5531914893617
660,69.79166666666666,50.0,92.47311827956989
661,69.79166666666666,50.0,93.54838709677419
662,68.75,50.0,93.54838709677419
663,68.75,50.0,93.54838709677419
664,67.70833333333334,50.0,93.54838709677419
665,66.66666666666666,50.0,93.54838709677419
666,66.66666666666666,49.0,93.54838709677419
667,65.625,48.0,93.54838709677419
668,65.625,47.0,93.54838709677419
669,65.625,46.0,93.54838709677419
670,65.625,46.0,93.54838709677419
671,65.625,46.0,93.54838709677419
672,66.66666666666666,47.0,93.54838709677419
673,66.66666666666666,47.0,92.47311827956989
674,66.66666666666666,47.0,92.47311827956989
675,66.66666666666666,47.0,92.47311827956989
676,66.66666666666666,48.0,91.39784946236558
677,67.70833333333334,47.0,91.39784946236558
678,68.04123711340206,47.0,90.42553191489363
679,67.0103092783505,47.0,90.42553191489363
680,68.04123711340206,47.0,90.42553191489363
681,68.04123711340206,47.0,90.42553191489363
682,68.04123711340206,47.0,90.42553191489363
683,69.0721649484536,48.0,90.42553191489363
684,69.0721649484536,49.0,90.42553191489363
685,70.10309278350515,50.0,90.52631578947368
686,71.1340206185567,51.0,90.625
687,72.16494845360825,52.0,90.72164948453609
688,72.16494845360825,52.0,90.72164948453609
689,72.16494845360825,53.0,90.72164948453609
690,72.16494845360825,54.0,90.72164948453609
691,72.16494845360825,54.0,90.72164948453609
692,71.1340206185567,54.0,90.72164948453609
693,71.1340206185567,55.00000000000001,90.72164948453609
694,71.1340206185567,55.00000000000001,90.72164948453609
695,71.1340206185567,56.00000000000001,91.75257731958763
696,71.1340206185567,55.00000000000001,91.75257731958763
697,71.1340206185567,55.00000000000001,91.75257731958763
698,71.1340206185567,56.00000000000001,91.75257731958763
699,71.1340206185567,56.00000000000001,91.75257731958763
700,71.1340206185567,56.00000000000001,91.75257731958763
701,70.10309278350515,55.00000000000001,91.75257731958763
702,69.0721649484536,55.00000000000001,91.75257731958763
703,68.04123711340206,55.00000000000001,90.72164948453609
704,69.0721649484536,55.00000000000001,90.72164948453609
705,70.10309278350515,55.00000000000001,90.72164948453609
706,69.0721649484536,55.00000000000001,90.72164948453609
707,68.04123711340206,54.0,91.75257731958763
708,67.0103092783505,53.0,91.75257731958763
709,67.0103092783505,52.0,91.75257731958763
710,67.0103092783505,51.0,92.78350515463917
711,67.0103092783505,50.0,92.78350515463917
712,67.0103092783505,49.0,92.78350515463917
713,67.0103092783505,50.0,92.78350515463917
714,65.97938144329896,51.0,92.78350515463917
715,65.97938144329896,51.0,92.78350515463917
716,65.97938144329896,51.0,92.78350515463917
717,67.0103092783505,50.0,92.78350515463917
718,67.0103092783505,49.0,92.78350515463917
719,68.04123711340206,50.0,92.78350515463917
720,68.04123711340206,51.0,92.78350515463917
721,67.0103092783505,51.0,92.78350515463917
722,68.04123711340206,52.0,92.78350515463917
723,68.04123711340206,52.0,92.78350515463917
724,68.04123711340206,53.0,92.78350515463917
725,68.04123711340206,54.0,92.78350515463917
726,69.0721649484536,54.0,92.78350515463917
727,69.0721649484536,53.0,92.78350515463917
728,70.10309278350515,54.0,92.78350515463917
729,71.1340206185567,55.00000000000001,92.78350515463917
730,71.1340206185567,56.00000000000001,92.78350515463917
731,72.16494845360825,56.99999999999999,92.78350515463917
732,73.19587628865979,56.99999999999999,92.78350515463917
733,74.22680412371135,56.99999999999999,92.78350515463917
734,73.19587628865979,56.99999999999999,92.78350515463917
735,73.19587628865979,56.99999999999999,92.78350515463917
736,72.16494845360825,57.99999999999999,92.78350515463917
737,73.19587628865979,57.99999999999999,92.78350515463917
738,74.22680412371135,57.99999999999999,92.78350515463917
739,74.22680412371135,56.99999999999999,92.78350515463917
740,75.25773195876289,56.99999999999999,92.78350515463917
