pointer,OQ818347,OQ818348,OP963671
498,0.0,31.0,0.0
499,0.0,32.0,0.0
500,0.0,32.0,0.0
501,0.0,32.0,0.0
502,0.0,32.0,0.0
503,0.0,32.0,0.0
504,0.0,32.0,0.0
505,0.0,32.0,0.0
506,0.0,32.0,0.0
507,0.0,32.0,0.0
508,0.0,32.0,0.0
509,0.0,33.0,0.0
510,0.0,33.0,0.0
511,0.0,33.0,0.0
512,0.0,32.0,0.0
513,0.0,31.0,0.0
514,0.0,30.0,0.0
515,0.0,31.0,0.0
516,0.0,31.0,0.0
517,0.0,31.0,0.0
518,0.0,31.0,0.0
519,0.0,31.0,0.0
520,0.0,30.0,0.0
521,0.0,30.0,0.0
522,0.0,30.0,0.0
523,0.0,31.0,0.0
524,0.0,31.0,0.0
525,0.0,31.0,0.0
526,0.0,31.0,0.0
527,0.0,30.0,0.0
528,0.0,31.0,0.0
529,0.0,32.0,0.0
530,0.0,32.0,0.0
531,0.0,32.0,0.0
532,0.0,31.0,0.0
533,0.0,32.0,0.0
534,1.0,32.0,0.0
535,2.0,33.0,0.0
536,3.0,34.0,0.0
537,4.0,35.0,0.0
538,4.0,35.0,0.0
539,5.0,36.0,0.0
540,6.0,37.0,0.0
541,7.000000000000001,36.0,0.0
542,8.0,37.0,0.0
543,9.0,36.0,0.0
544,10.0,37.0,0.0
545,11.0,37.0,0.0
546,12.0,37.0,0.0
547,13.0,38.0,0.0
548,14.000000000000002,39.0,0.0
549,15.0,38.0,0.0
550,15.0,38.0,0.0
551,15.0,38.0,0.0
552,16.0,38.0,0.0
553,17.0,37.0,0.0
554,18.0,38.0,0.0
555,19.0,38.0,0.0
556,19.0,39.0,0.0
557,19.0,39.0,0.0
558,20.0,39.0,0.0
559,21.0,40.0,0.0
560,22.0,40.0,0.0
561,23.0,40.0,0.0
562,23.0,40.0,0.0
563,24.0,41.0,0.0
564,25.0,40.0,0.0
565,25.0,41.0,0.0
566,26.0,42.0,0.0
567,27.0,43.0,0.0
568,27.0,44.0,0.0
569,27.27272727272727,44.0,0.0
570,27.55102040816326,44.0,0.0
571,27.55102040816326,43.0,0.0
572,28.57142857142857,43.0,0.0
573,28.57142857142857,43.0,0.0
574,28.57142857142857,43.0,0.0
575,29.591836734693878,43.0,0.0
576,29.591836734693878,43.0,0.0
577,29.591836734693878,42.0,0.0
578,29.591836734693878,42.0,0.0
579,29.591836734693878,41.0,0.0
580,30.612244897959183,40.0,0.0
581,31.63265306122449,41.0,0.0
582,32.6530612244898,42.0,0.0
583,33.6734693877551,42.0,0.0
584,34.69387755102041,42.0,0.0
585,34.69387755102041,43.0,0.0
586,35.714285714285715,43.0,0.0
587,35.714285714285715,42.0,0.0
588,35.714285714285715,42.0,0.0
589,36.734693877551024,42.0,0.0
590,36.734693877551024,41.0,0.0
591,37.755102040816325,40.0,0.0
592,38.775510204081634,40.0,0.0
593,39.795918367346935,40.0,0.0
594,39.795918367346935,40.0,0.0
595,39.795918367346935,39.0,0.0
596,39.795918367346935,38.0,0.0
597,40.816326530612244,37.0,0.0
598,41.83673469387755,37.0,0.0
599,42.857142857142854,37.0,0.0
600,42.857142857142854,37.0,0.0
601,43.87755102040816,37.0,0.0
602,44.89795918367347,37.0,0.0
603,44.89795918367347,37.0,0.0
604,45.91836734693878,37.0,0.0
605,46.93877551020408,38.0,0.0
606,46.93877551020408,38.0,0.0
607,46.93877551020408,38.0,0.0
608,47.95918367346938,39.0,0.0
609,47.95918367346938,38.0,0.0
610,48.97959183673469,38.0,0.0
611,50.0,38.0,0.0
612,51.02040816326531,39.0,0.0
613,51.02040816326531,39.0,0.0
614,51.02040816326531,39.0,0.0
615,52.04081632653062,39.0,0.0
616,52.04081632653062,40.0,0.0
617,52.04081632653062,40.0,0.0
618,52.04081632653062,40.0,0.0
619,52.04081632653062,40.0,0.0
620,52.04081632653062,40.0,0.0
621,53.06122448979592,40.0,0.0
622,53.06122448979592,40.4040404040404,0.0
623,53.06122448979592,40.4040404040404,0.0
624,54.08163265306123,41.41414141414141,0.0
625,55.10204081632652,41.41414141414141,0.0
626,56.12244897959183,42.42424242424242,0.0
627,57.14285714285714,42.42424242424242,0.0
628,58.16326530612245,42.42424242424242,0.0
629,58.16326530612245,41.41414141414141,0.0
630,59.183673469387756,41.41414141414141,0.0
631,60.204081632653065,41.41414141414141,0.0
632,61.224489795918366,42.42424242424242,0.0
633,62.244897959183675,41.41414141414141,0.0
634,61.224489795918366,41.41414141414141,0.0
635,60.204081632653065,40.4040404040404,0.0
636,59.183673469387756,39.39393939393939,0.0
637,59.183673469387756,38.38383838383838,0.0
638,60.204081632653065,39.39393939393939,0.0
639,60.204081632653065,39.39393939393939,0.0
640,59.183673469387756,38.38383838383838,0.0
641,59.183673469387756,39.39393939393939,0.0
642,59.183673469387756,39.39393939393939,0.0
643,59.183673469387756,40.4040404040404,0.0
644,59.183673469387756,40.4040404040404,0.0
645,59.183673469387756,40.4040404040404,0.0
646,59.183673469387756,40.4040404040404,0.0
647,58.16326530612245,39.39393939393939,0.0
648,58.16326530612245,38.38383838383838,0.0
649,58.16326530612245,39.39393939393939,0.0
650,59.183673469387756,39.39393939393939,0.0
651,59.183673469387756,39.39393939393939,0.0
652,59.183673469387756,40.4040404040404,0.0
653,59.183673469387756,41.41414141414141,0.0
654,59.183673469387756,41.41414141414141,0.0
655,59.183673469387756,40.4040404040404,0.0
656,60.204081632653065,39.39393939393939,0.0
657,60.204081632653065,39.39393939393939,0.0
658,59.183673469387756,39.39393939393939,0.0
659,59.183673469387756,39.39393939393939,0.0
660,58.16326530612245,39.39393939393939,0.0
661,57.14285714285714,39.39393939393939,0.0
662,58.16326530612245,40.4040404040404,0.0
663,58.16326530612245,40.4040404040404,0.0
664,57.14285714285714,41.41414141414141,0.0
665,58.16326530612245,41.41414141414141,0.0
666,57.14285714285714,41.41414141414141,0.0
667,57.14285714285714,41.41414141414141,0.0
668,58.16326530612245,40.4040404040404,0.0
669,58.58585858585859,40.4040404040404,0.0
670,59.0,41.41414141414141,0.0
671,59.0,42.42424242424242,0.0
672,59.0,41.41414141414141,0.0
673,60.0,42.42424242424242,0.0
674,60.0,42.42424242424242,0.0
675,60.0,43.43434343434344,0.0
676,61.0,44.44444444444444,0.0
677,61.0,44.44444444444444,0.0
678,62.0,44.44444444444444,0.0
679,63.0,44.44444444444444,0.0
680,63.0,45.45454545454545,0.0
681,63.0,45.45454545454545,0.0
682,63.0,44.44444444444444,0.0
683,63.0,44.44444444444444,0.0
684,63.0,45.45454545454545,0.0
685,64.0,45.45454545454545,0.0
686,64.0,45.45454545454545,0.0
687,64.0,46.464646464646464,0.0
688,65.0,46.464646464646464,0.0
689,65.0,46.464646464646464,0.0
690,66.0,46.464646464646464,0.0
691,66.0,46.464646464646464,0.0
692,66.0,47.474747474747474,0.0
693,66.0,47.474747474747474,0.0
694,66.0,47.474747474747474,0.0
695,66.0,47.474747474747474,0.0
696,67.0,48.484848484848484,0.0
697,67.0,49.494949494949495,0.0
698,67.0,50.505050505050505,0.0
699,67.0,49.494949494949495,0.0
700,67.0,49.494949494949495,0.0
701,66.0,49.494949494949495,0.0
702,65.0,49.494949494949495,0.0
703,65.0,49.494949494949495,0.0
704,65.0,50.505050505050505,0.0
705,65.0,50.505050505050505,0.0
706,66.0,50.505050505050505,0.0
707,67.0,51.515151515151516,0.0
708,67.0,51.515151515151516,0.0
709,67.0,51.515151515151516,0.0
710,67.0,51.515151515151516,0.0
711,66.0,51.515151515151516,0.0
712,65.0,50.505050505050505,0.0
713,65.0,50.505050505050505,0.0
714,65.0,50.505050505050505,0.0
715,64.0,50.505050505050505,0.0
716,64.0,50.505050505050505,0.0
717,65.0,50.505050505050505,0.0
718,65.0,50.505050505050505,0.0
719,66.0,50.505050505050505,0.0
720,67.0,50.505050505050505,0.0
721,66.0,49.494949494949495,0.0
722,66.0,49.0,0.0
723,67.0,48.0,0.0
724,67.0,47.0,0.0
725,66.0,46.0,0.0
726,65.0,45.0,0.0
727,64.0,45.0,0.0
728,63.0,44.0,0.0
729,64.0,44.0,0.0
730,63.0,43.0,0.0
731,63.0,42.0,0.0
732,62.0,41.0,0.0
733,61.0,41.0,0.0
734,61.0,41.0,0.0
735,61.0,41.0,0.0
736,61.0,41.0,0.0
737,60.0,41.0,0.0
738,59.0,40.0,0.0
739,57.99999999999999,39.0,0.0
740,59.0,40.0,0.0
741,59.0,39.0,0.0
742,57.99999999999999,38.0,0.0
743,56.99999999999999,37.0,0.0
744,56.99999999999999,37.0,0.0
745,56.99999999999999,37.0,0.0
746,56.00000000000001,36.0,0.0
747,56.00000000000001,36.0,0.0
748,56.00000000000001,37.0,0.0
749,55.00000000000001,36.0,0.0
750,55.00000000000001,37.0,0.0
751,55.00000000000001,37.0,0.0
752,55.00000000000001,37.0,0.0
753,55.00000000000001,36.0,0.0
754,55.00000000000001,36.0,0.0
755,54.0,36.0,0.0
756,54.0,36.0,0.0
757,55.00000000000001,36.0,0.0
758,56.00000000000001,37.0,0.0
759,55.00000000000001,36.0,0.0
760,56.00000000000001,36.0,0.0
761,56.99999999999999,36.0,0.0
762,56.99999999999999,36.0,0.0
763,56.00000000000001,35.0,0.0
764,56.99999999999999,35.0,0.0
765,56.99999999999999,34.0,0.0
766,57.99999999999999,34.0,0.0
767,57.99999999999999,34.0,0.0
768,57.99999999999999,35.0,0.0
769,56.99999999999999,35.0,0.0
770,56.00000000000001,34.0,0.0
771,56.00000000000001,33.0,0.0
772,56.00000000000001,33.0,0.0
773,55.00000000000001,32.0,0.0
774,55.00000000000001,32.0,0.0
775,54.0,31.0,0.0
776,53.0,30.0,0.0
777,53.0,31.0,0.0
778,52.0,31.0,0.0
779,51.0,31.0,0.0
780,51.0,31.0,0.0
781,50.0,30.0,0.0
782,49.0,31.0,0.0
783,48.0,30.0,0.0
784,47.0,28.999999999999996,0.0
785,46.0,28.000000000000004,0.0
786,45.0,28.000000000000004,0.0
787,45.0,27.0,0.0
788,45.0,28.000000000000004,0.0
789,44.0,27.0,0.0
790,43.0,27.0,0.0
791,42.0,27.0,0.0
792,41.0,26.0,0.0
793,40.0,26.0,0.0
794,41.0,27.0,0.0
795,42.0,27.0,0.0
796,41.0,26.0,0.0
797,40.0,25.0,0.0
798,40.0,25.0,0.0
799,40.0,26.0,0.0
800,41.0,27.0,0.0
801,42.0,27.0,0.0
802,42.0,27.0,0.0
803,42.0,27.0,0.0
804,42.0,27.0,0.0
805,41.0,26.0,0.0
806,40.0,26.0,0.0
807,39.0,26.0,1.0
808,39.0,26.0,2.0
809,39.0,26.0,2.0
810,38.0,26.0,2.0
811,38.0,27.0,3.0
812,38.0,27.0,3.0
813,39.0,28.000000000000004,4.0
814,39.0,28.000000000000004,4.0
815,39.0,27.0,4.0
816,39.0,26.0,4.0
817,39.0,27.0,5.0
818,39.0,27.0,5.0
819,39.0,28.000000000000004,6.0
820,39.0,28.999999999999996,7.000000000000001
821,40.0,30.0,8.0
822,41.0,30.0,8.0
823,40.0,30.0,8.0
824,40.0,31.0,9.0
825,40.0,31.0,9.0
826,41.0,31.0,9.0
827,41.0,31.0,9.0
828,42.0,32.0,10.0
829,42.0,32.0,10.0
830,42.0,32.0,10.0
831,42.0,32.0,10.0
832,43.0,33.0,11.0
833,43.0,34.0,11.0
834,43.0,34.0,11.0
835,44.0,35.0,12.0
836,45.0,36.0,13.0
837,46.0,37.0,14.000000000000002
838,46.0,37.0,14.000000000000002
839,47.0,38.0,15.0
840,47.0,38.0,16.0
841,46.0,38.0,16.0
842,46.0,39.0,17.0
843,46.0,39.0,17.0
844,45.0,38.0,17.0
845,45.0,37.0,17.0
846,46.0,38.0,18.0
847,47.0,38.0,18.0
848,47.0,38.0,19.0
849,48.0,39.0,20.0
850,48.0,38.0,20.0
851,49.0,39.0,21.0
852,49.0,39.0,22.0
853,49.0,40.0,23.0
854,49.0,40.0,24.0
855,50.0,41.0,25.0
856,50.0,42.0,26.0
857,49.0,42.0,26.0
858,48.0,41.0,26.0
859,48.0,41.0,26.0
860,48.0,41.0,26.0
861,47.0,41.0,26.0
862,47.0,40.0,26.0
863,48.0,41.0,27.0
864,48.0,41.0,28.000000000000004
865,48.0,41.0,28.000000000000004
866,48.0,41.0,28.999999999999996
867,47.0,41.0,30.0
868,47.0,40.0,30.0
869,47.0,40.0,30.0
870,48.0,40.0,30.0
871,48.0,40.0,30.0
872,47.0,40.0,30.0
873,48.0,41.0,31.0
874,48.0,41.0,31.0
875,49.0,42.0,32.0
876,50.0,43.0,33.0
877,51.0,42.0,33.0
878,51.0,42.0,34.0
879,51.0,43.0,35.0
880,50.0,42.0,35.0
881,50.0,42.0,35.0
882,50.0,41.0,35.0
883,50.0,41.0,35.0
884,50.505050505050505,41.0,35.0
885,51.02040816326531,41.0,35.0
886,51.02040816326531,41.0,35.0
887,52.04081632653062,41.0,35.0
888,52.04081632653062,40.0,35.0
889,53.06122448979592,40.0,35.0
890,53.06122448979592,40.0,35.0
891,54.08163265306123,40.0,35.0
892,55.10204081632652,41.0,36.0
893,55.10204081632652,41.0,36.0
894,55.10204081632652,41.0,37.0
895,55.10204081632652,41.0,37.0
896,56.12244897959183,42.0,38.0
897,57.14285714285714,43.0,39.0
898,57.14285714285714,43.0,40.0
899,57.14285714285714,43.0,41.0
900,56.12244897959183,42.0,41.0
901,56.12244897959183,43.0,42.0
902,56.12244897959183,43.0,42.0
903,57.14285714285714,44.0,43.0
904,57.14285714285714,43.0,43.0
905,57.14285714285714,43.0,43.0
906,57.14285714285714,43.0,43.0
907,58.16326530612245,43.0,43.0
908,58.16326530612245,43.0,43.0
909,59.183673469387756,44.0,44.0
910,60.204081632653065,44.0,44.0
911,61.224489795918366,44.0,44.0
912,62.244897959183675,44.0,44.0
913,62.244897959183675,44.0,44.0
914,63.26530612244898,45.0,45.0
915,64.28571428571429,46.0,46.0
916,65.3061224489796,47.0,47.0
917,65.3061224489796,47.0,47.0
918,66.3265306122449,48.0,48.0
919,66.3265306122449,48.0,48.0
920,66.3265306122449,48.0,47.0
921,66.3265306122449,48.0,47.0
922,66.3265306122449,48.0,47.0
923,67.3469387755102,48.0,47.0
924,67.3469387755102,48.0,46.0
925,67.3469387755102,48.0,46.0
926,66.3265306122449,48.0,46.0
927,67.3469387755102,48.0,46.0
928,67.3469387755102,47.0,45.0
929,67.3469387755102,48.0,46.0
930,68.36734693877551,48.0,46.0
931,68.36734693877551,48.0,46.0
932,68.36734693877551,48.0,46.0
933,69.38775510204081,48.0,47.0
934,70.40816326530613,49.0,48.0
935,70.40816326530613,49.0,48.0
936,69.38775510204081,49.0,48.0
937,69.38775510204081,49.0,48.0
938,69.38775510204081,49.0,48.0
939,69.38775510204081,49.0,48.0
940,69.38775510204081,49.0,48.0
941,69.38775510204081,49.0,48.0
942,70.40816326530613,49.0,48.0
943,71.42857142857143,50.0,49.0
944,71.42857142857143,51.0,50.0
945,71.42857142857143,52.0,51.0
946,71.42857142857143,52.0,51.0
947,71.42857142857143,52.0,51.0
948,71.42857142857143,52.0,51.0
949,70.40816326530613,51.0,50.0
950,70.40816326530613,52.0,51.0
951,69.38775510204081,51.0,50.0
